date,GRAND MOORE CAPITAL LTD,SILVERBRICKS SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,1.544756130666908,1.1315084607727808,0.0,0.0,0.0,0.0,2.6762645914396885
2024-03-04,0.0,0.0,0.0,0.0,1.5492806080897656,1.1441769975567821,0.0,0.6764093747172202,0.0,0.0,3.369866980363768
2024-03-05,0.0,0.0,0.0,0.0,1.5420414442131933,1.1441769975567821,0.0,0.6764093747172202,0.0,0.0,3.362627816487196
2024-03-06,0.0,0.0,0.0,0.0,1.544756130666908,1.1450818930413538,0.0,0.6764093747172202,0.0,0.0,3.3662473984254824
2024-03-07,0.0,0.0,0.0,0.0,1.5456610261514796,1.1550357433716405,0.0,0.6655506289023618,0.0,0.0,3.3662473984254824
2024-03-11,0.0,0.0,0.0,0.0,1.544756130666908,1.1559406388562121,1.676545109039906,0.6655506289023618,0.0,0.0,5.042792507465387
2024-03-12,0.0,56.48211564564293,0.0,0.0,1.5438512351823364,1.1541308478870689,1.676545109039906,0.6655506289023618,0.0,0.0,61.522193466654606
2024-03-14,0.0,58.291906614785994,0.0,0.0,1.5438512351823364,1.1622749072482128,1.676545109039906,0.6655506289023618,0.0,0.0,63.34012849515881
2024-03-15,0.0,58.291906614785994,0.0,0.0,1.5456610261514796,1.1622749072482128,1.676545109039906,0.6583114650257895,0.0,0.0,63.33469912225138
2024-03-18,0.0,58.291906614785994,0.0,0.0,1.542946339697765,1.167704280155642,1.676545109039906,0.6583114650257895,0.0,0.0,63.33741380870509
2024-03-19,0.0,58.291906614785994,0.0,3.8177992941815218,1.548375712605194,1.1686091756402137,1.676545109039906,0.6546918830875035,0.0,0.0,67.15792778934033
