date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIC SECURITIES BROKERAGE (HK) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,36.330772376695194,11.559319848240094,8.013154092305195,9.37915136837991,0.0,0.0,17.48432703460992,6.174513602744653,5.281856629688269,5.776905047336767
2024-03-04,29.810963656181173,9.480851736052244,6.588174506800231,7.694344030376427,17.962815893102967,0.0,14.319992115990901,5.069641067962101,4.333391885831152,4.73982510770281
2024-03-05,29.68107439404498,9.493386226253408,6.627909244292882,7.703804633307675,17.992563828162673,0.0,14.299788408883723,5.117144150073664,4.338636137658689,4.745692977322302
2024-03-06,29.42625539508536,10.152283641155543,6.554835664812235,7.923810019457054,17.81733727237345,0.0,14.059306644659223,5.056385725640065,4.305210443152719,4.704575193664349
2024-03-07,29.399230366157692,10.257063529157955,6.497793828516232,7.972387019057793,17.798421619846145,0.0,14.025611564922386,5.048781585132522,4.300875387656681,4.69983509955259
2024-03-08,29.387364614802202,10.360395376835372,6.472051514351692,8.000474405394362,17.79088041187326,0.0,13.948466848558722,5.038049754428178,4.2991630049125655,4.703154068843646
2024-03-11,29.20851779816025,10.513942126068104,6.401027787695456,8.114210492136253,17.781679889929237,0.0,13.930594055986582,5.049211678685752,4.296780156012411,4.704036015325954
2024-03-12,28.107324186700154,10.156972464300603,6.153451389778952,7.858586708850587,17.116318387776875,3.667967538787848,13.408330395076442,4.8646101466326686,4.135964323042548,4.530474459053325
2024-03-13,30.401569148990315,11.103944889481795,6.632184468006515,8.481576110300828,18.881020324256774,3.9676667653812685,5.854798378251506,5.295730531046171,4.473902239811426,4.907607144473403
2024-03-14,30.35540182749685,11.186651367460922,6.601121144553805,8.50612084651722,18.85058796215673,3.961864671821143,5.84636175430062,5.288611877147333,4.46874991296505,4.934528635580334
2024-03-15,30.345730725635278,11.221551870089593,6.601991829917603,8.528243239072598,18.844582245040268,3.9604912694550523,5.810296441870061,5.284147719426587,4.46732618825708,4.935638471235882
2024-03-18,30.288590288215843,11.18585566512178,6.604357374895161,8.569047152872962,18.808877343718255,3.953057272021796,5.889781876839527,5.312538269312656,4.458940841804444,4.928953915197573
2024-03-19,30.261275560490375,11.24315932486575,6.619699217360068,8.613334832007366,18.78660631793711,3.949483299781218,5.823792568117701,5.308289486529365,4.454909498544183,4.939449894366864
2024-03-20,30.116220026413444,11.230614685891593,6.607897223031488,8.612786292517805,19.06122986600399,3.930576897252776,5.792507317905313,5.2868916350284785,4.433583591883957,4.927692464071158
2024-03-21,30.096038729211124,11.2753155387105,6.597940924933825,8.638701467692684,19.048987713628986,3.9242979371314752,5.765936970607824,5.293557147810429,4.430620701651604,4.928602868621555
2024-03-22,30.08657526343912,11.314792585136392,6.571239134206727,8.664436124082513,19.042948728991348,3.923076547645845,5.760229533572544,5.272235071607593,4.429241725430504,4.935225285887415
2024-03-25,30.05992019311329,11.381125355645095,6.5895895387177035,8.6872779514758,19.02607771149807,3.9196009150636884,5.755360296292292,5.2182287136639784,4.425317658013469,4.937501666516617
2024-03-26,30.015338584626633,11.433796082438013,6.627841795650047,8.735476946567552,18.99813520076092,3.9137877887381123,5.702194379145142,5.222090429630521,4.418754507546295,4.932584284896766
2024-03-27,30.002665892863245,11.456089933436603,6.620372127773261,8.775287234764525,18.990114051480873,3.912135359393224,5.699773132427758,5.217948391081363,4.41688887762197,4.9087249991571795
2024-03-28,29.966861094371605,11.518820892199681,6.628072764326859,8.81148876624779,18.96748623523491,3.907473824459748,5.695726099998981,5.171838492112895,4.411625899757239,4.920605931290288
2024-04-02,29.93989608230654,11.592355112771969,6.624389079780113,8.829469688616886,18.939913695452613,3.9039684978144336,5.675425252345062,5.152597169389518,4.407668307074525,4.934317114448348
2024-04-03,29.915755003837507,11.666604066962583,6.468787739868979,8.927321313939538,18.921560531921568,3.900834948244409,5.67119861928817,5.185052935879561,4.404130459078012,4.938754380979674
2024-04-05,29.828468193526692,11.766524168298991,6.453271436327122,9.041270328523929,18.866265679393564,3.889435460721413,5.643178876542394,5.156459574927027,4.390577204569788,4.964549077169082
2024-04-08,29.80861516263441,11.816177019048814,6.424729368249441,9.066190507915772,18.854009926294697,3.8868609959417557,5.639443587601446,5.1457024884845355,4.387671027956324,4.9705999158728025
2024-04-09,29.794656819575817,11.810643912207953,6.4417094914475355,9.061945124604485,18.84518124582278,3.8858595592300973,5.637239442396637,5.167756799429709,4.385616433433823,4.969391171851166
2024-04-10,29.765476878816578,11.863414007552798,6.440566733951569,9.087787623060734,18.826724873739682,3.882053871773327,5.631841185704278,5.1565482014441,4.381321299964245,4.964265323992686
2024-04-11,29.742317604658464,11.923788950559869,6.4229775983819914,9.097104617162433,18.813708651932103,3.879580602540058,5.629846901083576,5.155578696185391,4.378529945817654,4.95656643167846
2024-04-12,29.72647085791343,12.000709051634963,6.411503208081119,9.084586557278138,18.800325156385604,3.8776911559345533,5.6272820342064485,5.161100903863943,4.37639749919757,4.933933575504232
2024-04-15,29.703903608435244,12.099799748143425,6.409384055360536,9.108165249117715,18.78607984727674,3.874747354629191,5.617717631635235,5.103823663683014,4.373075098275773,4.923303743443128
2024-04-16,29.61092709001794,12.146553502741787,6.390261371941797,9.255425674859815,18.754058752150932,3.8627605036608204,5.61425438681486,5.092496787643584,4.359546629274072,4.913715300894389
2024-04-17,29.554983908901157,12.187664143278415,6.376469166002736,9.266665923591585,18.71862717980411,3.8554626872226474,5.598178420820648,5.186923861587171,4.351310247281467,4.903714461510066
2024-04-18,29.531868413555724,12.221377059460467,6.360484741231823,9.262515926456475,18.70398699793897,3.852447259094664,5.589471413500061,5.214303307291586,4.347907007676343,4.915637873793894
2024-04-19,29.49194738336338,12.276140583617254,6.325410023057669,9.30177295961061,18.6787030430193,3.8472395403959676,5.5819155943445375,5.241512177799292,4.342029528998182,4.913329165793806
2024-04-22,29.45435928012914,12.21196626410669,6.3173076819712985,9.408006799361624,18.65473475034276,3.842336153205849,5.574801326274081,5.299589888505371,4.336495521627947,4.9004023344752365
2024-04-23,29.424796323624815,12.273782907297063,6.31022580713503,9.35120334285191,18.63602471395331,3.8384796504894965,5.569205970844296,5.3445022795880694,4.332143037594333,4.919635966621678
2024-04-24,29.58356705582653,12.300117407707248,5.701113490504544,9.429737248962141,18.73658123970191,3.859191373280941,5.599771288633625,5.439845872874387,4.355518476272533,4.99455654623614
2024-04-25,29.46905030853103,12.35656029461544,5.684686885654893,9.501030204640298,18.65212048257315,3.8442391073293956,5.582535652694672,5.582951202296424,4.338658446927629,4.988167414737073
2024-04-26,29.43022486608032,12.340617545115373,5.683101653978544,9.519786722570004,18.625537780584505,3.83917432639259,5.650421470815822,5.600561041233357,4.332672664595841,4.977901928633646
2024-04-29,29.394903157011655,12.304183269791046,5.718746474154156,9.544835312316922,18.608636630444497,3.834566607653173,5.643922665661224,5.60728991213521,4.3274726566433035,5.015443314188816
2024-04-30,29.320040821338445,12.472108187097843,5.706204392090452,9.406843356216571,18.56323078893836,3.824806067911041,5.752405116945355,5.589364168897283,4.316726064922261,5.0482710356423866
2024-05-02,29.101728071490545,12.760400249643448,5.652776669288452,9.513227718141152,18.474206118479596,3.8068433087087032,5.77534310993317,5.568100145971453,4.298805599637485,5.048569008705996
2024-05-03,29.075851653051327,12.74767892004946,5.607915265262439,9.660026989917169,18.457369575556115,3.8027129762834613,5.773618050228511,5.500635981002053,4.295046353688778,5.079144234960689
2024-05-06,29.078924737024842,12.749477162564283,5.565964276881381,9.661389674946856,18.461055160158462,3.8032494033607755,5.78084381142837,5.480814042408175,4.295598803852303,5.122682927374555
2024-05-07,29.102870757299943,12.759976149077456,5.566350238809161,9.669345671777348,18.472594734904433,3.8063813172175553,5.704485719215572,5.487091965462621,4.2833620438767674,5.14754140235914
2024-05-08,29.108321694648954,12.860464691728502,5.55854160672199,9.706053469736919,18.476054632638007,3.807094248469583,5.829125416952228,5.204974766992551,4.287640616682956,5.161728855428311
