date,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,KGI ASIA LTD,HANTEC SECURITIES CO LTD
2024-07-08,30.770367002644853,35.075690909434506,8.436929043534306,14.282921920250157,0.0,8.063854007570198,0.0,0.0,3.3702371165659786
2024-07-09,28.23176736127897,32.18189583849182,7.76335887115554,13.104560269208184,8.227655538746465,7.3985744257606925,0.0,0.0,3.092187695358328
2024-07-10,28.229651206609745,32.17948359598955,7.770272607596487,13.103577997143992,8.22703882242608,7.3980198544645965,0.0,0.0,3.0919559157695438
2024-07-11,28.24190991588394,32.18491165024277,7.747218327762264,13.105788316401213,8.228426564182039,7.399267756812581,0.0,0.0,3.0924774687152046
2024-07-12,28.242482401040476,32.18878881607629,7.746347222153196,13.10431468738617,8.227501350998336,7.398435775142094,0.0,0.0,3.0921297472034386
2024-07-15,28.24195314174697,32.188185603674995,7.7480760398399475,13.104069114768476,8.227347169029112,7.398297129720073,0.0,0.0,3.0920718012204262
2024-07-16,25.341062688919862,28.939583646367794,6.95961624495409,11.770572696654611,7.390115780489278,6.64543153993887,0.0,10.176201044383962,2.777416358291531
2024-07-17,25.344832661337996,28.93812231519877,6.959264812664411,11.769978330648206,7.3897426097254995,6.645095972697835,0.0,10.175687187655747,2.777276110071538
2024-07-19,25.35488405999175,28.934226153498916,6.958327833384039,11.768393648052685,7.388747671912528,6.644201292381721,0.0,10.174317156723593,2.7769021840547734
2024-07-22,25.359908744414188,28.93227846605014,6.9578594383520205,11.767601466762645,7.388250303466369,6.643754042560845,0.0,10.173632279591544,2.7767152588022483
2024-07-23,25.36618864874151,28.929844225447237,6.957274033231786,11.766611390114422,7.387628687063286,6.643195064951632,0.0,10.172776312827539,2.7764816376225823
2024-07-24,25.372919513317566,28.929844225447237,6.950543168655732,11.766611390114422,7.387628687063286,6.643195064951632,0.0,10.172776312827539,2.7764816376225823
2024-07-25,25.15930000125139,28.81665972240477,7.477089629962082,11.711039468515699,7.352738036850866,6.598422110422687,0.0,10.121382294787683,2.7633687358048262
2024-07-26,24.997695989616595,28.677378572719437,8.002619398471422,11.654435855990924,7.317199642846391,6.528196087070366,0.0,10.072462059895683,2.750012393389186
2024-07-29,24.876117960034797,28.57735392674084,8.406627490282569,11.607040228129765,7.2874424520614,6.501647573167961,0.0,10.00494157749527,2.7388287920873995
2024-07-30,24.79211198826935,28.488452720824974,8.724659691691306,11.570931920970189,7.264771968863706,6.481421616937852,0.0,9.947341514754283,2.7303085776883393
2024-07-31,24.712940904995882,28.2900685052089,9.133579914154733,11.543997779525862,7.247861455768772,6.466334541170468,0.0,9.881263774783317,2.723953124392063
2024-08-01,24.744804466330464,28.316626170585106,9.181722473184289,11.558882000821427,7.257206465694067,6.325901059965065,0.0,9.88739211767437,2.727465245745214
2024-08-02,24.741992732956046,28.307735510397126,9.205279502727878,11.55525282228147,7.254927897752681,6.3239148969113135,0.0,9.88428774207065,2.726608894902837
2024-08-05,24.73165136565523,28.309138927669984,9.212346163048693,11.555825698956719,7.255287576509795,6.324228418683308,0.0,9.884777777034486,2.7267440724417833
2024-08-06,24.72223629037506,28.263907792051462,9.222670925810219,11.552198439055324,7.253010213179389,6.256161168095353,0.0,10.003926997106607,2.725888174326582
2024-08-07,24.720602700106884,28.26204017602484,9.228669289372691,11.551435095532334,7.25253095043147,6.255747774910354,0.0,10.0032659599094,2.72570805371203
2024-08-08,24.718950755831905,28.26204017602484,9.230321233647668,11.551435095532334,7.25253095043147,6.255747774910354,0.0,10.0032659599094,2.72570805371203
2024-08-09,24.71854241928555,28.261573310582516,9.231820673389555,11.551244275413836,7.252411144640767,6.255644435150246,0.0,10.003100714259832,2.7256630272776956
2024-08-12,24.707930402304758,28.249440220742965,9.219601284306782,11.546285164220278,7.249297582808797,6.252958799248032,0.0,10.049993684460427,2.72449286190796
2024-08-14,24.710008777121658,28.24804091918211,9.220795728608355,11.545713233069566,7.248938497696191,6.252649066561671,0.0,10.049495870282891,2.724357907477556
2024-08-15,24.69889847754983,28.2645876435399,9.219730123077087,11.544378947369534,7.248100770759566,6.251926476274833,0.0,10.048334495635732,2.724043065793518
2024-08-16,24.70635677306731,28.261788140703114,9.218816942918243,11.54323551934505,7.2473828731937155,6.2513072460873484,0.0,10.04733924527934,2.7237732594058794
2024-08-19,24.70637214641736,28.27216987954651,9.215743898946673,11.539387642709166,7.24496699636418,6.249223405810881,0.0,10.049270726239465,2.722865303965764
2024-08-20,24.66004769230218,28.213506129879974,9.36294807903868,11.515443822660647,7.22993394683074,6.236256488908122,0.0,10.064648385337698,2.717215455041961
2024-08-21,24.625503456345598,28.179629650244703,9.476712126593972,11.501617015869828,7.221252831162711,6.22876850017768,0.0,10.052563575513194,2.713952844092311
2024-08-22,24.615381488981892,28.168046809221913,9.47446100098738,11.496889437720174,7.218284636599232,6.226208252360347,0.0,10.087891062239498,2.712837311889559
2024-08-23,24.60797786649654,28.20131305530819,9.518858013100175,11.484993159949388,7.21081559729684,6.11136454364891,0.0,10.154647530379997,2.710030233819963
2024-08-26,24.600300996013235,28.192515183782163,9.547085119446875,11.481410224144224,7.208566062706076,6.109458001212454,0.0,10.15147961815587,2.709184794539103
2024-08-27,24.58939999497398,28.18002238390271,9.58716704036631,11.476322527664177,7.205371769020245,6.106750749458449,0.0,10.146981246778813,2.7079842878353197
2024-08-28,24.57246207175848,28.160611131271608,9.63960570462732,11.468417289235845,7.200408490787033,6.1025442346467145,0.0,10.149832131405411,2.7061189462675905
2024-08-29,24.57205907227603,28.16014928452307,9.641087655928281,11.46822920200964,7.200290400833867,6.102444150163482,0.0,10.149665669571672,2.706074564693957
2024-08-30,24.56198837954691,28.14860803721382,9.678120646890827,11.463529025597854,7.197339410362375,6.099943104575396,0.0,10.145505897532995,2.7049654982798255
2024-09-02,24.556754880933973,28.142610326489333,9.697365808276288,11.46108645611497,7.195805851057692,6.098643370885946,0.0,10.143344163302778,2.7043891429390228
2024-09-04,23.226660431943348,26.61829125595805,9.196920707458043,10.840307059627367,6.806051526232909,5.768315860866008,5.391605722407452,9.593939087948728,2.557908347558094
2024-09-05,23.189273354777583,26.57544479888243,9.404993075542796,10.822857827193527,6.79509608240787,5.69712073656359,5.382927058516805,9.5784960869174,2.553790979198001
2024-09-09,23.18245602269115,26.567631978283572,9.431626779761459,10.819676053672493,6.793098416252303,5.695445860279047,5.381344550915401,9.575680138883406,2.553040199261167
2024-09-10,23.163102314250025,26.543906174444786,9.508783146988362,10.810643324113329,6.787427246380082,5.690691057832139,5.376851973711429,9.567685950461264,2.550908811818585
2024-09-12,23.162744216987424,26.543495810582,9.510182124405324,10.810476193574042,6.787322314014629,5.690603080804603,5.376768848577884,9.567538035812277,2.5508693752418146
2024-09-13,23.317342360941474,26.388897666627955,9.510182124405324,10.810476193574042,6.787322314014629,5.690603080804603,5.376768848577884,9.567538035812277,2.5508693752418146
2024-09-17,23.321772744605042,26.393707982680443,9.495896748419907,10.811813382599425,6.788161863794631,5.691306973200387,5.377433921620698,9.568721481077066,2.5511849020024013
2024-09-20,23.322493956659095,26.394524192518205,9.496190403420922,10.812147731545496,6.78837178369286,5.68839053254394,5.377600215590141,9.569017388139947,2.5512637958893962
2024-09-23,23.30274263080297,26.37794311791186,9.62900333937058,10.80155892244113,6.781723634339768,5.682819642933871,5.3723336965287745,9.50310978398742,2.5487652316836242
2024-09-25,23.32874128383478,26.40037256848054,9.638737004823346,10.810743604917416,6.787490207356736,5.594890625106095,5.376901850025281,9.511190381105848,2.550932474349956
2024-09-30,23.332864075533426,26.410203676145983,9.646521751663355,10.809072501034962,6.786441010219874,5.578567970704166,5.376070698914356,9.509720159652682,2.5505381561311964
2024-10-03,23.330442843922587,26.42116893651936,9.64488177573133,10.807234883372807,6.785287267948059,5.5776195752676925,5.37515672942545,9.508103440944778,2.5501045468679355
2024-10-08,23.366136390347506,26.318599087695954,9.657718287569542,10.82161838767535,6.79431790433801,5.585042909360509,5.38231060280554,9.520757912530499,2.5534985176770872
2024-10-09,23.36324388083876,26.31534109087328,9.6689018184935,10.82027877236354,6.793476831221966,5.584351533197493,5.381644323009105,9.519579331599001,2.553182418403354
2024-10-10,23.340129559990928,26.26457248765875,9.783004124692807,10.809573777950819,6.78675573530095,5.578826679982598,5.376320017266059,9.510161178360981,2.5506564387961115
2024-10-14,23.333842888815155,26.25865612319484,9.81152356137202,10.805230922027047,6.784029087335572,5.576585329769116,5.374160026158665,9.506340374631074,2.5496316866965114
2024-10-15,23.334666970973057,26.25784463431358,9.812765532843514,10.804897000720809,6.783819435929625,5.576412992808332,5.3739939448829555,9.50604659381155,2.5495528937165752
2024-10-16,23.310023274047847,26.22972709903167,9.91376861744491,10.792056705000162,6.775757698028097,5.569786109471699,5.36760761177412,9.4947498225984,2.5465230626030935
2024-10-17,23.292264935151007,26.20974443417029,9.983324560844755,10.783834962871973,6.770595703976448,5.564617561136646,5.363518392560802,9.487516411326858,2.5445830379612184
2024-10-22,23.291292764873944,26.206915345043928,9.991498987698339,10.78267095189466,6.769864883470615,5.564016914340026,5.362939452479887,9.48649232543457,2.5443083747640283
2024-10-23,23.290933617495405,26.206511239310476,9.992886901950726,10.782504685125136,6.769760493420199,5.56393111823978,5.362856756956497,9.486346045497058,2.5442691420047217
2024-10-30,23.299168054196684,26.210763788181453,9.992889094927254,10.779180426199746,6.767673368266982,5.56221575170666,5.361203381886371,9.483421393810646,2.5434847408242076
2024-10-31,23.299377775732555,26.207531862974754,10.000904814043512,10.777851296487672,6.766838878500625,5.561529901212629,5.360542317276114,9.48225203801102,2.543171115761117
2024-11-07,23.294351222419525,26.201877911295007,10.020321008520073,10.775526108035727,6.7653790164944025,5.560330069748479,5.359385846403635,9.48020635911541,2.5426224579677386
2024-11-08,23.218881017986234,26.12232353423475,10.373130993208672,10.72288134126302,6.7323261709181,5.5331645952494775,5.333202102324684,9.433889989248275,2.530200255566787
2024-11-11,23.237078559424383,26.108310964976205,10.390556107228191,10.717129359926112,6.7287148081456625,5.5301964882199375,5.33034125942414,9.428829450254545,2.5288430024008255
2024-11-12,23.23494192232288,26.105910319571368,10.391133192279574,10.716143925541427,6.728096106372641,5.537350445563234,5.329851137360411,9.427962474366174,2.528610476622294
2024-11-14,23.14476162505266,26.392710734057918,10.35080275016412,10.674552040008574,6.70198277633017,5.51585868066278,5.3091647262826465,9.391370325290305,2.5187963421508286
2024-11-15,23.144055017039094,26.391904966376806,10.353539734118113,10.674226146653744,6.701778165247401,5.515690281868763,5.309002637841135,9.3910836073868,2.5187194434681484
2024-11-18,23.11887530206902,26.451192639131722,10.368354866471604,10.661206709741908,6.693603954131692,5.508962751398321,5.302527205902698,9.37962922944124,2.515647341711795
2024-11-19,23.123678062777277,26.45101565761987,10.368614833183317,10.659906512627659,6.692787629602768,5.50829090085955,5.3018805313977335,9.378485328268619,2.515340543663205
2024-11-20,23.11134683992649,26.43691005695296,10.416412790840223,10.654221877059785,6.689218549652358,5.505353480504491,5.299053184027501,9.373484039448055,2.5139991815881357
2024-11-26,23.117441383397008,26.430815513482443,10.416412790840223,10.654221877059785,6.689218549652358,5.505353480504491,5.299053184027501,9.373484039448055,2.5139991815881357
2024-11-29,23.11861277578829,26.430412810232905,10.41625408505692,10.654059547987153,6.689116631872127,5.505269600242252,5.298972446982683,9.373341223859171,2.5139608779785005
2024-12-02,23.118260543045427,26.430010119254455,10.417618973549384,10.653897223860978,6.689014717197514,5.505185722535995,5.298891712398067,9.373198412622138,2.513922575536045
2024-12-05,23.131300306848985,26.386988807417534,10.425019439313946,10.659906512627659,6.692787629602768,5.50829090085955,5.3018805313977335,9.378485328268619,2.515340543663205
2024-12-06,23.258857211152492,26.26255375919059,10.42800309006231,10.65828171213576,6.691767503899053,5.507451318096359,5.301072410042711,9.377055844102262,2.5149571513184603
2024-12-12,23.214788518631153,26.135338755293674,10.7979164212589,10.605422295620878,6.658579891180334,5.480137284650685,5.274781906369971,9.330550627414066,2.502484299580337
2024-12-13,23.232835470896937,26.089642601022888,10.80500482427445,10.610893945603394,6.662015248823773,5.482964649015999,5.277503321842289,9.33536453352306,2.5037754049972043
2024-12-16,23.22323412268312,26.08779444401335,10.86392671468253,10.600277659807087,6.655349848319024,5.469899291093896,5.272223136794463,9.326024425290083,2.501270357316445
2024-12-17,23.205293647714477,25.99341826433495,11.00700911944539,10.592088704943531,6.650208439644824,5.465673669856369,5.268150224868627,9.318819859945092,2.4993380692467393
2024-12-18,23.217602752837436,25.88141534468796,11.085594303733927,10.597707213173601,6.653736001761292,5.468572902798276,5.27094468271544,9.323762970556809,2.5006638277352646
2024-12-20,23.212677544091306,25.87592505464488,11.104455941313573,10.595459094760564,6.652324527928305,5.467412840608547,5.269826543899471,9.321785097155393,2.500133355597955
2024-12-30,23.211270725372124,25.87435682815856,11.10984351089473,10.594816950390767,6.651921359674483,5.467081484662423,5.2695071627934045,9.321220144588162,2.4999818334653434
2025-01-02,23.200022311444442,25.86181785607215,11.15292056971309,10.589682596138642,6.648697772058222,5.464432082299087,5.266953506922372,9.316702988085275,2.498770317266717
2025-01-03,23.174753197815054,25.83364955496904,11.230025627491665,10.57814847391976,6.641456110941081,5.458480305470856,5.2612168207735195,9.32622121421254,2.496048694406483
2025-01-06,23.16564176256178,25.823492742369286,11.243756351042704,10.573989546569083,6.63884494193204,5.456334237745343,5.259148309579173,9.343724765607174,2.4950673425934147
2025-01-07,23.10159404836245,25.74270398659823,11.503716456343106,10.543378417353383,6.619625844025288,5.4405384445246225,5.243923358981289,9.316675186553187,2.4878442572584394
2025-01-08,23.062647727882556,25.69930509397713,11.652909824253369,10.525603635495324,6.608466005053196,5.431366395470342,5.235082777708701,9.30096846878891,2.4836500713704694
2025-01-09,23.055255829095714,25.690014777886976,11.682279625232175,10.522230033398028,6.606347899949999,5.429625567134269,5.233404860997222,9.297987379264752,2.4828540270408626
2025-01-10,23.021426033268693,25.560497513952523,11.906271584817112,10.506104683816705,6.596223651667612,5.421304649411712,5.22538465210459,9.283738185280448,2.4790490456806045
2025-01-13,22.952456016077562,25.483920678512202,12.17019207151701,10.474629386864748,6.5764619888586,5.4050629329199555,5.209729893413051,9.255924982861472,2.471622048975398
2025-01-14,22.936307988358365,25.442041275741296,12.255934454126992,10.467260040178322,6.571835168512403,5.401260241565111,5.206064627148325,9.249413046488069,2.4698831578811165
2025-01-16,22.93596466015943,25.44166043981021,12.25724787440397,10.467103358225012,6.57173679625767,5.401179391371103,5.205986698791552,9.24927459419993,2.469846186781121
2025-01-17,22.92167851280357,25.304486583929325,12.435794603738566,10.459901055498603,6.567214853918414,5.397462897158238,5.202404514598741,9.242910266520415,2.4681467118341303
2025-01-20,22.91899726918934,25.216869267081098,12.546089841793517,10.454583981555327,6.563876546338408,5.394719208744933,5.1997599800720575,9.238211824625274,2.4668920806000445
2025-01-21,22.88000063809165,25.127694002145645,12.785937582397658,10.43679552641394,6.552708122639854,5.385540104075208,5.190912598166218,9.177716757742886,2.462694668326939
2025-01-22,22.837053202731074,25.065630075751105,13.033070233421915,10.417204897535374,6.540408210022488,5.306902983067924,5.181168875392846,9.160489511841737,2.458072010235543
2025-01-24,22.83059098759779,25.052579962597715,13.07852978640204,10.41425713459338,6.538557466647788,5.305401285433663,5.179702756817151,9.143004171838848,2.4573764480716234
2025-02-03,22.896651187283567,24.928527307309455,13.154123911154963,10.410435285280434,6.536157930988296,5.300178996904865,5.17780189695105,9.139648850017926,2.4564746341094432
2025-02-04,22.871707101970664,24.862444857231704,13.292728575691125,10.397741790161142,6.52818836136682,5.2937164624973265,5.171488577545421,9.128504831070536,2.453479442465265
2025-02-05,22.8689866855487,24.85948765762355,13.291147506252418,10.39650505748565,6.527411882779333,5.293086814997313,5.170873468127062,9.139313307527663,2.4531876196583147
2025-02-11,22.865247169463597,24.855422656614042,13.305326059639139,10.394805030351701,6.526344526273101,5.292221294213349,5.170027931559396,9.137818855255237,2.4527864766304392
2025-02-12,22.856455761734757,24.84696379004822,13.374871921363008,10.388782138780746,6.522563073391428,5.289154909136238,5.1670323469804,9.10281075981663,2.451365298748572
2025-02-13,22.858577729581718,24.845524014360578,13.385751303023069,10.385696182995733,6.520625566089751,5.287583781936569,5.165497495912248,9.100106797874908,2.4506371282254262
2025-02-14,22.832127098345847,24.724796211484676,13.577954320928445,10.373678452797732,6.51308027327599,5.281465294146152,5.159520279349147,9.089576677761348,2.4478013919106627
2025-02-18,22.822615820511487,24.697575491373303,13.643493466285292,10.365989397259808,6.508252724767324,5.2775506287598,5.155696000607767,9.082839408989281,2.4459870614459347
2025-02-19,22.8197501094402,24.693987396277798,13.656019047378113,10.361995591285124,6.5057452266770985,5.275517295285774,5.153709615256425,9.08823104627747,2.445044672121999
2025-02-20,22.800829221098425,24.673512492915695,13.727610752578817,10.35340399143673,6.500351018658884,5.2711431249635545,5.149436441198491,9.08069558230323,2.4430173748461743
2025-02-21,22.801504426813423,24.668320513044815,13.73097859205468,10.35371058895022,6.500543514910434,5.271299220425172,5.149588932534678,9.080964490836944,2.4430897204296325
2025-02-24,22.788345124407105,24.65408382570126,13.780766541119538,10.347735210917387,6.496791893249123,5.268257025523586,5.14661697959846,9.075723645512044,2.4416797539714943
2025-02-26,23.03011848839866,24.40764354708202,13.781990221355645,10.348654050883821,6.49736878393326,5.268724826932282,5.147073979828597,9.076529535635808,2.4418965659499077
2025-02-27,23.18222920918813,24.246196510168733,13.784438233892873,10.350492220440838,6.498522872710469,5.26966067902798,5.1479882238115255,9.07814174531967,2.442330305439782
2025-02-28,23.29424312121842,23.89906791755628,14.226279275477374,10.29532651837055,6.463887266107633,5.241574620429079,5.120550650934046,9.02975737361944,2.4293132562871778
2025-03-03,23.456197338304232,23.73711370047047,14.226279275477374,10.29532651837055,6.463887266107633,5.241574620429079,5.120550650934046,9.02975737361944,2.4293132562871778
2025-03-04,23.54453600216922,23.648775036605482,14.226279275477374,10.29532651837055,6.463887266107633,5.241574620429079,5.120550650934046,9.02975737361944,2.4293132562871778
2025-03-05,23.498867114657727,23.45595843355459,14.635113042312305,10.275356869844952,6.451349387237748,5.172629428060861,5.11061841648046,8.975506144162706,2.424601163688651
2025-03-07,23.486343018893724,23.419937690727785,14.762640603663987,10.27309249238934,6.449927705217768,5.1303538572286564,5.1094921909611815,8.944145585894137,2.424066855023419
2025-03-10,23.424741914996826,23.333601029877173,15.04042051747129,10.246147734005413,6.433010526311842,5.116897719730675,5.096090770439367,8.891380890642226,2.4177088965251894
2025-03-11,23.426985930237436,23.332917245615274,15.039979762406139,10.245847473683115,6.432822008845168,5.11674777055969,5.095941431009864,8.891120331360709,2.4176380462826064
2025-03-13,23.434196618188295,23.31371662871497,15.044608979377408,10.24900108504161,6.434801993478588,5.113925616802073,5.097509931694686,8.893856965703424,2.418382180998945
2025-03-18,23.42815307387602,23.30770415549794,15.06710460859702,10.246357926702402,6.433142495112934,5.112020641573581,5.096195313248131,8.89156329122612,2.417758494165852
2025-03-19,23.421817241536935,23.297021771856038,15.099228864876165,10.24230573042756,6.430598336862685,5.10999895629293,5.094179886516806,8.888046884723053,2.4168023269078263
2025-03-20,23.452480763291675,23.324596618005486,15.118051131530738,10.25507349567842,6.438614536744683,5.109036161915462,5.100530145398796,8.781802103900418,2.4198150435343204
2025-03-21,23.442682470942806,23.31265284202968,15.18503200186252,10.250788993361418,6.435924525901504,5.106901640180186,5.098399177421324,8.748814287590022,2.4188040607105394
2025-03-25,23.43958997410222,23.309577498354788,15.196220568738081,10.249436736314266,6.435075515713047,5.106227951185463,5.0977266100490635,8.747660167084538,2.41848497845854
2025-03-26,23.431347303341756,23.270610653566372,15.256812214163807,10.24583246112895,6.432812583261867,5.104432315857542,5.095933964268148,8.744584000532079,2.41763450387948
2025-03-28,23.421257928711416,23.258247127634053,15.295645402815495,10.241420677172965,6.4300426590556725,5.102234382924229,5.093739690665723,8.740818643686584,2.4165934873338633
