date,GRANSING SECURITIES CO LTD,ASTRUM CAPITAL MANAGEMENT LTD,SUNCORP SECURITIES LTD,KINGSTON SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,SORRENTO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-04-22,0.0,0.0,0.0,0.0,29.801497830055713,0.0,0.0,41.658708416552074,0.0,28.53979375339221
2024-04-24,0.0,0.0,0.0,0.0,29.82068989204471,0.0,0.0,41.68553648133162,0.0,28.493773626623675
2024-05-09,0.0,0.0,0.0,0.0,29.82075390692083,0.0,0.0,41.68541130001717,0.0,28.493834793061996
2024-05-13,0.0,0.0,0.0,0.0,29.82939843892593,0.0,0.0,41.66850688740726,0.0,28.502094673666807
2024-05-14,0.0,0.0,0.0,0.0,29.778244606167135,0.0,0.0,41.768538386512475,0.0,28.45321700732039
2024-05-20,0.0,0.0,0.0,0.0,29.76451415644748,0.0,0.0,41.79538832902454,0.0,28.440097514527977
2024-05-22,0.0,0.0,0.0,0.0,29.778104175026666,0.0,0.0,41.77074223077371,0.0,28.451153594199617
2024-05-27,0.0,0.0,0.0,0.0,29.777976511502878,0.0,0.0,41.77099186897064,0.0,28.451031619526475
2024-05-29,0.0,0.0,0.0,0.0,29.77689141574471,0.0,0.0,41.76089574390463,0.0,28.46221284035066
2024-05-30,0.0,0.0,0.0,0.0,29.776740892024694,0.0,0.0,41.760985258674125,0.0,28.462273849301173
2024-05-31,0.0,0.0,0.0,0.0,29.7818478998176,0.0,0.0,41.7681476838008,0.0,28.450004416381603
2024-06-03,0.0,0.0,0.0,0.0,29.783124925497162,0.0,0.0,41.7656507409977,0.0,28.451224333505138
2024-06-11,0.0,0.0,0.0,0.0,29.804595343552265,0.0,0.0,41.72367006143888,0.0,28.47173459500885
2024-06-17,0.0,0.0,0.0,0.0,29.805618516576367,0.0,0.0,41.721669471662395,0.0,28.472712011761242
2024-06-19,0.0,0.0,0.0,0.0,29.67826399802424,0.0,0.0,41.79976977959858,0.0,28.52196622237718
2024-06-20,0.0,0.0,0.0,0.0,29.571163197150458,0.0,0.0,41.490576049563785,0.0,28.938260753285753
2024-06-21,0.0,0.0,0.0,0.0,29.51164153657627,0.0,0.0,41.52667057381853,0.0,28.961687889605198
2024-06-24,0.0,0.0,0.0,0.0,29.512270494336285,0.0,0.0,41.525424379016016,0.0,28.962305126647696
2024-06-25,0.0,0.0,0.0,0.0,29.519190799501178,0.0,0.0,41.52450304302875,0.0,28.956306157470074
2024-06-27,0.0,0.0,0.0,0.0,29.518439565124705,0.0,0.0,41.52494564058836,0.0,28.956614794286935
2024-07-02,0.0,0.0,0.0,0.0,29.493290734824278,0.0,0.0,41.574764643237486,0.0,28.931944621938232
2024-07-03,0.0,0.0,0.0,0.0,29.495175410569363,0.0,0.0,41.5710311628006,0.0,28.93379342663003
2024-07-04,0.0,0.0,0.0,0.0,29.50127084429654,0.0,0.0,41.578556925941626,0.0,28.92017222976183
2024-07-12,0.0,0.0,0.0,0.0,29.501899382780493,0.0,0.0,41.57731222955367,0.0,28.920788387665837
2024-07-15,0.0,0.0,0.0,0.0,29.476904212993414,0.0,0.0,41.626810229031356,0.0,28.896285557975226
2024-07-16,0.0,0.0,0.0,0.0,29.479414375767742,0.0,0.0,41.62183934718694,0.0,28.898746277045312
2024-07-22,0.0,0.0,0.0,0.0,29.48518937288796,0.0,0.0,41.61040310543003,0.0,28.904407521682007
2024-07-23,0.0,0.0,0.0,0.0,29.485186861527986,0.0,0.0,41.61039956132185,0.0,28.904413577150166
2024-07-25,0.0,0.0,0.0,0.0,29.488451990753212,0.0,0.0,41.60393361651583,0.0,28.907614392730956
2024-07-26,0.0,0.0,0.0,0.0,29.488454502669427,0.0,0.0,41.6039371604657,0.0,28.907608336864882
2024-07-29,0.0,0.0,0.0,0.0,29.488529860354813,0.0,0.0,41.60404347924233,0.0,28.90742666040286
2024-07-31,0.0,0.0,0.0,0.0,29.489157856044883,0.0,0.0,41.604929490180076,0.0,28.90591265377504
2024-08-01,0.0,0.0,0.0,0.0,29.490991756553164,0.0,0.0,41.60751685811074,0.0,28.901491385336097
2024-08-16,0.0,0.0,0.0,0.0,29.499159151149556,0.0,0.0,41.59134532833582,0.0,28.90949552051462
2024-08-19,0.0,0.0,0.0,0.0,29.499209426044587,0.0,0.0,41.591245783499055,0.0,28.90954479045636
2024-08-20,0.0,0.0,0.0,0.0,29.49958649321964,0.0,0.0,41.59049918640784,0.0,28.909914320372526
2024-08-21,0.0,0.0,0.0,0.0,29.516564498780507,0.0,0.0,41.556882551481486,0.0,28.926552949738003
2024-08-23,0.0,0.0,0.0,0.0,29.518452150267382,0.0,0.0,41.55314498108931,0.0,28.928402868643303
2024-08-30,0.0,0.0,0.0,0.0,29.504137197189,0.0,0.0,41.52979774886359,0.0,28.966065053947414
2024-09-02,0.0,0.0,0.0,0.0,29.567136153041655,0.0,0.0,41.40494876020494,0.0,29.027915086753413
2024-09-03,0.0,0.0,0.0,8.823173250755284,26.958376504972087,0.0,0.0,37.751718396705606,0.0,26.466731847567026
2024-09-04,0.0,0.0,0.0,8.823358771551716,26.958943346326958,0.0,0.0,37.75040953078499,0.0,26.467288351336332
2024-09-16,0.0,0.0,0.0,8.81135038805327,26.922252859314312,0.0,0.0,37.85457227815404,0.0,26.411824474478387
2024-09-17,0.0,0.0,0.0,8.811453178169838,26.92140036000191,0.0,0.0,37.85501387628891,0.0,26.41213258553934
2024-09-24,0.0,0.0,0.0,8.79776895412542,26.879591311407243,0.0,0.0,37.79622487967129,0.0,26.526414854796045
2024-09-25,0.0,0.0,0.0,8.802160374895896,26.89300830339718,0.0,0.0,37.88986656142401,0.0,26.41496476028291
2024-09-26,0.0,0.0,0.0,8.802177470698577,26.89306053575195,0.0,0.0,37.88974592938136,0.0,26.415016064168107
2024-10-03,0.0,0.0,0.0,8.812464075402957,26.92448892764057,0.0,0.0,37.42826164229174,0.0,26.83478535466473
2024-10-04,35.57326579423105,0.0,0.0,5.664365591053802,17.306186707088806,0.0,0.0,24.15765934215368,0.0,17.29852256547267
2024-10-07,35.68209290949132,0.0,0.0,5.681694238095083,17.509572501402246,0.0,0.0,23.624755437664717,0.0,17.50188491334664
2024-10-08,35.25913328472192,0.0,0.0,5.614345967098347,17.15336307004132,0.6587069809412033,0.0,24.00937144844923,0.0,17.305079248747983
2024-10-09,35.40272342419955,0.0,0.0,5.637209964179088,17.22073110085556,0.6613895150382403,0.0,23.35411007585356,0.0,17.723835919874002
2024-10-10,35.46231663179635,0.0,0.0,5.646699048384187,17.249718661817052,0.6625028283333716,0.0,23.17600157888284,0.0,17.802761250786205
2024-10-14,35.4339021488568,0.0,0.0,5.642174582725583,17.235897177966535,0.6619719923051296,0.0,23.138458366677604,0.0,17.887595731468345
2024-10-15,35.43054980851783,0.0,0.0,5.641640786324224,17.246714976639225,0.6619093642772103,0.0,23.133281647339192,0.0,17.885903416902316
2024-10-16,35.4331963402786,0.0,0.0,5.642062196141586,17.24800324281633,0.661958806472287,0.0,23.12753998618616,0.0,17.88723942810504
2024-10-17,35.25762202750961,0.0,0.0,5.614105328147677,17.162538011655336,0.658678747811713,0.0,23.012941181717142,0.0,18.294114703158517
2024-10-18,35.222715754572356,0.0,0.0,5.608547168475708,17.145546501687267,0.6580266329262805,0.0,23.089161049456695,0.0,18.2760028928817
2024-10-23,35.22358756901332,0.0,0.0,5.608685988334131,17.14597087938553,0.6580429200611262,0.0,23.089732540427836,0.0,18.273980102778058
2024-10-25,35.207030471081346,0.0,0.0,5.606049585582804,17.13791129379015,0.6577336023049621,0.0,23.125884758818643,0.0,18.265390288422097
2024-10-30,35.335014624467476,0.0,0.0,5.59497607690944,17.104059147736503,0.6564343953253061,0.0,23.080204698100918,0.0,18.229311057460354
2024-11-04,35.33567770357725,0.0,0.0,5.595081069416043,17.10438011390657,0.6564467136429607,0.0,23.078761259915467,0.0,18.229653139541718
2024-11-05,35.318236538823186,0.0,0.0,5.592319420649528,17.095937646378836,0.6561227013123935,0.0,23.067369926747034,0.0,18.270013766089026
2024-11-08,35.31491594912307,0.0,0.0,5.591793635670214,17.09433030127824,0.6560610132300456,0.0,23.06520115280773,0.0,18.277697947890704
2024-11-11,35.31578743453973,0.0,0.0,5.591931627407573,17.094752147378244,0.6560772032050208,0.0,23.06330259087074,0.0,18.278148996598695
2024-11-13,35.31596173678456,0.0,0.0,5.591959226572319,17.094836519096688,0.6560804412959033,0.0,23.062922867238843,0.0,18.27823920901169
2024-11-14,35.19423982025752,0.0,0.0,5.5726856754434415,17.380213080219622,0.6538191587261224,0.0,22.98380183077234,0.0,18.21524043458095
2024-11-18,35.044624600416,0.0,0.0,5.548995475095393,17.306327569006143,0.6510396897656052,0.0,22.887319149519715,0.0,18.561693516197142
2024-11-20,35.05228977970372,0.0,0.0,5.550209186061577,17.310112917119895,0.651182089234921,0.0,22.870452582084187,0.0,18.56575344579569
2024-11-25,35.05228977970372,0.0,0.0,5.550209186061577,17.317460943403297,0.651182089234921,0.0,22.86310455580079,0.0,18.56575344579569
2024-11-26,35.075271062588875,0.0,0.0,5.553848061814868,17.27979580662413,0.6516090228217568,0.0,22.876256049552286,0.0,18.563219996598086
2024-11-29,35.078710106298225,0.0,0.0,5.55439260290211,17.281490047930536,0.6516729114772969,0.0,22.87849900996506,0.0,18.555235321426768
2024-12-05,35.26890168555525,0.0,0.0,5.584507698290688,17.37518773163015,0.6552061856432313,0.0,23.002542848650968,0.0,18.113653850229714
2024-12-09,35.26895383729688,0.0,0.0,5.584515956041529,17.37521342413142,0.6552071544894973,0.0,23.00242899334787,0.0,18.11368063469281
2024-12-11,35.25826595428589,0.0,0.0,5.582823627613346,17.369948049682694,0.6550086008990662,0.0,23.04473305184339,0.0,18.089220715675612
2024-12-12,35.03645667822397,0.0,0.0,5.547702159392877,17.26067394053823,0.6508879506161475,0.0,23.381963455674935,0.0,18.12231581555384
2024-12-13,35.036276546389544,0.0,0.0,5.547673637165986,17.260585198777356,0.6516190711686226,0.0,23.381843242720514,0.0,18.122002303777975
2024-12-19,35.036705434754666,0.0,0.0,5.547741547712168,17.26079649018434,0.6516270478107109,0.0,23.38212946607272,0.0,18.12100001346539
2024-12-20,35.038275255719256,0.0,0.0,5.547990114490341,17.26156986084975,0.6516562439862089,0.0,23.378696599370965,0.0,18.12181192558348
2024-12-27,35.04029135235021,0.0,0.0,5.54830934493467,17.26256308875801,0.65169374017997,0.0,23.374287822097596,0.0,18.12285465167954
2025-01-02,35.161683202593004,0.0,0.0,5.5675306330891665,17.322366657518486,0.6539514357030064,0.0,23.108829499165484,0.0,18.18563857193085
2025-01-03,29.998122364020595,29.10955939003699,0.0,3.527377822357579,10.943666344055327,0.4143190120029538,0.0,14.609751372167096,0.0,11.397203695359462
2025-01-07,29.96267481207035,29.07516181654203,0.0,3.5232096645279363,10.930734661980372,0.4138294282042169,0.0,14.716872787907102,0.0,11.377516828767998
2025-01-09,29.96151019730544,29.074031698388158,0.0,3.5230727214138486,10.930309796875424,0.4138133431295278,0.0,14.72018764513435,0.0,11.37707459775325
2025-01-13,29.96338760096739,29.07585349219023,0.0,3.5170740730006504,10.930994695717429,0.41383927288676087,0.0,14.721063374129734,0.0,11.377787491107805
2025-01-14,29.965377067036307,29.077784029041332,0.0,3.5173075946445738,10.931720476237851,0.4138667503937223,0.0,14.717375938014776,0.0,11.37656814463144
2025-01-15,29.993546785895642,29.105119343371534,0.0,3.5206141295785844,10.941997119571106,0.4142558164140743,0.0,14.637826393381095,0.0,11.386640411787962
2025-01-16,29.994480463983447,29.106025365335785,0.0,3.520723723828703,10.942337736271769,0.41426871190727127,0.0,14.635169128750375,0.0,11.386994869922644
2025-01-17,29.96768368741238,29.080022325892468,0.0,3.5175783435608503,10.932561958363692,0.41078845943193376,0.0,14.621238920328,0.0,11.47012630501068
2025-01-24,29.968149714443467,29.080474548914104,0.0,3.5176330453726146,10.932731970482237,0.4107948475975375,0.0,14.62146629501054,0.0,11.468749578179503
2025-01-27,29.968289525379205,29.080610218563287,0.0,3.5176494562479053,10.93278297514891,0.4107967640859623,0.0,14.621534508794308,0.0,11.468336551780423
2025-02-03,29.9685225465044,29.080836337458354,0.0,3.5176768080470016,10.932867983984277,0.4107999582730751,0.0,14.620870640872194,0.0,11.468425724860694
2025-02-04,29.96887208498682,29.081175522394314,0.0,3.517717836543191,10.932995499716078,0.41080474964688307,0.0,14.621041171699249,0.0,11.467393135013463
2025-02-06,29.9726010028703,29.08479398741931,0.0,3.5181555333945282,10.934355852629038,0.41085586458952195,0.0,14.615083766785544,0.0,11.464153992311758
2025-02-07,29.97563143199643,29.0877346533568,0.0,3.5185112422967233,10.935461388663368,0.41089740484752546,0.0,14.615005962025526,0.0,11.456757916813622
2025-02-10,29.980084943444364,29.092056249035842,0.0,3.5190339912547497,10.937086081794298,0.4109584523120489,0.0,14.602320222634438,0.0,11.458460059524258
2025-02-11,29.980131584073057,29.09210150814021,0.0,3.5190394658875954,10.93710309684185,0.4109590916484824,0.0,14.602342939761387,0.0,11.458322313647413
2025-02-12,29.980639976337713,29.092594841510945,0.0,3.519099140490372,10.93728856429374,0.4109660605446227,0.0,14.602450543822165,0.0,11.456960873000442
2025-02-14,29.984698404275495,29.09653305629824,0.0,3.5195755149199663,10.938769126333375,0.41102169231709035,0.0,14.603649273895389,0.0,11.445752931960444
2025-02-18,29.98514163248852,29.09696315581693,0.0,3.5196275406280475,10.938930821176097,0.41102776796299956,0.0,14.60238696098429,0.0,11.445922120943115
2025-02-19,29.97873709197181,29.090748321759158,0.0,3.518875781724789,10.936594369792527,0.41093997634855,0.0,14.714152635266162,0.0,11.34995182313701
2025-02-20,30.165883950454877,29.27235177432076,0.0,3.540842902818702,11.036174922899008,0.4097484696029281,0.0,14.939533141585159,0.0,10.63546483831857
2025-02-21,30.041969180779887,29.152107436912395,0.0,3.526297904453041,10.92848359181783,0.39559387985588135,0.0,15.492382962686998,0.0,10.46316504349397
2025-02-24,30.04454523335695,29.15460718521577,0.0,3.526600279066023,10.929420692450304,0.39562780142165954,0.0,15.48513656471154,0.0,10.464062243777757
2025-02-25,30.052885305611404,29.16270021936178,0.0,3.527579228852467,10.93245459286605,0.39573762383448363,0.0,15.461676064239619,0.0,10.466966965234194
2025-02-26,29.943521418034084,29.0565757579063,0.0,3.5147421992534387,10.89267086751389,0.39429751568636284,0.0,15.777084172979142,0.0,10.421108068626786
2025-02-27,29.950059869347374,29.062920536239865,0.0,3.5155096764792386,10.895049385295572,0.3943836142808893,0.0,15.76444369375068,0.0,10.417633224606378
2025-02-28,29.959535217631167,29.07211521883571,0.0,3.516621883891344,10.900206386216434,0.37896187021103184,0.0,15.766166347657343,0.0,10.406393075556968
2025-03-03,29.960722969009712,29.073267788282386,0.0,3.516761301023822,10.900638526937833,0.3789768942252727,0.0,15.766247250645144,0.0,10.403385269875827
2025-03-04,29.962120444151285,29.07462386934426,0.0,3.516925335333078,10.901146971656754,0.3789945710613577,0.0,15.76231828752665,0.0,10.403870520926608
2025-03-05,29.974069518924185,29.08621900511766,0.0,3.5183279064188238,10.905494414973308,0.37914571638755634,0.0,15.73405883266422,0.0,10.40268460551425
2025-03-06,29.98339678874303,29.095269995424438,0.0,3.519422732520885,10.908887964482894,0.37926369817828953,0.0,15.725885450662858,0.0,10.387873369987608
2025-03-11,29.983401453829885,29.09527452232853,0.0,3.519423280104364,10.908889661785912,0.3792637571875508,0.0,15.725872338537277,0.0,10.387874986226484
2025-03-12,29.98666737083547,29.098443700848552,0.0,3.519806630350935,10.910077903497358,0.3793050681761025,0.0,15.726807236311632,0.0,10.378892089979951
2025-03-14,30.061769292889107,29.171321057430994,0.0,3.528622022869464,10.937402307712563,0.38025504168641056,0.0,15.515744143641811,0.0,10.404886133769656
2025-03-17,30.062003770007927,29.17154858919225,0.0,3.5286495455717133,10.93748761774723,0.38025800761651674,0.0,15.515085179603268,0.0,10.404967290261096
2025-03-18,30.062238250784546,29.17177612450296,0.0,3.528677068703311,10.937572929112715,0.38026097359289085,0.0,15.51520619579534,0.0,10.404268457508238
2025-03-20,27.09557545277446,36.227474322130455,0.0,3.1804529977414564,9.858209162561698,0.3427352885629785,0.0,13.974260883532654,0.0,9.321291892696298
2025-03-21,27.09565164768738,36.22757619666919,0.0,3.180461941428208,9.858236884629825,0.3427362523618656,0.0,13.974018972313166,0.0,9.321318104910363
2025-03-25,41.46538694411735,24.291345574672064,9.658377162830204,5.879636943558921,5.288903793367595,0.2414443912373805,3.492859243010945,3.731119185235504,2.9757363580545713,2.9751904039154677
2025-03-26,41.46542220614053,24.291366231949226,9.658385376281096,5.879641943582061,5.288908291033285,0.24144459656086473,3.492862213326495,3.7310373185086454,2.9757388886105884,2.975192934007207
2025-03-27,41.46659764123237,24.292054827959557,9.658659165971343,5.879808615886361,5.2890582176003385,0.24145144087683773,3.4929612267356935,3.7283083479358123,2.9758232429407205,2.975277272860969
2025-03-28,41.58920782626996,24.36388260035528,9.687218296812048,5.897194282022197,5.30469712803966,0.07157832573724367,3.503289361829983,3.7279598973957566,2.984622282630761,2.870349998907106
2025-03-31,41.591726554782156,24.365358127516785,9.687804974803846,5.897551428314623,5.310989299779755,0.07158266066881155,3.5035015282852564,3.727531713740189,2.984803037534119,2.859150674574454
2025-04-01,41.61539147730138,24.379221565272402,9.693317156506815,5.900907025909744,5.314011154381395,0.07162338987768957,3.5054949558027126,3.729652610286223,2.9865013352117917,2.8038793294498525
2025-04-02,41.61065633865821,24.376447615778567,9.692214218410623,5.900235600941812,5.313406508391676,0.07161524032846932,3.5050960888441334,3.8316332526878676,2.986161521085858,2.7125336148727857
2025-04-03,41.61077470399149,24.37651695682243,9.692241788804052,5.900252384703829,5.313421622864447,0.07161544404459723,3.5051060594118493,3.717576019526462,2.98617001549654,2.8263250043343047
2025-04-07,41.599059801750684,24.36965410663154,9.689513080534192,5.898591255335905,5.305953746012678,0.07159528176855498,3.504119248300502,3.716529390619614,2.9853293032037547,2.859654785842576
2025-04-08,41.59409183581307,24.366743761732153,9.688355910848975,5.897886816327521,5.3172625784364635,0.07158673150509191,3.5037007690091464,3.7160855442560967,2.9849727803794033,2.859313271692085
2025-04-10,41.59421010692647,24.366813047579914,9.688383459296123,5.897903586729511,5.317277697856979,0.07158693505905996,3.5037107316402007,3.716096110794647,2.984981268028457,2.8590370560886367
2025-04-11,41.59444665117109,24.366951620457513,9.68843855666042,5.897937127819609,5.316739241832267,0.07158734217046885,3.5037306570722793,3.7161172440520205,2.9849982434713715,2.859053315292959
2025-04-15,35.14825833726586,31.031262341885878,9.723829882341748,5.919481963194053,5.33616099374512,0.07184884673868165,3.516529589744341,3.7296920130805997,2.9959022755685005,2.5270337564352174
2025-04-16,35.16833145497132,26.708635629572306,9.729383147027105,5.922862570479409,5.453428167818574,4.4122384992783195,3.518537874527398,3.640446274188206,2.9976132308720183,2.4485231512653414
2025-04-17,35.28497666074658,26.236348076382125,9.761653256307223,5.942507333103326,5.47151592531228,4.656069953516311,3.530208049296075,3.652520790868367,3.0075556193130906,2.4566443351546177
2025-04-22,35.325763090842315,26.26667506191688,9.772936896707078,5.949376365843955,5.477840532069175,4.66145197412825,3.53428866936309,3.598516808023681,3.011032097651323,2.4021185034542523
2025-04-23,35.33792615839827,26.27571898100865,9.776301831567482,5.951424804726011,5.479726615726618,4.663056965791823,3.5355055657040744,3.5997558188533882,3.012068830721256,2.3685144275024297
2025-04-24,35.33802755248453,26.27579437316678,9.776329882426687,5.9514418809765335,5.4797423385472115,4.663070345365885,3.5355157100276173,3.599479220429632,3.0120774731629623,2.368521223412159
2025-04-28,35.3749167933202,26.30322358113094,9.786535358297861,5.957654569914555,5.382061038506221,4.667938107856261,3.539206422258565,3.6026622506990695,3.0152217700866712,2.3705801079296536
2025-04-29,35.31405796808566,26.2579716503241,9.769698653112036,5.947405051579388,5.372801768327361,4.992517085184067,3.533117589700184,3.435894061570822,3.0100343980337216,2.366501774082655
2025-04-30,35.306045305022074,26.25201378845058,9.767481935236933,5.946055601657092,5.371625694429605,5.037251083741877,3.5323159349927047,3.435114466615678,3.0093514294702377,2.3427447603832188
2025-05-02,35.30204792597333,26.249041514184274,9.766376053020176,5.945382384425329,5.371017514617251,5.105473153004132,3.5319160033212276,3.37725523026685,3.009010708263698,2.3424795129237315
