date,EMPEROR SECURITIES LTD,SUNFUND SECURITIES LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,UBS SECURITIES HONG KONG LTD
2024-04-11,0.0,0.0,0.0,25.267770584345538,28.71938266957178,15.215767205881491,30.79707954020119,0.0,0.0,0.0
2024-04-12,0.0,0.0,0.0,25.023897176920872,28.663471291265218,15.186144893791406,31.1264866380225,0.0,0.0,0.0
2024-04-15,0.0,0.0,0.0,24.824301018368487,27.96167937132693,15.06501683118027,31.554165886104187,0.0,0.0,0.5948368930201298
2024-04-17,0.0,0.0,0.0,24.737899222998173,27.90778139089302,15.035978018038163,31.724651062377962,0.0,0.0,0.5936903056926804
2024-04-19,0.0,0.0,0.0,24.690307028428844,27.85409079453394,15.007050937976757,31.85600310895382,0.0,0.0,0.5925481301066394
2024-04-22,0.0,0.0,0.0,24.680687740602437,27.85409079453394,14.872380908407065,32.00029242634992,0.0,0.0,0.5925481301066394
2024-04-24,0.0,0.0,0.0,24.680687740602437,27.85409079453394,14.872380908407065,20.962159645548482,0.0,0.0,11.63068091090808
2024-04-26,0.0,0.0,0.0,24.681637419699907,27.855162581839238,14.872953177276829,20.959118377586964,0.0,0.0,11.63112844359706
2024-04-29,0.0,0.0,0.0,24.606593093298454,27.88040892358014,14.891575919972105,20.985361737867425,0.0,0.0,11.636060325281871
2024-04-30,0.0,0.0,0.0,24.442238167491322,28.601059647532978,14.717221081008017,20.7396591079999,0.0,0.0,11.49982199596778
2024-05-02,0.0,0.0,0.0,24.406259582986518,28.61467870686585,14.724229027901847,20.749534778741342,0.0,0.0,11.505297903504443
2024-05-10,0.0,0.0,0.0,24.41788672730287,28.580670733217854,14.73124365196877,20.759419859023684,0.0,0.0,11.51077902848682
2024-05-14,0.0,0.0,0.0,24.41323454042818,28.57522543720433,14.747489373538922,20.755464696905324,0.0,0.0,11.508585951923243
2024-05-16,0.0,0.0,0.0,24.42486833301882,28.541188939020508,14.754517087638838,20.765355429368743,0.0,0.0,11.514070210953092
2024-05-20,0.0,0.0,0.0,24.417664787663778,28.543909380844084,14.755923434286053,20.767334707159595,0.0,0.0,11.515167690046495
2024-05-22,0.0,0.0,0.0,24.422320480333443,28.530284916744364,14.758736932020769,20.771294394902274,0.0,0.0,11.517363275999154
2024-05-24,0.0,0.0,0.0,24.402798104829706,28.51389797908291,14.770001660086745,20.78714825719514,0.0,0.0,11.526153998805501
2024-05-29,0.0,0.0,0.0,24.398142583785003,28.508458149947824,14.767183866272138,20.8022603396996,0.0,0.0,11.523955060295439
2024-05-30,0.0,0.0,0.0,24.36792494174182,28.606529108130612,14.748894380729356,20.776496277764334,0.0,0.0,11.500155291633877
2024-06-04,0.0,0.0,0.0,24.25968717859671,28.64746817690037,14.770001660086745,20.806229714026205,0.0,0.0,11.516613270389968
2024-06-06,0.0,0.0,0.0,24.18473536497529,28.68304360369035,14.76923841129191,20.83206761695697,0.0,0.0,11.530915003085482
2024-06-07,0.0,0.0,0.0,22.262564158480792,26.403352728532575,13.595398615750826,19.176362067949736,7.947869503166925,0.0,10.614452926119151
2024-06-18,0.0,0.0,0.0,22.292808915893257,26.404686433089058,13.587035326643369,19.164565616478445,7.9429803246792625,0.0,10.607923383216615
2024-06-20,0.0,0.0,0.0,23.00398732739598,27.409112926840617,10.436745078328041,19.893580047125447,8.245128956425837,0.0,11.011445663884082
2024-06-21,0.0,0.0,0.0,23.09385874931256,27.164966330320645,10.469215966355028,19.955473118702663,8.270781270159944,0.0,11.04570456514916
2024-06-24,0.0,0.0,0.0,23.079781406761526,27.169938762043266,10.471132311877016,19.959125883310165,8.272295201547102,0.0,11.047726434460927
2024-06-25,0.0,0.0,0.0,23.000339053373946,27.322127208073677,10.455821162596655,19.929941154590974,8.260199246405897,0.0,11.031572174958852
2024-06-26,0.0,0.0,0.0,22.998237266328132,27.319630493008006,10.46400377219523,19.928119942649474,8.259444423629953,0.0,11.030564102189206
2024-06-27,0.0,0.0,0.0,22.998237266328132,27.319630493008006,10.555384470581355,19.928119942649474,8.259444423629953,0.0,10.939183403803082
2024-07-05,0.0,0.0,0.0,22.988783976221555,27.3084009196427,10.551045741902659,19.91536144935982,8.301720996042102,0.0,10.93468691683116
2024-07-08,0.0,0.0,0.0,22.979338454360438,28.205671356426954,10.40975216919294,19.176733870636394,8.298310024533817,0.0,10.93019412484946
2024-07-10,66.32673213413936,0.0,9.532004710063877,5.542644252588435,6.802140924111362,2.5108448246254396,4.625451423791175,2.0015624233495575,0.02224325298545473,2.6363760543453325
2024-07-11,66.31942936262865,0.0,9.530955207846644,5.542033990884904,6.812402287037283,2.510568373103359,4.624942147760304,2.0013420453425033,0.02224080393679846,2.636085781459548
2024-07-16,66.33988117655552,0.0,9.533894396623289,5.545945801279582,6.8189085968547865,2.5113425908207136,4.588921842474323,2.0019592260919263,0.02224766263247891,2.6368987066673766
2024-07-18,66.20862489585858,0.0,9.515031180457319,5.6492887056929435,6.805417095740192,2.5063737925325515,4.663380930289844,1.9979982644883865,0.022203644684307314,2.63168149025587
2024-07-26,66.19407291887543,0.0,9.512939874151687,5.6480470499517805,6.803921334831493,2.5058229172682265,4.684334941773026,1.9975591249532738,0.022198764550836848,2.6311030736442365
2024-07-30,66.34894243903267,0.0,9.535196616615623,5.550448481061927,6.697571275357883,2.511685611247972,4.69441332803796,2.002232670627769,0.022250701406547245,2.6372588766116545
2024-07-31,66.45141902100042,0.0,9.54992381981949,5.404570237155596,6.707915738834671,2.515564933916224,4.701663894731518,2.0053251383122186,0.022285067829623598,2.641332148400238
2024-08-01,66.42254718921853,0.0,9.545774566152408,5.42427689495022,6.726394473587155,2.514471970535179,4.6996211144408395,2.0044538640653426,0.022275385406898787,2.6401845416434195
2024-08-02,66.40790103486592,0.0,9.54366972534718,5.4451308172585815,6.7249113053579075,2.5139175301206778,4.698584849209324,2.0040118825104623,0.022270473690219145,2.6396023816397363
2024-08-05,66.43353604530283,0.0,9.547353806144844,5.447232765718863,6.688904929084449,2.514887961366327,4.700398613381527,2.0047854781929537,0.02227907061643707,2.6406213301917636
2024-08-06,66.49954561289707,0.0,9.556840230230158,5.364323621212666,6.69555114646699,2.5173867997055135,4.694028813049695,2.006777469443344,0.022301207505504506,2.6432450994890537
2024-08-07,66.49983928155349,0.0,9.556882434194174,5.364347310603261,6.695139104672118,2.5173979167378535,4.694049542351256,2.00678633157372,0.02230130598987134,2.643256772324256
2024-08-08,66.48589288423507,0.0,9.554878157477226,5.363222295569301,6.69373499496201,2.5168699661151948,4.714037179408004,2.0063654668044864,0.022296628942867703,2.6427024264858345
2024-08-12,66.42723532313802,0.0,9.546448311310115,5.3584905618761525,6.687829408793256,2.5146494431229294,4.798103767722795,2.0045953393406495,0.022276957613842283,2.6403708870822373
2024-08-15,88.78941568271202,0.0,2.6259560123003243,2.7374921015266236,2.2314383073415893,0.6917084352903285,1.56735877340613,0.6242121074015039,0.006127756509457344,0.7262908235120185
2024-08-19,88.71549887805156,0.0,2.6035776370149653,2.9006400586008887,2.1955789390564298,0.6858137017607231,1.554001754981683,0.6187121155565228,0.006075535819474873,0.7201013791577595
2024-08-20,88.73341097610773,0.0,2.604103312218519,2.943341887920812,2.1313089282950357,0.6859521709394977,1.556722154236854,0.6188370365931236,0.006076762500209565,0.720246771188205
2024-08-21,88.68165548722006,0.0,2.602584418280426,2.995742911621685,2.128261874711573,0.6855520759857479,1.5558141657433597,0.6244891750855175,0.0060732181102149405,0.7198266732414164
2024-08-22,88.58045350826272,0.0,2.599614393734916,3.004336671782499,2.167876715332497,0.6847697357555514,1.5540386973942626,0.683838770848595,0.006066287458232672,0.7190052194307259
2024-08-23,88.57513348626887,0.0,2.5994582644174145,3.0101620998738805,2.1677465155948714,0.684728609413219,1.5539453639361238,0.6837977004187532,0.006065923125228938,0.7189620369516397
2024-08-26,88.57752741708443,0.0,2.599528520289441,3.010243455888002,2.165102391480653,0.6847471156559289,1.5539873626048921,0.6838161815016736,0.0060660870696648385,0.7189814684253246
2024-08-28,88.53498793625012,0.0,2.5982800930992536,3.0508197790707325,2.1640625980435093,0.6844182649005266,1.5652473428088194,0.6774846354297774,0.006063173822906164,0.7186361765743534
2024-08-29,88.51904616307613,0.0,2.597812241994823,3.068276627222109,2.1636729329418753,0.6842950272857765,1.564965501486175,0.6773626462971346,0.006062082076647964,0.7185067776193343
2024-08-30,88.47125527101778,0.0,2.596409699041341,3.072618904407909,2.1745024211196506,0.7199185064968145,1.5641205861758725,0.6769969423439548,0.006058809195581891,0.7181188602010972
2024-09-02,88.44472706677755,0.0,2.5956311627068382,3.0716975762138095,2.1738503941514375,0.7496877492952772,1.5636515828793858,0.6767939440582234,0.0060569924549094475,0.717903531462584
2024-09-09,88.38112423873748,0.0,2.593764579045244,3.1414011566954323,2.172287123650307,0.7431559203534973,1.5685198313158912,0.6763072445084584,0.006052636719272899,0.7173872689744146
2024-09-11,88.38986420276898,0.0,2.5940210750937185,3.1836649239172607,2.1725019400094596,0.7432294106611803,1.5686749414372714,0.6245320598173396,0.006053235261412725,0.7174582110333836
2024-09-12,88.3739746445657,0.0,2.5935547563678676,3.1950770565210047,2.1721113964065952,0.7430958027290312,1.5743851706912362,0.6244197897216248,0.006052147091011382,0.7173292359059135
2024-09-13,88.37487909419166,0.0,2.5935936098580195,3.195124921288326,2.172143936343738,0.743106934888621,1.573330139589441,0.6244291440211979,0.006052237756934983,0.7173399820620662
2024-09-16,88.35370136716674,0.0,2.5929720936755234,3.2063410143456768,2.171623414315145,0.754910617633318,1.5729531143922602,0.6242795088523125,0.006050787428058496,0.7171680821909728
2024-09-19,88.35105486492894,0.0,2.5928944250963664,3.2242170708046762,2.1715583666019573,0.7548880054211754,1.5579292509627811,0.6242608094985603,0.0060506061858216584,0.7171466004997136
2024-09-24,88.23488182758074,0.0,2.6333381689076774,3.274508130842276,2.1599207676840892,0.7666626834805611,1.5761455555678692,0.6337546101480251,0.006144983019723568,0.7146432727690398
2024-09-25,88.54161745864727,0.0,2.642492582993366,3.2858914783024002,2.1674294155794183,0.7693278739036875,1.2339894549453656,0.635957765139097,0.006166345152311121,0.7171276253370934
2024-09-27,88.55799983443659,0.0,2.642981509079851,3.304818714578231,2.1617240214426148,0.7692870258164586,1.2342177733288695,0.6055433236631935,0.0061674860777474454,0.7172603115764504
2024-09-30,88.53853996795115,0.0,2.6393068966174034,3.33681152256192,2.1282288553364346,0.7987071237903688,1.2312822188235129,0.6047014195348293,0.006158911246207608,0.716263084138164
2024-10-02,88.73602697328599,0.0,2.6361160376717803,3.161632670385759,2.1253513495417966,0.7977415059707264,1.2176125087086247,0.6039703499739433,0.006151465269739149,0.7153971391916439
2024-10-03,88.8245495729307,0.0,2.6358511498279467,3.112595395109821,2.1242242932963618,0.8098412409410848,1.2040922730966268,0.5673699745245614,0.006150847145063135,0.7153252531278375
2024-10-04,88.88950878821747,0.0,2.6348883698908674,3.1175462011850623,2.117360668687939,0.8460717749813612,1.2097401854996843,0.4636714400737903,0.00614860046575892,0.7150639709980622
2024-10-07,88.91115944946112,0.0,2.635530145014715,3.100037918399202,2.1178763905002578,0.8462778511948272,1.1978564277690604,0.46987358172002336,0.006150098069555156,0.7152381378712362
2024-10-08,88.90574579544538,0.0,2.6353696719262807,3.0968047445738636,2.1147030188722202,0.8584039932262073,1.197783492264669,0.4698449718917598,0.006149723600216125,0.7151945881993922
2024-10-09,88.89654409645675,0.0,2.635096912519924,3.096484226874684,2.1144841481968104,0.8686650974500779,1.1976595222889292,0.46979634317868846,0.006149087106984712,0.7151205659271528
2024-10-10,88.84823937784583,0.0,2.6336650501661563,3.0826318616084407,2.1131526301721673,0.9351269463276533,1.1967653406417895,0.46954106463673456,0.006145745808113806,0.7147319827931166
2024-10-14,88.84283338308498,0.0,2.6335048041155567,3.0824442980527627,1.9609108897744896,1.0932677399461284,1.196692523136268,0.46951249528574684,0.006145371868575187,0.7146884947354866
2024-10-22,88.83202336689831,0.0,2.633184370508521,3.0881530256705636,1.9545885082564294,1.1053022883276837,1.1965469147055934,0.4694553670123609,0.006144624125996041,0.7146015344945494
2024-10-23,88.80973059806297,0.0,2.6327038662800057,3.0875894986332026,1.9785625387620434,1.1051005924535637,1.1963285684862506,0.4693697006642407,0.006143502853248015,0.7144711338044671
2024-10-24,88.78893773563313,0.0,2.6320874760608093,3.086866606859378,2.00151212154518,1.1048418572402567,1.1960484742310613,0.4692598079807596,0.006142064485978969,0.7143038559634552
2024-10-25,88.79973800726042,0.0,2.6324076427438814,3.0568321343563536,2.026083551902122,1.098894258331326,1.1961939613686545,0.46931688866580007,0.006142811605682085,0.7143907437657601
2024-10-28,88.73060771259141,0.0,2.6303583223279023,3.1505338321695686,2.012351738975302,1.0980387728806555,1.1891854715504813,0.4689515270607471,0.006138029447694611,0.7138345929962464
2024-10-29,89.0967572071767,0.0,2.5448963607832105,3.048171048010247,1.9469691918634333,1.0564830139677632,1.156427906395546,0.45371500318801455,0.005938601091426096,0.6906416675236724
2024-10-30,89.10199622907822,0.0,2.545046004476081,3.0248296897956606,1.9470836765490436,1.0741855831470137,1.15649590607723,0.4537416823053389,0.005938950290007028,0.6906822782814114
2024-10-31,89.18622591032879,0.0,2.5445971261837887,2.9949006319448346,1.8585535873697303,1.1092707956387349,1.1562919310188422,0.4536616543643364,0.005937902817442879,0.6905604603335055
2024-11-05,89.22150058053141,0.0,2.5445971261837887,2.9655050734426425,1.8585535873697303,1.1033916839382965,1.1562919310188422,0.4536616543643364,0.005937902817442879,0.6905604603335055
2024-11-07,89.23452463257617,0.0,2.5442979619454396,2.959278003223532,1.858335080179466,1.0973835394297276,1.1561559876149556,0.453608318084931,0.005937204707649586,0.690479272238139
2024-11-14,89.23478691237663,0.0,2.5443054401940715,2.9592867011893405,1.858046620344009,1.0973867648801565,1.1561593858104746,0.45360965133906833,0.005937222158393818,0.6904813017078593
2024-11-15,88.86495679078065,0.0,2.6317129798930394,3.0609505838854,1.921878297612232,1.1350865927785976,1.195878299199213,0.4691930412029167,0.006141190586599441,0.7142022240613568
2024-11-18,88.76726397874506,0.0,2.628819832236629,3.057585558111002,1.9197654996988098,1.1338387465503763,1.3044976339543428,0.46867723846989384,0.0061344393294186835,0.7134170729044739
2024-11-21,88.76187284682679,0.0,2.6286601752429384,3.057399860745145,1.9257222393690983,1.1337698847427378,1.3044184074634442,0.46864877413849026,0.0061340667644641375,0.7133737447068887
2024-11-22,88.75648236971159,0.0,2.628500537641074,3.057214185933959,1.9377512201367773,1.133701031299006,1.2982662259965658,0.4686203132643443,0.006133694244761068,0.7133304217719157
2024-11-25,88.71817577079443,0.0,2.626108298231918,3.0544317675349175,1.996662017462346,1.1205343572789395,1.2970846536191094,0.46819381459513415,0.006128111873791038,0.7126812086094013
2024-11-26,88.68188418473102,0.0,2.6246750435715795,3.0527647461982683,2.0077005486763655,1.1563075581263083,1.2903126159167173,0.4679382878268124,0.006124767325926009,0.712292247626999
2024-11-27,88.74252544538376,0.0,2.6246750435715795,3.004251737676082,2.0077005486763655,1.150243432061035,1.284248489851444,0.4679382878268124,0.006124767325926009,0.712292247626999
2024-11-28,88.83843226566424,0.0,2.619813658202575,2.986581517456757,1.9228731326061066,1.1662716502529276,1.2818698232679286,0.4670715792597423,0.006113423119968118,0.7109729501697576
2024-11-29,88.64403186463944,0.0,2.613012653898043,3.0029771120177218,2.0205134533641824,1.2598389182926935,1.278542104840857,0.4658590671365521,0.006097552748110123,0.7091272730623911
2024-12-02,88.45644132123343,0.09008996915850986,2.5995160300790827,3.0114902518434157,2.0461131693315715,1.3314096242038977,1.2899562263950954,0.4634528313410943,0.006066057923339665,0.7054645184905713
2024-12-03,88.26032163947146,0.31400734186000745,2.6136280327663157,3.0459545487597195,1.9732843338563861,1.3084444391197387,1.3029976194590132,0.46596877951206683,0.006098988755357837,0.7092942764399323
2024-12-04,88.06262828719622,0.42155349164371225,2.6065254607604507,3.062970332688239,2.0088728157367677,1.3651106497970955,1.29418728592441,0.46470250260981505,0.006082414665144991,0.7073667589781492
2024-12-05,88.13365267536858,0.5110062525612873,2.602043838042075,3.0336565521024816,1.9308719939647636,1.368775336272399,1.2438673726316238,0.45789166148624055,0.012083794913508089,0.7061505226570448
2024-12-06,88.10327969400018,0.5941967736093517,2.597780278319188,3.0064784223878793,1.9277081779124894,1.3665325395492647,1.2358272553180438,0.4571413864844068,0.006062007488337831,0.704993464930853
2024-12-09,88.0390779451912,0.5937637764254231,2.5958872496207235,3.0162827990349492,1.944296279223977,1.4255128725332786,1.2178334959041561,0.4568082629438621,0.006057590042319974,0.704479729080103
2024-12-10,87.28730957021628,1.189280019004219,2.57372088912703,3.0262050686775464,2.0501897158812112,1.4609115753447826,1.2193271786843607,0.48858596380740826,0.006005864095971306,0.6984641551611778
2024-12-11,87.21884933125476,1.1883472557572579,2.571702296184282,3.0297733245137763,2.0307565244119044,1.4775909778085745,1.2136174601509362,0.48820276134647556,0.08324372526579592,0.6979163433062376
2024-12-12,87.10498726142238,1.186795897544468,2.5683450018759832,2.984280173292495,2.0518413394995014,1.4934639574699584,1.2417030097443627,0.48756542460870606,0.18401270391426974,0.697005230627866
2024-12-13,85.36482831164204,1.3929414080812381,2.715733784890637,3.1555380933130004,2.263707356788988,1.5854434008737261,1.3129602183118168,0.9698197690994439,0.5020236128854948,0.7370040441136136
2024-12-16,85.3166494898016,1.3921552496918705,2.7142010593316908,3.147486178210791,2.2373458708159504,1.5908195664046565,1.3122192002872657,0.9692724151739819,0.5832628818641481,0.73658808841805
2024-12-17,85.55339510070118,1.3598360603697015,2.651190286708172,3.068291208904579,2.1854053959342314,1.5538883414170535,1.2940065191949572,0.9467705435632563,0.667728508742798,0.7194880344640772
2024-12-18,85.46492262348522,1.4563346790732634,2.6484486378003775,3.058999174316368,2.182533519171837,1.5645195409472772,1.292668361169177,0.9457914692057099,0.6670379973351952,0.7187439974955694
2024-12-19,85.25364562575373,1.654164060302801,2.6419014338754923,3.0514370524332195,2.1923979155005813,1.5667558339428893,1.3138884740677448,0.9434533873826658,0.6653890192384072,0.7169671975024613
2024-12-20,85.2510437952602,1.6541135773649536,2.641820806476381,3.0543957966080826,2.18012352608905,1.5850192390041742,1.3077446357607876,0.9434245944111219,0.665368712430087,0.7169453165951566
2024-12-23,85.25624761506594,1.654214546322184,2.641982066196191,3.0545822403703324,2.175373313112809,1.5851159903651098,1.3066036394239942,0.9434821821117653,0.6654093272862778,0.7169890797454013
2024-12-27,85.41095762242247,1.663612957407557,2.6088585515403584,3.01628580342592,2.148099846445209,1.5652427999260667,1.2902222622172457,0.9316533940641272,0.657066842344195,0.7079999202068539
2024-12-30,85.40580971620211,1.7237848866298173,2.608701309899012,2.9558318064150275,2.1479703757441504,1.5711756791841285,1.2901444976845184,0.9315972412655164,0.6570272394808264,0.7079572474948893
2025-01-02,84.3743615390392,1.9553111891103754,2.783874305495897,3.070699161104286,2.3179332970479463,1.670247399961126,1.376777059087642,0.9941535327133065,0.7011462918582961,0.7554962245819233
2025-01-03,84.37029155116672,1.9552168702594654,2.7837400190319137,3.0769826734372954,2.316213577690335,1.6701668318058485,1.3767106471370043,0.9941055774725469,0.701112470483501,0.7554597815153842
2025-01-08,84.37083419352977,1.955229445580509,2.783757923145249,3.077002463592317,2.3155853072443855,1.6701775737774558,1.3831511775013987,0.9876802954295093,0.701116979811616,0.7554646403877848
2025-01-09,84.3409992254918,2.0445496634566775,2.7827735387966013,3.037337974221038,2.3083370752717705,1.6631575690030609,1.389091473078005,0.977686932621194,0.7008690528723661,0.7551974951874886
2025-01-10,84.3409992254918,2.0509790649140887,2.7827735387966013,3.037337974221038,2.3083370752717705,1.6631575690030609,1.382662071620594,0.977686932621194,0.7008690528723661,0.7551974951874886
2025-01-14,84.33557695267808,2.0508472077138262,2.7825946346166095,3.037142704123756,2.301759684443662,1.675908621024578,1.382573180440381,0.9776240772445236,0.7008239940842766,0.7551489436303012
2025-01-17,84.33015537701411,2.0828582415648653,2.782415753438596,3.0240903094933524,2.28875456446089,1.6758008839849663,1.38248430068904,0.9775612299492632,0.7007789410894628,0.75510039831546
2025-01-20,84.3193143165976,2.08901822818492,2.7820580600707605,3.0237015476607243,2.2884603336913516,1.6820131998505536,1.382306575464159,0.9774355595967381,0.7006888524751943,0.7550033264080022
2025-01-21,84.3247344983654,2.217715745261432,2.7822368952581242,2.9917551081795795,2.205041339073223,1.6821213223768445,1.3695391092034315,0.9710702291533859,0.7007338938868077,0.7550518592417617
2025-01-22,84.33344785703228,2.2238651472341573,2.781888187936093,2.9913801412191003,2.223725673610762,1.6819104963243767,1.3693674601551415,0.9388117419964083,0.7006460684970969,0.7549572259945785
2025-01-23,84.3181974903276,2.2554220708027946,2.781173164344346,2.990611272296859,2.2167284095955204,1.6814781979705848,1.3690154941616746,0.9321447370399071,0.7004659827299505,0.7547631807307584
2025-01-24,84.20133008216867,2.4255495298224634,2.7773183796237,2.9652907680277036,2.206597483812561,1.685564419295674,1.3607012022419123,0.924435960354162,0.6994951170527692,0.7537170576003878
2025-01-27,84.17486356170303,2.4696905859695972,2.7764454010892496,2.9547365340978775,2.177037383356794,1.72352328996964,1.3532172420312845,0.9177306069655595,0.6992752487702488,0.7534801460467244
2025-02-03,83.8179707368422,2.5682891716279146,2.792982209206015,2.952976299817845,2.160965607294383,1.9996518806634629,1.3612771498050842,0.8844787821838695,0.7034402075355753,0.7579679550236554
2025-02-04,83.73259931612495,2.662369512024445,2.790137462940485,2.845536666602557,2.0814076077827663,2.0878649819721002,1.4565868725192723,0.8835779108126649,0.7027237300382198,0.7571959391825456
2025-02-05,83.67865657905878,2.744403754077626,2.788339983192202,2.8437034972339683,2.0800667103995347,2.0736353999119865,1.4492062387113245,0.8830086867433093,0.7022710169765305,0.7567081336947369
2025-02-06,83.67326612775182,2.750668811110404,2.788160362587365,2.8435203101960784,2.0799327156776304,2.0735018194852852,1.449112883057889,0.8829518046717739,0.7022257777497544,0.7566593877120094
2025-02-10,84.39734864683443,2.62355701015711,2.6655585566577473,2.718484200399269,1.9884733037385223,1.9823251888013396,1.3853920659762262,0.8441263887257848,0.6713472997117995,0.7233873389977797
2025-02-11,84.60680917721365,2.6027192239013863,2.6443871701619672,2.617466744236253,1.9604603754525736,1.9665804314304653,1.3804981614980985,0.8374218554555012,0.6660150765199299,0.7176417841301804
2025-02-12,84.60996250456871,2.6028162282182508,2.64448572745874,2.623674195448043,1.957478493917782,1.9666537266171138,1.3805496131798085,0.8306710805338317,0.6660398991504026,0.7176685309073139
2025-02-13,84.61047946590446,2.60283213125513,2.6445018850935336,2.6230792324676964,1.9574904539833224,1.9666657427427257,1.38055804824763,0.8306761558797915,0.6660439686106144,0.7176729158150882
2025-02-14,84.6041729691672,2.602638127481046,2.644304775437433,2.622883719562846,1.9878919470304366,1.9659082081240633,1.3804551474617952,0.8081313575412098,0.6659943245932132,0.7176194236007598
2025-02-17,84.69176853256751,2.588138360795339,2.6295728763367108,2.60827116103009,1.9768170422543994,1.9549557787247052,1.3709417500670205,0.8036291119112758,0.6622839500241783,0.7136214362887807
2025-02-18,84.69382674235074,2.588201258663537,2.6296367811613894,2.608334548172831,1.9744348476486768,1.9550032887623308,1.3709750671859227,0.8036486419946463,0.6623000450866482,0.7136387789732841
2025-02-21,84.6891959110102,2.5880597427589516,2.629492999673543,2.6142671890460725,1.9737193650844258,1.9548963944248248,1.3709001059455062,0.8036047006418787,0.6622638322961344,0.7135997591184657
2025-02-24,84.67890698752497,2.5877453183700787,2.629173541542107,2.607875061177625,1.9917031357280286,1.954658893298413,1.370733554756252,0.8035070703929628,0.6621833736045124,0.7135130636050456
2025-02-25,84.6737634632294,2.5875881348235588,2.6290138415829403,2.6016425043689924,1.99765630723226,1.954540164374471,1.376724444887709,0.8034582641638174,0.6621431515894745,0.7134697237473596
2025-02-27,84.89397846096905,2.550408380100724,2.5912388616788617,2.564260809466632,1.9689529867447881,1.9264563580958003,1.3569429825703505,0.791913775769538,0.6526291490957274,0.7032182355085235
2025-02-28,84.87365334578193,2.5497977673689434,2.5906184734099202,2.563646880219033,1.9684815846856656,1.925995130478823,1.3566181064964158,0.7917241776495939,0.6764146612449865,0.7030498726646855
2025-03-03,84.8701990440461,2.5496939922808375,2.5905130369459908,2.5575573443161863,1.9784566000201096,1.9259167437467788,1.3505776958688915,0.79169195499753,0.6823723287791978,0.7030212589983736
2025-03-04,84.87223095219044,2.549755035427275,2.5905750573559465,2.55761857572198,1.9785039669654454,1.9259628528164052,1.348215894354695,0.7917109091810864,0.6823886657020273,0.703038090284713
2025-03-05,84.86715136424363,2.549602433041313,2.5904200118989227,2.557465502704528,1.9783855538544608,1.925847584281769,1.3481352038728986,0.7916635254238021,0.6883328070987826,0.7029960135798887
2025-03-06,84.86435785003496,2.5495185095148525,2.5903347448080245,2.55738132035476,1.9756272793297693,1.925784192468754,1.3480908282247632,0.7916374667748289,0.694294934950277,0.7029728735390014
2025-03-07,84.86254665618446,2.549949629965047,2.5907727672335015,2.5578137703966153,1.975961355477443,1.9261098402116266,1.3475705640722326,0.7917713316986539,0.6944123393714674,0.703091745388954
