date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,DEUTSCHE BANK AG,TOTAL_CCASS_PCT
2024-03-01,10.809257509678611,8.68068722951424,6.240089941091711,5.787293224508925,4.9573505585827204,3.9366046847719307,3.1977516941124042,1.7727132648773747,0.6239247634669178,0.0,46.00567287060483
2024-03-04,10.836577315417284,8.68738890865919,6.223906727578725,5.78203749596906,4.93821463318672,3.9356428614388705,3.2089541883863024,1.7849158982102746,0.6385057479476688,0.0,46.0361437767941
2024-03-05,10.81734292818097,8.741443237061366,6.316033825063696,5.8286602027785,4.91171685411858,3.9346102947848793,3.205434818929737,1.7773485066076697,0.6361619288299593,0.0,46.168752596355354
2024-03-06,10.753409745195569,8.78344619064032,6.31966139964523,5.875111410628105,4.879105365797694,3.9362395349032875,3.2084253320418146,1.7756871104342935,0.6226885417981258,1.4537842381060238,47.60755886919046
2024-03-07,10.5388540707171,8.799634977869498,6.338908584991421,5.873317817339858,4.899851573531251,3.935160520614342,3.2212976152194344,1.7745152008754386,0.6224558570114783,1.4538378315309712,47.45783404970079
2024-03-08,10.761404462185546,8.808427872455905,6.270080335778683,5.852491412405211,4.801842979958043,3.9386476661309335,3.2251061640783325,1.7737970489811405,0.620623469229359,1.4538378315309712,47.506259242734124
2024-03-11,10.754158381029978,8.92027020453161,6.300156965859291,5.840815191556621,4.7535251166904064,3.932398672782041,3.2248693240148043,1.7738542153010846,0.6002186659042993,1.4538378315309712,47.55410456920111
2024-03-12,10.750181745325968,8.904781704721746,6.273045838625785,5.925053336889301,4.750121987799656,3.933291896531168,3.2332556088590287,1.7760979933588918,0.6013048259832379,1.4543301764614902,47.60146511455628
2024-03-13,10.74262286078635,8.865833576364807,6.273045838625785,5.879098761444209,4.7858269100458894,3.931090993213319,3.2310519258288726,1.7759465669231498,0.595466715558943,1.4543301764614902,47.534314325252815
2024-03-14,10.623816977799821,8.814323149200145,6.277601894284272,5.884893997128546,4.878131823369046,3.9329524715065,3.225392288655443,1.77572128874783,0.5897794098866609,1.4543301764614902,47.45694347703975
2024-03-15,10.682256405980691,8.811657769532749,6.271174842140333,5.9154243848737105,4.681188288163991,3.934298688320654,3.227612596366018,1.7838541052752122,0.6018425752633724,1.4543301764614902,47.363639832378226
2024-03-18,10.707433932462617,8.800971240598193,6.278661707835506,5.951164053523784,4.617843332319234,3.9373034930127178,3.2291543327130667,1.7781910667057463,0.5983911586967452,1.4543301764614902,47.353444494329096
2024-03-19,10.698808345830212,8.825945776623787,6.276991315112529,5.94642996765341,4.60118791071193,3.9475112540177424,3.2272392609949385,1.780456282133533,0.597483643367632,1.4543301764614902,47.35638393290721
2024-03-20,10.657529300079396,8.856121572405023,6.266529271170603,5.950760316389179,4.66516428285205,3.9472504326829974,3.223220443692601,1.802529627421962,0.6092206034311622,1.4543301764614902,47.432656026586464
2024-03-21,10.784065509399056,8.88113541027558,6.265602405042188,5.972715756142723,4.655904389452229,3.9480614798472042,3.230810884040828,1.7756110506456078,0.6146010260064043,1.454222989611595,47.58273090046342
2024-03-22,10.758112586099196,8.894290809652723,6.265869893398997,5.9994374378216095,4.692690030258321,3.944192034565986,3.1994762447777396,1.7761074793951077,0.61213930135381,1.454222989611595,47.59653880693509
2024-03-25,10.645058381634104,8.866825965814563,6.2698576586709205,6.012357026128984,4.783386504857739,3.94597848206424,3.1982257315289613,1.7730018904809826,0.6185597936625357,1.4541693961866473,47.56742083102968
2024-03-26,10.60438530959338,8.88977109748214,6.267545995608178,6.005711441435478,4.7202964071859785,3.9364888729535132,3.1951351773569816,1.7838376949684935,0.6275420516837579,1.4541693961866473,47.48488344445455
2024-03-27,10.603273156703343,8.872860585463666,6.267767086350563,6.018170126288303,4.752469061824708,3.935570638939411,3.199918408398032,1.7733083734137831,0.6415156440151024,1.4541693961866473,47.519022477583555
2024-03-28,10.659075220286486,8.868766047797665,6.257742579129909,6.033387086078433,4.75187324585509,3.9351275999598436,3.200299993583659,1.7739169303269582,0.6426982722589467,1.4541693961866473,47.57705637146364
2024-04-02,10.651886116087427,8.848239766042726,6.2812879571569,6.171815329823156,4.656289361742314,3.966801314103891,3.1932379451035704,1.7853395863905406,0.6636890303634337,1.4541693961866473,47.672755803000605
2024-04-03,10.83019093353709,8.848865022667114,6.257149335644689,6.113609297435037,4.670548703496793,4.024887422271452,3.183657630907568,1.7731274312924747,0.6531525630187304,1.4541693961866473,47.8093577364576
2024-04-05,10.842628495434695,8.848865022667114,6.217490201183446,6.113609297435037,4.67778707434496,4.031318633265168,3.183657630907568,1.7759142893897513,0.6531704274937129,1.4541693961866473,47.7986104683081
2024-04-08,10.893226755360958,8.848865022667114,6.216025314234877,6.113609297435037,4.706659638811744,4.031318633265168,3.183657630907568,1.7732453368273595,0.6531704274937129,1.4541693961866473,47.87394745319018
2024-04-09,10.909728456733934,8.848865022667114,6.216025314234877,6.113609297435037,4.701299939027482,4.031318633265168,3.183657630907568,1.7732453368273595,0.6531704274937129,1.4541693961866473,47.8850894547789
2024-04-10,10.898527430919879,8.848865022667114,6.217811761733131,6.113609297435037,4.713805071515262,4.031318633265168,3.183657630907568,1.7732453368273595,0.6531704274937129,1.4541693961866473,47.888180008950876
2024-04-11,10.8459701026465,8.848865022667114,6.217847490683096,6.113609297435037,4.6132846041352895,4.031318633265168,3.1835486897662295,1.7732453368273595,0.6460246375006959,1.4541693961866473,47.72788321111314
2024-04-12,10.812374696209897,8.848865022667114,6.217814809412563,6.113609297435037,4.663469605161781,4.031318633265168,3.1835308252912466,1.7732882115673179,0.6388788475076792,1.4541693961866473,47.737319344704446
2024-04-15,10.812724839919554,8.848865022667114,6.199950334430021,6.113609297435037,4.6647395585322355,4.031318633265168,3.1835308252912466,1.7732882115673179,0.6388788475076792,1.4541693961866473,47.72107496680202
2024-04-16,10.857981085891788,8.848865022667114,6.201415221378589,6.113609297435037,4.58978420528341,4.031318633265168,3.1835308252912466,1.7732882115673179,0.6388788475076792,1.4541693961866473,47.692840746474
2024-04-17,10.866662398967454,8.848865022667114,6.203698301281358,6.113609297435037,4.583303388215563,4.031318633265168,3.1835308252912466,1.7732882115673179,0.6388788475076792,1.4541693961866473,47.69732432238458
2024-04-18,10.861888232361009,8.848865022667114,6.203698301281358,6.113609297435037,4.3006808984686415,4.031318633265168,3.1835308252912466,1.773121000081481,0.6263737150198997,1.4541693961866473,47.3972553220576
2024-04-19,10.818298913403607,8.848865022667114,6.203698301281358,6.113609297435037,4.388590922280812,4.031318633265168,3.1835308252912466,1.8197476835230506,0.6192279250268827,1.4541693961866473,47.48105692036093
2024-04-22,10.787879285403333,8.848865022667114,6.203698301281358,6.113609297435037,4.420467934150161,4.031318633265168,3.1835308252912466,1.7735787343781686,0.6192279250268827,1.4541693961866473,47.436345355085116
2024-04-23,10.794946471706428,8.848865022667114,6.203698301281358,6.113609297435037,4.420453642570175,4.031318633265168,3.1835308252912466,1.7735787343781686,0.6192279250268827,1.4541693961866473,47.443398249808226
2024-04-24,10.73006687171119,8.848865022667114,6.297161061248663,6.113609297435037,4.386239242794112,4.031318633265168,3.1830842134166835,1.7733965167333468,0.6192279250268827,1.4541693961866473,47.437138180484844
2024-04-25,10.729066461112167,8.848865022667114,6.29637502434943,6.113609297435037,4.3855826197245475,4.031318633265168,3.1830962076251863,1.7812167263859047,0.6192279250268827,1.4541693961866473,47.442527313778086
2024-04-26,10.743827405168101,8.848865022667114,6.29637502434943,6.113609297435037,4.378091395097479,4.031318633265168,3.1830962076251863,1.7812167263859047,0.6192279250268827,1.4541693961866473,47.449797033206956
2024-04-29,10.58976417291866,8.848865022667114,6.285656339359906,6.113609297435037,4.616771624600556,4.031319347844167,3.1830962076251863,1.7812774656008452,0.6192279250268827,1.4541693961866473,47.523756799265
2024-04-30,10.855491092493981,8.848865022667114,6.284159296356369,6.113609297435037,4.318381584798754,4.031319347844167,3.1830962076251863,1.78139537113573,0.6192279250268827,1.4541693961866473,47.48971454156987
2024-05-02,10.811848655306665,8.848865022667114,6.284159296356369,6.113609297435037,4.364429255595875,4.031390805744097,3.1830962076251863,1.7813917982407335,0.6197736633002294,1.4541693961866473,47.49273339845795
2024-05-03,10.829702411604217,8.848865022667114,6.284159296356369,6.113609297435037,4.342718644899072,4.031390805744097,3.1830962076251863,1.7813917982407335,0.6197882764407652,1.4541693961866473,47.488891157199234
2024-05-06,10.82968367176996,8.848865022667114,6.284159296356369,6.113609297435037,4.342718644899072,4.031390805744097,3.183221258950064,1.7813917982407335,0.6197882764407652,1.4541693961866473,47.48899746868986
2024-05-07,10.802336733466685,8.848865022667114,6.286660322853925,6.113609297435037,4.399227837995448,4.031390805744097,3.1832214304490245,1.7813917982407335,0.6198418698657128,1.4541693961866473,47.52071451490442
2024-05-08,10.802498389100803,8.848865022667114,6.286303033354273,6.113609297435037,4.399162500464647,4.031748095243747,3.1832214304490245,1.7814571357715347,0.6198418698657128,1.4541693961866473,47.52087617053854
2024-05-09,10.78463391411826,8.848865022667114,6.285467333214591,6.113609297435037,4.393296832301244,4.031748095243747,3.18325715939899,1.8051872789174799,0.6198597343406953,1.4541693961866473,47.520094063823805
2024-05-10,10.785067920819277,8.848865022667114,6.285467333214591,6.113609297435037,4.393296832301244,4.031747380664749,3.18325715939899,1.8051872789174799,0.6198597343406953,1.4541693961866473,47.52052735594582
