date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,HANG SENG BANK LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,DBS VICKERS (HONG KONG) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-04-26,5.200401606425703,3.718624497991968,1.809738955823293,1.502008032128514,0.0,0.0,0.0,0.8637048192771085,0.4668674698795181,13.561345381526104
2024-04-29,5.200401606425703,3.721887550200803,1.8147590361445785,1.502008032128514,0.0,0.0,0.0,0.8637048192771085,0.4668674698795181,13.569628514056225
2024-04-30,5.195883534136546,3.719377510040161,1.8147590361445785,1.502008032128514,0.0,0.0,0.0,0.8637048192771085,0.4668674698795181,13.562600401606426
2024-05-02,5.195883534136546,3.7565261044176705,1.8197791164658634,1.502008032128514,0.0,0.0,0.0,0.8082329317269077,0.4668674698795181,13.54929718875502
2024-05-03,5.2209839357429715,3.744477911646586,1.7876506024096386,1.5055220883534135,0.0,0.0,0.0,0.8132530120481927,0.4668674698795181,13.53875502008032
2024-05-06,5.2209839357429715,3.744477911646586,1.7879016064257027,1.5055220883534135,0.0,0.0,0.0,0.8132530120481927,0.4668674698795181,13.539006024096386
2024-05-08,5.220481927710844,3.746234939759036,1.7879016064257027,1.5055220883534135,0.0,0.0,0.0,0.8132530120481927,0.4668674698795181,13.540261044176708
2024-05-09,5.245582329317269,3.746234939759036,1.7879016064257027,1.5055220883534135,0.0,0.0,0.0,0.8185240963855422,0.4668674698795181,13.570632530120482
2024-05-10,5.245582329317269,3.745983935742972,1.788152610441767,1.5055220883534135,0.0,0.0,0.0,0.8185240963855422,0.4668674698795181,13.570632530120482
2024-05-13,5.245582329317269,3.7469879518072293,1.788152610441767,1.5075301204819278,0.0,0.0,0.0,0.8170180722891567,0.4668674698795181,13.572138554216867
2024-05-14,5.245582329317269,3.7474899598393576,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8170180722891567,0.4668674698795181,13.570130522088352
2024-05-17,5.245582329317269,3.7474899598393576,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8192771084337349,0.4668674698795181,13.572389558232931
2024-05-20,5.245582329317269,3.746234939759036,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8192771084337349,0.4668674698795181,13.57113453815261
2024-05-21,5.2581325301204815,3.7437248995983934,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8192771084337349,0.4668674698795181,13.58117469879518
2024-05-23,5.258383534136546,3.7437248995983934,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8220381526104418,0.4668674698795181,13.584186746987953
2024-05-27,5.258383534136546,3.745983935742972,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8220381526104418,0.4668674698795181,13.58644578313253
2024-05-29,5.258383534136546,3.7432228915662646,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8220381526104418,0.4668674698795181,13.583684738955823
2024-06-04,5.253363453815261,3.7457329317269075,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8220381526104418,0.4668674698795181,13.58117469879518
2024-06-05,5.253363453815261,3.7454819277108435,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.8220381526104418,0.4668674698795181,13.580923694779115
2024-06-06,5.253363453815261,3.7464859437751006,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.827058232931727,0.4668674698795181,13.586947791164658
2024-06-07,5.253363453815261,3.7457329317269075,1.7856425702811245,1.5075301204819278,0.0,0.0,0.0,0.827058232931727,0.4668674698795181,13.586194779116468
2024-06-11,5.039257028112449,3.7457329317269075,1.7856425702811245,1.5075301204819278,0.0,0.0,2.268925702811245,0.827058232931727,0.4668674698795181,15.6410140562249
2024-06-12,5.039257028112449,3.7472389558232932,1.7856425702811245,1.5075301204819278,0.0,0.0,2.268925702811245,0.827058232931727,0.4668674698795181,15.642520080321285
2024-06-14,5.039257028112449,3.7472389558232932,1.7868975903614457,1.5075301204819278,0.0,0.0,2.268925702811245,0.827058232931727,0.4668674698795181,15.643775100401605
2024-06-19,5.039257028112449,3.72113453815261,1.7894076305220885,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.4668674698795181,15.627961847389557
2024-06-20,5.039257028112449,3.7068273092369477,1.805722891566265,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.46887550200803213,15.631977911646585
2024-06-21,5.039257028112449,3.6875,1.8082329317269077,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.46887550200803213,15.615160642570281
2024-06-24,5.014156626506025,3.6875,1.8082329317269077,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.4939759036144578,15.615160642570281
2024-06-25,5.014156626506025,3.7100903614457827,1.8082329317269077,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.46887550200803213,15.612650602409639
2024-06-27,5.011646586345382,3.7110943775100402,1.8082329317269077,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.46887550200803213,15.611144578313251
2024-06-28,5.011646586345382,3.716114457831325,1.8082329317269077,1.5052710843373496,0.0,0.0,2.268925702811245,0.8370983935742972,0.463855421686747,15.611144578313251
2024-07-02,5.011646586345382,3.690261044176707,1.8132530120481927,1.5052710843373496,0.0,0.0,2.268925702811245,0.8431224899598393,0.48569277108433734,15.618172690763052
2024-07-03,5.017921686746988,3.747740963855422,1.823042168674699,1.5052710843373496,0.0,0.0,2.268925702811245,0.8531626506024096,0.48744979919678716,15.703514056224899
2024-07-04,5.0289658634538155,3.7570281124497993,1.823042168674699,1.5055220883534135,0.0,0.0,2.268925702811245,0.8373493975903614,0.48744979919678716,15.70828313253012
2024-07-05,5.038002008032128,3.756777108433735,1.823042168674699,1.5055220883534135,0.0,0.0,2.268925702811245,0.8373493975903614,0.48744979919678716,15.71706827309237
2024-07-08,5.076656626506025,3.7374497991967868,1.8250502008032128,1.5112951807228916,0.0,0.0,2.268925702811245,0.8373493975903614,0.48744979919678716,15.744176706827309
2024-07-09,5.085692771084338,3.7366967871485945,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8373493975903614,0.4974899598393574,15.793624497991967
2024-07-10,5.09171686746988,3.731174698795181,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8373493975903614,0.4974899598393574,15.794126506024098
2024-07-11,5.092720883534136,3.7289156626506026,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8348393574297188,0.4974899598393574,15.790361445783132
2024-07-12,5.098744979919679,3.728664658634538,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8348393574297188,0.49774096385542166,15.796385542168675
2024-07-15,5.099748995983936,3.7221385542168672,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8348393574297188,0.49774096385542166,15.790863453815259
2024-07-16,5.1057730923694775,3.7221385542168672,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8348393574297188,0.49774096385542166,15.796887550200802
2024-07-17,5.11179718875502,3.715863453815261,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8348393574297188,0.49774096385542166,15.79663654618474
2024-07-18,5.118072289156626,3.715863453815261,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8350903614457832,0.49774096385542166,15.80316265060241
2024-07-19,5.124096385542169,3.7281626506024095,1.8561746987951808,1.5112951807228916,0.0,0.0,2.268925702811245,0.8350903614457832,0.49774096385542166,15.821485943775102
2024-07-22,5.130120481927711,3.7271586345381524,1.8511546184738956,1.5112951807228916,0.0,0.0,2.268925702811245,0.8353413654618475,0.49774096385542166,15.821736947791166
2024-07-23,5.136144578313253,3.725903614457831,1.8511546184738956,1.5112951807228916,0.0,0.0,2.268925702811245,0.8353413654618475,0.49774096385542166,15.826506024096384
2024-07-24,5.142168674698795,3.7238955823293174,1.8511546184738956,1.5112951807228916,0.0,0.0,2.268925702811245,0.8353413654618475,0.49774096385542166,15.830522088353414
2024-07-25,5.148192771084338,3.7241465863453818,1.8511546184738956,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.49774096385542166,15.837550200803213
2024-07-26,5.157730923694779,3.7173694779116464,1.8511546184738956,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.49774096385542166,15.84031124497992
2024-07-29,5.1637550200803215,3.7146084337349397,1.8511546184738956,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.4947289156626506,15.840562248995985
2024-07-30,5.169779116465864,3.716867469879518,1.8501506024096386,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.48017068273092367,15.833283132530122
2024-07-31,5.1760542168674695,3.7148594377510036,1.8524096385542168,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.48017068273092367,15.839809236947792
2024-08-01,5.182329317269076,3.7146084337349397,1.8524096385542168,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.48017068273092367,15.845833333333333
2024-08-02,5.188604417670683,3.711847389558233,1.8524096385542168,1.5112951807228916,0.0,0.0,2.268925702811245,0.8360943775100401,0.48017068273092367,15.849347389558233
2024-08-05,5.202409638554217,3.70933734939759,1.8421184738955825,1.5148092369477912,0.0,0.0,2.268925702811245,0.8360943775100401,0.4766566265060241,15.85035140562249
2024-08-06,5.191867469879518,3.7040662650602405,1.8423694779116466,1.5148092369477912,0.0,0.0,2.268925702811245,0.836847389558233,0.48820281124497994,15.847088353413655
2024-08-07,5.1858433734939755,3.697038152610442,1.8423694779116466,1.5148092369477912,0.0,0.0,2.268925702811245,0.8401104417670682,0.4892068273092369,15.838303212851407
2024-08-08,5.197389558232931,3.697038152610442,1.8423694779116466,1.5148092369477912,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.83729919678715
2024-08-09,5.206174698795181,3.696034136546185,1.8423694779116466,1.5148092369477912,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.84508032128514
2024-08-12,5.156224899598394,3.6957831325301207,1.8423694779116466,1.5148092369477912,0.0,0.0,2.268925702811245,0.8401104417670682,0.5328815261044176,15.851104417670683
2024-08-13,5.1625,3.6967871485943777,1.8423694779116466,1.5496987951807228,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.837048192771084
2024-08-14,5.168775100401606,3.6922690763052204,1.8423694779116466,1.5496987951807228,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.838805220883534
2024-08-15,5.175050200803213,3.6912650602409642,1.8423694779116466,1.5499497991967872,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.844327309236947
2024-08-16,5.1813253012048195,3.6880020080321283,1.8423694779116466,1.5499497991967872,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.847339357429718
2024-08-19,5.187600401606426,3.6880020080321283,1.8423694779116466,1.5426706827309238,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.846335341365462
2024-08-20,5.193875502008032,3.6880020080321283,1.8423694779116466,1.5366465863453815,0.0,0.0,2.268925702811245,0.8401104417670682,0.4766566265060241,15.846586345381525
2024-08-21,5.196084337349398,3.6880020080321283,1.8423694779116466,1.532128514056225,0.0,0.0,2.272991967871486,0.8401104417670682,0.4751506024096385,15.84683734939759
2024-08-22,5.202359437751005,3.6859939759036147,1.8423694779116466,1.5281124497991967,0.0,0.0,2.272991967871486,0.8401104417670682,0.4751506024096385,15.847088353413655
2024-08-23,5.2086345381526105,3.6859939759036147,1.8423694779116466,1.5268574297188755,0.0,0.0,2.272991967871486,0.8401104417670682,0.4751506024096385,15.85210843373494
2024-08-26,5.215662650602409,3.6859939759036147,1.8423694779116466,1.532128514056225,0.0,0.0,2.272991967871486,0.8401104417670682,0.4751506024096385,15.864407630522088
2024-08-27,5.222439759036145,3.619979919678715,1.8423694779116466,1.5479417670682731,0.0,0.0,2.272991967871486,0.8564257028112451,0.4751506024096385,15.83729919678715
2024-08-28,5.236495983935742,3.5647590361445785,1.8423694779116466,1.557479919678715,0.0,0.0,2.272991967871486,0.8564257028112451,0.4776606425702812,15.808182730923695
2024-08-29,5.243273092369478,3.555220883534137,1.8423694779116466,1.5584839357429718,0.0,0.0,2.272991967871486,0.8564257028112451,0.4771586345381526,15.805923694779118
2024-08-30,5.270381526104417,3.4723895582329316,1.8451305220883536,1.5597389558232932,0.0,0.0,2.272991967871486,0.8564257028112451,0.4771586345381526,15.75421686746988
2024-09-02,5.267620481927711,3.407881526104418,1.8852911646586348,1.5727911646586343,0.0,0.0,2.272991967871486,0.8561746987951807,0.48142570281124497,15.744176706827309
2024-09-03,5.285190763052209,3.306224899598394,1.8943273092369477,1.5860943775100402,0.0,0.0,2.272991967871486,0.8561746987951807,0.4892068273092369,15.690210843373494
2024-09-04,5.285190763052209,3.282128514056225,1.8893072289156625,1.5838353413654618,0.0,0.0,2.272991967871486,0.8561746987951807,0.4892068273092369,15.658835341365462
2024-09-05,5.288955823293173,3.2520080321285136,1.8933232931726909,1.587098393574297,0.0,0.0,2.272991967871486,0.8652108433734939,0.4892068273092369,15.64879518072289
2024-09-09,5.3037650602409645,3.2221385542168677,1.8898092369477912,1.5891064257028114,0.0,0.0,2.272991967871486,0.8652108433734939,0.4892068273092369,15.63222891566265
2024-09-10,5.307781124497992,3.196536144578313,1.8908132530120483,1.5938755020080322,0.0,0.0,2.272991967871486,0.8652108433734939,0.4892068273092369,15.616415662650601
2024-09-11,5.31179718875502,3.196536144578313,1.8850401606425704,1.5938755020080322,0.0,0.0,2.272991967871486,0.8652108433734939,0.4892068273092369,15.614658634538154
2024-09-12,5.3193273092369475,3.2033132530120483,1.9174196787148594,1.5953815261044175,0.0,0.0,2.272991967871486,0.8762550200803213,0.4892068273092369,15.673895582329317
2024-09-13,5.073343373493976,3.2033132530120483,1.9174196787148594,1.5953815261044175,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.4892068273092369,15.697238955823293
2024-09-16,5.077610441767068,3.2033132530120483,1.9106425702811247,1.594628514056225,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.49196787148594373,15.696736947791164
2024-09-17,5.081626506024096,3.203564257028112,1.9021084337349399,1.594628514056225,1.769327309236948,0.0,0.7729919678714859,0.8772590361445783,0.49196787148594373,15.69347389558233
2024-09-19,5.0856425702811245,3.2055722891566267,1.9021084337349399,1.594628514056225,1.769327309236948,0.0,0.7729919678714859,0.8772590361445783,0.4964859437751004,15.70401606425703
2024-09-20,5.089658634538153,3.205823293172691,1.9021084337349399,1.5906124497991967,1.769327309236948,0.0,0.7729919678714859,0.8772590361445783,0.4964859437751004,15.704267068273092
2024-09-23,5.093674698795181,3.2095883534136544,1.9021084337349399,1.5906124497991967,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.5005020080321285,15.716817269076305
2024-09-24,5.114006024096385,3.2048192771084336,1.9011044176706828,1.5906124497991967,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.504016064257028,15.734889558232931
2024-09-25,5.11777108433735,3.2043172690763053,1.9011044176706828,1.5906124497991967,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.504016064257028,15.738152610441766
2024-09-26,5.104969879518072,3.198795180722892,1.9011044176706828,1.5886044176706828,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.504016064257028,15.717821285140563
2024-09-27,5.103714859437751,3.1967871485943773,1.8965863453815262,1.5911144578313254,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.504016064257028,15.712550200803213
2024-09-30,5.107228915662651,3.1967871485943773,1.8900602409638554,1.5971385542168677,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.504016064257028,15.715562248995985
2024-10-02,5.1109939759036145,3.1935240963855422,1.8900602409638554,1.5983935742971886,1.769327309236948,0.0,0.7729919678714859,0.878012048192771,0.504016064257028,15.717319277108432
2024-10-03,5.114759036144578,3.171937751004016,1.8900602409638554,1.6104417670682731,1.769327309236948,0.0,0.7729919678714859,0.8752510040160641,0.504016064257028,15.708785140562249
2024-10-04,5.118524096385542,3.1759538152610443,1.8900602409638554,1.6104417670682731,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5090361445783133,15.722590361445782
2024-10-07,5.1220381526104415,3.1809738955823295,1.8840361445783134,1.5961345381526104,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5090361445783133,15.710793172690762
2024-10-08,5.1253012048192765,3.1671686746987957,1.8739959839357432,1.5961345381526104,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5092871485943775,15.690461847389559
2024-10-09,5.1338353413654625,3.1526104417670684,1.8737449799196788,1.5961345381526104,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5110441767068273,15.685943775100403
2024-10-10,5.132329317269076,3.1583835341365463,1.8734939759036147,1.5961345381526104,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5085341365461847,15.687449799196788
2024-10-14,5.130823293172691,3.160893574297189,1.8734939759036147,1.5971385542168677,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5085341365461847,15.689457831325301
2024-10-15,5.13433734939759,3.160893574297189,1.8734939759036147,1.5971385542168677,1.769327309236948,0.0,0.7729919678714859,0.8762550200803213,0.5085341365461847,15.6929718875502
2024-10-16,5.13785140562249,3.1606425702811247,1.8734939759036147,1.5971385542168677,1.769327309236948,1.375,0.7729919678714859,0.8762550200803213,0.5042670682730924,17.066967871485943
2024-10-17,5.136596385542169,3.1603915662650603,1.8734939759036147,1.6046686746987953,1.769327309236948,1.375,0.7619477911646587,0.8762550200803213,0.5042670682730924,17.06194779116466
2024-10-18,5.130070281124498,3.1355421686746987,1.8734939759036147,1.6229919678714861,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,17.04613453815261
2024-10-21,5.133584337349398,3.1355421686746987,1.8734939759036147,1.6229919678714861,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,17.04964859437751
2024-10-22,5.1370983935742975,3.135793172690763,1.8734939759036147,1.6375502008032128,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,17.0679718875502
2024-10-23,5.140612449799196,3.126004016064257,1.8734939759036147,1.6410642570281124,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,17.065210843373492
2024-10-24,5.144126506024096,3.104919678714859,1.8734939759036147,1.6410642570281124,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,17.047640562248993
2024-10-25,5.142620481927711,3.035140562248996,1.8734939759036147,1.649347389558233,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,16.98463855421687
2024-10-28,5.145883534136546,3.0326305220883536,1.8734939759036147,1.649347389558233,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,16.985391566265058
2024-10-29,5.145883534136546,3.024096385542169,1.8734939759036147,1.6553714859437751,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,16.982881526104418
2024-10-30,5.145883534136546,3.0230923694779115,1.8734939759036147,1.6603915662650601,1.769327309236948,1.375,0.7619477911646587,0.8734939759036146,0.5042670682730924,16.986897590361448
2024-10-31,5.145883534136546,3.020582329317269,1.8734939759036147,1.6588855421686748,1.769327309236948,1.375,0.7483433734939758,0.8752510040160641,0.5042670682730924,16.971034136546184
2024-11-01,5.145883534136546,3.0190763052208838,1.8734939759036147,1.6588855421686748,1.769327309236948,1.375,0.7483433734939758,0.8752510040160641,0.5042670682730924,16.9695281124498
2024-11-04,5.145883534136546,3.024096385542169,1.8734939759036147,1.6601405622489958,1.769327309236948,1.375,0.7483433734939758,0.8752510040160641,0.5042670682730924,16.975803212851407
2024-11-06,5.145883534136546,3.022339357429719,1.8734939759036147,1.6626506024096384,1.769327309236948,1.375,0.7483433734939758,0.8752510040160641,0.5005020080321285,16.972791164658634
2024-11-07,5.145883534136546,3.0281124497991967,1.8734939759036147,1.6651606425702812,1.769327309236948,1.375,0.7483433734939758,0.8642068273092369,0.5005020080321285,16.970030120481926
2024-11-08,5.145883534136546,3.0281124497991967,1.8732429718875503,1.666164658634538,1.769327309236948,1.375,0.7483433734939758,0.8642068273092369,0.5005020080321285,16.97078313253012
2024-11-12,5.145883534136546,3.026355421686747,1.8765060240963856,1.666164658634538,1.769327309236948,1.375,0.7483433734939758,0.8642068273092369,0.5005020080321285,16.972289156626506
2024-11-14,5.145883534136546,3.026355421686747,1.8765060240963856,1.666917670682731,1.769327309236948,1.375,0.7483433734939758,0.8642068273092369,0.5005020080321285,16.9730421686747
2024-11-15,5.145883534136546,3.0266064257028114,1.8765060240963856,1.666917670682731,1.769327309236948,1.375,0.7483433734939758,0.8702309236947792,0.5005020080321285,16.979317269076304
2024-11-18,5.145883534136546,3.0266064257028114,1.9194277108433733,1.666917670682731,1.769327309236948,1.3777610441767068,0.7483433734939758,0.8702309236947792,0.5005020080321285,17.025000000000002
2024-11-19,5.145883534136546,3.0248493975903616,1.9214357429718876,1.666917670682731,1.769327309236948,1.3757530120481927,0.7483433734939758,0.8702309236947792,0.5005020080321285,17.02324297188755
2024-11-20,5.145883534136546,3.0248493975903616,1.9189257028112452,1.666917670682731,1.769327309236948,1.3757530120481927,0.7483433734939758,0.8702309236947792,0.5005020080321285,17.020732931726908
2024-11-21,5.145883534136546,3.02535140562249,1.9189257028112452,1.666917670682731,1.769327309236948,1.3757530120481927,0.7483433734939758,0.8702309236947792,0.5005020080321285,17.021234939759037
2024-11-22,5.145883534136546,3.028363453815261,1.9189257028112452,1.666917670682731,1.769327309236948,1.3757530120481927,0.7483433734939758,0.8702309236947792,0.5005020080321285,17.02424698795181
