date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,KINGSTON SECURITIES LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,KGI ASIA LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,1.618390668862792,0.0,0.0,0.0,1.618390668862792
2024-03-04,0.0,4.68386165946889,0.0,0.0,2.7429555666972076,1.634418472622578,0.0,0.0,0.0,9.061235698788677
2024-03-05,0.0,4.68386165946889,4.042667978523403,0.0,2.746308663718083,1.7653569112877718,0.0,0.0,1.0480961119725976,14.286291324970746
2024-03-06,0.0,4.686678260966426,4.043003288225491,0.0,2.746308663718083,1.7637474247177516,1.4621181236076783,0.0,1.0480961119725976,15.74995187320803
2024-03-07,0.0,4.686812384847261,4.043003288225491,0.0,2.746308663718083,1.759287805679987,1.4621181236076783,0.0,1.0480961119725976,15.745626378051098
2024-03-08,0.0,4.688656588208743,4.043003288225491,0.0,2.746308663718083,1.759287805679987,1.4621181236076783,0.0,1.0480961119725976,15.747470581412578
2024-03-11,0.0,4.688656588208743,4.042667978523403,0.0,2.746308663718083,1.7619032213562698,1.4621181236076783,0.0,1.0480961119725976,15.749750687386776
2024-03-12,0.0,4.688656588208743,4.057756915117344,0.0,2.746308663718083,1.7620038142668961,1.4621181236076783,0.0,1.0480961119725976,15.764940216891343
2024-03-13,0.0,4.686812384847261,4.057756915117344,0.0,2.746308663718083,1.7626744336710716,1.4621181236076783,0.0,1.0480961119725976,15.763766632934034
2024-03-14,0.0,4.686812384847261,4.057756915117344,0.0,2.746308663718083,1.7610984780712597,1.4621181236076783,0.0,1.0480961119725976,15.762190677334223
2024-03-15,0.0,4.686812384847261,4.057756915117344,0.0,2.746308663718083,1.7611655400116772,1.4621181236076783,0.0,1.0480961119725976,15.76225773927464
2024-03-18,0.0,4.686812384847261,4.057756915117344,0.0,2.746308663718083,1.7627750265816977,1.4621181236076783,0.0,1.0480961119725976,15.763867225844663
2024-03-19,0.0,4.686812384847261,4.057756915117344,0.0,2.746308663718083,1.7633450530752466,1.4621181236076783,0.0,1.0480961119725976,15.764437252338212
2024-03-20,0.0,4.686812384847261,4.066139657669534,0.0,2.746308663718083,1.7555323370166063,1.4621181236076783,0.0,1.0480961119725976,15.76500727883176
2024-03-21,0.0,4.686812384847261,4.0678162061799705,0.0,2.746308663718083,1.7559011776889024,1.4621181236076783,0.0,1.0480961119725976,15.767052668014495
2024-03-22,0.0,4.686812384847261,4.064127799457007,0.0,2.746308663718083,1.7561358944803638,1.4621181236076783,0.0,1.0480961119725976,15.76359897808299
2024-03-25,0.0,4.686812384847261,4.064127799457007,0.0,2.746308663718083,1.7562029564207813,1.4621181236076783,0.0,1.0480961119725976,15.763666040023407
2024-03-26,0.0,4.686812384847261,4.064127799457007,0.0,2.746308663718083,1.7563035493314074,1.4621181236076783,0.0,1.0480961119725976,15.763766632934034
2024-03-28,0.0,4.686812384847261,4.064127799457007,0.0,2.746308663718083,1.7564712041824513,1.4621181236076783,0.0,1.0480961119725976,15.76393428778508
2024-04-02,0.0,4.686812384847261,4.062216534155109,0.0,2.746308663718083,1.7585165933651854,1.4621181236076783,0.0,1.0480961119725976,15.764068411665916
2024-04-03,0.0,4.644898672086315,4.04736231435263,0.0,2.746308663718083,1.759690177322492,1.4621181236076783,0.0,1.0480961119725976,15.708474063059796
2024-04-05,0.0,4.644898672086315,4.047027004650542,0.0,2.746308663718083,1.7597572392629095,1.4621181236076783,0.0,1.0480961119725976,15.708205815298125
2024-04-08,0.0,4.644898672086315,4.04870355316098,0.0,2.746308663718083,1.758315407543933,1.4621181236076783,0.0,1.0480961119725976,15.708440532089588
2024-04-09,0.0,4.651269556425979,4.04870355316098,0.0,2.746308663718083,1.7592207437395695,1.4621181236076783,0.0,1.0480961119725976,15.715716752624886
2024-04-10,0.0,4.651269556425979,4.04870355316098,0.0,2.746308663718083,1.758416000454559,1.4621181236076783,0.0,1.0480961119725976,15.714912009339876
2024-04-11,0.0,4.651269556425979,4.04870355316098,0.0,2.746308663718083,1.7569071067951654,1.4621181236076783,0.0,1.0517845186955608,15.717091522403445
2024-04-12,0.0,4.651269556425979,4.04870355316098,0.0,2.746308663718083,1.7557335228378588,1.4621181236076783,0.0,1.0517845186955608,15.71591793844614
2024-04-15,0.0,4.651303087396188,4.04870355316098,0.0,2.746308663718083,1.7557670538080674,1.4621181236076783,0.0,1.0517845186955608,15.715985000386556
2024-04-16,0.0,4.651236025455771,4.04870355316098,0.0,2.746308663718083,1.7502679746938314,1.4621181236076783,0.0,1.0517845186955608,15.710418859331904
2024-04-17,0.0,4.651236025455771,4.048535898309936,0.0,2.746308663718083,1.749530293349239,1.4621181236076783,0.0,1.0517845186955608,15.709513523136268
2024-04-18,0.0,4.651101901574935,4.04853581448251,0.0,2.746308663718083,1.7353131619807263,1.4621181236076783,0.0,1.0517845186955608,15.695162184059495
2024-04-19,0.0,4.651101901574935,4.04853581448251,0.0,2.746308663718083,1.735346692950935,1.4621181236076783,0.0,1.0517845186955608,15.695195715029703
2024-04-22,0.0,4.651101901574935,4.04853581448251,0.0,2.746308663718083,1.7358161265338574,1.4621181236076783,0.0,1.0517845186955608,15.695665148612626
2024-04-23,0.0,4.651101901574935,4.04853581448251,0.0,2.746308663718083,1.7433270638606189,1.4621181236076783,0.0,1.0517845186955608,15.703176085939388
2024-04-24,0.0,4.63451040867497,4.04853581448251,0.0,2.7629001566180484,1.7431258780393664,1.4621181236076783,0.0,1.0517845186955608,15.702974900118136
2024-04-29,0.0,4.63451040867497,4.04853581448251,0.0,2.7629001566180484,1.7837989449025877,1.4621181236076783,0.0,1.0517845186955608,15.743647966981356
2024-04-30,0.0,4.627971869484263,4.045182717461635,0.0,2.7629001566180484,1.7790375471329445,1.4621181236076783,0.0,1.0517845186955608,15.728994933000129
2024-05-02,0.0,4.627971869484263,4.045182717461635,0.0,2.7629001566180484,1.778702237430857,1.4621181236076783,0.0,1.0517845186955608,15.728659623298041
2024-05-03,0.0,4.627971869484263,4.045182717461635,0.0,2.7629001566180484,1.782021803481524,1.4621181236076783,0.0,1.0517845186955608,15.731979189348708
2024-05-06,0.0,4.627971869484263,4.045048593580799,0.0,2.7629001566180484,1.7825247680346552,1.4621181236076783,0.0,1.0517845186955608,15.732348030021004
2024-05-08,5.0767714322075514,4.616671932523912,4.042097868202429,0.0,2.7629001566180484,1.7838324758727966,1.4621181236076783,0.0,1.0517845186955608,20.796176507727974
2024-05-09,5.0767714322075514,4.616671932523912,4.042064337232221,0.0,2.7629001566180484,1.787353227744716,1.4621181236076783,0.0,1.0517845186955608,20.799663728629685
2024-05-10,5.0767714322075514,4.617510206779131,4.035726983862766,0.0,2.7629001566180484,1.7883926878211875,1.4621181236076783,0.0,1.0517845186955608,20.79520410959192
2024-05-13,5.0767714322075514,4.60218655339373,4.035726983862766,0.0,2.7629001566180484,1.7899015814805816,1.4621181236076783,0.0,1.0517845186955608,20.781389349865915
2024-05-14,5.0767714322075514,4.60134827913851,4.035726983862766,0.0,2.7629001566180484,1.9897796948949793,1.4705008661598673,0.0,1.0558417660908204,20.992869178972544
2024-05-16,5.0767714322075514,4.60134827913851,4.0323738868418895,0.0,2.7629001566180484,1.9937698803498212,1.4705008661598673,0.0,1.0558417660908204,20.99350626740651
2024-05-17,5.0767714322075514,4.60403075675521,4.0321056390802195,0.0,2.7629001566180484,1.9894443851928914,1.4705008661598673,0.0,1.0558417660908204,20.99159500210461
2024-05-20,5.073585990037719,4.601582995929972,4.033782187590657,0.0,2.7629001566180484,1.9663415467190586,1.5166394811671164,0.0,1.0544334653420526,21.009265823404625
2024-05-21,5.073585990037719,4.601582995929972,4.033782187590657,0.0,2.7629001566180484,1.9650338388809168,1.5166394811671164,0.0,1.0544334653420526,21.00795811556648
2024-05-22,5.073585990037719,4.60325954444041,4.033711856380644,0.0,2.7629001566180484,1.9663783469588625,1.5238151087917902,0.0,1.0544334653420526,21.018084468569526
2024-05-23,5.073585990037719,4.601415341078928,4.033711856380644,0.0,2.7629001566180484,1.9672836831544989,1.5238151087917902,0.0,1.0544334653420526,21.01714560140368
2024-05-24,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.9701338156222432,1.5238151087917902,0.0,1.055338801537689,21.0141613450551
2024-05-27,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.991392450734595,1.5238151087917902,0.0,1.0612067213242216,21.041287899953986
2024-05-28,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.7907766559756046,1.5238151087917902,0.0,1.0612067213242216,20.840672105194997
2024-05-29,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.7866858776101364,1.5238151087917902,0.0,1.066236366855535,20.84161097236084
2024-05-31,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.7889995145545405,1.5238151087917902,0.0,1.066236366855535,20.843924609305244
2024-06-03,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.7887312667928705,1.5238151087917902,0.0,1.066236366855535,20.843656361543577
2024-06-04,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.7880271164184867,1.5238151087917902,0.0,1.066236366855535,20.84295221116919
2024-06-05,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.7878259305972342,1.5238151087917902,0.0,1.066236366855535,20.842751025347937
2024-06-06,5.0735524590675105,4.594709147037176,4.033711856380644,0.0,2.7629001566180484,1.787859461567443,1.5238151087917902,0.0,1.066236366855535,20.842784556318147
2024-06-07,5.0735524590675105,4.577910130962589,4.033711856380644,0.0,2.7629001566180484,1.7893683552268367,1.5238151087917902,0.0,1.066236366855535,20.827494433902956
2024-06-11,5.0735524590675105,4.577910130962589,4.033711856380644,0.0,2.7629001566180484,1.7886306738822442,1.5238151087917902,0.0,1.066236366855535,20.82675675255836
2024-06-12,5.0735524590675105,4.577910130962589,4.038875625792794,0.0,2.7629001566180484,1.792117894783955,1.5238151087917902,0.0,1.066236366855535,20.83540774287222
2024-06-13,5.0735524590675105,4.577910130962589,4.038875625792794,0.0,2.7629001566180484,1.79225201866479,1.5238151087917902,0.0,1.066236366855535,20.835541866753058
2024-06-14,5.0735524590675105,4.577910130962589,4.038875625792794,0.0,2.7629001566180484,1.7900054436608033,1.5252904714809756,0.0,1.066236366855535,20.834770654438255
2024-06-17,5.0735524590675105,4.577910130962589,4.043905271324107,0.0,2.7629001566180484,1.7902401604522646,1.5252904714809756,0.0,1.066236366855535,20.84003501676103
2024-06-18,5.0735524590675105,4.577910130962589,4.044609421698491,0.0,2.7629001566180484,1.7902736914224733,1.5291800640251914,0.0,1.066236366855535,20.844662290649836
2024-06-19,5.0735524590675105,4.577910130962589,4.047962518719366,0.0,2.7629001566180484,1.793760912324184,1.5291800640251914,0.0,1.066236366855535,20.851502608572424
2024-06-20,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.7839363380530184,1.5361880367988214,0.0,1.066236366855535,20.851871449244722
2024-06-21,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.784238116784897,1.5361880367988214,0.0,1.066236366855535,20.8521732279766
2024-06-24,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.771965781688492,1.553992981979671,0.0,1.066236366855535,20.857705838061044
2024-06-25,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.7721334365395363,1.553992981979671,0.0,1.066236366855535,20.857873492912088
2024-06-26,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.771429286165152,1.553992981979671,0.0,1.066236366855535,20.857169342537706
2024-06-27,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.7690485872803303,1.5616715741574763,0.0,1.066236366855535,20.862467235830685
2024-06-28,5.0735524590675105,4.577910130962589,4.051147960889198,0.0,2.7629001566180484,1.7804155861810989,1.5878592618905154,0.0,1.066236366855535,20.900021922464497
2024-07-02,5.0735524590675105,4.574557033941714,4.0495049433489685,0.0,2.7629001566180484,1.8013724425615718,1.5878592618905154,0.0,1.066236366855535,20.915982664283863
