date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-06-25,41.68215264127379,15.466347338913863,0.0,5.594612334405886,2.6638638463054476,2.310589101254816,5.869195225535347,0.0,26.41323951231085
2024-06-26,41.680556604081495,15.465755122245156,0.0,5.594398112999448,2.663761845196952,2.3105006272699566,5.868970490168405,0.0,26.41605719803858
2024-06-28,41.68065236286624,15.465560909470238,0.0,5.5944109658212025,2.6599388901083216,2.31050593551798,5.868983973805084,0.0,26.419946962410933
2024-07-02,41.67299305023507,15.458124884258764,0.0,5.593382926667656,2.6785919513761316,2.310081352736928,5.8679054786152465,0.0,26.4189203561102
2024-07-03,40.77600966915295,15.125399056114919,0.0,5.472989089747868,2.6209370461431805,2.2603583923569306,5.741602726861038,2.1486873355903944,25.854016684032725
2024-07-04,40.77646791120415,15.12556903581487,0.0,5.4606887615242075,2.632204531081104,2.2603837943340874,5.741667251169134,2.1487114826047793,25.854307232267665
2024-07-10,40.77646791120415,15.12556903581487,0.0,5.4606887615242075,2.62471251056993,2.2603837943340874,5.741667251169134,2.1487114826047793,25.861799252778837
2024-07-11,40.774940477752146,15.125002451671874,0.0,5.46048421122565,2.6246141922531185,2.2602991232971217,5.741452175781809,2.1486309946673643,25.864576373350918
2024-07-12,40.773413158727195,15.124435909974295,0.0,5.460279676250894,2.6245158813017837,2.2602144586032527,5.74123711650677,2.1485505127596705,25.86735328587614
2024-07-15,40.77188595411644,15.123869410717369,0.0,5.46007515659822,2.624417577715098,2.2601298002517667,5.741022073342205,2.1484700368810206,25.870129990377883
2024-07-16,40.77035886390703,15.123302953896323,0.0,5.459870652265905,2.624319281492234,2.2600451482419515,5.740807046286304,2.1483895670307356,25.872906486879522
2024-07-19,42.35681165781091,15.711779653460123,0.0,5.672324682399772,2.7264365738642886,2.3479878360104287,2.0730012143163914,2.2319875221624765,26.879670859975608
2024-07-23,42.35681165781091,15.711779653460123,0.0,5.672324682399772,2.722545382228719,2.3479878360104287,2.0730012143163914,2.2319875221624765,26.883562051611175
2024-07-25,42.363405422964355,15.71033373859398,0.0,5.673207703934347,2.7190774086439093,2.348353351727213,2.0655403275750763,2.2323349798905383,26.88774706667058
2024-07-26,42.36208634084503,15.709066225957685,0.0,5.673031444724275,2.718992743911341,2.3482802303413095,2.0654760122235216,2.2322654710036365,26.8908015309932
2024-07-29,42.36208634084503,15.709066225957685,0.0,5.673031444724275,2.7151010677066627,2.3482802303413095,2.0654760122235216,2.2322654710036365,26.89469320719788
2024-07-30,42.3620861759855,15.709066164823088,0.0,5.673031811814293,2.7151010571403686,2.3482802212025633,2.0654760041853577,2.232265462316382,26.89469310253244
2024-07-31,42.36241573273398,15.709188373836716,0.0,5.67307633445632,2.715122179326666,2.3482984896983825,2.0654920725997687,2.2315044869799396,26.894902330368232
2024-08-01,42.36241573273398,15.709188373836716,0.0,5.67307633445632,2.715122179326666,2.3482984896983825,2.061600366134858,2.2315044869799396,26.89879403683314
2024-08-05,42.35944825818798,15.70808794989178,0.0,5.672679326300028,2.722714853534524,2.348133992091859,2.056786231023656,2.2313481707583587,26.90080121821181
2024-08-06,41.55098373473394,17.316867650969396,0.0,5.564411627431731,2.67074962600967,2.303317944976425,2.017530792898587,2.1887610760318954,26.387377546948354
2024-08-07,41.54939772663355,17.316206663192467,0.0,5.564199232895627,2.670647683043217,2.30323002693959,2.0174537834058452,2.1886775306501884,26.390187353239515
2024-08-08,41.54781183960493,17.315545725873648,0.0,5.563986854573174,2.670545747858827,2.3031421156141914,2.0173767797918103,2.188593991646121,26.3929969450373
2024-08-09,41.54781183960493,17.201039587489653,0.0,5.563986854573174,2.704897589374026,2.3031421156141914,2.0173767797918103,2.188593991646121,26.473151241906095
2024-08-12,41.54781183960493,17.201039587489653,0.0,5.563986854573174,2.7010807180945595,2.3031421156141914,2.0173767797918103,2.013017912790659,26.652544192041024
2024-08-13,41.545433236041255,17.200054831560273,0.0,5.5693932966326045,2.7009260817867164,2.3030102612083563,2.017261285391859,2.0129026679349353,26.651018339444
2024-08-14,41.545433236041255,17.200054831560273,0.0,5.5693932966326045,2.6971094290223347,2.3030102612083563,2.017261285391859,2.0129026679349353,26.654834992208382
2024-08-19,41.54575036744723,17.200186125836126,0.0,5.569435809837763,2.696366680660149,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.65503845826081
2024-08-20,41.54575036744723,17.200186125836126,0.0,5.569435809837763,2.6925499987618684,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.658855140159094
2024-08-21,41.544164758831094,17.19952967450045,0.0,5.569223250302094,2.6886307003823346,2.3029399450314973,2.0171996937855585,2.012841209407206,26.665470767759768
2024-08-22,41.544164758831094,17.188080065800747,0.0,5.569223250302094,2.700080309082034,2.3029399450314973,2.0171996937855585,2.012841209407206,26.665470767759768
2024-08-26,41.54575036744723,17.188736080141283,0.0,5.569435809837763,2.696366680660149,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.666488503955655
2024-08-27,41.54575036744723,17.188736080141283,0.0,5.569435809837763,2.6925499987618684,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.670305185853938
2024-08-28,41.54575036744723,17.188736080141283,0.0,5.565619127939483,2.6925499987618684,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.674121867752216
2024-09-02,41.54575036744723,17.184919398243,0.0,5.565619127939483,2.6925499987618684,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.6779385496505
2024-09-03,41.54733609710327,17.18557531698524,0.0,5.565831558025047,2.6888359411782288,2.303115743525187,2.0173536798538465,2.0129948627638274,26.678956800565356
2024-09-09,41.54575036744723,17.184919398243,0.0,5.565619127939483,2.6887333168635874,2.3030278409235074,2.0172766838811236,2.0129180331532868,26.681755231548777
2024-09-11,41.54257927124099,17.175974929794442,0.0,5.565194316411326,2.688528091733573,2.3028520558483883,2.017122709566479,2.012764391524914,26.694984233879893
2024-09-20,41.539408659083456,17.174664025274666,0.0,5.564769569728087,2.6959550965395276,2.302676297605801,2.0169687587550857,2.0126107733490097,26.692946819664364
2024-09-25,41.53784572539769,17.173964399605847,0.0,5.564560193473229,2.6958536603570753,2.302589658665356,2.016892869653195,2.0125350482177295,26.69575844462988
2024-09-26,41.50616858508873,17.160867377590215,0.0,5.560316609076205,2.770058690551015,2.300833682773546,2.015354768740536,2.011000270619475,26.675400015560275
2024-09-27,41.48244241815788,17.15105771271488,0.0,5.553327299868676,2.7684752421832015,2.29951845744925,2.0142027316988607,2.009850722739119,26.721125415188133
2024-09-30,41.483762461804474,17.14842131491576,0.0,5.553504016426148,2.768563339892525,2.2995916321360097,2.0142668271417508,2.009914679693495,26.72197572798984
2024-10-02,41.483762461804474,17.14842131491576,0.0,5.553504016426148,2.768563339892525,2.2995916321360097,2.0104558398840835,2.009914679693495,26.72578671524751
2024-10-03,41.482181581150215,17.147767815669326,0.0,5.55329238116112,2.7684578343172257,2.2995039983316437,2.010379224588004,2.009838085020175,26.728579079762287
2024-10-04,41.45879862718523,17.13734010826852,0.0,5.550162064115264,2.8087929244278422,2.2982077985155827,2.020672082279001,2.0087051660263375,26.71732122918222
2024-10-07,41.45753543468469,17.143673397264173,0.0,5.549992958320394,2.8048987665151266,2.298137775288864,2.0206105151833564,2.0086439635461515,26.71650718919725
2024-10-08,41.455956552301636,17.14302049198112,0.0,5.549781590567438,2.8086003766433416,2.2980502522557367,2.020533561589469,2.008567465690343,26.715489708970914
2024-10-09,41.43547987396568,17.134476769182257,0.0,5.547040341735766,2.849085170292066,2.2969151575738436,2.027133420146566,2.0075753575994555,26.702293909504366
2024-10-10,38.8036771576621,16.19232462526772,6.226800928202068,5.194716297625968,2.6467349300825163,2.151025027443606,1.8983786607548803,1.880062841866916,25.006279531094215
2024-10-14,38.80921100336022,16.130458716827498,6.2276889408352405,5.195457123252358,2.6970263653275985,2.151331788077303,1.898649391143202,1.8803309602111486,25.009845710965433
2024-10-15,38.719481129573126,16.09316385853565,6.213290046134752,5.183444827720369,2.92199830672037,2.1463577439051185,1.8942595680618086,1.8759834907476987,24.952021028601106
2024-10-16,38.72499098499726,15.960267148749427,6.214174209064205,5.194855083630857,3.0184678897452626,2.1466631746731033,1.908759313987908,1.8762504467478962,24.95557174840408
2024-10-17,38.729124405757695,15.96197071272444,6.200605788310358,5.195409571089833,3.01523214737355,2.1468923048008626,1.9089630507784001,1.876450713613068,24.965351305551792
2024-10-18,38.73050240877028,15.962538648201072,6.200826409189018,5.195594426548107,3.011781377330953,2.1469686923802125,1.9090309727073165,1.876517478735595,24.96623958613745
2024-10-21,38.734637006231864,15.964242697146233,6.201488366032763,5.196149071858429,2.9978691602308425,2.147197887736677,1.909234767497545,1.8767178026126856,24.97246324065296
2024-10-22,38.734637006231864,15.964242697146233,6.201488366032763,5.196149071858429,2.9943107267787896,2.147197887736677,1.909234767497545,1.8767178026126856,24.976021674105013
2024-10-23,38.74704609688181,15.969357027629174,6.203475084826237,5.197813718537652,2.963233828044511,2.1478857675076424,1.909846413020339,1.8773190309482772,24.98402303260436
2024-10-24,38.73628557854502,15.964922146098,6.2017523055662345,5.196370223472513,2.986623514222301,2.1472892739290406,1.9093160258187862,1.876797676989939,24.980643255358167
2024-10-25,38.73628557854502,15.964922146098,6.2017523055662345,5.196370223472513,2.983064929320917,2.1472892739290406,1.9093160258187862,1.876797676989939,24.98420184025955
2024-10-28,38.73490716398712,15.964354041005496,6.201531618798393,5.196185312806524,2.9829587782002216,2.147212863536278,1.9092480836047527,1.876730891927779,24.98687124613344
2024-10-29,38.73904270199409,15.96605847759066,6.202193726225226,5.19674008428852,2.9690419014690237,2.147442111030499,1.9094519247545731,1.8769312613748919,24.99309781127252
2024-10-30,38.73628557854502,15.964922146098,6.2017523055662345,5.196370223472513,2.9759477595181485,2.1472892739290406,1.9093160258187862,1.876797676989939,24.99131901006232
2024-10-31,38.73628557854502,15.964922146098,6.2017523055662345,5.196370223472513,2.9723891746167648,2.1472892739290406,1.9093160258187862,1.876797676989939,24.9948775949637
2024-11-04,38.73738838082831,15.962529710314616,6.201928866289618,5.196518161481067,2.9724737970197554,2.1473504061589073,1.9093703830717168,1.8768511084620725,24.99558918637394
2024-11-05,38.73738838082831,15.962529710314616,6.201928866289618,5.196518161481067,2.9689151108072753,2.1473504061589073,1.9093703830717168,1.8768511084620725,24.999147872586423
2024-11-06,38.73463149284753,15.961393678482303,6.201487483329542,5.196148332252506,2.9722622500459734,2.1471975821102887,1.9092344957421892,1.8767175354857075,25.000927149703966
2024-11-07,38.73463149284753,15.961393678482303,6.201487483329542,5.196148332252506,2.965145384154863,2.1471975821102887,1.9092344957421892,1.8767175354857075,25.008044015595075
2024-11-08,38.73325319600491,15.960825723201385,6.2012668154081405,5.195963437377712,2.9685981815247056,2.147121178242901,1.9091665593303564,1.8766507561269286,25.007154152782956
2024-11-11,38.78224287655782,15.98101291867354,6.209110155567895,5.202535273408978,2.97591566078,2.1498368494543585,1.7815388160432253,1.8790243373127582,25.03878311220143
2024-11-12,38.78086118937547,15.980443566334095,6.208888944846715,5.202349923729079,2.9793723183574587,2.149760257648452,1.781475345517428,1.8789573936898625,25.037891060501437
2024-11-13,38.78846168743816,15.983575506333409,6.210105798906925,5.180207552381891,2.9692660985354307,2.1501815801300164,1.781824489386261,1.879325642655786,25.057051644232125
2024-11-14,38.78569752528694,15.982436477031042,6.2096632513384575,5.17983839792129,2.9690545012559975,2.1500283528484103,1.7816975121461383,1.8791917172412365,25.062392264930487
2024-11-18,50.85104599646557,20.954209007050263,8.141348274334993,6.914496750571695,3.892659837068766,2.8188532794368193,2.335943090435919,2.463765525611861,1.6276782390241045
2024-11-22,50.85104599646557,20.954209007050263,8.141348274334993,6.914496750571695,3.8879883059242606,2.8188532794368193,2.335943090435919,2.463765525611861,1.6323497701686094
2024-11-26,50.83917115789433,20.949315738003957,8.139447090305923,6.912882063378826,3.882409934833441,2.8181950151475923,2.335397596305622,2.463190182129328,1.6599912220009794
2024-11-27,50.83679685567769,20.948337358426535,8.13906696004753,6.912559216431627,3.882228617665905,2.818063399180632,2.3352885280505076,2.463075145676604,1.6645839188429723
2024-11-29,50.83679685567769,20.948337358426535,8.13906696004753,6.912559216431627,3.8775583955466852,2.818063399180632,2.3352885280505076,2.463075145676604,1.6692541409621922
2024-12-03,50.83679685567769,20.948337358426535,8.13906696004753,6.912559216431627,3.8728881734274654,2.818063399180632,2.3352885280505076,2.463075145676604,1.673924363081412
2024-12-05,50.83444651492801,20.94736885265952,8.138690666065145,6.912239627657043,3.877379124151358,2.8179331114825095,2.335133860450632,2.4629612701721966,1.6738469724335792
2024-12-06,50.80360360622731,20.934659404060472,8.133752658269918,6.908045747515344,3.9216983199456887,2.8162233799984335,2.333717058943004,2.461466911626029,1.686832913413799
2024-12-09,50.80123736668014,20.924350436116246,8.133373818860099,6.907723996893712,3.921515662082898,2.8160922109737503,2.3336083632363054,2.4613522658147695,1.7007458793420849
2024-12-10,50.79412574913164,20.921421255933517,8.132235235491327,6.906756991093402,3.911634088676668,2.815697988867678,2.3332816835913284,2.461007703420742,1.7238393037937065
2024-12-12,50.79412574913164,20.921421255933517,8.132235235491327,6.906756991093402,3.906967786622401,2.815697988867678,2.3332816835913284,2.461007703420742,1.7285056058479737
2024-12-16,50.79625902532218,20.92229992387355,8.132576777028817,6.893514220112124,3.9164648694035264,2.8158162439097882,2.3333796778807874,2.4611110620091816,1.7285782004600438
2024-12-17,50.77730285061689,20.91449212896496,8.129541857742483,6.88161218167223,3.9289975907371892,2.8147654361203616,2.3325089060232447,2.4601926232864146,1.7605864248362313
2024-12-18,50.77730285061689,20.91449212896496,8.129541857742483,6.872282668500874,3.9383271039085446,2.8147654361203616,2.3325089060232447,2.4601926232864146,1.7605864248362313
2024-12-19,50.76546242435845,20.909615215700885,8.127646183189528,6.870680165973258,3.9607270954468055,2.814109079427308,2.3319650035678463,2.459618947102327,1.7601758852336016
2024-12-23,50.75126119982642,20.90376592119286,8.125372540384909,6.868758149171579,3.978268571182771,2.813321855338606,2.3406373837930197,2.458930888740147,1.7596834903696863
2024-12-27,50.74889510150001,20.902791356928006,8.1249937235848,6.868437917579752,3.9827452453118637,2.813190694142289,2.340528259840913,2.458816249771124,1.7596014513412341
2024-12-30,50.74889510150001,20.902791356928006,8.1249937235848,6.868437917579752,3.9874073921639135,2.813190694142289,2.340528259840913,2.458816249771124,1.7549393044891841
2025-01-03,50.74889510150001,20.902791356928006,8.1249937235848,6.915059386100252,3.9827452453118637,2.813190694142289,2.340528259840913,2.458816249771124,1.7129799828207348
2025-01-09,50.75963896115114,20.895372249069283,8.126713835757842,6.91186021372131,3.9789252836227598,2.813786264271043,2.3410237643653553,2.4593367966055446,1.7133426314357203
2025-01-13,50.7620060614427,20.896346673686068,8.127092812974459,6.912182538045555,3.974447483571223,2.8139174810098306,2.3411329345278813,2.4594514841204167,1.713422530621873
2025-01-14,50.76437338251695,20.897321189188776,8.127471825538802,6.912504892433434,3.969969265869115,2.814048709987384,2.3412421148728586,2.459566182332351,1.713502437260333
2025-01-17,50.766740924404786,20.898295795590126,8.127850873455817,6.912827276889151,3.9654906304579995,2.814179951205416,2.3413513054017123,2.459680891242845,1.7135823513521422
2025-01-20,50.7762133007101,20.902195130436343,8.129367418749544,6.88146452003031,3.9802245059986503,2.814705038516582,2.341788169384387,2.460139833900352,1.7139020822737372
2025-01-23,50.77858194712945,20.903170191521724,8.129746643504136,6.881785531685882,3.9757453043680604,2.814836340962701,2.3418974108539996,2.4602545963261,1.713982033647942
2025-01-24,50.78331990299627,20.90512058663018,8.13050519916537,6.882427644854147,3.966785647295204,2.81509898260893,2.3421159243719387,2.4604841533017296,1.7141419587762257
2025-01-27,50.78355682399896,20.90475158282788,8.13054313066429,6.882459753658014,3.9668041536637277,2.8151121159778176,2.342126851118246,2.460495632275018,1.7141499558160485
2025-02-03,50.795405693343675,20.909629099994458,8.132440156971263,6.884065575925918,3.9677296923040353,2.8157689407009965,2.3193412202607093,2.4610697175320064,1.7145499029669367
2025-02-04,50.79066548216614,20.907677820026812,8.131681240230538,6.916085046296222,3.9440295041750715,2.81550617403492,2.3191247800723356,2.4608400512851385,1.7143899017128164
2025-02-07,50.79066548216614,20.907677820026812,8.131681240230538,6.920751030466272,3.93936352000502,2.81550617403492,2.3191247800723356,2.4608400512851385,1.7143899017128164
2025-02-10,50.78829570832816,20.90670231660624,8.1313018349741,6.925093890851616,3.939179718502925,2.815374809092,2.319016575126039,2.4607252342352406,1.7143099122836836
2025-02-11,50.79066548216614,20.90301183585676,8.131681240230538,6.9254170146363245,3.93936352000502,2.81550617403492,2.3191247800723356,2.4608400512851385,1.7143899017128164
2025-02-12,50.79066548216614,20.90301183585676,8.131681240230538,6.930082998806377,3.9346975358349683,2.81550617403492,2.3191247800723356,2.4608400512851385,1.7143899017128164
2025-02-14,50.85948525256092,20.931334766092984,8.142699415136565,6.850699223272976,3.9447012349251653,2.8193210972418266,2.322267121944927,2.464174412938013,1.6653174758866236
2025-02-17,50.86186167459606,20.93231278789002,8.143079884781894,6.851019323889594,3.940213027318598,2.819452830717821,2.3223756304509147,2.4642895520972914,1.6653952882578174
2025-02-18,50.86186167459606,20.93231278789002,8.143079884781894,6.851019323889594,3.935540502570594,2.819452830717821,2.3223756304509147,2.4642895520972914,1.670067813005821
2025-02-19,50.86257464451237,20.931204435177804,8.14319403260883,6.851115359907806,3.9355956700750943,2.8194923531612117,2.322408184980073,2.4643240959432675,1.6700912236335428
2025-02-20,50.853070022153005,20.927293048562525,8.14167232466109,6.849835101000515,3.9535470988361263,2.8189654783372524,2.321974199620173,2.463863590943929,1.6697791358853846
2025-02-21,50.853070022153005,20.90393446313454,8.14167232466109,6.849835101000515,3.958218815921724,2.8189654783372524,2.321974199620173,2.463863590943929,1.6884660042277733
2025-02-24,50.853070022153005,20.90393446313454,8.14167232466109,6.849835101000515,3.9535470988361263,2.8189654783372524,2.321974199620173,2.463863590943929,1.6931377213133703
2025-02-25,50.853070022153005,20.90393446313454,8.14167232466109,6.849835101000515,3.9488753817505295,2.8189654783372524,2.321974199620173,2.463863590943929,1.6978094383989673
2025-02-26,50.853070022153005,20.90393446313454,8.14167232466109,6.849835101000515,3.9442036646649323,2.8189654783372524,2.321974199620173,2.463863590943929,1.7024811554845647
2025-02-27,50.850694421573564,20.902957936077247,8.141291986532368,6.849515111032792,3.944019411236238,2.818833790397452,2.321865728622224,2.463748491584701,1.7070731229434133
2025-02-28,50.850694421573564,20.902957936077247,8.141291986532368,6.844843612186405,3.944019411236238,2.818833790397452,2.321865728622224,2.463748491584701,1.711744621789801
2025-03-03,50.836445477789326,20.89710068917151,8.13901070378556,6.842925609041091,3.9615950114302434,2.8180439210618733,2.321215115398196,2.4630581211943965,1.7206053511278026
