date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,THE BANK OF EAST ASIA LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD
2024-07-05,27.78274214227437,19.149928124635768,13.007498348809198,15.730991880026417,5.944286879832161,9.740083142313221,0.0,4.316407008819302,4.3280624732895605
2024-07-08,27.697268736159135,19.149928124635768,13.077431135630754,15.746532499320098,5.944286879832161,9.740083142313221,0.0,4.316407008819302,4.3280624732895605
2024-07-09,27.6944595539669,19.150672157898825,13.0779392338177,15.74714430025643,5.9445178335535,9.7404615743259,0.0,4.3165747144300255,4.328230631750719
2024-07-10,27.759015566165914,19.133574007220215,13.066262955630602,15.73308489577268,5.939210434377547,9.731765071231708,0.0,4.312720779472847,4.324366290128489
2024-07-11,27.578179560797704,19.123923333591993,13.059672538216807,15.942422596414993,5.936214790098549,9.726856522076512,0.0,4.310545510980058,4.322185147823388
2024-07-12,27.587276958882857,19.119472459270753,13.056633048875096,15.946470131885182,5.934833204034136,9.724592707525213,0.0,4.309542280837859,4.321179208688906
2024-07-15,27.58085782983014,19.076242922516094,13.053594974016908,16.004808810982706,5.933452260916776,9.722329946482587,0.0,4.308539517567672,4.320173737687117
2024-07-16,27.515765852903623,19.031222192130613,13.022787944442296,16.203040971872944,5.919449065655589,9.699384841567687,0.0,4.298371184276705,4.309977947150539
2024-07-17,27.510444066223116,19.027541389447624,13.020269224818195,16.219248027231934,5.918304193099179,9.697508896797153,0.0,4.297539842178555,4.30914436020424
2024-07-18,27.50725198220847,19.02533359118159,13.01875846064591,16.228969251595434,5.917617482111777,9.696383678205377,0.0,4.297041191258944,4.308644362792497
2024-07-19,27.529675598345126,19.019448633182538,13.014731469667092,16.223949271159572,5.91578703166686,9.69338437149596,0.0,4.29571202103391,4.307311603448943
2024-07-22,27.487619931909624,19.030485917672546,13.022284122562674,16.23336428350356,5.919220055710307,9.69900959455277,0.0,4.298204890126896,4.3098112039616225
2024-07-23,27.505511932851118,19.026805399760182,13.019765597802962,16.226356709085987,5.918075271728619,9.697133794917418,0.0,4.29737361234673,4.308977681506982
2024-08-01,27.499903291942285,19.028277436075975,13.02077289079726,16.227612084638892,5.918533132180573,9.697884027697187,0.0,4.297706084870991,4.309311051796836
2024-08-07,27.469040247678016,19.03637770897833,13.026315789473683,16.234520123839008,5.921052631578947,9.702012383900929,0.0,4.29953560371517,4.311145510835914
2024-08-08,27.50270772087266,19.027541389447624,13.020269224818195,16.226984372582393,5.918304193099179,9.697508896797153,0.0,4.297539842178555,4.30914436020424
2024-08-09,27.570870557295894,19.02386201028735,13.025486328653749,16.22384654058862,5.9171597633136095,9.69563367753413,0.0,4.2967088215957,4.246432300730944
2024-08-12,27.584873559662825,19.020184053824142,13.022968061248164,16.220709921893125,5.9160157760420695,9.693759183357823,0.0,4.2958781223416596,4.245611321630191
2024-08-13,27.584873559662825,19.097517593380246,13.022968061248164,16.143376382337017,5.9160157760420695,9.693759183357823,0.0,4.2958781223416596,4.245611321630191
2024-08-15,27.52602453465423,19.11303742115243,13.033551333152744,16.15649549166054,5.920823497542664,9.701636933555204,0.0,4.299369219457452,4.249061568824736
2024-08-22,27.52882903800015,19.112297809767046,13.033046977788096,16.155870288677345,5.920594381239843,9.701261512266852,0.0,4.299202848076774,4.2488971441838865
2024-08-27,27.610065324108074,19.09087395152874,13.018437632870782,16.137760426732637,5.913957713269684,9.690386919717058,0.0,4.294383672838313,4.244134358934715
2024-08-28,27.929627348321528,19.013704958423162,12.938866646134894,16.072528487834926,5.890052356020942,9.651216507545426,0.0,4.2770249461040954,4.226978749615029
2024-08-29,27.91780505637434,19.005656674491092,12.97571862854504,16.065725170277446,5.887559164197484,9.64713125793666,0.0,4.275214530342094,4.225189517835841
2024-09-02,27.910464982116075,18.99542325295181,13.014884042921427,16.05707472789508,5.884389061959156,9.641936848582747,0.0,4.272912580285373,4.222914503288335
2024-09-03,27.908318270968735,18.993962235126716,13.013883013498443,16.063531131023343,5.883936468868976,9.641195246702305,0.0,4.272583932623159,4.222589701188324
2024-09-05,27.918781725888326,18.993231810490695,13.013382556529764,16.055222273496387,5.883710198431011,9.640824488540224,0.0,4.272419627749577,4.222427318874019
2024-09-09,28.21614983113294,18.955326988025792,12.987411728584586,15.869665336198956,5.8719680687749465,9.62158428001228,0.0,4.263893153208474,4.21400061406202
2024-09-11,28.251103858706085,18.963332693415243,12.992896909195622,15.811096179688999,5.874448070646957,9.625647917066615,0.0,4.2656939911691305,4.2157803801113465
2024-09-12,28.16625729198649,18.91694811175929,12.987411728584586,15.957936751611912,5.8719680687749465,9.62158428001228,0.0,4.263893153208474,4.21400061406202
2024-09-13,28.21309400529283,18.904613968473132,12.978943734898172,15.947531929582325,5.868139454608215,9.615310857975684,0.0,4.261113028803743,4.211253020365896
2024-09-16,28.243367581659257,18.89664161938353,12.973470326637019,15.940806624750806,5.865664775341205,9.611255942340131,0.0,4.25931605581966,4.209477074068394
2024-09-17,28.30933047341811,18.879270721617893,12.961544354220928,15.92615290332465,5.8602727133445685,9.602420713957407,0.0,4.255400643480925,4.205607476635514
2024-09-19,28.401393088139613,18.864097363083165,12.951127100156915,15.87890849247962,5.855562784645413,9.594703203337287,0.0,4.251980558000689,4.202227410157296
2024-09-20,28.43426035729314,18.85543781798707,12.945181898167629,15.871619295359778,5.8528747943843005,9.590298764393099,0.0,4.250028690562718,4.200298381852263
2024-09-23,28.458891013384317,18.848948374760994,12.940726577437859,15.866156787762906,5.850860420650095,9.586998087954111,0.0,4.248565965583174,4.198852772466539
2024-09-24,28.46436219027225,18.84750688283879,12.9397369226063,15.86494340776996,5.850412970327317,9.586264912817375,0.0,4.248241052309575,4.198531661058428
2024-09-25,28.456155111094116,18.84966920341122,12.941221461623773,15.866763547363188,5.851084171478833,9.587364717580023,0.0,4.24872844085816,4.199013346590692
2024-09-27,30.74795229199598,18.60181060497198,12.440724241988791,14.668055755137232,5.496479379221152,9.006322747521194,1.102888346026728,3.991234372754706,3.9445322603822386
2024-09-30,30.98687758403739,18.669782491461444,12.450116843429804,14.333992450116845,5.5006291569297145,9.01312241596261,1.1037210138414526,3.9942477080711845,3.9475103361495596
2024-10-02,31.225282231969516,18.354066297548,12.529661321636587,14.330912490112894,5.500826921694111,9.013446465808586,1.1037606960523476,3.9943913137269,3.9476522614510676
2024-10-03,31.2529210857451,18.353406435376595,12.50404458026245,14.330397267661334,5.5006291569297145,9.01312241596261,1.1037210138414526,3.9942477080711845,3.9475103361495596
2024-10-04,31.275572464288278,18.433708994329194,12.47577345488479,14.295456176871724,5.491350226114421,8.997918311678989,1.1018591630177301,3.987509870073936,3.9408513387409374
2024-10-07,31.285437450656715,18.43106294408957,12.473982631163425,14.293404148424605,5.49056197516687,8.996626713557742,1.1017009976315222,3.98693748654274,3.9402856527668124
2024-10-08,31.287903254745757,18.43040155022069,12.473535005562136,14.292891233358453,5.490364947787706,8.996303871963255,1.1016614633796245,3.986794416334733,3.9401442566476477
2024-10-09,31.322405939528714,18.421147017682294,12.467271618665041,14.285714285714285,5.487608048491804,8.991786521286897,1.1011082816254796,3.9847925110290165,3.9381657759764717
2024-10-10,31.21820136151917,18.61698316015765,12.450734503762092,14.27087065567897,5.481906126836259,8.9824435686134,1.0999641705481906,3.980652096022931,3.8982443568613396
2024-10-14,31.251120593825082,18.54269014236024,12.461003334887224,14.282640656936923,5.486427367590633,8.989851902320076,1.100871373758382,3.9839351669236565,3.901459461397784
2024-10-15,31.211653690215634,18.55333500771411,12.468156865559184,14.290839941157477,5.489576979656274,8.995012737253777,1.1015033547414876,3.986222238168706,3.90369918553335
2024-10-17,31.2289260348662,18.548676375636703,12.465026185522635,14.287251596240763,5.488198579525074,8.992754143051869,1.1012267738001291,3.9852213214721286,3.9027189898844967
2024-10-22,31.928705028055894,18.964315839659662,12.744342978692192,12.366596985366927,5.611178347452965,9.194264128800382,1.1259031063189937,4.0745223163531,3.9901712692998865
2024-10-23,31.9187176759711,18.967098265047866,12.74621281590434,12.368411400066023,5.612001613908961,9.195613102006382,1.1260682976928438,4.075120126178336,3.9907567032241498
2024-10-24,31.938689450331854,18.961534230501265,12.742473690000367,12.364783102929852,5.610355322503759,9.192915551318249,1.125737963404349,4.0739246818965205,3.989586007113784
2024-10-28,31.95040534096328,18.93180734382451,12.747147940280987,12.369318807087048,5.612413337735226,9.196287737060269,1.1261509115586368,4.075419096878324,3.991049484611717
2024-10-29,32.01601351599515,18.80486281999486,12.763066074117605,12.384765122855988,5.619421897381276,9.207771697212326,1.1275572042457855,4.080508318948103,3.9960333492489073
2024-10-30,32.01851035698546,18.804172175701485,12.76259732628177,12.384310268840899,5.619215513442045,9.207433524313206,1.1275157925664758,4.080358454532099,3.995886587336565
2024-10-31,32.029528426619656,18.804172175701485,12.76259732628177,12.3732921992067,5.619215513442045,9.207433524313206,1.1275157925664758,4.080358454532099,3.995886587336565
2024-11-01,32.03687380637579,18.804172175701485,12.689143528720434,12.439400617011898,5.619215513442045,9.207433524313206,1.1275157925664758,4.080358454532099,3.995886587336565
2024-11-06,32.0,18.771769019248396,12.648945921173235,12.590284142988084,5.609532538955087,9.191567369385885,1.1255728689275892,4.073327222731439,3.9890009165902844
2024-11-07,32.02461177849399,18.7518312335189,12.624523879285087,12.635511280398475,5.60357456782889,9.181804863756227,1.1243773806035746,4.069000878992089,3.984764137122766
2024-11-08,32.02710126350485,18.751144479033144,12.624061527192824,12.635048525911005,5.603369346273576,9.18146859549533,1.1243362021607763,4.06885185863395,3.984618201794543
2024-11-11,32.178073186765026,18.66189467533416,12.595865897304797,12.533781316193119,5.587612300051129,9.155649696881163,1.4608136732159813,3.852896063107151,3.9734131911474693
2024-11-13,32.1827744904668,18.6536635254584,12.597706187449779,12.535612535612536,5.588428665351743,9.156987362115569,1.4573745342976112,3.85345898166411,3.973993717583461
2024-11-18,32.19007962597706,18.6536635254584,12.590401051939516,12.535612535612536,5.588428665351743,9.156987362115569,1.4573745342976112,3.85345898166411,3.973993717583461
2024-11-19,32.19738476148733,18.6536635254584,12.590401051939516,12.528307400102273,5.588428665351743,9.156987362115569,1.4573745342976112,3.85345898166411,3.973993717583461
2024-11-20,32.25181775000913,18.659797581205012,12.594541269319304,12.455698052541196,5.590266359750083,9.159998538492454,1.4578537761701194,3.8547261500237497,3.9753005224889475
2024-11-21,32.23463279310848,18.64140750474522,12.582128777923785,12.428821725799386,5.5847568988173455,9.150970944663454,1.5549715286903198,3.8509271426485614,3.9713826836034456
2024-11-25,32.26783433679986,18.617040686006202,12.58529465426017,12.424740010946907,5.582922824302135,9.147965699689838,1.5544608648056923,3.8496624703521256,3.970078452837073
2024-11-28,32.28912147624084,18.60617774698224,12.61441960541191,12.399256044637323,5.579665220086795,9.142627912913461,1.553553845592794,3.8474162138506984,3.967761934283943
2024-12-02,32.30651452735956,18.599394845248078,12.64627611096934,12.365571798330356,5.577631147242172,9.139294958258905,1.5529874958988006,3.8460136342094713,3.9663154824833216
2024-12-09,32.21522901735366,18.561501800851314,12.84971077236512,12.340379088296286,5.566267690180813,9.120675228289738,1.5498235529523048,3.8381780478044165,3.958234801906356
2024-12-10,32.22250518426893,18.561501800851314,12.84243460544985,12.340379088296286,5.566267690180813,9.120675228289738,1.5498235529523048,3.8381780478044165,3.958234801906356
2024-12-11,32.051936683930265,18.608213582318182,12.874753811364798,12.371434823838353,5.580275731271427,9.143628273397038,1.5537238310598878,3.847837187249252,3.968196075570793
2024-12-12,32.06852560597777,18.596683069072352,12.892290869327502,12.363768908328778,5.5768179332968835,9.137962456715874,1.5527610716238383,3.84545288864589,3.965737197011117
2024-12-18,32.306014900963106,18.50626930765037,12.84026894421225,12.26603670725059,5.560603307286934,9.111393785208069,1.6209340359803746,3.8342722151553694,3.9542067962929313
2024-12-20,32.329871450359505,18.490812695184836,12.862226741230302,12.255791996513908,5.555959038419638,9.103783862299368,1.6195802164282083,3.8310697944658294,3.9509042050984093
2024-12-23,32.404320092780516,18.454624528848942,12.913163235720498,12.213685126123513,5.545085532038272,9.085966946941143,1.6164105537837055,3.823572049869527,3.9431719338938827
2025-01-03,32.379812921470524,18.461315350590965,12.917844971358134,12.218113262272496,5.54709593212965,9.089261112319628,1.6169965919802771,3.8249583061416867,3.94460155173664
2025-01-06,32.39206872802407,18.457969333381666,12.915503679269221,12.215898792909703,5.54609054989669,9.08761373110523,1.6167035197738064,3.8242650523797437,3.9438866132598687
2025-01-08,32.394519356241844,18.457300275482094,12.915035522691026,12.215455995360301,5.545889517181384,9.087284326518777,1.6166449180803246,3.8241264317819343,3.943743656662317
2025-01-10,32.43076700014499,18.457300275482094,12.915035522691026,12.179208351457154,5.545889517181384,9.087284326518777,1.6166449180803246,3.8241264317819343,3.943743656662317
2025-01-13,32.44056248187881,18.454624528848942,12.913163235720498,12.177442737025226,5.545085532038272,9.085966946941143,1.6164105537837055,3.823572049869527,3.9431719338938827
2025-01-21,32.474824313555025,18.445265521987974,12.906614504093314,12.171267115844381,5.5422734188219955,9.081359124827936,1.6155908135912482,3.8216329783380423,3.9411722089400856
2025-01-22,32.27724207931559,18.4586384397883,13.002972522293918,12.14384107880809,5.546291597186979,5.462915971869789,5.241789313419851,3.8244036830276227,4.041905314289857
2025-01-23,32.538330494037474,18.090543332487584,13.110297582369784,12.403494146217696,5.545688499039472,5.4623219399035845,5.052738410235964,3.834861720250825,3.96172387545761
2025-01-24,32.85466251899009,17.92664399913188,13.343702524777544,13.24965636981842,5.534254503363958,5.451059827823193,3.9101497504159735,3.826955074875208,3.902915430803733
2025-01-27,32.6954954954955,18.039639639639642,13.596396396396395,13.200000000000001,5.513513513513513,5.43063063063063,3.8234234234234235,3.8126126126126128,3.8882882882882885
2025-02-03,33.0155886041928,17.93943737681419,13.574628202831034,13.126679806486294,5.482888371259631,5.4004658663321985,3.802185988174162,3.7914352266618887,3.8666905572478054
2025-02-04,33.346382433538565,17.81558062564504,13.612584077725188,13.036051105021532,5.445033631090075,5.363180184348197,3.775935086657888,3.765258550126339,3.839994305847183
2025-02-05,33.42095914742451,17.783303730017764,13.634103019538188,13.012433392539965,5.435168738898756,5.353463587921848,3.769094138543517,3.7584369449378334,3.8330373001776197
2025-02-06,33.55647646371268,17.73102397903163,13.654234406545532,12.974179152056104,5.419190309212624,5.3377253568519105,3.758013671944179,3.7473878085927814,3.821768852052563
2025-02-07,33.62004884782839,17.719726735336803,13.64553467133907,12.96237301334466,5.41573749601784,5.334324448692081,3.737920781565254,3.7450001769848855,3.8193338288910126
2025-02-10,33.977376519356426,17.585891941263263,13.68650319679618,12.864469893908522,5.374833134265439,5.294034989109815,3.7096887514930095,3.7167146771587154,3.7904868966486336
2025-02-11,33.962926555259095,17.7011655666339,13.677854233955905,12.786125544165145,5.37143659598371,5.290689509900295,3.7073444740907173,3.7143659598371013,3.788091560174133
2025-02-12,33.966370625197456,17.702811808895287,13.676413802787234,12.78477902201004,5.370870923579176,5.290132341067856,3.7069540492154314,3.7139747955207634,3.7876926317267525
2025-02-13,33.87717946922484,17.93641901827603,13.62299558854422,12.75120789860654,5.356767733352006,5.276241159582662,3.6972200826272674,3.7042223933898186,3.7777466563966104
2025-02-14,33.98523597942833,17.92324108735962,13.623482489591716,12.741839554980233,5.352832102998286,5.272364692299618,3.694503725990974,3.7015008921386836,3.7049994752125395
2025-02-17,33.95176252319109,17.92977911576294,13.631112822487484,12.74897609129415,5.3558301536738195,5.275317674239507,3.6965729688101656,3.703574053978367,3.7070745965624674
2025-02-18,33.95407448893867,17.92915149817978,13.630635676281152,12.74852982357883,5.355642677121255,5.275133015961916,3.6964435732287875,3.7034444133296,3.7069448333800055
2025-02-19,33.938332165381915,17.936229852838125,13.644008409250175,12.72249474421864,5.360896986685354,5.28030833917309,3.700070077084793,3.7070777855641204,3.7105816398037836
2025-02-20,33.884529147982065,17.996776905829595,13.642096412556054,12.720711883408073,5.360145739910314,5.279568385650224,3.6995515695067267,3.7065582959641254,3.7100616591928253
2025-02-21,33.91356122163071,17.991734379377977,13.627766881479406,12.71714766040908,5.358643877836929,5.278089100588399,3.6985149901933316,3.705519753432334,3.709022135051835
2025-02-24,34.19330130213773,17.961841097416613,13.599331522874452,12.641877306594248,5.326927094213494,5.246849105215514,3.6592159320381588,3.6835874939071096,3.687069145602674
2025-02-25,34.20704539125592,17.958089668615983,13.596491228070176,12.639236981342245,5.325814536340852,5.245753272069061,3.658451684767474,3.6828181565023668,3.686299081035923
2025-02-26,34.1594152453881,17.95683954054995,13.661677688827009,12.638357117995128,5.325443786982249,5.245388096066829,3.658197006613296,3.6686390532544375,3.6860424643230076
2025-02-27,34.18645894912543,17.93997983099767,13.683624856556664,12.626490941336021,5.320443718051257,5.240463191570748,3.6547623187397846,3.665194561324199,3.682581632298223
2025-02-28,34.263059052653546,17.94185156847743,13.53898588022536,12.627808304931488,5.320998817555819,5.241009946442234,3.7177436182791954,3.6655769632051194,3.682965848229811
2025-03-05,34.32016400847841,17.926265679835993,13.527224712463951,12.616838667083638,5.316376524549151,5.236457138885994,3.714514055387609,3.662392716911637,3.6797664964036274
2025-03-06,34.486471466777814,17.77986176235629,13.521586606925776,12.611580007641276,5.314160675211004,5.234274599701296,3.7129658573859885,3.660866242923136,3.67823278107742
2025-03-07,34.5183127929179,17.77122027425794,13.51501475438292,12.605450442631488,5.311577851067523,5.231730602325985,3.7111612567262626,3.6590869640687385,3.676445061621246
2025-03-10,34.51149225748212,17.77307131449205,13.516422470661759,12.606763419206999,5.312131102006805,5.232275536421082,3.711547809179918,3.659468092493577,3.676827998055691
2025-03-12,34.53187424005558,17.783567830467256,13.465346534653467,12.614208789299983,5.315268368942157,5.23536564182734,3.7137397950321347,3.6616293208268194,3.678999478895258
2025-03-17,34.52732515721085,17.784803529861374,13.46628218045374,12.615085293402355,5.315637702810687,5.235729423618108,3.713997845950735,3.6618837508251403,3.679255115867005
2025-03-19,34.561427876935895,17.775539968053337,13.45926800472255,12.608514480172234,5.312868949232586,5.233002291825821,3.712063337731787,3.659976387249114,3.6773387040766723
2025-03-21,34.6181843391452,17.744115913896497,13.435474366529169,12.586224825817185,5.303476723629935,5.223751256542688,3.764428576380464,3.653506187389511,3.6708378106693473
2025-03-24,34.57021099677788,17.735509129335135,13.428957488826526,12.5801198766587,5.300904271905208,5.221217475660881,3.8422894363025324,3.6517340539791427,3.6690572705539966
2025-03-25,34.63629124398435,17.72322819651698,13.398885157359,12.571408787175848,5.29723366686286,5.217602049648582,3.8396288474188967,3.6492054149499706,3.666516636083509
2025-03-27,34.68378079158594,17.71035150844174,13.389150290617216,12.562275117630778,5.293384998616109,5.213811237199003,3.8368391918073628,3.646554110157764,3.6638527539440906
2025-03-31,34.882033921724414,17.6828215136965,13.330339562679194,12.522021486061693,5.285156654806729,5.1677087291443575,3.8308749870461845,3.6408856955335245,3.6581574493074025
2025-04-01,34.87198977300211,17.68648723352797,13.333102995542964,12.559168019901184,5.286252288981792,5.130774280482328,3.8316691427979133,3.6416404657430124,3.6589158000207305
2025-04-02,34.887737478411054,17.682210708117445,13.329879101899827,12.556131260794473,5.284974093264249,5.129533678756477,3.830742659758204,3.6407599309153715,3.6580310880829017
2025-04-03,34.71380587970498,17.725683022265315,13.376501956438936,12.58700093493542,5.297967381142006,5.142144811108418,3.840160670383323,3.6497108625644934,3.6670244814571142
2025-04-07,34.68079947348367,17.731823062800927,13.39152724375628,12.591360975440786,5.299802556375351,5.143926010599605,3.8414908725622645,3.6509750943919084,3.6682947105892136
2025-04-08,34.76017316017316,17.72813852813853,13.357575757575757,12.588744588744587,5.298701298701299,5.142857142857142,3.840692640692641,3.6502164502164502,3.632900432900433
2025-04-09,34.93395277883715,17.768609367957563,13.372395381895085,12.335748708525465,5.30457996740977,5.1485629095447765,3.8449537149395003,3.654266199771175,3.6369309711195092
2025-04-10,34.965519631285304,17.759988910836192,13.365907752018574,12.329764008732717,5.302006445576463,5.146065079530096,3.8430883321204563,3.652493329174897,3.6351665107253
2025-04-11,34.967773234458384,17.759373483955923,13.36544459075473,12.329336752373692,5.301822718137085,5.145886755838935,3.8429551597477305,3.652366761383325,3.6350405433501973
