date,THE HONGKONG AND SHANGHAI BANKING,PARTNERS CAPITAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,QUAM SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BANK OF CHINA (HONG KONG) LTD,SOOCHOW SECURITIES INTERNATIONAL
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,29.5938486262288,36.285395131942884,0.0,34.12075624182832,0.0
2024-03-07,67.53271276098138,0.0,0.0,0.0,0.0,9.61893209864004,11.775414196158577,0.0,11.072940944220004,0.0
2024-03-08,67.52864134681673,0.0,0.0,0.0,0.0,9.618352192179982,11.774704279642672,0.0,11.078302181360616,0.0
2024-03-11,59.30112513351668,0.0,0.0,12.180560585911518,0.0,8.447419573893471,10.341258608676188,0.0,9.729636098002144,0.0
2024-03-12,59.302202579205996,0.0,0.0,12.180238122636064,0.0,8.447195940295844,10.340984838343555,0.0,9.729378519518542,0.0
2024-03-14,59.30123288065282,0.0,0.0,12.180528338815645,0.0,8.44739721000086,10.341231230990617,0.0,9.729610339540057,0.0
2024-03-15,59.27643797171302,0.0,0.0,12.17543544147897,0.0,8.48567699507628,10.336907376759562,0.0,9.725542214972158,0.0
2024-03-18,59.27753604137166,0.0,0.0,12.175660986007223,0.0,8.485834188469815,10.337098863372844,0.0,9.723869920778455,0.0
2024-03-19,53.44567395368005,0.0,0.0,10.977791093990735,0.0,7.6414340145655695,9.320110996064228,9.834176742157451,8.78081319954197,0.0
2024-03-21,53.41069726954948,0.0,0.0,10.999818728475335,0.0,7.653583200316157,9.320377858185234,9.834458323488922,8.781064619984878,0.0
2024-03-22,53.30333845835518,0.0,0.0,11.000264935773469,0.0,7.75864673289966,9.320755939017685,9.835573110361096,8.781420823592914,0.0
2024-03-25,53.24929982481228,0.0,0.0,11.03477071981632,0.0,7.772024147651581,9.322491056149001,9.838358711458348,8.783055540112475,0.0
2024-03-27,53.24688530447169,0.0,0.0,11.034270362469947,0.0,7.776206105431281,9.322068339900074,9.837912603860598,8.782657283866405,0.0
2024-03-28,53.24650408443411,0.0,0.0,11.034191362826338,0.0,7.776150431835224,9.32271754678453,9.837842169517046,8.78259440460275,0.0
2024-04-02,53.211604630855135,0.0,0.0,11.03932869363738,0.0,7.792902699879541,9.327058044653462,9.84242250060156,8.786683430372927,0.0
2024-04-03,53.20802322393402,0.0,0.0,11.03932869363738,0.0,7.792902699879541,9.330639451574573,9.84242250060156,8.786683430372927,0.0
2024-04-05,53.20942069757608,0.0,0.0,11.039618634325658,0.0,7.790480941274712,9.330884514666701,9.842681005337974,8.786914206818867,0.0
2024-04-08,53.2184578928646,0.0,0.0,11.041543172149023,0.0,7.774644854928706,9.332511168699668,9.844396880904473,8.788446030453526,0.0
2024-04-09,53.21833080304344,0.0,0.0,11.041516804084209,0.0,7.774626288471441,9.332727689722574,9.844373371718214,8.788425042960117,0.0
2024-04-10,53.21724848496553,0.0,0.0,11.041490436145333,0.0,7.78463762517228,9.332705402495407,9.844588669860176,8.779329381361274,0.0
2024-04-12,53.22169688880707,0.0,0.0,11.042413388944862,0.0,7.7774070423693535,9.333485518787517,9.846128055758065,8.778869105333127,0.0
2024-04-18,53.21851938161052,0.0,0.0,11.041754121201407,0.0,7.782913029024005,9.332928279557306,9.845540210112693,8.778344978494067,0.0
2024-04-19,37.729165772740046,29.086232294816604,0.0,7.831754832195631,0.0,5.532918585242622,6.61656134548881,6.979976576309596,6.223390593206689,0.0
2024-04-22,37.72354537039465,29.081899404733825,0.0,7.830588158819057,0.0,5.546991067235567,6.615575695895373,6.97893678982302,6.222463513098504,0.0
2024-04-23,37.72488645064711,29.082763985839204,0.0,7.830866537933262,0.0,5.542956095195399,6.615810881051945,6.980031326301704,6.222684723031375,0.0
2024-04-24,37.62013040282805,29.131685541195285,0.0,7.8440392257495954,0.0,5.552280175725691,6.626939663666978,6.991772782137303,6.233152208697092,0.0
2024-04-26,37.61158407932177,29.12506757346757,0.0,7.842257262314026,0.0,5.556782962663038,6.642387493322122,6.990184431660079,6.231736197251385,0.0
2024-04-30,37.61443190497372,29.12714153830931,0.0,7.842815701047287,0.0,5.550566397615246,6.642860490615315,6.990004014933147,6.232179952505977,0.0
2024-05-02,37.614559452233635,29.12707076026565,0.0,7.8428422953517085,0.0,5.550585219102085,6.642883015976212,6.989858171785743,6.232201085284966,0.0
2024-05-07,37.61404926838392,29.126506152849746,0.0,7.842735919216158,0.0,5.552035823999557,6.642792915449192,6.989763365072518,6.23211655502891,0.0
2024-05-08,37.59216733613548,29.11638634947358,0.0,7.840011014793459,0.0,5.593664307411547,6.640484922934739,6.987334820071986,6.229951249179205,0.0
2024-05-10,37.49994674865595,29.04495843124742,0.0,7.833289088417615,0.0,5.812749549963006,6.624194576723353,6.970193586467086,6.214668018525572,0.0
2024-05-13,37.50292681633454,29.047266592974346,0.0,7.833911588811707,0.0,5.806110032983796,6.623875581617305,6.970747497883541,6.215161889394758,0.0
2024-05-14,37.503878001469545,29.04631245373308,0.0,7.8341102799775655,0.0,5.8054118611920424,6.624043582691468,6.970924296655337,6.215319524280958,0.0
2024-05-16,37.48774958562721,29.050585944619932,0.0,7.835262887522547,0.0,5.81319955448907,6.625018157000335,6.971949906412243,6.216233964328664,0.0
2024-05-17,37.40870330501493,28.989330179899124,0.0,7.818741533327535,0.0,6.011885243995368,6.6110487123127175,6.957248925030093,6.203042100420232,0.0
2024-05-21,37.411871916751124,28.98786262871098,0.0,7.818345718613781,0.0,6.011580899283777,6.61071403564608,6.956896722379573,6.202728078614688,0.0
2024-05-22,30.864625088715407,23.914855534340372,17.50045237673389,6.450099849479364,0.0,4.959527046915789,5.453809174075775,5.739408324580975,5.117222605158423,0.0
2024-05-27,30.8645821206509,23.914822241369784,17.50042801354903,6.450090869998627,0.0,4.9596593571305165,5.453801581577122,5.739400334486605,5.117215481237417,0.0
2024-05-29,30.8645821206509,23.914822241369784,17.50042801354903,6.450090869998627,0.0,4.964114224346263,5.453801581577122,5.739400334486605,5.1127606140216715,0.0
2024-05-30,30.860285918275714,23.91149341236721,17.497992037578104,6.449193048164931,0.0,4.977342765610842,5.453042438452586,5.738601437380117,5.112048942170491,0.0
2024-05-31,30.88904946154336,23.901545739246266,17.490712512955326,6.446510051196458,0.0,4.975272088635996,5.450773860628655,5.73621406113866,5.109922224655278,0.0
2024-06-03,30.913080882510354,23.89323463799608,17.484630601591984,6.444268455680824,0.0,4.973542075417312,5.448878504824401,5.73421945140191,5.108145390577139,0.0
2024-06-04,30.913260364087737,23.892835850509968,17.48433877622849,6.444160898305014,0.0,4.975128104385098,5.448787560898473,5.734123745023327,5.107364700561897,0.0
2024-06-06,30.931320637845506,23.886589917374554,17.479768116990023,6.442476301368237,0.0,4.973827533884612,5.447363168959927,5.732624762076066,5.106029561501073,0.0
2024-06-13,30.9364103919215,23.88482968582653,17.478480011848266,6.442001547538902,0.0,4.973461006549825,5.4469617462145,5.732202318060655,5.105653292039823,0.0
2024-06-17,30.936314365769,23.88486289534128,17.478504313961672,6.442010504510678,0.0,4.9734679216599105,5.4469693196809565,5.732210288126171,5.105660390950326,0.0
2024-06-18,29.488492065318866,22.767049159218494,16.660508736819864,6.140523832314044,0.0,4.740709174692942,5.1920506646123386,5.463942330027003,4.866715024506733,4.680009012489716
2024-06-21,29.498659561000533,22.763338377235755,16.657793254667936,6.139522993556145,0.0,4.741261605573661,5.191204416689518,5.463051766712837,4.865921802763248,4.679246221800367
2024-06-25,29.52191406230846,22.75583000819241,16.652298768001216,6.13749790375509,0.0,4.739697725035766,5.189492124850158,5.461249807435705,4.8643168037061795,4.677702796715008
2024-06-26,29.521540617262517,22.755950585416805,16.652387004201106,6.1375304247601115,0.0,4.73972283946121,5.189519622619135,5.461278745177957,4.864342578455708,4.677727582645452
2024-06-27,29.521501510573035,22.755920440990913,16.652364945063468,6.137522294476546,0.0,4.7398490291518875,5.189512748149571,5.461271510713644,4.864336134742718,4.677721386138215
2024-06-28,29.521540617262517,22.755950585416805,16.652387004201106,6.1375304247601115,0.0,4.73972283946121,5.189519622619135,5.461278745177957,4.864342578455708,4.677727582645452
2024-07-04,29.510115879373437,22.75745790854449,16.653490035602424,6.1379369664038625,0.0,4.746793133109229,5.189863369320437,5.46164049283286,4.864664785873147,4.678037428940111
2024-07-08,29.51015497362171,22.757488057043844,16.653512097720945,6.137945097786085,0.0,4.7467994215396105,5.189870244718958,5.461647728274776,4.86453875300938,4.67804362628469
2024-07-09,29.4796269538674,22.760067344059703,16.65452701836619,6.140306447476182,0.0,4.770141188024682,5.190186532744367,5.461980579327692,4.864835214247169,4.678328721886615
2024-07-12,29.479744123045283,22.760157805800738,16.654593213140018,6.140330852624168,0.0,4.769762689196179,5.190207161563382,5.462002288414278,4.864854549930875,4.67834731628508
2024-07-15,29.479783179644887,22.76005547365099,16.65461527818156,6.140338987716608,0.0,4.769769008474622,5.1902140378728285,5.462009524814823,4.8648609951929345,4.678353514450749
2024-07-16,29.47982223634798,22.76008562762884,16.654637343281568,6.140347122830605,0.0,4.769642841371061,5.190220914200495,5.462016761234541,4.8648674404720715,4.678359712632841
2024-07-25,29.482204890951426,22.761925171380522,16.655983424951142,6.140843405549735,0.0,4.76194601582535,5.190640404645687,5.462458219099379,4.8652606347969645,4.678737832799798
2024-07-26,29.485556386128753,22.761955330312766,16.656005493676517,6.140851542000357,0.0,4.754797472031087,5.192237249490559,5.464585413224604,4.865267081135081,4.678744032000272
2024-07-29,29.483220565721147,22.762709329593665,16.656557230817835,6.141054960273505,0.0,4.7549549766840356,5.1924092445189105,5.464766429899673,4.865428245139988,4.678899017351242
2024-07-31,29.481632119448747,22.763222077638513,16.656932432953507,6.14119329239727,0.0,4.75506208580854,5.192526207647054,5.464889528088994,4.865537842762307,4.679004413255063
2024-08-01,29.481632119448747,22.763222077638513,16.656932432953507,6.14119329239727,0.0,4.755194590464558,5.192526207647054,5.464757023432977,4.865537842762307,4.679004413255063
2024-08-02,29.486203378754794,22.766751617330765,16.65951516504533,6.126640063394278,0.0,4.755931904716212,5.193331332127694,5.465604358522752,4.866292266230198,4.679729913877974
2024-08-05,29.468944374829764,22.76693264887092,16.659647634434872,6.126688779834167,0.0,4.756102248122184,5.209938409198155,5.465647818687448,4.8663309609196554,4.6797671251028365
2024-08-06,29.469061537560897,22.767023165720612,16.65971386991965,6.126713138344642,0.0,4.755988630667838,5.209959122889331,5.46566954902898,4.8660852549308675,4.6797857309371835
2024-08-07,29.468124261796707,22.76629905107554,16.659184000787956,6.126518275683971,0.0,4.755837364470487,5.209793417971579,5.468676252744424,4.8659304870645705,4.679636888404767
2024-08-08,29.931220394234302,21.55255949013383,16.920985655070137,6.222797458355115,0.0,4.830576084533636,5.29166612765705,5.554617346235824,4.94239933758422,4.753178106195886
