date,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,27.137357614064893,39.63146439204026,17.083926922698687,9.519446245583293,5.311196022539228,0.0,0.0,0.0,0.16797254598573447,1.148636257087909
2024-03-04,27.07792836014768,39.49232197998457,17.28892769878063,9.494098110720659,5.349916211629176,0.0,0.0,0.0,0.14735988033832254,1.1494477583989657
2024-03-05,26.081558671552624,37.803566945811966,16.6616888847868,9.107127393488607,5.096769477060117,0.0,4.012772613625337,0.0,0.13745704754185434,1.0990589661326955
2024-03-06,25.383117027522122,36.78903975786707,16.40437500702471,8.911457903502114,4.954723662644427,0.0,3.9050825926969117,2.417283535764208,0.17558548923736922,1.0593350237410637
2024-03-07,25.31888890474065,36.68215980918917,16.615141179849875,8.899216877313963,4.9999195779807595,0.0,3.893737501065344,2.410260815357727,0.14038246900530577,1.0402928654971995
2024-03-08,25.242187488966977,36.58804639926541,16.89235807879599,8.805324497548218,4.98955846701956,0.0,3.883747551850808,2.4040769410897207,0.16096634043347563,1.0337342350298384
2024-03-11,25.19755587362885,36.52335376462037,16.98733481937979,8.790352831259703,5.056313004622074,0.0,3.852863480395161,2.3998262065872185,0.14272260752051713,1.0496774119863215
2024-03-12,25.25269637621194,36.394056652873196,17.03969577728111,8.757299421117658,5.121745033082979,0.0,3.8392238753582935,2.3913305301165804,0.17108593477059827,1.0328663991876417
2024-03-13,25.282492348608958,36.16041634316687,17.021825673378714,8.841243382270632,5.428333742823745,0.0,3.811028620044279,2.3745002963187116,0.17797160639374685,0.9021879869943384
2024-03-14,25.296686288206118,36.13904088594348,16.911874833838905,8.870593945606851,5.510672817528313,0.0,3.808775811933006,2.373096661221449,0.1818412653079511,0.9074174904139307
2024-03-15,23.9145709285327,33.88584647623019,15.854575334335621,8.34870488493451,5.155118062501369,6.016881143071359,3.5735233481957422,2.2251389955033973,0.16579308370132587,0.8598477429937859
2024-03-18,23.89557410575049,33.857437669499255,15.912854500494007,8.361917175926777,5.127386740352762,6.011836782924227,3.5705274208483586,2.223273510345248,0.1714822210237126,0.8677098728351648
2024-03-19,23.854592028245932,33.82386470148757,16.182522807822718,8.220859253923285,5.1004374901402905,6.005875457499226,3.5669868929426403,2.221068916743905,0.16012385609643595,0.8636685950979982
2024-03-20,23.90039028769568,33.68278499730977,16.411263945722013,8.13836749033424,5.078418024758205,5.980824886242788,3.549905410638407,2.2118048143564875,0.18149139310311388,0.8647487498393033
2024-03-21,23.859907038677484,33.56500071431919,16.645373141396,8.133239444142003,5.083119571668584,5.959910725760674,3.5374918568449836,2.2040704229100885,0.1372617107209062,0.8746253735600871
2024-03-22,23.788883081336806,33.465665007927,16.85267409959686,8.127367968577074,5.114031354010719,5.942272354559173,3.5270226405489034,2.1975474707951346,0.12686663219317665,0.8576693904551471
2024-03-25,23.69729726905321,33.31404983641937,17.06959160787794,8.01031732467459,5.227232980123658,5.915351071448015,3.4981032736743614,2.1875915492079843,0.12193302933929134,0.9585320581815879
2024-03-26,23.60970935424182,33.18994643719505,17.401315267317145,8.091620243789936,5.165636976800827,5.893314868129097,3.4850719397707266,2.1930128323155227,0.098463019221216,0.871909061218663
2024-03-27,23.524601934546425,33.105126673057285,17.670472509573713,8.085560230477748,5.138087647351075,5.878253994859831,3.476165538535826,2.1468005701171373,0.11269484758239115,0.8622360538985713
2024-03-28,23.43416716998272,32.97786184856166,17.983058425093592,8.045982346161958,5.115746710054033,5.855656438584496,3.4628022428279284,2.1385477034091718,0.12941314904312654,0.8567639662813107
2024-04-02,23.44752505200382,32.95835236505286,18.080092450919388,7.978155042556893,5.101670005476645,5.8521922712213605,3.4607536720758003,2.13728255282591,0.11451306570550725,0.8694635221618157
2024-04-03,23.533452290733614,32.921522515071544,18.02179428966223,7.952279024675275,5.129077285678216,5.845652643238031,3.456886396274113,2.1348942114756992,0.12989202511384557,0.8745493180774349
