date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,OCBC SECURITIES BROKERAGE (HK) LTD,DBS BANK (HONG KONG) LTD,DAH SING SECURITIES LTD,THE BANK OF EAST ASIA LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-03-26,35.88089399872173,12.893168993150159,14.02034145557475,11.445406769573395,5.396397613882114,4.29555050299829,4.214170025167354,4.307528581986393,3.7107384112261936,3.835803647719624
2024-03-27,35.883034724888454,12.898589763580521,14.015909734497436,11.442004734491446,5.396454648435086,4.295595902692722,4.2142145647511144,4.3075741082772,3.7107776300387467,3.8358441883472776
2024-03-28,35.873113292541156,12.91770657214153,14.017539400370365,11.443335125810094,5.399548495986094,4.296095362676349,4.214704562317271,4.308074960997599,3.7112090916976945,3.818673135461845
2024-04-02,35.86717367675363,12.915567749863438,14.014161627202656,11.441440419503982,5.398654477024575,4.29538404566205,4.231620860862178,4.307361660486335,3.7105946160057712,3.8180408666353887
2024-04-03,35.90408163279704,12.850099468824695,14.01431400091698,11.437909534199195,5.404232358102161,4.300944641660728,4.237098912132262,4.312937762124639,3.7153981719521405,3.8229835172901643
2024-04-05,35.81712432884568,12.658092531308105,14.069282595507222,11.499769542913638,5.440468875223807,4.330348673154601,4.266066453041341,4.329993522767235,3.7397335789648123,3.849119898273564
2024-04-08,35.95233578376636,12.689857171436742,14.126407742834502,11.537012401619215,5.0802162987305755,4.351226212160694,4.286634073687711,4.350869349517197,3.757763636024941,3.867677330222062
2024-04-09,36.01571979057493,12.65694275509489,14.159337226541435,11.534674346360683,4.970246887574418,4.351008980083761,4.304031136484406,4.352443418056261,3.7761579626046324,3.879437496624588
2024-04-10,35.96323974451765,12.67163969564965,14.180471409746326,11.549117682273794,4.967783133983898,4.3519921994853075,4.305003740066155,4.353426961604977,3.777011280028047,3.880314152644199
2024-04-11,36.054388635174014,12.713513178698802,14.241324292628857,11.598400128779081,4.99118875228519,4.369341719578868,4.322165937392695,4.381945936193494,3.792068598628985,3.5356628206400167
2024-04-12,36.061302782691754,12.74289529627002,14.229299388282701,11.596724186442634,4.973441125382695,4.368303463337736,4.3211388912041135,4.380904684900154,3.7911675157789793,3.534822665709214
2024-04-15,36.03216311533544,12.770092399284671,14.188030769857127,11.605080654589962,5.002605828805785,4.371451213354238,4.324252654963947,4.375054156742809,3.7938993881661687,3.537369818899852
2024-04-16,36.04430389439624,12.767877235234332,14.193576982110919,11.588292217819824,5.001128776559356,4.372049798775084,4.324844777458052,4.375653235516841,3.7944188890712627,3.5378541930580867
2024-04-17,35.974604968281966,12.790418780705185,14.23294449664962,11.545989567038044,4.986311278649661,4.385957777610288,4.338602591846919,4.389572677286881,3.806489359452429,3.5491085024790077
2024-04-18,35.99310568294301,12.884006587878789,14.27494620557801,11.311017253562436,5.002296473765893,4.400018350031197,4.334378910374422,4.421051982628396,3.818692262905176,3.560486290332671
2024-04-19,35.966381205595624,12.890087966839292,14.288830893557893,11.312535170323654,5.0047812598551715,4.4006088240313215,4.334960575687987,4.42164527930156,3.819204724062459,3.560964100745035
2024-04-22,35.9397778094686,12.879904077068863,14.288414247316844,11.323530237848496,4.992854162027052,4.397132097161652,4.331535714602824,4.472513575461299,3.816187338919656,3.558150740124709
2024-04-23,36.01082671482562,12.859461393652206,14.289497065811505,11.3193812095738,4.984862544811917,4.392006786560886,4.327210840397991,4.4311015473742525,3.817169007193979,3.5684828897978425
2024-04-24,35.96167977017488,12.862976164347323,14.270884807523998,11.316466053406439,4.985590694666576,4.390735269929977,4.32595808264592,4.502195458105897,3.816063910113872,3.5674497890851162
2024-04-25,35.959387080096064,12.85135373081956,14.285153288790179,11.312593458015805,4.986276386535567,4.391339148518869,4.326553052121862,4.502814666341651,3.816588751432578,3.567940437327867
2024-04-26,35.91849762903412,12.86821365492965,14.31295444871623,11.32743465460765,4.994992422947913,4.397100226015953,4.332229135563727,4.454360741610655,3.821595803456542,3.5726212831175523
2024-04-29,35.91994000873846,12.869379647515094,14.307727408725082,11.328461036759327,4.994720138336543,4.397498648547508,4.332621680106891,4.454764352534197,3.821942079364829,3.5729449993720706
2024-04-30,35.95195613599687,12.76149802520748,14.280373464880752,11.361486356929005,5.004919033597554,4.410318465850384,4.345252364689318,4.46775111380261,3.833084004153325,3.5833610348926968
2024-05-02,35.97305004645445,12.738332814138321,14.23000952029476,11.3741031596491,5.00858720027412,4.418043079652405,4.352863016085457,4.47557632011932,3.839797599516575,3.589637243815495
2024-05-03,35.94653019366788,12.710143373475772,14.220286455664146,11.373316290593403,5.075236802997056,4.4177374360920005,4.352561881731129,4.4752666963658445,3.8395319594156554,3.5893889099971106
2024-05-06,35.73697352560391,12.707906868798634,14.277290284195935,11.447845918792469,5.087890025479937,4.420505856997201,4.409940071960283,4.478071168577647,3.841938041872206,3.5916382377217837
2024-05-07,35.69831265222293,12.699208490824162,14.306111017358445,11.425810601041983,5.086227878693879,4.417480084839793,4.406921531929519,4.531439638664474,3.8393082909944463,3.5891798134303703
2024-05-08,35.72907944658935,12.540358711271548,14.36909642993994,11.446982564526063,5.098935494819731,4.425665650863384,4.415087533013303,4.521598236883088,3.8464225079003036,3.606773424193286
2024-05-09,35.73479377747148,12.53613283581192,14.401200349069207,11.437137020232566,5.094914351762848,4.421859137928804,4.411290118312886,4.515886967615248,3.843114201719215,3.603671240075827
2024-05-10,35.70847821402923,12.520132732603981,14.442930498974855,11.431512646443261,5.092408855615682,4.419684626196421,4.409120804045289,4.532608242294739,3.8412242959895546,3.6018990838069898
2024-05-13,35.74936859028653,12.531552251330513,14.336934555301752,11.444603062968474,5.109180864078107,4.424745681059095,4.41416976209835,4.5377986078808465,3.845622946243151,3.6060236787531794
2024-05-14,35.764299262335335,12.55093088426209,14.293016503402747,11.448564343101692,5.112199760123582,4.425149129495153,4.415301686447566,4.538212364485963,3.8459735902519068,3.6063524760939645
2024-05-16,35.75168872593102,12.543467529393372,14.33710958491482,11.440094305154584,5.110239831973843,4.421875253406836,4.413857347235654,4.5348548403644,3.8431282079597033,3.6036843736657707
2024-05-17,35.75129783881524,12.538957031235052,14.324197211366277,11.45819154094636,5.110183959734515,4.4218269073251335,4.413809088816838,4.534805259032939,3.84308618954451,3.60364497318313
2024-05-20,35.72122270176474,12.505739980128702,14.398045121567455,11.444469298227254,5.109524190000759,4.467492738458749,4.4067030955578606,4.5111739189863345,3.8384837388615263,3.59714521644662
2024-05-21,35.74393764913837,12.538349866173734,14.342480212719765,11.418916291163741,5.125831746814836,4.430627162158288,4.420767528648169,4.525571781144619,3.850734643118697,3.6027831189197785
2024-05-22,35.80196855646554,12.48348874040239,14.344285110142902,11.406070302876323,5.140789915816075,4.42904214890861,4.419551083560251,4.523952802392187,3.8493570807089172,3.601494258726806
2024-05-23,35.80572452118356,12.490784177256455,14.330752750775847,11.410544563125715,5.144159483179765,4.43163051166467,4.422133899672312,4.508333916218332,3.852337180130823,3.6035989967925195
2024-05-24,35.77941417098805,12.471158205648614,14.473088606032874,11.372726533103927,5.128602050490727,4.4439615106629775,4.407195446395534,4.493104269832334,3.8393235626607494,3.5914256441842185
2024-05-27,35.77459577789518,12.46947872195805,14.47113952352866,11.371194974573868,5.135918755756435,4.448822616164662,4.406601931923879,4.492499186068921,3.8388065231685093,3.590941988961839
2024-05-28,35.77777284756783,12.451225018762582,14.498696757596912,11.381025961737974,5.128872152038461,4.445554145798391,4.403364480338798,4.4891986273083155,3.835986220709779,3.5883037881409576
2024-05-29,35.81044941241687,12.460696910186126,14.473328132049282,11.371484697250873,5.11493873204051,4.448935966151252,4.406714206184505,4.492613648875472,3.838904330769635,3.58193396407547
2024-05-30,35.86006647308631,12.490657410030654,14.298335691822322,11.395542592632795,5.136358486920922,4.459632987857415,4.417309709890348,4.503415689202657,3.8481345924022055,3.5905463661543666
2024-05-31,35.836182739545016,12.502334568760649,14.31029034093741,11.40383210676049,5.139894297664044,4.435635003615729,4.420664552912054,4.506835927694184,3.8510571602844164,3.5932733018260117
2024-06-03,35.77782643077113,12.515129689975451,14.324935757641327,11.415503000169776,5.13784442831748,4.440174514794521,4.425188743053774,4.511448307220016,3.854998403649803,3.5969507244067236
2024-06-04,35.69688773306263,12.518790250622594,14.401151536390339,11.418841930095788,5.129475635239807,4.4414732251153834,4.426483070173851,4.51276786447145,3.8561259553253167,3.5980027995028383
2024-06-05,35.648678170366885,12.505024103839446,14.482190270269877,11.396300398626035,5.119349719042444,4.432705470111075,4.472478675267653,4.5038593692444024,3.848513713636937,3.5909001095952493
2024-06-06,35.80918490480013,12.468792681563304,14.693919563085764,11.125453193597998,5.119576785542456,4.402775691299752,4.489758418161124,4.501356115075973,3.8225284175286864,3.5666542293448193
2024-06-07,35.78362797480372,12.602649184624129,14.62356839529851,11.120016408355923,5.127349659070226,4.391796760071269,4.469364845458217,4.5169880420678785,3.8051655654704404,3.559473164779688
2024-06-11,35.7829616700422,12.598603825908693,14.636907635425118,11.12762760948602,5.126064483110643,4.39038702525762,4.467930211853396,4.507242804127533,3.8039441350030483,3.5583305997857284
2024-06-12,35.73814368397611,12.51258470413028,14.634904680197852,11.15362668415148,5.1498066167808965,4.3970227797849155,4.483891850179086,4.541442609315224,3.8175336893638057,3.571042702120347
2024-06-13,35.801826533687844,12.543662893629978,14.479264002275938,11.148305680546326,5.146241475924495,4.419449726121811,4.506761870859154,4.528226106440417,3.8370049606031227,3.5892567499109145
2024-06-14,35.82501869505165,12.580552001615647,14.362761901756066,11.151901604645676,5.146781012212762,4.43244669196557,4.52001560915949,4.5415429679696615,3.848289040184464,3.5906904754390165
2024-06-17,35.852751710422034,12.603071264891621,14.336269710727665,11.107587385207324,5.151130413095699,4.43587795639234,4.52351466280773,4.545058686468181,3.8512680940130073,3.5934701159744007
2024-06-18,35.767406141185546,12.658028227280088,14.398784459610988,10.968983072323809,5.173592436393083,4.455221049269104,4.536638490241918,4.564144382462463,3.868061936667867,3.609139804565135
2024-06-19,35.74882972275746,12.66638983576759,14.389946597814921,10.976228935605988,5.171505182689127,4.458164067997645,4.539635291499083,4.567159353492813,3.870617091304837,3.6115239210705323
2024-06-20,35.39379420168271,12.57286236842062,14.265478659975372,11.748319814684653,5.127855094705825,4.425245391113118,4.506115038530562,4.533435865360779,3.8420368077107385,3.5848567578156234
2024-06-21,35.40791771857782,12.525869396925357,14.278319771380488,11.756834693299291,5.121707267989163,4.432851046097016,4.513859683916702,4.522982278265766,3.8486401039829796,3.5910180395654216
2024-06-24,35.12328978501097,12.57225753968014,14.341642938942734,11.818138335333629,5.142589005766675,4.452510373949662,4.53387827837976,4.543041330680446,3.8657085046136888,3.6069439076422976
2024-06-25,35.13221944165887,12.424469260506687,14.394159502719079,11.846145654641504,5.170008532069509,4.470723357733222,4.558052248838701,4.49172650875859,3.8863198923606936,3.626175600713149
2024-06-27,34.528081195205715,12.52507391014338,14.507503955261974,11.95421904239888,5.227254471370315,4.5224826055135665,4.6108225360754,4.525091801774887,3.9313132811630758,3.668157201092806
2024-06-28,34.52331992329275,12.523346757039247,14.492459251372015,11.994311991125484,5.220943291908116,4.521858974872619,4.610186723743039,4.524467811337146,3.9307711701954595,3.658334105114121
2024-07-02,34.52782379558069,12.524980538336541,14.494349920802167,11.982830871109089,5.221624410116375,4.522448891351455,4.610788163357578,4.525058068161762,3.931283974044655,3.6588113671396916
2024-07-03,33.949710625163874,12.668101398345014,14.607194606957098,12.06320686092534,5.23378919397096,4.574126159247676,4.663474869355786,4.5767651506854685,3.9762060991993113,3.68742503614947
2024-07-04,33.99000238065612,12.710658237212211,14.642266172505336,12.120323701050955,5.184328502514273,4.595783719759086,4.514345204985477,4.580253584383653,3.995032629382599,3.6670058675502935
2024-07-05,34.08412001419814,12.745853794442555,14.616339602281048,12.090452583877966,5.095369327413262,4.608509352523997,4.526845336139536,4.592936214515798,4.006094794450721,3.6334789801569736
2024-07-08,34.036319622257075,12.760306119597429,14.630732827443014,12.083348145551478,5.100386917316646,4.613047514237314,4.531303080415421,4.597459040810813,4.010039737300004,3.637056995070811
2024-07-09,34.068691330882636,12.784577405301736,14.55187346137393,12.100923399338658,5.0998094868939665,4.619757200974669,4.5378938697120335,4.58586958942874,4.015872348032625,3.6347319080610063
2024-07-10,34.091927018788255,12.785676415110695,14.520648106324217,12.109176527606664,5.08957098552755,4.6229079893474605,4.540988825273471,4.588997265614507,4.012895981522084,3.6372108848850946
2024-07-11,34.09054148821194,12.785871281694389,14.520869415623594,12.109361083650839,5.090029580889454,4.622978447120469,4.5410580345159275,4.589067206553938,4.0129571420978145,3.6372663196416384
2024-07-12,34.365252616658786,11.974967170518537,14.71270367259737,12.107192334723853,5.15379909920883,4.684052313293725,4.60104965547141,4.6496930735440225,4.0659720566726705,3.685318007310797
2024-07-15,34.37281647722128,11.9698800077306,14.706288371837989,12.105223425725328,5.154933460657831,4.6850832825393285,4.602062355666671,4.650716480252507,4.066866985222468,3.6861291531460005
2024-07-16,34.33989392299611,11.979409104443668,14.717995894728361,12.114860267922788,5.159037249456408,4.688813028508316,4.605726009541096,4.654418867168396,4.070104575640779,3.669741079594079
2024-07-17,34.318489948280366,11.96609814957265,14.72539373560833,12.128682580866421,5.161630383531067,4.691169809482365,4.608041027726928,4.6567583602905795,4.072150369526767,3.6715856351145257
2024-07-18,34.31747411416697,11.966283217953311,14.725621479417478,12.128870163787498,5.161710213611408,4.691242363391684,4.608112295961599,4.6568303819903925,4.07221334964487,3.6716424200747904
2024-07-19,34.387917033760935,11.977351452841875,14.707120212963373,12.041014451500695,5.16648454662947,4.695581536337156,4.612374577603744,4.661137725512628,4.075979950606027,3.6750385122440976
2024-07-22,34.38573337202776,11.95235784008424,14.714853491317081,12.047028831285646,5.16906515977811,4.69792693761414,4.614678417743783,4.6634659224119925,4.078015866393483,3.676874161343763
2024-07-23,34.39931926161538,11.93693776573791,14.701299596743658,12.051788642623388,5.171107470400721,4.6997831003422865,4.616501688772717,4.6653084695065115,4.079627100700978,3.6783269035564454
2024-07-24,34.3680783165459,11.879808933218214,14.724821119350517,12.06433875104875,5.170620374531632,4.698636473741678,4.615375380701666,4.72225938851117,4.078631776266986,3.677429486083489
2024-07-25,34.31546058741882,11.900045749250241,14.662663817544924,12.093562942680284,5.183145487080059,4.710018270585173,4.626555489065696,4.733698408597676,4.08851169750293,3.686337550274195
2024-07-26,34.31471729879601,11.894484170706233,14.68687965750648,12.102125326462886,5.181829479499265,4.704594104193208,4.621227440350667,4.728246971608998,4.08380327250992,3.6820922783663312
2024-07-29,34.3200295431242,11.908309916226525,14.68496750858228,12.122466501386194,5.190151825951856,4.711444873512675,4.550293499367141,4.735132183929247,4.0897500542187,3.687454093701175
2024-07-30,34.26857256204615,11.90012466834277,14.647801732068167,12.129955819186803,5.266018386103511,4.7143556266959274,4.55310469246047,4.738057571246199,4.092276721368294,3.6897322204817047
2024-07-31,34.28975693793075,11.907481167175375,14.667743115042795,12.137454396580766,5.196568791641338,4.717269978657007,4.555919361238177,4.740986575434233,4.094806512421957,3.6920131638776015
2024-08-01,34.24847774643776,11.922386565929123,14.704166769382832,12.118631055894353,5.189230350850597,4.7102559777411,4.587967126427456,4.733937310852631,4.088718038207308,3.696229058276849
2024-08-02,34.25086631025997,11.931435113162777,14.705217949913685,12.109631997257436,5.208923727661644,4.705250913428697,4.5830920048545565,4.728907083025593,4.084373413024893,3.692301487410749
2024-08-05,34.00604442375047,11.977699556790274,14.761848497371282,12.14880120810613,5.227174913188784,4.723495643720812,4.600863060866444,4.747243540718008,4.100210674991148,3.7066184804966507
2024-08-06,34.036302711023666,11.989752268627447,14.762308266258033,12.116865872956083,5.215658060121815,4.72364276054931,4.6010063582108085,4.747391397192638,4.100338379139976,3.706733925920216
2024-08-07,34.09815500140624,11.95976878335237,14.720191892087026,12.115588193108447,5.241251998311344,4.72413480062955,4.569283213294319,4.8085289157272495,4.077242294536624,3.6858549075468274
2024-08-08,34.07422429175136,12.202959110926988,14.644400331497023,12.071881496570459,5.228346277328186,4.69215389477151,4.557022333579209,4.786745987606119,4.0663017213637405,3.675964554605409
2024-08-09,34.07361820190998,12.189495689113736,14.637505627026865,12.073916123195081,5.226656545575685,4.720817462046392,4.554876849876036,4.78449234811176,4.0643872729725,3.6742338801719683
2024-08-12,34.11896135067441,12.200465940261305,14.573427886155766,12.080919798444047,5.207798811761564,4.725066083523548,4.558976128817823,4.788798275445512,4.068045123164392,3.677540601751631
2024-08-13,34.14006021971829,12.208010602318929,14.582439967248451,12.086458061378043,5.1951729920689385,4.7086632950169065,4.561795360016789,4.753110170082731,4.0705607668979775,3.6937285652529406
2024-08-14,34.06968934010388,12.21496622176657,14.602305832969051,12.109502973966833,5.199928323693605,4.715077974107127,4.568009958826761,4.759585399784081,4.076106149823219,3.6848278249588744
2024-08-15,34.107959175257974,12.217260357722747,14.604879353900582,12.076128901612016,5.1999004142372796,4.717159203832735,4.570026272907969,4.742326678859341,4.07790533815697,3.6864543035123924
2024-08-16,34.015175932114715,12.421751395989704,14.54601840593163,12.060392058447022,5.191190797923566,4.71101210196095,4.56407090531438,4.736146780334705,4.072591271267563,3.681650350715768
2024-08-19,34.00413079936921,12.417331343570908,14.564488848368622,12.056475905506515,5.189505156444459,4.709482380223344,4.562588897133393,4.734608897067678,4.071268852377268,3.690118919938606
2024-08-20,34.10911942365424,12.204907318226676,14.495620774804365,12.122395815637852,5.21230986194952,4.730530051951184,4.582980070851171,4.755768864507765,4.089464213014025,3.6969036054032025
2024-08-21,34.14885083799197,12.218428534972228,14.579705688736286,11.953127414313084,5.2200279217282,4.735770773612237,4.588057329142678,4.761037547008346,4.093994729351069,3.700999223143898
2024-08-22,34.13649933467891,12.19221990331171,14.622906168295497,11.9907132385612,5.2247342352065695,4.725612505592828,4.57821590770025,4.750825081548137,4.08521307632797,3.6930605487769284
2024-08-23,34.13054189627921,12.195909411123438,14.612597844080453,12.0080115461202,5.223822424301302,4.72478780048388,4.577416925971538,4.749995976387308,4.084500132536832,3.6924160427158355
2024-08-26,34.15720315987067,12.160115632752328,14.641247104492699,11.990943183771355,5.211197785406972,4.7109210192804385,4.563982663594109,4.79096375514115,4.072512531811671,3.700913163878608
2024-08-27,34.1708982022277,12.14698483409154,14.644078641936453,12.004983754883341,5.209710478153375,4.707480674812312,4.560649626923559,4.787464956162238,4.069538411485125,3.698210419324357
2024-08-28,34.23108652634774,12.18422474955898,14.452549001520678,12.043726237583567,5.209016244922432,4.721912748679944,4.574631549919509,4.791289944938148,4.082014698276054,3.709548298252954
2024-08-29,34.30687600001325,12.23306111738093,14.294795479574843,12.028309835639854,5.236168232692527,4.727397338467116,4.598818988372816,4.761295267128341,4.103597524827798,3.709680215902531
2024-08-30,34.307143342794305,12.242897305814495,14.293348336855304,12.028403568505617,5.2362090365178995,4.727434177599646,4.598854825534379,4.7523707792123036,4.1036295028830025,3.7097091242830484
2024-09-02,34.3000753806489,12.243851430956177,14.294462259701046,12.029340977516927,5.236617109751225,4.727802600505746,4.599213227871863,4.754689469329194,4.103949310848638,3.709998232870288
2024-09-03,34.321990688972,12.249946721983514,14.256475789357928,12.01889658644385,5.24055828731991,4.731360834603785,4.602674683163972,4.758267938995745,4.107038021103359,3.7127904480559324
2024-09-04,34.28225488320534,12.256983090185871,14.321642806668331,12.004957985760873,5.243202279630319,4.722502844769856,4.594446845764723,4.749359574044489,4.099348880006275,3.7253008099639247
2024-09-05,34.29667204481431,12.267978553086834,14.269256925865866,12.021688335987362,5.247743621424094,4.724488860186398,4.596768399777502,4.747462967394096,4.101072832397852,3.72686745906569
2024-09-09,34.15157473604987,12.580295774656244,14.440421052438174,11.907175021290769,5.311385909314653,4.709357195709658,4.5378712147555875,4.666868481678628,4.031451677250599,3.6635989368558186
2024-09-10,34.24086882463178,12.539197730963494,14.439572565947358,11.861676102414071,5.431515849025172,4.668175449111411,4.516175938405074,4.644556477522959,4.012177560799852,3.6460835011788246
2024-09-11,34.11280898303458,12.55579206056476,14.445515844763221,11.886375941386664,5.457761243451588,4.677719013260441,4.51803478101699,4.684578956411711,4.013828959398645,3.647584216711397
2024-09-12,34.1054516583684,12.560100139211224,14.401292521245814,11.919809714606794,5.4642087469543075,4.679324008094537,4.519584985820494,4.686186304994138,4.015206163699825,3.648835757004466
2024-09-13,34.03782312386686,12.653179636769854,14.39049441119391,11.929472738177843,5.46754193569715,4.666550288057968,4.545267125120825,4.673393852110848,3.9974018028875244,3.638875086117224
2024-09-16,34.022762240140345,12.710307382946743,14.38302113679997,11.918868957568474,5.462681987866168,4.662402319698997,4.541226962033691,4.669239800695786,3.993848622235234,3.6356405900145923
2024-09-17,34.014040973285184,12.720093795663187,14.380310006678283,11.919140613893292,5.463566231411196,4.662508585745171,4.541330466236233,4.669346222582667,3.9939396505234432,3.635723453981346
2024-09-19,33.95469594352407,12.731313844176025,14.392994486721944,11.93079477476053,5.4683854944727965,4.666621257661273,4.545336250231425,4.673464925792111,3.997462595979356,3.638930426680466
2024-09-20,34.0202868813064,12.744453055769803,14.397099860617468,11.880193508188094,5.466142142571488,4.66795233752163,4.510503073407734,4.674797957700495,3.9986028089214933,3.6399683739953983
2024-09-23,34.062165252152774,12.441490681257948,14.282318583758217,12.010061655147384,5.484154745693344,4.717469814237039,4.558350333782897,4.724388052517654,4.041019849021364,3.6785810324313752
2024-09-24,34.10604455548973,12.465253930186298,14.213327645948512,12.026839583805579,5.523510532505151,4.726480182237118,4.470786615265842,4.73341163435381,4.048738197493976,3.6856071227139853
2024-09-25,34.1217210159893,12.469575543476052,14.21825530373955,11.992487784232447,5.525425493616818,4.766640236479902,4.472336604617073,4.696531256114673,4.050141865714376,3.6868848960198113
2024-09-26,34.160003460138775,12.288751673926237,14.272879080040827,12.028893241474666,5.493676014422839,4.784952742791253,4.489518453515958,4.71457441733562,4.065701724398516,3.7010491919553163
2024-09-27,34.19583868151966,12.282288082385048,14.249141930492407,11.99312456643618,5.500987501148961,4.789972351206549,4.49422813944626,4.719520196048993,4.069966809486476,3.704931741829471
2024-09-30,34.10068509722121,12.154260605584582,14.440686501601688,11.995120716801681,5.502435895422946,4.791233537225346,4.495411456860051,4.742833327741495,4.071038420105649,3.70629444143535
2024-10-02,34.17431114168744,12.16346278685137,14.40822201360935,11.965862103841324,5.490582461655558,4.804287447586757,4.489518453515958,4.736615980802494,4.065701724398516,3.701435886051227
2024-10-03,33.98569756934799,12.076474683309389,14.373582040372575,12.526804802445204,5.468978081346762,4.786057656238982,4.472483048046891,4.641597609467441,4.050274484682602,3.618050024742154
2024-10-04,33.96816273914063,12.307539160892004,14.107549127027047,12.631757357883696,5.5715196843049934,4.811877221621629,4.428534609683895,4.4807032111068725,4.062967965638435,3.6293889227007976
2024-10-07,33.96130097437201,12.111996462812847,14.10249570589525,12.624413695586147,5.769924391773797,4.815561798108035,4.431925651005308,4.484134199250135,4.066079083304521,3.6321680378919585
2024-10-08,33.949925462218694,12.012954643366836,14.12300913427614,12.559332222894422,5.966727578866866,4.8144687283868635,4.434480921661586,4.426741862461479,4.068423421496503,3.6439360243706074
2024-10-09,34.19656318974394,12.123947047624197,14.30923175756395,11.98619271060794,5.835686587672251,4.95915613258534,4.484842903995266,4.437881198194268,4.204246711834305,3.462251760178544
2024-10-10,34.020329083624475,12.205104283380223,14.322820012192466,12.058578260368408,5.713636136271492,4.996892838667009,4.526113810553582,4.4787199486629685,4.242935485757167,3.434870140522208
2024-10-14,33.79293271924753,12.25478183730626,14.433904572994438,12.14503040025335,5.547527551636907,5.031069498526796,4.5570705385011925,4.507364271719983,4.27195539224418,3.45836321756936
2024-10-15,33.71131158253248,12.23261895773186,14.591537134822637,12.12896952267787,5.540588493296413,5.024416292348911,4.549058538480617,4.501403625812117,4.266306056647514,3.453789795649579
2024-10-16,33.7118962343362,12.2501772122385,14.513303719119651,12.147488742527747,5.5530481569718235,5.035715189071463,4.559288451692508,4.511526372757274,4.275900116676789,3.441655804608042
2024-10-17,33.59828233395207,12.20286041811289,14.775051386899355,12.120499623545834,5.544613822806175,5.00975371568448,4.535783181565421,4.509649467904721,4.253855846316658,3.449650203212392
2024-10-18,33.62507282141451,12.187315151253337,14.807787778683219,12.115678609104897,5.544420998538595,5.007433874375904,4.534474383395884,4.47787755727861,4.251886034810333,3.4480527911447103
2024-10-21,33.6033688094481,12.174346946819682,14.838362833308244,12.126492742207876,5.5419024961089285,5.015595230470299,4.531120844937566,4.474565875850888,4.248741488798488,3.445502732049932
