date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,REALINK FINANCIAL TRADE LTD,TOTAL_CCASS_PCT
2024-03-04,5.473752144051206,0.0,0.0,0.0,1.399478994837205,6.873231138888411
2024-03-08,5.4848812016642245,0.0,0.0,0.0,1.3905757487467896,6.875456950411015
2024-03-21,5.52275338472133,0.0,2.8343725985841206,0.0,1.3905757487467896,9.74770173205224
2024-03-25,5.52275338472133,0.0,2.5210896267776213,0.0,1.3905757487467896,9.434418760245741
2024-03-27,5.527205007766538,0.0,2.5210896267776213,0.0,1.3905757487467896,9.438870383290949
2024-04-03,5.533659861182089,0.0,2.5210896267776213,0.0,1.3905757487467896,9.4453252367065
2024-04-19,5.538111484227297,0.0,2.5210896267776213,0.0,1.3905757487467896,9.449776859751708
2024-04-29,5.542563107272505,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.864819249038401
2024-05-06,5.571498657066356,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.893754798832253
2024-05-28,5.575950280111563,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.898206421877463
2024-05-31,5.5915309607697905,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.913787102535688
2024-06-07,5.593756772292395,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.916012914058292
2024-06-14,5.609059226510297,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.931315368276195
2024-06-17,5.617962472600712,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.940218614366609
2024-06-20,5.675833572188414,4.410590766241487,2.5210896267776213,0.0,1.3905757487467896,13.998089713954313
2024-07-03,5.675833572188414,4.410590766241487,2.4765733963255427,0.0,1.3905757487467896,13.953573483502232
2024-07-04,5.6869626298014335,4.410590766241487,2.4765733963255427,0.0,1.3905757487467896,13.964702541115253
2024-07-12,5.6869626298014335,4.359397101221598,2.4765733963255427,0.0,1.4284145446310559,13.95134767197963
2024-07-15,5.691414252846641,4.359397101221598,2.4765733963255427,0.0,1.4284145446310559,13.955799295024837
2024-07-16,5.711446556550076,4.359397101221598,2.4765733963255427,0.0,1.423962921585848,13.971379975683066
2024-07-24,5.711446556550076,4.358840648340946,2.4765733963255427,0.0,1.423962921585848,13.970823522802414
2024-07-25,5.722575614163096,4.358840648340946,2.4765733963255427,0.0,1.423962921585848,13.981952580415433
2024-08-15,5.762640221569966,4.358840648340946,2.4765733963255427,0.0,1.423962921585848,14.022017187822303
2024-08-26,5.762640221569966,4.358840648340946,2.4765733963255427,0.0,1.426188733108452,14.024242999344908
2024-08-27,5.76486603309257,4.358840648340946,2.4765733963255427,0.0,1.426188733108452,14.026468810867513
2024-09-12,5.77599509070559,4.358840648340946,2.4765733963255427,0.0,1.426188733108452,14.03759786848053
2024-09-25,5.784898336796005,4.358840648340946,2.4765733963255427,0.0,1.426188733108452,14.046501114570948
2024-09-27,5.784898336796005,4.358832301547737,2.4765733963255427,0.0,1.426188733108452,14.046492767777737
2024-10-02,5.789489073061375,4.358832301547737,2.4765733963255427,0.0,1.421737110063244,14.0466318809979
2024-10-04,5.789489073061375,4.358832301547737,2.4765733963255427,0.0,1.4195112985406404,14.044406069475295
2024-10-09,5.789489073061375,4.358832301547737,2.4765733963255427,2.195454235699991,1.4172854870180365,16.237634493652685
2025-01-27,5.789489073061375,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.236798979652384
2025-03-07,5.800618130674396,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.247928037265407
2025-03-11,5.802843942196999,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.25015384878801
2025-03-20,5.793940696106584,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.241250602697594
2025-03-21,5.796166507629187,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.243476414220197
2025-03-26,5.800618130674396,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.247928037265407
2025-03-27,5.803956847958301,4.357996787547439,2.4765733963255427,2.195454235699991,1.4172854870180365,16.25126675454931
2025-04-01,5.806182659480905,4.357996787547439,2.4765733963255427,2.195454235699991,1.4195112985406404,16.25571837759452
2025-04-02,5.808408471003509,4.357996787547439,2.4765733963255427,2.195454235699991,1.4195112985406404,16.257944189117122
2025-04-15,5.810634282526113,4.357996787547439,2.4765733963255427,2.195454235699991,1.4195112985406404,16.260170000639725
