date,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,ONE CHINA SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ELSTONE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,85.72793274742071,14.27206725257929
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,85.73065902578797,14.269340974212033
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,82.78915329275041,17.210846707249587
2024-03-28,0.0,0.0,0.0,0.0,21.434782608695652,0.0,65.04347826086956,13.521739130434781
2024-04-05,0.0,0.0,0.0,0.0,21.431676568613245,0.0,65.03405303579191,13.534270395594842
2024-04-08,0.0,0.0,0.0,0.0,21.425467188179052,0.0,65.01521077792263,13.559322033898304
2024-05-02,0.0,0.0,0.0,0.0,21.379910131903173,0.0,65.0529062182925,13.56718364980432
2024-05-10,0.0,0.0,0.0,0.0,18.87396033269354,11.721049264235445,57.42802303262956,11.976967370441459
2024-05-14,0.0,0.0,0.0,0.0,18.87154554759468,11.719549641760493,57.420675537359266,11.988229273285569
2024-05-17,0.0,0.0,0.0,0.0,18.87396033269354,11.721049264235445,57.42802303262956,11.976967370441459
2024-05-27,0.0,0.0,0.0,0.0,18.886043533930856,11.728553137003841,57.46478873239437,11.920614596670935
2024-06-05,0.0,0.0,0.0,0.0,19.026265214606024,11.736066623959001,57.50160153747598,11.736066623959001
2024-08-30,0.0,0.0,0.0,0.0,18.970362800204395,11.701584057230455,57.3326520183955,11.995401124169646
2024-09-27,0.0,0.0,0.0,0.0,18.96793971132967,11.700089411163622,57.3253289053519,12.00664197215481
2024-10-03,0.0,0.0,0.0,0.0,18.900343642611684,11.658393788977982,57.12103856433753,12.3202240040728
2024-10-08,3.192013803302933,0.0,0.0,0.0,18.27705200887355,11.289129898940104,55.31180675375893,11.929997535124476
2024-10-16,3.195952615992103,0.0,0.0,0.0,18.299605133267523,11.303060217176702,55.38005923000987,11.8213228035538
2024-10-18,3.197925669835782,0.0,0.0,0.0,18.310902580565504,11.248302259538216,55.41424867267564,11.828620817384863
2024-10-21,3.198320572980983,0.0,0.0,0.0,18.300815016053345,11.249691281797974,55.421091627562355,11.830081501605335
2024-10-25,3.1995058678196417,0.0,0.0,0.0,18.27053736874614,11.25386040765905,55.441630636195185,11.834465719579988
2024-10-30,3.1995058678196417,0.0,0.0,0.0,18.258184064237184,11.25386040765905,55.441630636195185,11.846819024088944
2024-10-31,3.2054455445544554,0.0,0.0,0.0,18.106435643564357,11.274752475247524,55.54455445544555,11.868811881188119
2024-11-01,3.2141970712335564,0.0,0.0,0.0,18.155869942913874,11.280714817572598,55.69620253164557,11.6530156366344
2024-11-05,3.2161927232087417,0.0,0.0,0.0,18.16714267974668,11.225630199925494,55.730783558922134,11.660250838196944
2024-11-14,3.214596003475239,0.0,0.0,0.0,18.09606553307683,11.220057093210873,55.70311530346282,11.766166066774234
2024-11-18,3.2122038943321343,0.0,0.0,0.0,18.157013518541486,11.2117078010666,55.66166439290586,11.757410393153913
2024-11-19,3.209815342669476,0.0,0.0,0.0,17.833684471433884,11.203370925765274,55.62027512702937,12.132854133101995
2024-11-20,2.206729720489351,0.0,31.412369431519373,0.0,12.090237608770634,7.702253541785225,38.23862156585409,8.34978813158133
2024-11-21,2.206729720489351,0.0,31.41245463343908,0.0,12.090152406850924,7.702253541785225,38.23862156585409,8.34978813158133
2024-11-28,2.207105819795051,0.0,31.417808348607846,0.0,12.075169678183732,7.7035662590529945,38.24513868432505,8.351211210035327
2024-11-29,2.206917754118644,0.0,31.415131262930622,0.0,12.074140762880768,7.70290984449133,38.24187984743041,8.359020528148225
2024-12-10,2.206541718898981,0.0,31.409778460016625,0.0,12.072083458223382,7.701597350906095,38.23536383945416,8.374635172500765
2024-12-17,1.7057625747425726,0.0,24.28126516673607,0.0,32.02750347866073,5.953704121881412,29.557770021021877,6.4739946369573325
2025-02-10,1.7072242562158657,0.0,24.302071975355197,0.0,32.02199010307597,5.958805898143408,29.583098308481876,6.426809458727681
2025-02-13,1.707561923142605,0.0,24.306878611582057,0.0,32.02832363948562,5.959984473053725,29.58894946356761,6.408301889168386
2025-02-17,1.706324463624893,0.0,24.28267544231315,0.0,32.00511291231556,5.955665309331673,29.56750653570857,6.482715336706157
2025-02-18,1.7073367970187,0.0,24.297081942228765,0.0,32.02410100353994,5.959198704652142,29.585048436370364,6.427233116190087
2025-02-27,1.7056502413700891,0.0,24.273080596468525,0.0,31.992466689482207,5.953312039376681,29.55582348752494,6.519666945777559
2025-02-28,1.7056502413700891,0.0,24.273080596468525,0.0,31.985881167314755,5.953312039376681,29.55582348752494,6.526252467945012
2025-03-07,1.7093650716888076,0.0,24.32594628577657,0.0,32.055544993021385,5.966278088056687,29.620194755750457,6.322670805706092
2025-03-11,1.6139460140355038,0.0,22.968039242069143,0.0,35.3809369825899,6.100591304018372,27.966755640893208,5.969730816393872
2025-03-12,1.6137448945652142,0.0,22.96517711418767,0.0,35.376528040009156,6.11229243848832,27.96327060543892,5.968986907310715
2025-03-18,1.614449032101184,0.0,22.975197683907677,0.0,35.391964148510056,6.114959461356222,27.975472031158745,5.927957642966124
2025-03-21,1.6094329173990092,0.0,22.90381343789179,0.0,35.282000843274496,6.406661536055515,27.888551865972016,5.909539399407173
2025-03-28,1.608933019761192,0.0,22.896699402810963,0.0,35.19649692418131,6.559974011072659,27.879889547058802,5.858007095115073
2025-03-31,1.5469497994930574,25.061781307617252,22.014617212274317,0.0,12.541641656276145,6.408792026471239,26.80583281901483,5.620385178853154
2025-04-01,1.5468574091162668,25.06028451216933,22.01330240633827,0.0,12.540892616456901,6.40840926633882,26.804231861443263,5.626021928137156
2025-04-02,1.5473194713920568,25.067770277841973,22.019878007002937,0.0,12.544638710536837,6.380452492072266,26.812238562191315,5.6277024789626156
2025-04-03,24.191962741341307,19.30204899461269,16.95518825311155,0.0,9.659304689916045,4.912914281755565,20.645280240186306,4.333300799076538
2025-04-07,24.191962741341307,19.30204899461269,16.95518825311155,0.0,9.654704582910655,4.912914281755565,20.645280240186306,4.337900906081927
2025-04-09,24.191962741341307,19.30204899461269,16.95518825311155,0.0,9.650104475905266,4.912914281755565,20.645280240186306,4.342501013087316
2025-04-10,24.331874272962935,19.413680252776665,17.053246702638344,0.0,9.127575882430364,4.9413275762548805,20.76467992718343,4.3676153857533775
2025-04-25,24.291152169617025,19.388562774151232,17.03118316012757,0.0,9.231284725976963,4.934934471590448,20.737814521065477,4.385068177471287
