date,24,427,243,454,1243,1637,Others
2024-11-26,21.875136719604498,78.1248632803955,0.0,0.0,0.0,0.0,0.0
2024-12-03,99.75,0.0,0.0,0.0,0.0,0.25,0.0
2024-12-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-13,99.5,0.0,0.0,0.0,0.5,0.0,0.0
2024-12-23,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02,99.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-02-13,97.97979797979798,0.0,2.0202020202020203,0.0,0.0,0.0,0.0
2025-02-20,96.96969696969697,0.0,3.0303030303030303,0.0,0.0,0.0,0.0
2025-04-10,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0
