date,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,INNOVAX SECURITIES LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,USMART SECURITIES LTD,LONG BRIDGE HK LTD
2024-03-01,0.0,43.78277486445649,13.545462625544397,27.713092169584925,0.0,0.0,14.958670340414185,0.0,0.0,0.0
2024-03-04,0.0,43.18990042674253,13.7624466571835,27.916073968705547,0.0,0.0,14.998221906116644,0.0,0.0,0.13335704125177808
2024-03-05,0.0,42.422360248447205,13.83318544809228,28.8642413487134,0.0,0.0,14.747116237799467,0.0,0.0,0.13309671694764863
2024-03-06,0.0,35.406453501134116,11.560693641618498,23.80185849125631,0.0,15.197190312431404,13.872832369942195,0.03658447354942562,0.029267578839540502,0.09511963122850663
2024-03-07,0.0,33.43296031139223,10.09244456801279,24.911378327656912,0.0,14.457496350872315,12.810175853200805,0.020852158198373532,0.02780287759783138,4.246889553068742
2024-03-08,85.37377268488456,4.895101480834111,1.4637456851726176,3.711605970207551,0.0,2.0779525137073582,1.8782620583252367,0.0029294443332340578,0.0039059257776454105,0.592724236757691
2024-03-11,85.27449373756292,5.198700690623903,1.3500331655546451,3.996449334737992,0.0,2.0991845175387254,1.4441648132974365,0.004877287447813024,0.0039018299582504194,0.6281946232783175
2024-03-12,84.94204743075325,5.059312730134365,1.399994170739053,4.6070592350066555,0.0,2.077159984066687,1.2712646581624227,0.004857717455721906,0.008743891420299429,0.6295601822615589
2024-03-13,84.84001513960462,5.033433293543347,1.4567017012645451,4.665133296454809,0.0,2.0778136858143847,1.3455808852786755,0.00485243737929562,0.008734387282732117,0.5677351733775876
2024-03-14,84.629756914528,5.052905699100652,1.4918148639360291,4.719401337889774,0.0,2.0833131649515475,1.3509588855436268,0.004840411628604897,0.008712740931488815,0.6582959814902659
