date,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,26.170525697782843,0.0,7.993045477058058,1.0003052032564834,1.8624369292858975,2.8624144099667173,0.0,0.9993765715377037,0.6913241040988558,0.9631599345052934,42.542588327491856
2024-03-04,26.117425691892365,0.0,7.989162108052252,1.0306967867801846,1.854923454470316,2.8661289368418363,0.0,0.9993765715377037,0.688453787877173,0.9623157238518572,42.508483061303686
2024-03-05,26.10383390037204,10.297520306379242,7.989753055509658,1.041755946340198,1.8459004465853253,2.876006201487039,0.0,0.9996298347337346,0.6892979985306091,0.9648483558121655,52.80854604575001
2024-03-06,26.093973266676713,10.297267043183211,7.953983934544634,1.0534060533576168,1.823191180007893,2.8689148319981754,0.0,0.9950710972051795,0.6789986285586882,0.963666460897355,52.72847249642947
2024-03-07,26.070991151216088,10.300052938339551,7.972640989985572,1.067588792335344,1.7781908688107406,2.876090622552383,2.0689136332190476,0.9980258344922058,0.6947853677779441,0.9652704611388837,54.79255065986776
2024-03-08,26.102740563154775,10.300052938339551,7.974244990227102,1.113345009751583,1.8267431119111603,2.886812097851022,2.0689136332190476,0.9980258344922058,0.6947853677779441,0.9650171979428529,54.930680744667235
2024-03-11,26.128338634167203,10.294481148026872,8.147730279508227,1.1543736475085793,1.7640393656271909,2.9028521002663084,2.069757843872484,1.000811729648545,0.683219681825869,0.9967595185120517,55.14236394896332
2024-03-12,26.15819887150563,10.294481148026872,8.132196803485003,1.0821936366397893,1.8655387280687528,2.870096726912986,2.0680694225656113,0.9994609926030474,0.679927260277468,0.9763296206988971,55.126493210784055
2024-03-13,26.127285903482367,10.294481148026872,8.259166085761798,1.0908890063701815,1.7759321832074724,2.825691246542245,2.0680694225656113,0.9965062553160209,0.6747775752915075,0.972615093823778,55.08541392038785
2024-03-14,26.14066436297057,10.30123483325436,8.2545229271679,1.1037210083024107,1.7740664776633785,2.8195285087721613,2.0676473172388934,0.9953243604012103,0.6746931542261638,0.9754854100454611,55.106888360042504
2024-03-15,26.094779234587545,10.30241672816917,8.21855955333152,1.1262614327491558,2.020156922298366,2.8160672450930733,2.0676473172388934,0.9953243604012103,0.6679394689986747,0.9728683570198089,55.28202061988742
2024-03-18,26.116896034128395,10.30241672816917,8.202435129850889,1.1282875383174025,2.0850512263858714,2.820457140490941,2.0672252119121755,0.9952399393358666,0.6679394689986747,0.9749788836533992,55.36092730124279
