date,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,USMART SECURITIES LTD,ABN AMRO CLEARING HONG KONG LTD,VALUABLE CAPITAL LTD,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,NEW HARVEST WEALTH SECURITIES COMPANY,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-30,0.0,25.64102564102564,0.0,74.35897435897436,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,1.1399969867921054,9.516714933793127,0.6495137017258985,85.61528031203441,0.7599979911947369,0.05189413596263622,0.011718030701240438,1.2488072718750525,0.0,1.0060766359207862
2024-05-06,3.701639731833764,8.620835233125623,0.675481702889373,84.43859026968606,0.726142830606076,0.06923687454616073,0.016887042572234327,0.7531620987216509,0.0,0.9980242160190487
2024-05-07,4.430450916451141,9.387533265864539,0.7552756849956894,83.10281494808652,0.8058772817571873,0.097454927096218,0.028111998200832114,0.2736234491547659,0.0,1.1188575283931181
2024-05-08,7.54760149477591,13.150469024074027,1.0778656226961894,74.80743320537916,1.0549863995729212,0.4372473752446806,0.038132038538780284,0.37115184177746147,0.0,1.51511299794087
2024-05-09,8.289877300613496,13.238752556237218,1.08640081799591,73.859918200409,1.08640081799591,0.4780163599182004,0.03834355828220859,0.37321063394683024,0.0,1.5490797546012272
2024-05-10,12.888339813233532,12.666690890592639,1.5915119363395225,67.97354747283893,1.4134660804476582,0.6794811235056866,0.054503833436285024,0.5305039787798408,0.0,2.201954870825915
2024-05-13,19.998461952551235,6.548237013111854,1.7187680239935401,65.52082131733764,1.5841888722267081,0.8190102664667205,0.05767677932864229,1.4226938901065098,0.0,2.3301418848771482
2024-05-14,20.14097527155073,6.497958554810877,1.7487096525691395,65.34935675217626,1.548416917032586,0.8204298590247284,0.05777675063554426,1.4251598490100916,0.0,2.4112163931900468
2024-05-16,17.60730377045293,1.5571891550075092,2.4662082048849894,71.30266382104182,1.5888072089162912,1.0078254683424235,0.059283851078966096,1.4623349932811636,0.0,2.9483835269939136
