date,SHENG YUAN SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,CMB WING LUNG BANK LTD
2024-03-20,0.0,56.3619117896311,0.0,43.6380882103689,0.0,0.0,0.0,0.0
2024-04-08,0.0,42.664648491268586,24.302339760026374,33.033011748705036,0.0,0.0,0.0,0.0
2024-04-09,0.0,42.665799671254646,24.301851817310233,33.032348511435124,0.0,0.0,0.0,0.0
2024-05-03,0.0,40.33787519877309,22.975898102437007,31.23004284563701,0.0,0.0,0.0,5.456183853152892
2024-05-06,0.0,40.291984593186626,22.949759445588622,31.19451381562203,0.0,0.0,0.0,5.563742145602726
2024-05-07,0.0,40.294276643459135,22.945376364768876,31.19628834707323,0.0,0.0,0.0,5.564058644698756
2024-05-09,0.0,40.30559589852269,22.941026286535152,31.190374027222724,0.0,0.0,0.0,5.5630037877194365
2024-05-10,0.0,40.28663748980203,22.941026286535152,31.209332435943377,0.0,0.0,0.0,5.5630037877194365
2024-05-13,0.0,40.24872067236072,22.941026286535152,31.247249253384684,0.0,0.0,0.0,5.5630037877194365
2024-05-14,0.0,40.203181971362575,22.936677857400007,31.298190840604924,0.0,0.0,0.0,5.5619493306325
2024-05-23,0.0,40.22584213367164,22.92798594267587,31.28633030842596,0.0,0.0,0.0,5.55984161522653
2024-05-24,0.0,40.23346542272608,22.913379853405846,31.29225945065749,0.0,0.0,0.0,5.5608952732105905
2024-05-29,0.0,36.027435889225,20.53497204294353,28.020948713772782,0.0,10.31829690058474,0.0,5.098346453473948
2024-07-12,0.0,36.03966778945259,20.541943999814897,28.0304622814328,0.0,10.287848504314598,0.0,5.1000774249851135
2024-07-26,0.0,36.00910359915994,20.52452297670616,28.00669046455131,0.0,10.279123680289448,0.0,5.180559279293142
2024-08-12,0.0,35.99078995610262,20.564942908682728,27.992446718356064,0.0,10.27389588555958,0.0,5.177924531299012
2024-09-03,0.0,35.99078995610262,20.344556639703423,27.992446718356064,0.0,10.27389588555958,0.0,5.398310800278317
2024-10-07,0.0,28.494817259361717,16.059468870271985,22.151892705633408,14.138252334259718,8.130273198895637,6.753328881310905,4.271966750266629
2024-10-08,0.0,28.517822678408205,16.05731467991388,22.148921287707594,14.122942019537893,8.129182617614568,6.752423001043087,4.271393715774773
2024-10-09,0.0,28.699902023222734,16.061623638704173,22.15486492093523,14.126731892027342,8.064276909191326,6.593225811931119,4.29937480398808
2024-10-10,0.0,28.698036209602733,16.06809141477306,22.163786354307614,14.132420516074209,8.067524273117876,6.595880805540882,4.274260426583625
2024-10-14,0.0,28.665727882411733,16.057242210914087,22.15956353926719,14.12972789862343,8.065987186345113,6.594624107600142,4.3271271748382985
2024-10-15,0.0,28.546849365879574,16.065866546925715,22.171465428727622,14.137316967751865,8.097174396313306,6.584738590272112,4.39658870412981
2024-10-17,0.0,28.54914942576152,16.059103855512475,22.17325181494149,14.138456031302422,8.097826797065046,6.585269131939617,4.396942943477424
2024-11-07,0.0,28.549111088392987,16.059216575965987,22.17322203947905,14.138437045405809,8.097815922857707,6.585260288877926,4.396937039020534
2024-11-18,0.0,28.469820324048804,16.29234918933296,22.11163932616654,14.099169711425027,8.07532548481731,6.5669707414347895,4.3847252227745654
2024-11-22,0.0,28.49660283292255,16.29234918933296,22.11163932616654,13.84473587712442,8.07532548481731,6.5669707414347895,4.612376548201425
2024-11-26,0.0,28.458493340401414,16.270560867292506,22.082068666166425,13.826220833016887,8.064526072761995,6.558188504344124,4.739941716016653
2024-12-06,0.0,28.416690455173338,16.246660923595687,22.04963215693142,13.805911397949217,8.052680032502375,6.548555134155761,4.879869899692201
2024-12-16,0.0,28.415734540249883,16.24687787955556,22.049926605072606,13.806095760432887,8.052787567024959,6.548642582774993,4.879935064889107
2025-02-11,0.0,28.417631968481455,16.241285360447225,22.051398963747175,13.80701764671482,8.05332528272085,6.549079860906848,4.880260916981625
2025-02-13,0.0,28.472998315049143,16.261479853257267,22.04256775997064,13.801488175020765,8.050100065274675,6.493059374510368,4.878306456917146
2025-02-14,0.0,28.44250255837581,16.25930932922856,22.039625597055018,13.799646001861488,8.0490255667799,6.492192704224554,4.917698242474669
2025-02-18,0.0,28.452052521885108,16.257139384550058,22.036684219453292,13.797804320409918,8.047951355087255,6.491326265267948,4.9170419333464235
2025-03-03,0.0,28.42353320184982,16.24846539470137,22.02492655590026,13.790442507745441,8.04365737404265,6.487862820882217,4.981112144878238
2025-03-05,0.0,28.400803346913616,16.235471751063375,21.967329348657223,13.77941450656483,8.037224987049445,6.4826745784593856,5.097081481292124
2025-03-06,59.001368038093005,11.643940838426078,6.656321310497851,9.006304511515955,5.649371440052136,3.2951522923908287,2.657807891710669,2.0897336773134754
2025-03-12,57.08885342880373,13.556455447715354,6.656321310497851,9.006304511515955,5.649371440052136,3.2951522923908287,2.657807891710669,2.0897336773134754
2025-03-14,56.463758548574674,14.502969765013281,6.583437864387993,8.907689904604057,5.587513600008232,3.259071994682322,2.628706201871817,2.0668521208576256
2025-03-17,56.463758548574674,17.253858104682898,6.583437864387993,6.156801564934438,5.587513600008232,3.259071994682322,2.628706201871817,2.0668521208576256
2025-04-07,56.46619991927713,17.254604124160945,6.583722517991236,6.157067771707558,5.583431408454439,3.259212909901031,2.6288198614380867,2.0669414870695793
