date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,ICBC (ASIA) SECURITIES LTD,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,67.39018347612345,22.023782500697198,0.0,0.0,0.0,0.0,0.0,10.586034023179344,0.0,0.0
2024-03-05,54.016455896999815,17.66161391573894,8.913177459997971,0.0,0.0,5.718476217224082,0.0,8.411283003461252,0.0,5.278993506577938
2024-03-06,54.086781948896345,17.723666360277367,9.549711881221635,0.0,0.0,5.7910181932752325,0.0,7.562955189913629,0.0,5.285866426415792
2024-03-07,48.93712990922324,15.996989810579473,8.638395696229962,9.637081388173112,0.0,5.23838910113577,0.0,6.770570805402325,0.0,4.78144328925612
2024-03-08,49.0315736427902,15.993222781626626,8.707006579412138,9.634812013431986,0.0,5.213607185075991,0.0,6.639460459946592,0.0,4.780317337716468
2024-03-11,45.14205887835477,14.720997576719164,8.036058765644032,8.890059346537829,7.976452126114644,4.798876360657016,0.0,6.035443191621257,0.0,4.400053754351284
2024-03-12,45.1528964491783,14.720997576719164,8.014383623996983,8.890059346537829,7.976452126114644,4.798876360657016,0.0,6.046280762444782,0.0,4.400053754351284
2024-03-13,45.137465031015964,14.751372695522234,8.030920401035603,8.940982780490348,7.992910635783914,4.808778300985213,0.0,5.928437385970704,0.0,4.409132769196018
2024-03-14,45.137465031015964,14.783952494309396,8.030920401035603,8.962702646348456,7.992910635783914,4.808778300985213,0.0,5.874137721325432,0.0,4.409132769196018
2024-03-15,46.31090213338441,15.160995015123909,8.235736973168981,9.191282926242545,8.19675782589908,4.931418974603416,0.0,3.451325068269192,0.0,4.521581083308461
2024-03-18,46.35272463432656,15.149184968885487,8.22932153444853,9.184123140473794,8.190372750985961,4.927577519207314,0.0,3.448636570014333,0.0,4.518058881658017
2024-03-19,46.396435504265284,15.152557389895104,8.39811401399797,9.197298356218054,8.192196042813128,4.928674467062029,0.0,3.2156595608270555,0.0,4.519064664921372
2024-03-20,46.33021304210615,15.127300770294116,8.384115850812742,9.18196809479996,8.178541108281218,4.90934709461772,0.0,3.3769818516394863,0.0,4.511532187448606
2024-03-21,46.3516265132553,15.130663453800977,8.385979575777245,9.184009176228944,8.113671425205286,4.9104384050078025,0.0,3.4110763841034277,0.0,4.512535066621023
2024-03-22,46.331028445222614,15.123939581120654,8.382252954063699,9.17992792040137,8.110065813739563,4.908256269191971,0.0,3.4539992623173013,0.0,4.5105297539428255
2024-03-25,46.3722429046075,15.137393307802819,8.389709512562881,9.188094062598687,8.10616068211841,4.91262248197519,0.0,3.379234885179403,0.0,4.514542163155109
2024-03-26,46.43737568360114,15.144129151110894,8.393442768846032,9.236680624218502,8.1208922746953,4.914808502685457,0.0,3.2361199489162504,0.0,4.516551045926427
2024-03-27,45.444475425763194,14.827429213737698,8.21791581891613,9.04351955526317,7.972848746781453,4.812028109737768,0.0,3.168444945954542,2.0912390155492333,4.422099168296816
2024-03-28,45.413178845173405,14.830013638997947,8.219348204053354,9.045095843373756,7.974238416656136,4.834654384306002,0.0,3.1689972068378007,2.0916035191229208,4.422869941478677
2024-04-02,45.353769268977054,14.8501834310761,8.218452904833692,9.044110598917714,7.984262397936509,4.845020347342645,0.0,3.1904371846597592,2.0913756895004227,4.422388176756102
2024-04-03,45.49635395793766,14.846948998971964,8.21666289139412,9.042140753776724,8.015194019968288,4.843965081633009,0.0,3.0263891550940043,2.090920179122162,4.421424962102072
2024-04-05,45.5678945507097,14.880980968306707,8.235497011426002,9.062867022646797,8.044481507516187,4.855068350804885,0.0,2.8259379407000558,2.0957129571819646,4.431559690707696
2024-04-08,45.61155523731767,14.880980968306707,8.235497011426002,9.073782194298788,8.088142194124146,4.865983522456874,0.0,2.7167862241801615,2.0957129571819646,4.431559690707696
2024-04-09,45.07286765540299,14.876109709576893,8.254624335483646,9.070811910228096,8.04184816292326,4.897125448466702,0.0,3.2614768193999493,2.095026929825327,4.430109028693139
2024-04-10,45.121437519915844,14.877733108093361,8.255525145249226,9.07180178882443,8.042725752873338,4.897659861451227,0.0,3.207268790731986,2.0952555557010597,4.430592477159532
2024-04-11,45.21681515424734,14.881468269648499,8.279428812193956,9.07407932969919,8.044744936831833,4.898889454070728,0.0,3.0989187076886804,2.0739505264559677,4.431704809163805
2024-04-12,45.22175134766917,14.850342675862912,8.269415933608872,9.07506992159611,8.04562315916797,4.899424252150048,0.0,3.132007170102159,2.074176933842489,4.432188606000266
2024-04-15,45.163477770910546,14.75602272156474,8.271619228156919,9.077487873751613,8.004088309226432,4.900729649632773,0.0,3.318475357672459,2.074729575379293,4.433369513705227
2024-04-16,45.173343294210675,14.759246031485985,8.273426083081581,9.079470762859033,8.005836724618877,4.901800166451503,0.0,3.2973562171383883,2.0751827799148517,4.4343379402391045
2024-04-17,45.221970502970024,14.76085821457986,8.274329806593684,9.080462532305386,8.006711218789665,4.902335600263031,0.0,3.2431003558781057,2.07540945643934,4.434822312180906
2024-04-18,45.35800354387567,14.762470749916428,8.340780133321388,9.037756914599587,8.007585904026952,4.902871151060432,0.0,3.0795886307574327,2.075636182489933,4.435306789952173
2024-04-19,45.33615474195473,14.762470749916428,8.340780133321388,9.037756914599587,8.007585904026952,4.902871151060432,0.0,3.101437432678379,2.075636182489933,4.435306789952173
2024-04-22,45.33615474195473,14.762470749916428,8.351704534281863,9.037756914599587,7.89834189442222,4.902871151060432,0.0,3.1997570413226395,2.075636182489933,4.435306789952173
2024-04-23,45.32523034099425,14.762470749916428,8.450024142926123,9.037756914599587,7.89834189442222,4.913795552020905,0.0,3.101437432678379,2.075636182489933,4.435306789952173
2024-04-24,44.77330043679775,14.77861550205494,8.459265383614287,9.069513616847226,7.928852492721861,4.919169449967301,0.0,3.553219551565976,2.0779061705064183,4.440157395924241
2024-04-25,44.77705501256999,14.783465815977124,8.462041698665985,9.072490214225857,7.931454727256416,4.898904037055757,0.0,3.554385711566358,2.078588135418923,4.441614647263593
2024-04-26,44.85966689346323,14.770909950097463,8.461116057852813,9.071497798031464,8.03997453461127,4.898368158637996,0.0,3.4774257204801673,1.9799120962784218,4.441128790547177
2024-04-29,44.94607114800948,14.774142160348891,8.473908676538487,9.073482847583431,8.05267499797589,4.899440032735875,0.0,3.390657584066207,1.9475219424452561,4.442100610296483
2024-04-30,44.931802903932855,14.783847284049829,8.479475181249466,9.079443212150009,8.05796479457664,4.902658471482906,0.0,3.370988261209439,1.9488012682535896,4.445018623095265
2024-05-02,44.98324901236002,14.793565166710124,8.353582783183718,9.085411412582632,8.06326154547307,4.916836659793905,0.0,3.4060706718581217,1.9500822759432153,4.447940472095199
2024-05-03,44.918629282943144,14.790324453275092,8.373659064472246,9.083421140833007,8.061495188295059,4.9376658028307245,0.0,3.438183885333993,1.9496550862996203,4.446966095717111
