date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD,THE BANK OF EAST ASIA LTD,VALUABLE CAPITAL LTD,LUEN FAT SECURITIES CO LTD,TAI TAK SECURITIES (ASIA) LTD,HANG SENG SECURITIES LTD
2024-10-25,34.85104422604422,31.211609336609335,8.392199017199017,6.79514742014742,7.086916461916462,3.0942874692874693,2.288083538083538,2.4646805896805897,1.8888206388206388,1.9272113022113024
2024-10-28,32.5773343859901,29.605971434723315,13.938132491207925,6.351826598722457,6.624560396181726,2.8924136941075145,2.1388071484963755,2.3038828680111965,1.765592478288954,1.8014785042704369
2024-10-29,32.57499641165494,29.60384670589924,13.937132194631834,6.351370747811109,6.624084972010909,2.8922061145399742,2.145830343045787,2.30371752547725,1.7654657671881728,1.801349217740778
2024-10-31,30.905498398855354,28.650269128568507,17.694351706752062,6.084349662737617,6.288751107174491,2.745792736935341,2.0372010628875112,2.187095455474552,1.676091844382367,1.7305988962322
2024-11-01,33.782824698367634,27.775985547454674,16.75591973675721,5.826182334344152,5.955222917607587,2.6001677527582423,1.9291567197883732,2.0711013613781533,1.5871991741402671,1.7162397574037036
2024-11-04,35.47299368524309,27.619397952302126,15.891116424498804,5.946906995279259,5.658757893446141,2.470725277420146,1.833118754214947,1.967997057200662,1.5081846606584512,1.6308012997363743
2024-11-05,36.62522202486678,27.584369449378332,15.346358792184725,5.914742451154529,5.4647720544701,2.3860272350503258,1.7702782711663707,1.9005328596802842,1.432800473653049,1.5748963883955005
2024-11-06,38.95532490974729,26.477888086642597,14.620938628158845,5.793095667870036,5.206453068592057,2.2845216606498195,1.7035198555956679,1.8106949458483754,1.6471119133574008,1.5004512635379061
2024-11-07,39.32578150528265,26.70733035617035,14.11610935627927,6.045093127110337,5.026685546236793,2.2056420869186364,1.7862977889118832,1.7481755800021783,1.5902407145191155,1.4486439385687835
2024-11-08,40.4609947782056,26.520386096313096,13.671607152275964,5.976053589324332,4.868400232079751,2.1361886175431195,1.7300490532201067,1.6931272746452872,1.540165620549607,1.4030275858431351
2024-11-11,40.47242433828957,26.52641569123695,13.64547084256037,5.989665717599916,4.866603395549932,2.13540018981335,1.7294105240957505,1.6925023726668775,1.539597173890119,1.4025097542971634
2024-11-12,40.47242433828957,26.54223347042075,13.64547084256037,6.016028682906254,4.866603395549932,2.13540018981335,1.7294105240957505,1.6925023726668775,1.539597173890119,1.360329009807023
2024-11-13,40.476692680869014,26.539759544399917,13.64690993461295,6.01139000210926,4.867116642058638,2.1356253954861844,1.7295929128875767,1.6926808690149757,1.5397595443999157,1.3604724741615692
2024-11-14,40.4745583970472,26.538360137094646,13.646190350645925,6.016345900342737,4.866860005272871,2.135512786712365,1.7295017136831004,1.6925916161349857,1.5396783548642237,1.360400738201951
2024-11-15,40.47882718979064,26.541159099298632,13.647629594473448,6.016980435585087,4.867373305911512,2.1357380161366875,1.7296841217107,1.6927701313083372,1.5398407424985499,1.3499973632863997
2024-11-18,40.59473684210526,26.489473684210523,13.621052631578948,6.0052631578947375,4.8578947368421055,2.1315789473684212,1.7263157894736842,1.6894736842105265,1.5368421052631578,1.3473684210526315
2024-11-19,40.624670810070576,26.493205519856737,13.63109659749289,5.925418729590224,4.861476877699357,2.133150742652481,1.7275887496049722,1.690719477509744,1.537975350258085,1.3746971452649321
2024-11-20,40.62071872694699,26.504373485087996,13.636842659922015,5.880493202655707,4.863526188217937,2.1340499525766674,1.7283169986299924,1.6914321846348404,1.5386236695120665,1.4016229318157867
2024-11-22,40.61857842878972,26.52405290057432,13.636124137204279,5.880183360556404,4.863269929922546,2.1339375098793405,1.7282259339269719,1.6913430633858477,1.5385425997154751,1.3857421360451025
2024-11-25,40.665366162281856,26.451204723994305,13.665840670638477,5.852269731639162,4.866346812885538,2.1352876047872624,1.7398639742711026,1.6924131386091632,1.5395160014762483,1.391891179416882
2024-11-26,40.66751028155647,26.373510492460188,13.677106400927977,5.863123484129495,4.866603395549932,2.13540018981335,1.7399557102182852,1.6925023726668775,1.539597173890119,1.4446904987873035
2024-11-27,40.66965462694437,26.36435539151068,13.677827577115739,5.868705510150277,4.866860005272871,2.135512786712365,1.7400474558397045,1.6925916161349857,1.5396783548642237,1.444766675454785
2024-11-28,40.68037974683544,26.34493670886076,13.681434599156116,5.870253164556962,4.868143459915611,2.1360759493670884,1.740506329113924,1.6930379746835442,1.540084388185654,1.4451476793248945
2024-11-29,40.693257359924026,26.353276353276357,13.685765537617389,5.872111427666983,4.869684499314129,2.1367521367521367,1.741057296612852,1.6935739157961383,1.5405719109422813,1.4139495620977103
2024-12-04,40.693257359924026,26.342724490872637,13.685765537617389,5.882663290070698,4.869684499314129,2.1367521367521367,1.741057296612852,1.6935739157961383,1.5405719109422813,1.4139495620977103
2024-12-05,40.69540442146362,26.3441143882235,13.686487627288557,5.877697462143196,4.869941434073762,2.1368648762728855,1.7411491584445733,1.693663272305176,1.5406531947448951,1.4140241650398355
2024-12-06,40.68252544965452,26.335777203438997,13.68215623186877,5.9074845719710956,4.868400232079751,2.1361886175431195,1.740598132812912,1.6931272746452872,1.540165620549607,1.4135766654359407
2024-12-09,40.66142729046891,26.335777203438997,13.68215623186877,5.928582731156706,4.868400232079751,2.1361886175431195,1.740598132812912,1.6931272746452872,1.540165620549607,1.4135766654359407
2024-12-10,40.6508782108761,26.335777203438997,13.687430771665172,5.933857270953109,4.868400232079751,2.1361886175431195,1.740598132812912,1.6931272746452872,1.540165620549607,1.4135766654359407
2024-12-18,40.65516695679696,26.32800548610012,13.688874821965502,5.934483304320304,4.868913857677903,2.1364139895553094,1.7407817692672891,1.6933059028327269,1.5403281109880256,1.413725800495859
2024-12-23,40.65731166912851,26.329394387001475,13.68959696138426,5.950622494197088,4.869170711120489,2.1365266933952314,1.7197721038193712,1.6933952310614053,1.5404093690652036,1.4138003798269678
2025-01-03,40.665892781764455,26.33495145631068,13.687209793161673,5.930772477838751,4.870198395947657,2.136977627691009,1.7201350780920217,1.693752638243985,1.5407344871253694,1.4193752638243984
2025-01-06,40.61361356075408,26.355811374557742,13.69805143370122,5.935470243438771,4.874056080688599,2.1386703279294506,1.7267782647726673,1.6950942599144532,1.541954903099752,1.4204995511432643
2025-01-07,40.63507159084905,26.36973635547102,13.70528874095208,5.885771648967085,4.876631267501453,2.1398002853067046,1.7276906007291173,1.6959898557616104,1.5427695884186612,1.4212500660432188
2025-01-10,40.63721864102293,26.3711296628976,13.706012892317446,5.880798900982775,4.876888935855437,2.1399133467187994,1.7277818873507342,1.696079467399345,1.5428511043009616,1.4213251611539681
2025-01-13,40.66085117631509,26.370605339677507,13.713983610890828,5.841924398625429,4.879725085910653,2.141157811260904,1.7287866772402856,1.697065820777161,1.5437483478720593,1.422151731430082
2025-01-17,40.67375323919827,26.363107514939976,13.71833518430377,5.827912634195357,4.881273467660902,2.1418372203712517,1.7293352371886406,1.6976043154053624,1.544238193452853,1.4226029932836215
2025-01-22,40.66300095167601,26.35613831024638,13.71470868140002,5.852807444221212,4.8799830813154275,2.141271016178492,1.7288780797293009,1.6971555461562864,1.5438299672200486,1.4222269218568258
2025-01-24,40.66515095437001,26.357531856395074,13.715433828583516,5.868979009147147,4.880241104002538,2.1202347591603656,1.7289694918838896,1.6972452810236345,1.5439115951990694,1.4223021202347592
2025-01-27,40.66515095437001,26.357531856395074,13.715433828583516,5.874266377623857,4.880241104002538,2.1202347591603656,1.7289694918838896,1.6972452810236345,1.5439115951990694,1.41701475175805
2025-02-14,40.667301184433164,26.358925549915398,13.71615905245347,5.869289340101523,4.880499153976311,2.120346869712352,1.7290609137055837,1.6973350253807105,1.5439932318104908,1.4170896785109983
2025-03-05,40.67160232681121,26.361713379164463,13.717609730301428,5.859333685880486,4.881015335801163,2.120571126388154,1.7292437863564252,1.6975145425700686,1.5441565309360128,1.417239555790587
2025-03-11,40.66945164190154,26.360319390830732,13.716884353022053,5.864311776214901,4.880757231241076,2.1204589921209878,1.7291523451959179,1.69742477922902,1.5440748770556818,1.4171646131880915
2025-03-13,40.68020734158468,26.367290807151168,13.720512006770338,5.839416058394161,4.88204802708135,2.121019782079763,1.729609647730879,1.6978736908917804,1.5444832328361366,1.4175394054797419
2025-03-17,40.70173581710415,26.328323454699408,13.727773073666386,5.842506350550381,4.8846316680779,2.122142252328535,1.7305249788314987,1.6987722269263337,1.5453005927180357,1.4182895850973751
2025-03-19,40.69447385136566,26.333897946220624,13.730679652763076,5.843743383442727,4.8856658903239465,2.1225915731526572,1.7308913825958079,1.6991319076857931,1.5456277789540547,1.4132966334956596
2025-03-21,40.70309191020754,26.33947479881406,13.73358746293943,5.823803473104617,4.8867005506141465,2.1230410842863194,1.7312579415501905,1.6994917407878019,1.5459551037695891,1.4135959339263025
2025-04-02,40.69447385136566,26.333897946220624,13.730679652763076,5.822570400169384,4.8856658903239465,2.1225915731526572,1.752064365869151,1.6991319076857931,1.5456277789540547,1.4132966334956596
2025-04-03,40.68191444303261,26.33947479881406,13.73358746293943,5.823803473104617,4.8867005506141465,2.1230410842863194,1.7524354087251164,1.6994917407878019,1.5459551037695891,1.4135959339263025
2025-04-07,40.67976070728996,26.33808036423315,13.732860394938854,5.828789242416221,4.886441844459739,2.1229286886547727,1.7523426332786278,1.6994017682248928,1.5458732595690614,1.4135210969347238
2025-04-09,40.692686543451785,26.34644918709951,13.737223958057513,5.798866705502304,4.887994492400572,2.1236032410104326,1.752899433352751,1.6999417465445108,1.5463644548006144,1.4139702377800136
2025-04-14,40.67150346872849,26.34644918709951,13.737223958057513,5.798866705502304,4.887994492400572,2.1236032410104326,1.752899433352751,1.6999417465445108,1.5463644548006144,1.4351533125033098
2025-04-28,40.665042888912424,26.342264110981677,13.735041829926931,5.76088107592926,4.887218045112782,2.123265911257016,1.7526209890924496,1.6996717144975113,1.546118818172191,1.4878746161177592
2025-04-30,40.652127884818974,26.333897946220624,13.730679652763076,5.790810925259369,4.8856658903239465,2.1225915731526572,1.752064365869151,1.6991319076857931,1.5456277789540547,1.4874020749523609
2025-05-02,40.6415413931823,26.333897946220624,13.730679652763076,5.80139741689604,4.8856658903239465,2.1225915731526572,1.752064365869151,1.6991319076857931,1.5456277789540547,1.4874020749523609
