date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-03-21,31.610820712147614,0.0,7.696862685967029,0.0,3.6947683509806546,6.81119599696198,5.965186972255729,3.9436179243175626,1.159806437921637,0.6752892820444086,61.55754836259661
2024-03-22,31.61930929723451,0.0,7.696862685967029,0.0,3.795961220569182,6.810525845507752,5.970994951525712,3.940043783228343,1.160923357012018,0.6752892820444086,61.66991042308895
2024-03-25,31.604565965241477,0.0,7.6226372693562086,0.0,3.8911227270696513,6.810079077871599,5.987371219228879,3.936469642139123,1.1506477013805119,0.6752892820444086,61.678182884331854
2024-03-26,31.666890050484742,0.0,7.633136308805791,0.0,3.930661662869142,6.84604387258187,5.995859804315776,3.9311084305052946,1.1499775499262832,0.6752892820444086,61.828966961533304
2024-03-27,31.53285975963901,0.0,7.58466202028325,0.0,3.7995353616584016,6.834204530223831,6.196661752222669,3.9228432292364745,1.1499775499262832,0.6752892820444086,61.696033485234324
2024-03-28,31.347897958271904,0.0,7.576649466112675,0.0,3.819193137649109,6.809408926417371,6.3559518384488225,3.914354644149578,1.1508710851985884,0.6752892820444086,61.649616338292454
2024-04-02,31.141491310369478,10.924362239199393,7.578883304293436,0.0,3.903408837063843,6.79645266496895,6.349250323906536,3.905419291426529,1.1495307822901308,0.6752892820444086,72.4240880355627
2024-04-03,31.03203323951213,10.924362239199393,9.374324375642228,0.0,3.9362462583210474,6.791538220971273,5.642282200777376,3.8987177768842427,1.1971115355403654,0.6752892820444086,73.47190512889247
2024-04-05,30.97574051735692,10.924362239199393,9.306639078765135,0.0,4.2014028503775185,6.787070544609748,5.800978197739356,3.892016262341956,1.196664767904213,0.6752892820444086,73.76016374033864
2024-04-08,31.00433364607068,10.924362239199393,9.300622570700979,0.0,4.314211678506009,6.781262565339767,5.979735066791761,3.8835276772550595,0.9516127194746012,0.6752892820444086,73.81495744538266
2024-04-09,31.00433364607068,10.924362239199393,9.297271813429834,0.0,4.314211678506009,6.787964079882053,5.987106732788277,3.8835276772550595,0.9516127194746012,0.6752892820444086,73.82567986865031
2024-04-10,31.03739445114596,10.924362239199393,9.29704842961176,0.0,4.3079569315998745,6.783496403520529,5.982415672608676,3.8766027788946973,0.9504958003842202,0.6752892820444086,73.83506198900952
2024-04-11,31.11892954474378,10.923245320109011,9.375464191573963,0.0,4.331188848679802,6.7716570611624896,5.909815931733905,3.8699012643524098,0.9504958003842202,0.6752892820444086,73.92598724478398
2024-04-12,31.04677657150516,10.923245320109011,9.335737836751106,0.0,4.364696421391234,6.766072465710583,5.962981280436045,3.8629763659920475,0.9471450431130769,0.6752892820444086,73.88492058705268
2024-04-15,31.27485144976098,10.923245320109011,9.32289728812045,0.0,4.370057633025064,6.755350042442926,5.964991734798731,3.849349953089398,0.9460281240226958,0.6752892820444086,74.08206082741367
2024-04-16,31.370459723897604,10.923245320109011,9.30748380467319,0.0,4.519278023499978,6.775901353705938,5.884182638609659,3.836170307822901,0.9413370638430951,0.6752892820444086,74.23334751820579
2024-04-17,31.387883661707544,10.92503239065362,9.31574900594201,0.0,4.488674440423536,6.778581959522851,5.881725416610821,3.836170307822901,0.9350824286288701,0.6752892820444086,74.22418889335657
2024-04-18,31.419827547692446,10.92503239065362,9.311951481034713,0.0,4.4558370191663315,6.781039181521691,5.928014229549212,3.8276817227360054,0.933965509538489,0.6752892820444086,74.25863836393691
2024-04-19,31.423401688781667,10.929500067015145,9.309191909038109,0.0,4.430818031541795,6.735245498816066,5.978192489836037,3.802662735111469,0.933965509538489,0.6752892820444086,74.21826721172319
2024-04-22,31.44238931331814,10.929500067015145,9.309407139346826,0.0,4.486217218424697,6.737702720814904,6.039614327838091,3.802662735111469,0.9350824286288701,0.6752892820444086,74.35786523254255
2024-04-23,31.48103471384533,10.929500067015145,9.30653743912791,0.0,4.544297011124514,6.7012911584684804,6.041624782200778,3.7966313720234104,0.9234664700889067,0.6752892820444086,74.39967229593888
2024-04-24,31.487736228387615,10.929500067015145,9.314472367421704,0.0,4.610642005093151,6.690792119018899,6.013824666041192,3.7966313720234104,0.9165415717285439,0.6752892820444086,74.43542967877407
2024-04-25,31.474556583121117,10.929500067015145,9.300845954519055,0.0,4.696644775052495,6.680069695751239,6.015388352767726,3.7966313720234104,0.9165425769557253,0.6752892820444086,74.48546865925032
2024-04-26,31.469418755305366,10.929500067015145,9.310674842514407,0.0,4.753607648661931,6.667560201938971,6.014494817495421,3.7966313720234104,0.9165422418799982,0.6752892820444086,74.53371922887906
2024-04-29,31.480141178573025,10.92503239065362,9.293697672340615,0.0,4.796273957914489,6.6686771210293525,6.0095803734977435,3.7908233927534294,0.9165422418799982,0.6752892820444086,74.55605761068668
2024-04-30,31.464727695125767,10.92503239065362,9.323406714917573,0.0,4.88182996023768,6.65817808157977,6.008240070589286,3.7908233927534294,0.9165422418799982,0.6752892820444086,74.64406982978153
2024-05-02,31.43970870750123,10.92503239065362,9.312684291649912,0.0,4.930080864942143,6.663986060849752,6.0098037573158205,3.7908233927534294,0.9102874949738641,0.6752892820444086,74.65769624268418
2024-05-03,31.337845686458472,10.92503239065362,9.293026515659205,0.0,5.003350757271143,6.667336818120894,6.0095803734977435,3.7908233927534294,0.9096173435196354,0.6752892820444086,74.61190255997856
2024-05-06,31.337845686458472,10.92503239065362,9.291127753205558,0.0,5.003350757271143,6.6684537372112755,6.010697292588125,3.789706473663048,0.9098407273377117,0.6752892820444086,74.61134410043336
2024-05-07,31.337845686458472,10.92503239065362,9.293696667113434,0.0,5.003350757271143,6.669570656301657,5.9822270249743115,3.788589554572667,0.9100641111557879,0.6752892820444086,74.5856661305455
2024-05-08,31.386766742617166,10.92503239065362,9.272028101684313,0.0,5.017647321628021,6.657061162489389,5.959888643166689,3.786579100209981,0.9098424027163472,0.6752892820444086,74.59013514720993
2024-05-09,31.39547871152214,10.92503239065362,9.237740025912524,0.0,5.053612116338292,6.653933789036322,5.9125016753786355,3.780771120939999,0.9091722512621185,0.6752892820444086,74.54353136308805
2024-05-10,31.387436894071392,10.921681633382478,9.25091967117902,0.0,5.115042666309252,6.649466112674799,6.001684537372113,3.7751865254880936,0.8878390966358398,0.6752892820444086,74.66454641915739
2024-05-13,31.315954072287006,10.921681633382478,9.561115355403654,0.0,5.023231917079927,6.63338247777331,5.699892999151142,3.7702720814904165,0.8573470937765268,0.6752892820444086,74.45816691238886
2024-05-14,31.403297145154806,10.917213957020953,9.537436670687576,9.596144395300005,5.335075727114328,6.62042621632489,5.669282156100612,3.7669213242192736,0.8073091185274538,0.6752892820444086,84.3283959924943
2024-05-16,31.47343966403074,10.917213957020953,9.608919492471966,9.596144395300005,5.74141089219497,6.605236116695706,5.731143054997096,3.751731224590091,0.788098110172899,0.6752892820444086,84.88862618951883
2024-05-17,31.5395612741813,10.917213957020953,9.638629540276103,9.596144395300005,6.090783183666175,6.593620158155742,5.80735022114998,3.7423491042308896,0.7840772014475271,0.6752892820444086,85.38501831747308
2024-05-20,31.30322119465666,10.917213957020953,9.644884287182236,9.596144395300005,6.3235491221015945,6.607693338694546,5.74676852968771,3.7374346602332125,0.786981191082518,0.6752892820444086,85.33917995800384
2024-05-21,31.240673725595318,10.917213957020953,9.627683733190368,9.596144395300005,6.447750524951973,6.568377786713131,5.7987028101684315,3.738104811687441,0.7858642719921368,0.6752892820444086,85.39580529866416
2024-05-22,31.26010811776795,10.915426886476345,9.607802573381583,9.596144395300005,6.533083143457088,6.566590716168521,5.847784814368047,3.738104811687441,0.7858642719921368,0.6752892820444086,85.52619901264352
2024-05-23,31.241120493231474,10.915426886476345,9.596164276459813,9.596144395300005,6.729884287182236,6.4796944109368715,5.8144046821248265,3.738104811687441,0.7863110396282893,0.6746191305901801,85.57187441361748
2024-05-24,31.22883438323728,10.915426886476345,9.568911450654515,9.596144395300005,6.786177009337443,6.456909261493098,5.7614627172407635,3.729392842782469,0.7829602823571461,0.6746191305901801,85.50083835946924
2024-05-27,31.082964750033508,10.915426886476345,9.569581602108743,9.596144395300005,6.967117901979181,6.465844614216146,5.822634365366572,3.7238082473305636,0.7851941205379083,0.6746191305901801,85.60333601393914
2024-05-28,31.070231872403163,10.915426886476345,9.575188535942457,9.596144395300005,6.98610552651566,6.466961533306527,5.812805477371219,3.724925166420944,0.7851941205379083,0.6746191305901801,85.60760264486441
2024-05-29,31.081847830943126,10.915426886476345,9.441556761828174,9.596144395300005,7.010454362685967,6.468748603851138,5.587758120001787,3.7320734485993836,0.7865344234463655,0.6746191305901801,85.29516396372246
2024-05-30,31.05571192422821,10.915426886476345,9.412516865478265,9.594804092391547,7.1201358173613905,6.468525220033062,5.581726756913729,3.7320734485993836,0.7865344234463655,0.6746191305901801,85.34207456551847
2024-05-31,31.04431934950632,10.915426886476345,9.406708886208284,9.593910557119242,7.221105303131842,6.467184917124603,5.577705848188357,3.721574409149801,0.7831836661752223,0.6746191305901801,85.4057389536702
2024-06-03,31.034043693874814,10.915426886476345,9.412634030290846,9.593910557119242,7.348880847071439,6.467184917124603,5.219256355269624,3.721574409149801,0.7813965956306126,0.6746191305901801,85.1689274225975
2024-06-04,30.946253853370862,10.91632042174865,9.072867242996917,9.593910557119242,7.406513872135102,6.469195371487289,5.179149019345038,3.7014698655229417,0.7802796765402314,0.6746191305901801,84.74057901085645
2024-06-05,30.909618907206358,10.91632042174865,9.082919514810348,9.594804092391547,7.41075816467855,6.461376937854622,5.174681342983514,3.69566188625296,0.7617388196399053,0.6746191305901801,84.68249921815664
2024-06-06,31.01840682660948,10.91632042174865,9.058347294821962,9.594804092391547,7.53250234553009,6.452664968949649,5.719626613948085,3.6552294151811644,0.7626323549122102,0.6746191305901801,85.38515346468301
2024-06-07,31.099941920207304,10.91632042174865,8.998480431577537,9.594804092391547,7.7444935888844215,6.443729616226602,5.6455190323013005,3.654112496090783,0.7619622034579815,0.6746191305901801,85.5339829334763
2024-06-11,31.081847830943126,10.91632042174865,8.982453201090113,9.593910557119242,7.8385381762945086,6.439708707501228,5.603444690166644,3.653218960818478,0.763525890184515,0.6746191305901801,85.54758756645668
2024-06-12,30.8895143635795,10.91632042174865,8.956764062011349,9.593910557119242,8.166242237412321,6.436581334048161,5.591158580172452,3.6491980520931064,0.7606219005495243,0.7338158423803779,85.69412735111469
2024-06-13,30.872090425769557,10.91632042174865,8.953189474154492,9.593910557119242,8.261850511548943,6.438145020774695,5.550800830987803,3.6489746682750304,0.7628557387302863,0.7787159898136979,85.7768536389224
2024-06-14,30.852209265960774,10.916097037930573,8.955301791538222,9.593910557119242,8.354331412232497,6.439038556047,5.521529844078095,3.64540052718581,0.7628557387302863,0.7787159898136979,85.8193907206362
2024-06-17,30.835455479605056,10.916097037930573,8.94301568154403,9.593910557119242,8.397667872939284,6.441719161863915,5.524433833713085,3.639815931733905,0.7644194254568198,0.7787159898136979,85.83525097171962
2024-06-18,30.79859714962248,10.916097037930573,8.888733413751508,9.593910557119242,8.512263771612384,6.439932091319305,5.55079312424608,3.6306571951927804,0.7606219005495243,0.7787159898136979,85.87032223115757
2024-06-19,30.75928159764107,10.916097037930573,8.877340839029621,9.593910557119242,8.575258008309879,6.440378858955458,5.530331166510298,3.6306571951927804,0.7601751329133717,0.7787159898136979,85.86214638341599
2024-06-20,30.59263726935621,10.916097037930573,8.83777386856096,9.593910557119242,8.7441361747755,6.436804717866237,5.659063239958898,3.6161372470178264,0.7228700352946432,0.7787159898136979,85.89814613769379
2024-06-21,30.360541482375012,10.916097037930573,8.755010163963723,9.593910557119242,9.027163472278069,6.429656435687798,5.677805700755037,3.5846401286690788,0.7188491265692714,0.7787159898136979,85.8423900951615
2024-06-24,30.363222088191932,10.916097037930573,8.732253049189117,9.593910557119242,9.077201447527141,6.4303265871420265,5.68843821203592,3.5846401286690788,0.7186257427511951,0.7787159898136979,85.88343084036993
2024-06-25,30.353393200196578,10.916097037930573,8.581245588169594,9.593910557119242,9.11919760532547,6.429879819505875,5.678609324040567,3.5846401286690788,0.7123709958450609,0.7787159898136979,85.74806024661574
2024-06-26,30.360085556002325,10.916097037930573,8.582537640173346,9.593910557119242,9.08613680025019,6.435687798775856,5.68407452084171,3.584416744851003,0.7123709958450609,0.7787159898136979,85.734033641603
2024-06-27,30.504614886297638,10.916097037930573,8.81507885448778,9.593910557119242,9.019791806281553,6.437474869320467,5.578972434436849,3.5788321493990978,0.7123709958450609,0.7787159898136979,85.93585958093196
2024-06-28,30.516677612473753,10.916097037930573,8.819710829647502,9.593910557119242,9.018898271009249,6.436357950230086,5.578267881874637,3.5759281597641066,0.7150516016619756,0.7787159898136979,85.94961589152483
2024-07-02,30.586820131349686,10.914756735022115,8.775195349148907,9.593910557119242,9.033194835366126,6.441272394227762,5.5754923379350405,3.5535897779564847,0.7150516016619756,0.7787159898136979,85.96799970960105
2024-07-03,30.61072219988384,10.914756735022115,8.727614595898673,9.593910557119242,9.010409685922353,6.440825626591609,5.579927400259125,3.5535897779564847,0.7139346825715944,0.7787159898136979,85.92440725103873
2024-07-04,30.621891390787653,10.914086583567887,8.731747196533084,9.593910557119242,9.023365947370772,6.437474869320467,5.493932337041504,3.546441495778046,0.7139346825715944,0.7787159898136979,85.85550104990395
2024-07-05,30.62166800696958,10.914086583567887,8.633870012956262,9.593910557119242,9.10735826296743,6.436357950230086,5.483209913773846,3.5417504355984453,0.7139346825715944,0.7787159898136979,85.82486239556808
2024-07-08,30.571630031720503,10.914086583567887,8.571099160076843,9.593910557119242,9.166778358575705,6.431220122414333,5.270995286601439,3.5379529106911494,0.7096903900281464,0.7787159898136979,85.54607939060894
2024-07-09,30.584586293168925,10.914086583567887,8.57958774516374,9.593910557119242,9.166554974757629,6.428316132779341,5.216146852522003,3.5390698297815306,0.7096903900281464,0.7787159898136979,85.51066534870215
2024-07-10,30.68689608184783,10.914086583567887,8.574226533529911,9.593910557119242,9.08613680025019,6.429656435687798,5.243295693159988,3.5390698297815306,0.7049993298485457,0.7787159898136979,85.55099383460663
2024-07-11,30.830308493052765,10.914086583567887,8.505871085198589,9.593910557119242,9.08077558861636,6.427869365143189,5.283728164231783,3.5377295268730737,0.7049993298485457,0.7787159898136979,85.65799468346513
2024-07-12,30.977741812983066,10.912969664477504,8.468342603761783,9.593910557119242,9.106688111513202,6.432560425322789,5.24016831970692,3.5377295268730737,0.7049993298485457,0.7787159898136979,85.75382634141982
2024-07-15,30.953169592994684,10.912969664477504,8.47973517848367,9.593910557119242,9.12701603895814,6.436581334048161,5.5164941026672025,3.5377295268730737,0.6927132198543537,0.7787159898136979,86.02903520528973
2024-07-16,30.97617812625653,10.912969664477504,8.479288410847518,9.593910557119242,9.129920028593128,6.439261939865077,5.527878970647366,3.5377295268730737,0.6915963007639726,0.7787159898136979,86.06744951525711
2024-07-17,30.995612518429166,10.912969664477504,8.483756087209041,9.593910557119242,9.117410534780861,6.439261939865077,5.527878970647366,3.5377295268730737,0.6927132198543537,0.7787159898136979,86.07995900906938
2024-07-18,31.350122637716122,10.912969664477504,8.48867053120672,9.593910557119242,8.987401152660501,6.436804717866237,5.436619197605325,3.5366126077826925,0.6927132198543537,0.7787159898136979,86.2145402761024
2024-07-19,31.596514989054192,10.912969664477504,8.475490885940221,9.593910557119242,8.925077067417236,6.438145020774695,5.306968458204888,3.5366126077826925,0.6927132198543537,0.7787159898136979,86.25711846043873
2024-07-22,31.492864897466827,10.912969664477504,8.802524795603807,9.593910557119242,8.914131260331501,6.446186838225438,5.292751530179154,3.5357190725103878,0.6960639771254971,0.7787159898136979,86.46583858285307
2024-07-23,31.40306460260019,10.912969664477504,8.814810905597998,9.593910557119242,8.965509538489032,6.43367734441317,5.200929611758924,3.5390698297815306,0.6953938256712684,0.7787159898136979,86.33805186972255
2024-07-24,31.387874502971002,10.912969664477504,8.793812826698835,9.593910557119242,8.948755752133316,6.42719921368896,5.190773354778179,3.5377295268730737,0.6962873609435732,0.7787159898136979,86.26802874949739
2024-07-25,31.4189248536836,10.912969664477504,8.798398449716302,9.593910557119242,8.93959701559219,6.424071840235894,5.265833780100969,3.5377295268730737,0.6960639771254971,0.7787159898136979,86.36621565473797
2024-07-26,31.5015768663718,10.912969664477504,8.699564289862842,9.593910557119242,8.935129339230667,6.416253406603226,5.259456172094894,3.5377295268730737,0.6960639771254971,0.7787159898136979,86.33136978957245
2024-07-29,31.497332573828352,10.914980118840191,8.7444018898271,9.593910557119242,8.957467721038288,6.417593709511683,5.206849282937944,3.579055533217174,0.6962873609435732,0.7787159898136979,86.38659473707725
2024-07-30,31.499343028191042,10.914980118840191,8.742614819282492,9.593910557119242,8.986060849752043,6.418040477147835,5.189201961309923,3.579055533217174,0.6962873609435732,0.7787159898136979,86.39821069561721
2024-07-31,31.499119644372964,10.914980118840191,8.742838203100566,9.593910557119242,9.002814636107761,6.416700174239379,5.197355470669705,3.579055533217174,0.6902559978555154,0.7787159898136979,86.4157463253362
2024-08-01,31.501800250189877,10.914980118840191,8.757581535093598,9.593910557119242,9.007058928651208,6.420497699146674,5.178367846133226,3.579055533217174,0.6902559978555154,0.7787159898136979,86.4222244560604
2024-08-02,31.47968525220033,10.914980118840191,8.812757338158423,9.593910557119242,8.904078988518071,6.427645981325113,4.992615936201582,3.579055533217174,0.6902559978555154,0.7787159898136979,86.17370169324934
2024-08-05,31.47968525220033,10.914980118840191,8.812757338158423,9.593910557119242,8.904078988518071,6.427645981325113,5.037158669525979,3.579055533217174,0.6902559978555154,0.7787159898136979,86.21824442657375
2024-08-06,31.47968525220033,10.914980118840191,8.812757338158423,9.593910557119242,8.904078988518071,6.427645981325113,5.102380042889694,3.579055533217174,0.6902559978555154,0.7787159898136979,86.28346579993746
2024-08-07,31.47968525220033,10.914980118840191,8.81186380288612,9.593910557119242,8.904078988518071,6.427645981325113,5.102380042889694,3.579055533217174,0.6902559978555154,0.7787159898136979,86.28257226466515
2024-08-08,32.07656681409999,10.914980118840191,8.770705781173211,9.593910557119242,8.73698789259706,6.38766027788947,4.815090917213957,3.579055533217174,0.6893624625832105,0.7787159898136979,86.3430363445472
2024-08-09,32.10381963990528,10.914980118840191,8.741589934325157,9.593910557119242,8.744359558593576,6.381405530983336,4.797820890854666,3.579055533217174,0.6893624625832105,0.7787159898136979,86.32502021623554
2024-08-12,32.116775901353705,10.914980118840191,12.045672050216682,9.593910557119242,8.763793950766207,6.38587320734486,4.773695438502435,3.579055533217174,0.6882455434928294,0.7787159898136979,89.64071829066702
2024-08-13,32.15135392932136,10.915650270294421,11.900919336103293,9.593910557119242,8.787919403118439,6.387213510253317,4.827411204932314,3.579055533217174,0.6882455434928294,0.7787159898136979,89.61039527766609
2024-08-14,32.14197180896216,10.915650270294421,11.978012442478667,9.593910557119242,8.784568645847294,6.382969217709869,4.802615601125854,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.64549222624314
2024-08-15,32.084785551534644,10.915650270294421,11.83250580797927,9.593910557119242,8.848009650180941,6.374704016441049,4.898084260376178,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.59344379663136
2024-08-16,32.22529397310459,10.915650270294421,11.957376021980966,9.593910557119242,8.847339498726713,6.376714470803735,4.748568556493767,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.71064703122906
2024-08-20,32.22529397310459,10.915650270294421,11.988264419425457,9.593910557119242,8.847339498726713,6.376714470803735,4.717680159049278,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.71064703122906
2024-08-22,32.22529397310459,10.915650270294421,11.94023689853907,9.593910557119242,8.847339498726713,6.376714470803735,4.717680159049278,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.66261951034267
2024-08-23,32.22529397310459,10.915650270294421,11.94023689853907,9.593910557119242,8.847339498726713,6.376714470803735,4.5577083054103555,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.50264765670374
2024-08-27,32.22529397310459,10.915650270294421,12.033443796631373,9.593910557119242,8.847339498726713,6.376714470803735,4.50253250234553,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.54067875173124
2024-08-28,32.22529397310459,10.915650270294421,12.002555399186884,9.593910557119242,8.847339498726713,6.376714470803735,4.50253250234553,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.50979035428674
2024-08-30,32.22529397310459,10.915650270294421,12.002555399186884,9.593910557119242,8.847339498726713,6.376714470803735,4.699513246660412,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.7067710986016
2024-09-09,32.22529397310459,10.915650270294421,12.00277878300496,9.593910557119242,8.847339498726713,6.376714470803735,4.699513246660412,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.70699448241969
2024-09-10,32.22529397310459,10.915650270294421,12.021543023723362,9.593910557119242,8.847339498726713,6.376714470803735,4.699513246660412,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.7257587231381
2024-09-13,32.22529397310459,10.915650270294421,11.931547268015905,9.593910557119242,8.847339498726713,6.376714470803735,4.845335299110933,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.78158501988116
2024-09-19,32.22529397310459,10.915650270294421,11.93177065183398,9.593910557119242,8.847339498726713,6.376714470803735,4.845335299110933,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.78180840369923
2024-09-26,32.22529397310459,10.915650270294421,11.93177065183398,9.593910557119242,8.847339498726713,6.376714470803735,4.800989813697896,3.5788321493990978,0.6882455434928294,0.7787159898136979,89.7374629182862
2024-09-27,32.64279832908904,10.9167671893848,11.777499776616182,9.593910557119242,8.784730487423491,6.375597551713354,4.7043564312201225,3.5763749274002588,0.6855649376759148,0.7787159898136979,89.83631617745611
2024-09-30,33.348914578027966,10.9167671893848,11.706983089844972,9.593910557119242,8.45926026448644,6.380735379529106,4.455914533351204,3.573247553947192,0.6871286244024483,0.7787159898136979,89.90157775990707
2024-10-02,33.65361010588393,10.927936380288612,11.080503172050218,9.593910557119242,8.693589889648393,6.381405530983336,4.1202691775007825,3.5719072510387346,0.6893624625832105,0.7787159898136979,89.49121051691016
2024-10-03,35.07366103739445,10.927936380288612,9.826692020730018,9.593910557119242,8.574973082249922,6.3854264397087075,4.438907094670062,3.573247553947192,0.6904793816735916,0.7787159898136979,89.8639495375955
2024-10-04,35.07366103739445,10.927936380288612,9.83138308090962,9.593910557119242,8.574973082249922,6.396148862976365,4.4483338917928785,3.5669928070410575,0.6880223830585712,0.7787159898136979,89.88007807264442
2024-10-07,35.07366103739445,10.924809006835545,9.799215811106643,9.593910557119242,8.574973082249922,6.408434972970559,4.548391748201761,3.5763749274002588,0.6907029888754859,0.7787159898136979,89.96919012196757
2024-10-08,35.07366103739445,10.921681633382478,9.777435888844211,9.593910557119242,8.574973082249922,6.4062011347897965,4.536696488406379,3.583746593396774,0.6933835946924005,0.7787159898136979,89.94040600008935
2024-10-09,35.07366103739445,10.928159764106688,9.75800149667158,9.616248938926864,8.574973082249922,6.381852298619488,4.462637492740026,3.5602912924987713,0.6933835946924005,0.7787159898136979,89.82792498771389
2024-10-10,35.370761515435824,10.916990573202877,9.78525432247688,9.616248938926864,8.298423915471563,6.366215431354153,4.47279028727159,3.5408569003261405,0.6980739847205468,0.7787159898136979,89.84433185900014
2024-10-14,35.64507684403342,10.916990573202877,9.750741522584104,9.616248938926864,8.253300384220168,6.3441004333646065,4.449145110128222,3.5408569003261405,0.7038819639905285,0.7787159898136979,89.99905866059062
2024-10-15,35.70740092927668,10.915873654112495,9.74560369476835,9.593910557119242,8.305572197650001,6.2786489746682745,4.459902828039137,3.5243264977885005,0.6938298038690077,0.7787159898136979,90.0037851271054
2024-10-16,35.553266094804094,10.915873654112495,9.75811318858062,9.593910557119242,8.47757773756869,6.275968368851361,4.387470625027923,3.5136040745208414,0.6967337935039986,0.7787159898136979,89.95123408390296
2024-10-17,35.58856073806014,10.915873654112495,9.742029553679131,9.593910557119242,8.575196466067998,6.277085287941741,4.367656033596926,3.5118170039762324,0.6967337935039986,0.7787159898136979,90.0475790778716
2024-10-18,35.9891435464415,10.91095921011482,9.773048518965286,9.593910557119242,8.182747732654247,6.198454183978912,4.219357436447304,3.3375776258767815,0.6898088951436357,0.7787159898136979,89.67372369655541
2024-10-21,35.2658267435107,10.907161685207525,9.927662735111468,9.593910557119242,8.466445181611045,6.321762051556985,4.022346870392709,3.3536612607782694,0.6949467229593889,0.7787159898136979,89.33243979806103
2024-10-22,35.650046910601795,10.907161685207525,9.919620917660724,9.593910557119242,8.013869566188625,6.329580485189652,4.099550104990395,3.3536612607782694,0.6994143993209132,0.7787159898136979,89.34553187687084
