date,DEUTSCHE BANK AG,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD
2024-03-04,0.0,0.0,100.0,0.0,0.0
2024-03-06,0.0,0.0,100.0,0.0,0.0
2024-03-25,0.0,57.89302022178735,42.106979778212654,0.0,0.0
2024-03-27,0.0,57.69141477457399,42.30858522542601,0.0,0.0
2024-04-05,0.0,70.2838063439065,29.716193656093488,0.0,0.0
2024-04-22,0.0,67.36,28.48,0.0,4.16
2024-04-25,0.0,49.29742388758782,21.89695550351288,25.76112412177986,3.0444964871194378
2024-05-22,0.0,41.69224979698548,33.94600804135554,21.786923884410466,2.5748182772485095
2024-05-28,0.0,44.15312008390141,30.04719454640797,23.072889355007867,2.7267960146827477
2024-07-08,0.0,82.63753032318648,9.341497769778542,7.173226908730469,0.84774499830451
2024-07-22,0.0,83.841896369661,8.693514910971125,6.675648448215174,0.7889402711527025
2024-08-16,0.0,81.36412666615301,10.738500654904076,7.062691013688779,0.8346816652541285
2024-09-11,0.0,84.5722103577149,7.2190336358782705,7.3411639081687134,0.8675920982381206
2024-09-30,0.0,84.5257380012049,7.240779168619051,7.363277327799719,0.8702055023763304
2024-10-03,50.1018738100805,42.176759410801964,3.6130131266909378,3.6741374127392366,0.43421623968736434
2024-11-22,75.22944982195698,15.692863232860224,2.908872059782336,5.516826320276844,0.651988565123627
2024-11-26,79.4912559618442,10.916799152093269,3.073661897191309,5.829358770535241,0.688924218335983
2024-12-09,79.61783439490446,10.774946921443737,3.0785562632696393,5.83864118895966,0.6900212314225054
2024-12-10,71.92519779429394,19.39582833852793,2.781107648046032,5.2745145049148885,0.6233517142172141
2024-12-20,73.74730280508271,19.39582833852793,0.9590026372572524,5.2745145049148885,0.6233517142172141
2025-01-20,73.02943969610635,19.207027540360873,1.9230769230769231,5.223171889838556,0.6172839506172839
2025-01-24,72.00374531835206,20.34176029962547,1.8960674157303372,5.149812734082397,0.6086142322097379
2025-02-03,73.72962607861938,18.432406519654844,1.9415148609779485,5.273250239693192,0.6232023010546501
2025-03-19,73.2421875,18.7744140625,1.9775390625,5.37109375,0.634765625
2025-03-25,71.90795781399808,20.254074784276128,1.9415148609779485,5.273250239693192,0.6232023010546501
2025-04-03,67.08407871198568,25.60375670840787,1.8112701252236136,4.919499105545618,0.5813953488372093
2025-04-08,67.14413607878245,25.62667860340197,1.7233661593554161,4.923903312444047,0.5819158460161146
2025-04-09,67.1742051052396,25.638154948499775,1.6793551276309895,4.926108374384237,0.5821764442454098
2025-04-10,67.1742051052396,25.638154948499775,1.6793551276309895,4.926108374384237,0.5821764442454098
2025-04-11,67.44604316546763,25.74190647482014,1.2814748201438848,4.946043165467626,0.5845323741007195
2025-04-16,68.1044267877412,25.993189557321227,0.3178206583427923,4.994324631101021,0.5902383654937571
2025-04-30,64.7528599179797,24.71400820202892,5.22339736671703,4.748543060651846,0.5611914526224908
