date,GET NICE SECURITIES LTD,CHONG HING BANK LTD,CITIBANK N.A.,DBS BANK (HONG KONG) LTD,PLANETREE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,IMAGI BROKERAGE LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,HANG SENG SECURITIES LTD
2024-04-30,10.899327059250833,3.5545621849002327,2.0455011427675305,0.0,0.0,1.3630770277530335,0.5902884980239421,0.0,0.11511972517048341,0.24391446925100582
2024-05-02,57.94403980348789,18.8951370132185,10.873357207667562,0.0,0.0,7.24576638675041,3.133166289094591,0.0,0.6119468071934702,1.2965864925875767
2024-05-03,57.94417672477059,18.8951370132185,10.873357207667562,0.0,0.0,7.245629465467705,3.133166289094591,0.0,0.6119468071934702,1.2965864925875767
2024-05-06,57.948034456842414,18.89340378413438,10.87235980717551,0.0,0.0,7.244964832249459,3.132878887371394,0.0,0.6118906740199758,1.2964675582068703
2024-05-07,57.94963382655065,18.893300317829535,10.872437174638971,0.0,0.0,7.244925156511381,3.131355743020936,0.0,0.6118873231114929,1.2964604583370356
2024-05-08,57.95082391602882,18.893688322316038,10.872660457725146,0.0,0.0,7.245073942769888,3.1293663887026786,0.0,0.6118998892075486,1.2964870832498856
2024-05-14,57.951572310850096,18.8933520508403,10.872466945187261,0.0,0.0,7.244944994326101,3.1293106919728664,0.0,0.6118889985611466,1.2964640082622327
2024-05-16,57.952435810233915,18.892964060165003,10.872243670048954,0.0,0.0,7.244796213363713,3.129246428978913,0.0,0.6118764329123872,1.2964373842971093
2024-05-20,57.9628728342337,18.891903633620693,10.864925436688646,0.0,0.0,7.243020598051986,3.1290707902614305,0.0,0.6118420894388469,1.2963646177046908
2024-05-21,57.96369422134822,18.891903633620693,10.864925436688646,0.0,0.0,7.243020598051986,3.128249403146925,0.0,0.6118420894388469,1.2963646177046908
2024-05-22,57.964487742737056,18.89216226326483,10.865074177220766,0.0,0.0,7.241750757540455,3.128292228795711,0.0,0.6118504655403203,1.2963823649008575
2024-05-23,57.96488451157901,18.89229158074239,10.86514854901403,0.0,0.0,7.24111582424654,3.1283136420598177,0.0,0.6118546536770589,1.296391238681161
2024-05-27,57.96522978685527,18.89213639998176,10.865059302984292,0.0,0.0,7.2410563459213915,3.128287946178067,0.0,0.6118496279198528,1.2963805901593743
2024-05-31,10.92655294497141,3.5545621849002327,2.0238389195972326,0.0,0.0,1.3624073276312407,0.5885884900224682,0.0,0.11511972517048341,0.24391446925100582
2024-06-03,58.0855830437795,18.88898161067165,10.751416705444628,0.0,0.0,7.239847165198239,3.126259911327537,0.0,0.6117474554273039,1.296164108151142
2024-06-05,58.089014899527214,18.888984842498523,10.748614762608904,0.0,0.0,7.23984840390624,3.125625201444864,0.0,0.6117475600947714,1.296164329919477
2024-06-07,58.089699283036,18.888984842498523,10.748614762608904,0.0,0.0,7.23984840390624,3.1249408179360776,0.0,0.6117475600947714,1.296164329919477
2024-06-11,58.089694718510806,18.886402241606827,10.752879915969524,0.0,0.0,7.238858533931776,3.124513559668352,0.0,0.6116639187658505,1.2959871115468566
2024-06-13,58.08980943339734,18.88635054664838,10.752850483700033,0.0,0.0,7.23883872007383,3.124505007399022,0.0,0.611662244548577,1.2959835642328141
2024-06-14,58.089866790605114,18.886324699275274,10.75283576762571,0.0,0.0,7.238828813185531,3.1245007312819135,0.0,0.6116614074433773,1.295981790583075
