date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,GF SECURITIES (HONG KONG) BROKERAGE LTD,CCB INTERNATIONAL SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,CITIBANK N.A.,CMB WING LUNG BANK LTD
2024-03-01,78.71262161164584,16.7258750342192,0.0,0.0,0.0,2.0104682953356874,1.2717434100007246,0.0,1.2792916487985366,0.0
2024-03-04,78.71129344483407,16.727047038460917,0.0,0.0,0.0,2.0106844658968432,1.2715254245150691,0.0,1.2794496262931099,0.0
2024-03-05,75.69911474682364,16.093757840136345,0.0,0.0,3.813846710081065,1.9353223515630753,1.2263914439629038,0.0,1.2315669074329694,0.0
2024-03-06,75.43531403054546,16.040682467672422,0.0,0.0,3.8016949272886595,1.9320311755693556,1.2290249643889457,0.0,1.2274272151584418,0.33382521937672693
2024-03-07,75.43140587193727,16.039159455544038,0.0,0.0,3.801345619376497,1.9320728388034496,1.235233283253966,0.0,1.226950512943121,0.3338324181416523
2024-03-08,75.40523434517007,16.04497760425493,0.0,0.0,3.8019577905898183,1.9328872331589129,1.2500984091444396,0.0,1.2309584389467108,0.3338861787351164
2024-03-11,75.39686165592366,16.039890069033763,0.0,0.0,3.801580361014883,1.9340018593621295,1.2618814164446852,0.0,1.2317333842620786,0.33405125395880975
2024-03-12,75.39717960102898,16.031554847896597,0.0,0.0,3.801610904169036,1.934021167755702,1.2671412544155567,0.0,1.23202694302238,0.33646528171173884
2024-03-13,75.3929629074845,16.028271953429645,0.0,0.0,3.8008858289433616,1.9339424629911395,1.2738991678216804,0.0,1.231237960580624,0.33879971874905807
2024-03-14,72.6271017464736,15.43081916254398,0.0,3.656112246334268,3.661428127404885,1.8631947690632862,1.263138834327613,0.0,1.1727814651503794,0.32542364870199264
2024-03-15,72.6152805836326,15.430917330364752,0.0,3.6567101243646185,3.6620268747325357,1.8635687459204007,1.2810840626307733,0.0,1.1632031217352794,0.3272091566190432
2024-03-18,72.61195903154356,15.42875108726672,0.0,3.6569685898002655,3.662285715969423,1.8637004676296391,1.2849166278913062,0.0,1.164186195316836,0.32723228458224973
2024-03-19,72.60015368200398,15.428515473484584,0.0,3.6573234057781865,3.6626410478394757,1.8640198990504322,1.2950209713581862,0.0,1.1650614863157325,0.3272640341694312
2024-03-20,72.58707597813819,15.428673492926395,0.0,3.6576073081376457,3.6629253629847245,1.8643725209689452,1.299765179704524,0.0,1.1645281469512971,0.33505201018827585
2024-03-21,72.57188564193703,15.420837166250942,0.0,3.6587737980993844,3.664509533679969,1.8651751019751113,1.3196616525841012,0.0,1.1547079151983481,0.3444491902751221
2024-03-22,72.57495814557457,15.42229260781951,0.0,3.6597608236674968,3.6654981065745855,1.8658169682949939,1.3233464323322413,0.0,1.143784803576585,0.3445421121600153
2024-03-25,72.56624707610794,15.424390453489211,0.0,3.660867737384182,3.6666067555623587,1.8664506648122223,1.3327648451862353,0.0,1.1371937012188138,0.34547876623903856
2024-03-26,72.5596744909369,15.422436637233083,0.0,3.661309674307083,3.6670493852947836,1.8661209505145666,1.3392392094050904,0.0,1.1386491801587757,0.34552047214972204
2024-03-27,72.54838601719837,15.42259915309521,0.0,3.662056637819252,3.667797519796314,1.8665016679035134,1.3481865584320347,0.0,1.1388814821125568,0.34559096364275643
2024-03-28,67.08471164664334,14.261065539730449,7.5257532728327385,3.3876894674026334,3.3929359399018955,1.726627644174958,1.2534455099209352,0.0,1.048399267924444,0.31937171146860605
2024-04-02,67.09250048703446,14.256789222296465,7.526511814255481,3.3880309219647553,3.393277923270446,1.7269942733612722,1.2544706370680823,0.0,1.0420208189250515,0.3194039018239922
2024-04-03,67.09387884668662,14.255798105632985,7.526666440184327,3.388100526243762,3.393347635344733,1.7270297530230623,1.2544964091245476,0.0,1.041271820048305,0.31941046371165216
2024-04-05,67.1025731982062,14.243547002870974,7.528335064790164,3.3888516513201914,3.394099923679216,1.727412626950558,1.2617097188662127,0.0,1.033989537889805,0.31948127542668514
2024-04-08,67.10372653797899,14.241795111091934,7.528291556320767,3.3888320661466977,3.394080308174409,1.7274026437233552,1.2626656429112153,0.0,1.0340477765483918,0.3191583571042373
2024-04-09,67.1027279166415,14.240053615135931,7.528114064086795,3.388723263749456,3.3939713372762492,1.7272829711237088,1.2665420555389835,0.0,1.0334366662936274,0.31914811015376154
2024-04-10,67.10442530645099,14.238722808628273,7.528225247205765,3.388773311984457,3.3940214630203283,1.7273084814582278,1.266560761166295,0.0,1.0328097964164067,0.319152823669258
2024-04-11,67.10692461661917,14.236491857398137,7.528505636611126,3.388899527141768,3.394147873645482,1.7273728152131418,1.2695618550366188,0.0,1.0289311077905674,0.3191647105439873
2024-04-12,67.11097133819199,14.23252613509256,7.528887579918815,3.3890714560154778,3.3943200687832986,1.727460449933563,1.267956571597252,0.0,1.0296254977554316,0.31918090271161353
2024-04-15,67.11114373041312,14.231920504184798,7.528906919851269,3.3890801617389132,3.3943287879891786,1.727464887371108,1.2683451432197583,0.0,1.0296281426199443,0.3191817226119021
