date,CLSA LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG BANK LTD,KGI ASIA LTD,DBS BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,DEUTSCHE BANK AG,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-01,0.0,54.14162723146529,16.717498362788216,0.0,14.333068503683208,0.0,9.79677398514035,5.011031916922927,0.0,0.0
2024-03-04,0.0,54.124436965296574,16.71624798303441,0.0,14.34189692860268,0.0,9.805265201166751,5.012152921899592,0.0,0.0
2024-03-05,0.0,54.126738019922,16.717470560276286,0.0,14.341855631205972,0.0,9.804254204738385,5.009681583857352,0.0,0.0
2024-03-06,0.0,51.52655217014552,15.917061913770148,0.0,13.652579628510017,0.0,9.333057358149514,4.769147926588774,4.801601002836027,0.0
2024-03-07,0.0,51.499564519719954,15.963243327094585,0.0,13.643942586966498,0.0,9.327152979173245,4.767533224601868,4.798563362443856,0.0
2024-03-08,0.0,51.50239529703673,15.973003967963125,0.0,13.637389026005986,0.0,9.325009114307939,4.765944114230703,4.796258480455515,0.0
2024-03-11,0.0,44.20591905162185,13.721405394019268,14.150929291662228,11.708278060796477,0.0,8.005716057992323,4.08996039993552,4.117791743972334,0.0
2024-03-12,0.0,44.22201113303937,13.726261204828507,14.147458198725078,11.700994566773621,0.0,8.002549176402269,4.0839440327395256,4.1167816874916205,0.0
2024-03-13,0.0,44.23505284841264,13.708721726679437,14.146947570453966,11.702577422035922,0.0,8.006270703335089,4.083796629774876,4.116633099308069,0.0
2024-03-14,0.0,44.22482148924082,13.708794849067932,14.146048046582468,11.697823211506973,0.0,8.007766685273712,4.0983743722869175,4.116371346041183,0.0
2024-03-15,0.0,44.22053161095808,13.70940568993909,14.146678370721633,11.700149076876405,0.0,8.00812349790618,4.098556988964711,4.116554764633897,0.0
2024-03-18,0.0,44.218142866045845,13.711798607577416,14.144182648046346,11.701493109187467,0.0,8.007913598620151,4.100640638492806,4.1158285320299655,0.0
2024-03-19,0.0,44.208232591222526,13.751548703412928,14.134554475455605,11.693527714648377,0.0,8.002462483052868,4.096647210848917,4.113026821358776,0.0
2024-03-20,0.0,43.49575452202722,13.530470763482796,13.90549584196955,11.484120642768632,0.0,6.268219942412667,4.0148851895681315,4.046372841933539,3.254680255837461
2024-03-21,0.0,43.487081901016694,13.536164211122937,13.904865505702302,11.48537385046839,0.0,6.263599889927699,4.022192500801789,4.046189419811661,3.2545327211485247
2024-03-22,0.0,40.566296519272946,12.64906601391355,12.959451416760393,10.702260635642231,6.808651715966987,5.761956915643364,3.7479824399591606,3.7710825169474163,3.0332518258939496
2024-03-25,0.0,40.55649655499593,12.685833922489431,12.956203352782648,10.68415247884316,6.806945244322127,5.759410935868421,3.748328557426335,3.770137359865801,3.032491593406147
2024-03-26,0.0,40.57322502611157,12.659975840871512,12.94531062866901,10.654986451811343,6.85002977028659,5.781724775410557,3.737837756826153,3.7669676762005078,3.0299420738127547
2024-03-27,0.0,40.58109106899929,12.666678929387288,12.947580725752205,10.65166148508012,6.849189594330819,5.7763971123633935,3.731324994705326,3.766505646724162,3.029570442657392
2024-03-28,0.0,40.62613216053811,12.690858012609555,12.939124463189453,10.608035926326302,6.844716284082478,5.772991147217571,3.726504537662676,3.764045684406303,3.027591783967548
2024-04-02,0.0,40.63307222000658,12.735678121125874,12.930364236115494,10.599937826175994,6.840082178500144,5.764685359574178,3.7091407595477834,3.761497297534691,3.0255420014192578
2024-04-03,0.0,40.587351416933124,12.76125533225322,12.928990304467861,10.598811516833395,6.839355377212426,5.7961328927510705,3.7017850257467066,3.761097615044298,3.025220518757896
2024-04-05,0.0,40.59146726044672,12.727654546699593,12.93609497290959,10.604819019153057,6.843113702585558,5.799684554284481,3.7071186294832463,3.7631643929521315,3.0268829214856225
2024-04-08,0.0,40.628671612467464,12.693994112812721,12.935976414004452,10.604721826318997,6.84305098566287,5.799631400357246,3.7039685645093976,3.7631299036683705,3.0268551801984795
2024-04-09,0.0,40.636082602647434,12.692827991483982,12.934601289503775,10.605793878283848,6.842323553363319,5.796815527337238,3.7022918647838257,3.7627298741720154,3.026533418424565
2024-04-10,0.0,40.58652756878484,12.699105059610302,12.935572191897815,10.60658997477238,6.842837154685082,5.837575252351818,3.702019886810675,3.7630123137587637,3.0267605973283302
2024-04-11,0.0,40.5913686568287,12.7060445229628,12.933680261855176,10.605038676853312,6.841836335471382,5.836538193827905,3.696713499260782,3.7624619433583195,3.0263179095816257
2024-04-12,0.0,40.645247268615925,12.8420328776817,12.950262979380312,10.453117129836736,6.850608489800801,5.766033151378322,3.6952141215829264,3.767285925577039,3.0301980561462396
2024-04-15,0.0,40.759322539581525,12.932844508115924,12.976812313960048,10.170412841504579,6.864652922501517,5.77785409614041,3.7066812743278414,3.7750092385827223,3.0364102652854346
2024-04-16,0.0,40.753017857749406,12.948057004690286,12.972873736807397,10.167326031378838,6.862569439708725,5.776100466390374,3.7107032853868787,3.773863489936722,3.035488687951373
2024-04-17,0.0,40.744215257597595,12.953008729143264,12.974519390037784,10.169718864427862,6.863439980022022,5.776833184412949,3.7080486269481003,3.7743422173774763,3.0358737500329496
2024-04-18,0.0,40.77375675718024,12.974157121309279,12.951837804786182,10.16104482410689,6.857709930187293,5.772010305196411,3.7049529047615786,3.7711911489537924,3.0333392035183344
2024-04-19,0.0,40.77532353462966,12.934117624970416,12.953094117513276,10.160377044624022,6.898791286561039,5.772570183270599,3.700535824678931,3.771556949970462,3.033633433781592
2024-04-22,0.0,40.81915181902664,12.9324739236723,12.954760059421611,10.164072340793702,6.911621239758903,5.710843231377239,3.701011763296971,3.772042022859274,3.0340235997933584
2024-04-23,0.0,40.80524064971217,12.926722654558013,12.950286785144982,10.159644339878238,6.949091056494459,5.7088712791367024,3.69642774458544,3.7707395380217443,3.0329759524682522
2024-04-24,0.0,40.893416164626274,13.185193507333073,12.98615086812622,9.63911181672011,6.99227886126004,5.767628017997941,3.7136632955828426,3.7811820956218885,3.0413753727316095
2024-04-25,0.0,40.87479440100595,13.203098851370385,12.980938897470217,9.629720031886944,6.998677759592319,5.7759912660700445,3.7169595466604317,3.7796645243009084,3.0401547216428035
2024-04-26,0.0,40.867208707204796,13.21390165493124,12.978529847365605,9.62977361919433,6.9973789193834515,5.771021089406288,3.7236325635624943,3.778963080338374,3.0395905186134193
2024-04-29,0.0,40.875740574492646,13.215518599565105,12.981854036572521,9.63776362415596,7.001380570065721,5.752062150932324,3.7153804099937564,3.77993098567378,3.0403690485481847
2024-04-30,0.0,40.88011419423188,13.219997926225444,12.983360030740917,9.640723069320398,7.02060669377673,5.718479561231877,3.715627283382398,3.7803694865231448,3.0407217545672163
2024-05-02,0.0,40.849700555255474,13.2262117679583,12.984579424821016,9.660044163281826,7.021266067484369,5.714596885977966,3.721869258866822,3.780724537924441,3.0410073384297878
2024-05-03,0.0,40.74817877021868,13.32237097332377,12.976001046612875,9.700591025329922,7.016627405433312,5.707692896150438,3.7113128445847896,3.778226768537693,3.0389982698085194
