date,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIC SECURITIES BROKERAGE (HK) LTD,THE CORE SECURITIES COMPANY LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CLSA LTD,CITRUS SECURITIES LTD
2024-03-01,0.0,0.0,0.0,68.94461284100302,2.1769082391843484,0.0,0.0,0.0,28.878478919812622
2024-03-04,0.0,0.0,0.0,69.46710168569875,2.039151712887439,0.0,0.0,0.0,28.49374660141381
2024-03-05,0.0,0.0,0.0,70.21218715995647,1.278563656147987,0.0,0.0,0.0,28.50924918389554
2024-03-06,0.0,0.0,0.0,72.12953876349361,1.1530912659470067,1.0058881256133463,0.0,0.0,25.71148184494603
2024-03-07,0.0,0.0,0.0,68.11958010041077,1.0725696029210408,5.796439981743496,0.0,0.0,25.011410314924692
2024-03-08,0.0,0.0,0.0,69.11492122335497,1.0889712696941614,4.402224281742354,0.0,0.0,25.393883225208526
2024-03-11,0.0,0.0,0.0,56.08549376607955,0.33643380170195925,21.690085097961607,0.7322382742924994,0.0,21.155749059964375
2024-03-12,0.0,0.0,0.0,53.74321179208689,0.13576415826221877,25.27152831652444,0.11636927851047324,0.0,20.733126454615984
2024-03-13,0.0,0.0,0.0,52.41202056148675,0.4547251878212732,25.879794385132467,0.11862396204033215,0.0,21.13483590351918
2024-03-14,0.0,0.0,0.0,51.55851793765929,0.4508919819643208,26.524210939031562,0.27445598902176044,0.0,21.191923152323074
2024-03-15,0.0,0.0,0.0,55.624375624375624,0.4595404595404595,21.038961038961038,0.8591408591408592,0.0,22.017982017982018
2024-03-18,0.0,0.0,0.0,55.80086580086579,0.08658008658008658,20.692640692640694,0.2813852813852814,0.0,23.138528138528137
2024-03-19,0.0,0.0,0.0,60.23960216998192,0.27124773960216997,15.031645569620252,0.2938517179023508,0.0,24.16365280289331
2024-03-20,0.0,0.0,0.0,61.52497808939527,0.1971954425942156,14.439088518843121,0.2848378615249781,0.0,23.55390008764242
2024-03-21,0.0,0.0,0.0,57.45889993911102,0.18266693728435154,18.69291658209864,0.750964075502334,0.0,22.914552466003656
2024-03-22,0.0,0.0,0.0,56.76470588235294,0.17647058823529413,19.56862745098039,0.7254901960784313,0.0,22.764705882352942
2024-03-25,0.0,0.0,0.0,55.780510879848634,0.056764427625354774,21.532639545884578,0.7000946073793756,0.0,21.92999053926206
2024-03-26,0.0,0.0,0.0,52.72127542605828,0.25655121861828845,25.36192046912223,0.678028220634048,0.0,20.982224665567163
2024-03-27,0.0,0.0,0.0,50.598290598290596,0.017094017094017096,29.589743589743588,0.6324786324786326,0.0,19.162393162393162
2024-03-28,0.0,0.0,0.0,50.524145042103456,0.017185083347654236,29.45523285787936,0.7389585839491322,0.0,19.2644784327204
