date,EMPEROR SECURITIES LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,KINGSTON SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,CITIBANK N.A.,GET NICE SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,0.0,0.0,73.5150814132407,0.0,26.484918586759303,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,73.09916796484448,0.0,26.90083203515552,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,72.92039090540719,0.0,27.07960909459281,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,72.54756925930286,0.0,27.452430740697135,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,72.3480663034788,0.0,27.651933696521187,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,62.52532728057131,0.0,23.901027091002856,0.0,0.0,13.57364562842584,0.0,0.0
2024-03-11,0.0,8.975602003622823,49.473169958114,0.0,19.05298193659567,11.758097967569062,0.0,10.740148134098447,0.0,0.0
2024-03-12,0.0,8.96831586124696,49.408302919765994,0.0,19.14339856351933,11.74855307288384,0.0,10.731429582583873,0.0,0.0
2024-03-13,0.0,8.970215453349182,49.397587018397395,0.0,19.147453354773734,11.751041551097037,0.0,10.733702622382651,0.0,0.0
2024-03-14,0.0,8.293860844382012,45.673006953904554,0.0,17.703734595304045,10.865012541584035,7.605284345471808,9.859100719353545,0.0,0.0
2024-03-15,0.0,8.42992450354277,45.50687310263825,0.0,17.715299193992088,10.872109886446925,7.610252340269195,9.865540973110768,0.0,0.0
2024-03-19,0.0,8.429373872118097,45.5039006543846,0.0,17.714142054277538,10.871399734730446,7.609755248736942,9.871428435752371,0.0,0.0
2024-03-20,0.0,8.430750585576222,45.49826663637302,0.0,17.717035187045788,10.873175287998164,7.610998099347547,9.869774203659262,0.0,0.0
2024-03-21,0.0,8.422771901403195,45.517212170975235,0.0,17.70026815938853,10.895518898683381,7.603795211602287,9.860433657947375,0.0,0.0
2024-03-25,0.0,8.423871511604961,45.51662693380072,0.0,17.702578965815427,10.890413728217275,7.604787902712137,9.86172095784948,0.0,0.0
2024-03-26,0.0,8.46503753209384,45.4438813140997,0.0,17.592303379283653,10.943633319001696,7.641951201580756,9.913193253940356,0.0,0.0
2024-03-27,0.0,8.452195738763036,45.445371809171476,0.0,17.58632066466939,10.950551972003861,7.642201846778201,9.923357968614036,0.0,0.0
2024-03-28,0.0,8.452195738763036,45.445371809171476,0.0,17.58304080602028,10.950551972003861,7.642201846778201,9.926637827263148,0.0,0.0
2024-04-02,0.0,8.418509682174701,45.43412310692806,0.0,17.68937043882238,10.906908766758306,7.611744004600054,9.939344000716497,0.0,0.0
2024-04-03,0.0,8.419609885004922,45.42372475778413,0.0,17.694949450779404,10.908334174858693,7.612738772393042,9.94064295917981,0.0,0.0
2024-04-05,0.0,8.417684718725269,45.413338501841835,0.0,17.681104053205672,10.93850462225292,7.610998099347547,9.938370004626753,0.0,0.0
2024-04-08,0.0,8.417684718725269,45.43293730211826,0.0,17.681104053205672,10.918905821976493,7.610998099347547,9.938370004626753,0.0,0.0
2024-04-09,0.0,8.406700635609203,45.37365269165721,0.0,17.788520477711465,10.904657941105128,7.60106664687422,9.92540160704277,0.0,0.0
2024-04-10,0.0,8.38563677675152,45.27298042920585,0.0,17.809030109245487,10.916383558414411,7.712182610156061,9.903786516226672,0.0,0.0
2024-04-12,0.0,8.363863762065012,45.15543070769634,0.0,17.86015702876716,10.952951179429421,7.692158195826372,9.975439126215695,0.0,0.0
2024-04-15,0.0,8.355465694799722,45.127602297789394,0.0,17.91402179092479,10.946201089565701,7.6874176689841365,9.969291457936256,0.0,0.0
2024-04-16,0.0,8.214574024602548,45.081103036551454,0.0,18.07372778670876,10.927056803866805,7.673972810906199,10.029565537364245,0.0,0.0
2024-04-17,0.0,8.236977311273593,44.8631433524895,0.0,18.194447820151325,10.95685773880447,7.694901737016504,10.053672040264605,0.0,0.0
2024-04-18,0.0,8.216436309466474,45.04274350804858,0.0,18.106972974375918,10.929534022092867,7.675712538781207,10.028600647234953,0.0,0.0
2024-04-19,61.78897623393092,3.148660103392863,17.3231013190493,0.0,6.76510684610076,4.188359335833924,2.9414467447557042,3.844349416936533,0.0,0.0
2024-04-23,61.78850199262518,3.1486991817668923,17.30469964960625,0.0,6.777601920866852,4.18841131803185,2.941483251381477,3.8506026857215034,0.0,0.0
2024-04-24,61.73310790309397,3.1461923164705667,17.325645803593684,0.0,6.829251534687685,4.185076676526331,2.939141362919946,3.8415844027078148,0.0,0.0
2024-04-25,61.71590176016398,3.1455681737874412,17.32220873618934,0.0,6.84525502472651,4.184246439616687,2.9385582950741775,3.84826157044186,0.0,0.0
2024-04-26,61.69746281143058,3.144944278690468,17.331169343909263,0.0,6.936869667848936,4.158623908643904,2.9379754585209135,3.7929545309559316,0.0,0.0
