date,KINGSWAY FINANCIAL SERVICES GROUP LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,EAST ASIA SECURITIES CO LTD,PRUDENTIAL BROKERAGE LTD
2024-03-14,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,52.67546268464389,47.32453731535611,0.0
2024-04-08,0.0,0.0,0.0,54.13280637427086,45.86719362572914,0.0
2024-04-11,0.0,0.0,0.0,54.06340641932121,45.93659358067879,0.0
2024-04-17,0.0,91.64304127540571,0.0,4.518056559572339,3.8389021650219615,0.0
2024-04-18,0.0,91.58899629575696,0.0,4.515392109861638,3.895611594381406,0.0
2024-05-02,71.02906080335066,26.534192427665165,0.0,1.3081515026383173,1.128595266345859,0.0
2024-05-03,71.03808349722524,26.537107078193696,0.0,1.2960901875962372,1.1287192369848194,0.0
2024-05-06,71.0387904408748,26.536459322741297,0.0,1.296058550783553,1.1286916856003435,0.0
2024-05-24,70.64253630488767,26.388439041204514,0.0,1.2888291405128793,1.122395847145075,0.5577996662498663
2024-05-27,70.6211087423949,26.380434799621206,0.0,1.2884382079615386,1.1220553977725816,0.5879628522497763
2024-06-12,70.61254135667045,26.389365942492926,0.0,1.2882819013372688,1.1219192758457512,0.587891523653602
2024-08-08,70.60397604939523,26.386164910158545,0.0,1.2881256326330126,1.1217831869421233,0.5999502208710794
2024-09-11,70.60825844327397,26.387765329248474,0.0,1.2821383901262633,1.1218512272667882,0.5999866100845085
2024-10-02,70.61939509893776,26.39192732761365,0.0,1.2823406148246055,1.1220281707447826,0.5843087878792034
2024-10-03,70.6151113541162,26.390326403648466,0.0,1.2822628285456301,1.1219601089558173,0.5903393047338892
2024-10-04,69.5509678321319,25.985464519692563,1.4950137907527723,1.262939603582698,1.1050525864868248,0.6005616673532419
2024-10-07,69.55346113550972,25.979226345837812,1.4986522427916724,1.2629848781730848,1.1050922010519766,0.6005831966357303
2024-10-08,69.53715816909025,25.96716358872227,1.4978469909991579,1.2626888411431367,1.1048331732372563,0.6303092368079329
2024-10-09,69.49481615902012,25.9513518712015,1.4969349339918498,1.2463986884751883,1.1041604270598344,0.7063379202515118
2024-10-14,69.47242066986307,25.94298875505033,1.4964525298078266,1.2459970224250292,1.1038045988953957,0.7383364239583604
2024-10-18,69.47314938262477,25.942369479385587,1.4964168085328455,1.2459672796825254,1.103778250376604,0.7383187993976722
2024-10-29,69.47460670378413,25.941131016746898,1.4963453710987769,1.2459077984571831,1.1037255571125761,0.7382835528004321
2024-11-04,69.47533531218679,25.94051182976872,1.4963096549394448,1.2458780599741415,1.1036992123671598,0.7382659307637598
2024-11-06,69.4919222888079,25.94670503000772,1.4966668932766607,1.2223008824837778,1.1039627164287091,0.7384421889952417
2024-11-11,69.4931160201189,25.94670503000772,1.4966668932766607,1.2211071511727605,1.1039627164287091,0.7384421889952417
2024-12-10,69.49643442290989,25.943168871683213,1.4967383614145173,1.2211654609106253,1.1040154323402864,0.738477450741459
2025-02-11,69.50473181656757,25.934326998196983,1.4969170616239644,1.2213112596215154,1.104147244147933,0.7385656198420322
2025-02-26,69.46326464948699,25.918854338384484,1.4960239870335328,1.2205826140065121,1.1034884996702838,0.7977859114182004
2025-03-07,69.44669163357916,25.912670442660175,1.4956670555034541,1.2202913991437956,1.1032252219140277,0.8214542471993939
2025-03-12,69.44917708179923,25.913597838899133,1.4921416547503223,1.2203350725141844,1.1032647055683193,0.8214836464687983
2025-03-17,69.44420636325123,25.91890045973429,1.4920348569953135,1.2202477288992615,1.1031857410857182,0.8214248500341972
2025-03-24,69.4375798452598,25.91642722158803,1.4918924837673442,1.2201312901932413,1.1030804726904981,0.8308886865010825
