date,CITIC SECURITIES BROKERAGE (HK) LTD,CMBC SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,VICTORY SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,KGI ASIA LTD
2024-03-01,0.0,0.0,35.26582241367174,0.0,26.982500357702065,10.799177404926343,10.436263271502362,10.568415860944894,5.947820691252588,0.0
2024-03-04,0.0,0.0,35.29106201935452,0.0,26.976587244684648,10.77363899124968,10.434272673916215,10.573664491731398,5.950774579063539,0.0
2024-03-05,0.0,0.0,35.30973363679806,0.0,26.978958515754215,10.778664908102055,10.383933018668898,10.578597120215006,5.970112800461772,0.0
2024-03-06,0.0,0.0,33.49566727920326,0.0,25.591459666157483,10.225062079649211,9.85269887853107,10.035269970076767,5.66348193655637,5.1363601898258375
2024-03-07,0.0,0.0,33.49917610070753,0.0,25.583665037549295,10.226133200800748,9.85373099296581,10.036321209652879,5.664075211711703,5.136898246612033
2024-03-08,0.0,0.0,33.54616061313775,0.0,25.64088363175295,10.239675431868696,9.708129076091247,10.049874310134385,5.671576015172509,5.143700921842463
2024-03-11,0.0,0.0,33.55635436579961,0.0,25.64308204749016,10.238145107363817,9.685964878002306,10.048372351500042,5.685149056621841,5.1429321932222205
2024-03-12,0.0,0.0,33.55924916012465,0.0,25.64429232708153,10.238628318315367,9.671738479547752,10.05225528653093,5.690661503595535,5.143174924804239
2024-03-13,0.0,0.0,34.20852211348825,0.0,26.149994443961322,10.435411170646928,9.816470065565532,8.347543234078449,5.800034025726036,5.242024946533483
2024-03-14,0.0,0.0,33.48796982039549,0.0,25.578995320724847,10.188487755942722,9.606183818777053,10.308974968443627,5.698259956549768,5.131128359166492
2024-03-15,0.0,0.0,34.869464950397756,0.0,26.641768008783938,10.607141123497232,10.009624752311218,6.597624348984943,5.932406159318584,5.341970656706332
2024-03-18,0.0,0.0,33.49589499899335,0.0,25.578241151987168,10.187874790485209,9.598281749051665,10.308354754167533,5.7005328979419785,5.130819657373096
2024-03-19,0.0,0.0,6.423776409193352,0.0,4.914198996460696,1.9558571262137483,1.8476894090045357,1.978986738657957,1.0946834110694643,0.9850091796929925
2024-03-20,0.0,0.0,6.424429231999164,0.0,4.9145505164330565,1.9558571262137483,1.8476894090045357,1.978986738657957,1.094984713902916,0.9850091796929925
2024-03-21,31.162597069729507,0.0,6.424780751971524,0.0,4.924945464187145,1.9558571262137483,1.8496980945608814,1.9718056877940215,1.094984713902916,0.9850091796929925
2024-03-22,31.190417364684897,0.0,6.416997095440685,0.0,4.92107874449118,1.9377789562066376,1.8496980945608814,1.9718056877940215,1.0969933994592618,0.9850091796929925
2024-03-25,61.98719652063694,0.0,12.669784948191001,0.0,9.771663609539125,3.847014317712371,3.672150030543627,3.9148656489169036,2.181815806549581,1.9555091179104427
