date,FB SECURITIES (HONG KONG) LTD,KGI ASIA LTD,MIB SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHRISTFUND SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,HANG SENG BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-07,0.0,68.45692089914756,0.0,0.0,0.0,0.0,31.543079100852427,0.0,0.0
2024-03-11,0.0,61.535891292884436,10.110050985873817,0.0,0.0,0.0,28.354057721241745,0.0,0.0
2024-03-12,0.0,42.58619731047696,7.335473443223687,0.0,30.455772860103323,0.0,19.62255638619602,0.0,0.0
2024-03-13,0.0,42.62881881908128,7.330027906961828,0.0,30.433163819694915,0.0,19.607989454261975,0.0,0.0
2024-03-14,0.0,42.62622153842101,7.5986847614513655,0.0,30.270198891770594,0.0,19.504894808357033,0.0,0.0
2024-03-15,0.0,42.6280582998094,7.82104596682135,0.0,30.05866773359962,0.0,19.492227999769636,0.0,0.0
2024-03-18,0.0,42.581228623469336,7.959886653219142,0.0,29.9880701954377,0.0,19.470814527873824,0.0,0.0
2024-03-19,0.0,42.548608750620346,8.045127078608699,0.0,29.950365499360128,0.0,19.455898671410832,0.0,0.0
2024-03-20,0.0,42.52730738066172,8.091163008457261,0.0,29.93537126489203,0.0,19.446158345988998,0.0,0.0
2024-03-21,0.0,42.50227423568839,8.174695794993875,0.0,29.888318350879402,0.0,19.434711618438342,0.0,0.0
2024-03-22,0.0,38.09102409292314,7.518809090275799,0.0,26.77306403590733,0.0,17.41761074694073,10.199492033952994,0.0
2024-03-25,0.0,38.05739525344109,7.646575819073714,0.0,26.742838842728766,0.0,17.402233527506024,10.1509565572504,0.0
2024-03-26,0.0,38.047368298886084,7.670908109318359,0.0,26.7357929262134,0.0,17.397648573554918,10.148282092027237,0.0
2024-03-27,0.0,35.478936960914986,7.308002187409826,0.0,24.948238569872775,0.0,16.234442283635993,9.469768239341361,6.56061175882506
2024-03-28,0.0,35.40060661960278,7.549444075128829,0.0,24.85636124743653,0.0,16.198599907453996,9.448860899892262,6.546127250485599
2024-04-02,0.0,34.99915607917941,8.005422856042253,0.0,24.832603581385765,0.0,16.183117314355986,9.439829695381468,6.539870473655125
2024-04-03,0.0,35.41752486024535,9.501305269258921,0.0,24.041314737567777,0.0,15.585447404417879,9.119803827541185,6.334603900968887
2024-04-05,0.0,35.526331171602024,9.491053996900403,0.0,24.015375768315938,0.0,15.538990731870172,9.100479043906908,6.327769287404553
2024-04-08,0.0,35.534757462716215,9.49330512673343,0.0,24.021071840518356,0.0,15.542676337875896,9.078919096666182,6.329270135489922
2024-04-11,0.0,35.535600311677165,9.49353029845074,0.0,24.021641596354257,0.0,15.540673094500226,9.079134439560676,6.3294202594569375
2024-04-12,0.0,35.52717362087921,9.491279061840006,0.0,24.015945253970383,0.0,15.536987876132988,9.100694846995482,6.327919340181931
2024-04-16,89.09978706708922,3.8725375737207433,1.0345696277973373,0.0,2.6177891705340532,0.0,1.6935647618590282,0.9919951166969467,0.6897566823026734
2024-04-17,89.10052405204166,3.872569605244202,1.034578185194308,0.0,2.6162082288960797,0.0,1.694354219088418,0.9920033219407298,0.6897623875945988
2024-04-22,89.09706954044225,3.8724194620574677,1.0345380736194403,0.0,2.6161067960283226,0.0,1.6942885273726214,0.9958419556255358,0.689735644854372
2024-04-23,89.09720771576312,3.872425467561403,1.0345396780227167,0.0,2.615955769167831,0.0,1.694291154943451,0.9958435000173151,0.6897367145241663
2024-04-24,86.95997508509465,3.779535080968069,1.0097235023615774,2.4492196364841003,2.5532051378788356,0.0,1.603194450829059,0.9719555547287722,0.6731915516549342
2024-04-25,86.96052353034379,3.7795589180040965,1.0097298705563391,2.4497396329854806,2.5532212406114607,0.0,1.602700012376097,0.9713309977362727,0.6731957973864664
2024-04-29,86.96271738052153,3.7796542691550266,1.0097553441386733,2.449801435301187,2.550762841970077,0.0,1.602740445477972,0.971355502587388,0.6732127808481544
2024-05-02,86.96447254036458,3.7797305535398023,1.009775723929976,2.4498508793989826,2.549048319997339,0.0,1.6025205071763002,0.9713751073585224,0.6732263682345008
2024-05-06,86.96798307260455,3.7798831315475687,1.0098164859806211,2.4499497735823663,2.5488989220902196,0.0,1.616461500802608,0.9537535687393979,0.6732535446526571
2024-05-08,86.96754424057498,3.7798640586229406,1.0098113905443193,2.449937411372809,2.548886060592831,0.0,1.6169579346205645,0.9537487561911531,0.6732501474803991
2024-05-10,86.96535014685453,3.7797686968869324,1.009785914134123,2.4498756021963315,2.5475603110626017,0.0,1.620701472553706,0.9537246941784203,0.6732331621333507
2024-05-13,86.96129136531484,3.779592290359673,1.0097387861639555,2.4497612634412755,2.548324382822048,0.0,1.6218872175081989,0.9562029528894406,0.673201741500584
2024-05-14,86.96183982716735,3.779616128117333,1.009745154551505,2.4497767140007105,2.5477097584794035,0.0,1.621897446694702,0.956208983628344,0.6732059873606496
2024-05-20,86.96293677162745,3.7796638045347284,1.0097578915675987,2.449807615704265,2.547741895519179,0.0,1.6206564964709587,0.9562210453343678,0.6732144792414541
2024-05-21,86.9640337437618,3.7797114821549274,1.009770628905028,2.4498385181874234,2.5465126084741523,0.0,1.6206769398354768,0.9562331073446904,0.6732229713364958
2024-05-22,86.96183982716735,3.779616128117333,1.009745154551505,2.4497767140007105,2.5464483654068846,0.0,1.623158839767221,0.956208983628344,0.6732059873606496
2024-05-23,86.95745232604864,3.779425434474887,1.0147395274251692,2.4496531149819383,2.5463198889961487,0.0,1.6230769462465746,0.9561607398470057,0.6731720219796442
2024-05-24,86.95317493869975,3.779239526699222,1.0146896129681453,2.449532617946171,2.5461946369770514,0.0,1.64544766751123,0.9385820901655536,0.6731389090328707
2024-05-27,86.95229757792237,3.77920139403148,1.0146793747121154,2.449507902070719,2.5469256985747766,0.0,1.6456833158150947,0.9385726198372666,0.6731321170361789
2024-06-03,86.9527362560979,3.77922046026916,1.0146844938143043,2.449520259946099,2.546938547927235,0.0,1.645187113950388,0.9385773549775209,0.6731355130173918
