date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,HGNH INTERNATIONAL SECURITIES CO LTD,HEAD & SHOULDERS SECURITIES LTD,LONG BRIDGE HK LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8053657476131004,1.8053657476131004
2024-03-04,2.995423572205839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8053657476131004,4.800789319818939
2024-03-06,2.9963910779655456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8053657476131004,4.8017568255786465
2024-03-14,2.9963910779655456,0.0,2.6837259766232977,0.0,0.0,0.0,0.0,0.0,1.8053657476131004,7.485482802201944
2024-03-19,2.9963910779655456,3.2873810802726777,2.6837259766232977,0.0,0.0,0.0,0.0,0.0,1.8052982472112604,10.772796382072782
2024-03-27,2.9963910779655456,3.2873810802726777,2.6837259766232977,0.0,0.0,0.0,1.0376386772186912,0.0,1.8052982472112604,11.810435059291473
2024-03-28,2.9860635164840232,3.2873810802726777,2.6837259766232977,0.0,0.0,0.0,1.0376386772186912,0.0,1.8052982472112604,11.80010749780995
2024-04-02,2.9851185108582627,3.2873810802726777,2.6837259766232977,0.0,0.0,0.0,1.0376386772186912,0.0,1.8053432474791538,11.799207492452084
2024-04-03,2.9851185108582627,3.2873810802726777,2.6850759846600982,0.0,0.0,0.0,1.0376386772186912,0.0,1.8053432474791538,11.800557500488884
2024-04-23,2.9851185108582627,3.2873810802726777,2.6850759846600982,0.0,2.2294932725078755,0.0,1.0376386772186912,0.0,1.8053432474791538,14.030050772996761
2024-04-25,2.9705159239268726,3.2873810802726777,2.6850759846600982,0.0,2.2294932725078755,0.0,1.0376386772186912,0.0,1.8053432474791538,14.015448186065369
2024-05-02,2.9772659641108743,3.2873810802726777,2.6850759846600982,0.0,2.2294032719720884,0.06273037344332266,1.0376386772186912,0.0,1.8053432474791538,14.084838599156907
2024-05-03,2.9663983994146315,3.2873810802726777,2.684175979302231,0.0,2.2294032719720884,0.09234054971714355,1.0376386772186912,0.0,1.8071432581948876,14.104481216092351
2024-05-06,2.966083397539378,3.2873810802726777,2.684175979302231,0.0,2.2294032719720884,0.11254567000125537,1.0376386772186912,0.0,1.8071432581948876,14.124371334501209
2024-05-07,2.965993397003591,3.2873810802726777,2.684175979302231,0.0,2.2294032719720884,0.11630319237034967,1.0376386772186912,0.0,1.8071432581948876,14.128038856334518
2024-05-09,2.965993397003591,3.2873810802726777,2.684175979302231,0.0,2.2294032719720884,0.11886820764027031,1.0376386772186912,0.0,1.8071432581948876,14.130603871604439
2024-05-10,2.9682434103982587,3.2873810802726777,2.684175979302231,0.0,2.2294032719720884,0.12044321701653739,1.0376386772186912,0.0,1.8071432581948876,14.134428894375372
2024-05-13,2.967118403700925,3.2873810802726777,2.684175979302231,0.0,2.2294032719720884,0.12314323309013807,1.0376386772186912,0.0,1.8071432581948876,14.13600390375164
2024-05-14,2.967118403700925,3.2873810802726777,2.6954260462755677,0.0,2.2294032719720884,0.13644081225262145,1.0376386772186912,0.0,1.8071432581948876,14.16055154988746
2024-05-16,2.967118403700925,3.2873810802726777,2.6954260462755677,0.0,2.2294032719720884,0.14647587199283735,1.0376386772186912,0.0,1.8071432581948876,14.170586609627675
2024-05-17,2.967118403700925,3.286143572905611,2.6954260462755677,0.0,2.2294032719720884,0.14762337882411766,1.0376386772186912,0.0,1.8071432581948876,14.170496609091888
2024-05-20,2.957218344764389,3.286143572905611,2.6954260462755677,0.0,2.2294032719720884,0.17320603112148417,1.0376386772186912,0.0,1.8071432581948876,14.18617920245272
2024-05-21,2.916628103124592,3.286143572905611,2.6954260462755677,0.0,2.2339032987614234,0.3116268551614128,1.0376386772186912,0.0,1.8053432474791538,14.28670980092645
2024-05-22,2.9076955499477632,3.241075804610426,2.716283670444133,0.0,2.190770541985652,0.3665946823931335,1.0376386772186912,0.0,1.8111257819034485,14.271184708503249
2024-05-23,2.9092480591900833,3.241075804610426,2.7077111194104506,0.0,2.1955180702484,0.3665946823931335,1.0376386772186912,0.18675111175738096,1.805950751095714,14.45048827592428
2024-05-24,2.9052655354815227,3.241075804610426,2.710433635617998,0.0,2.189893036761732,0.3523745977388365,1.0376386772186912,0.18675111175738096,1.8058382504259805,14.429270649612569
2024-05-27,2.916290601115392,3.241075804610426,2.710433635617998,0.0,2.1955180702484,0.3750322326231357,1.0376386772186912,0.18675111175738096,1.8057932501580873,14.468533383349511
2024-05-28,2.926190660051928,3.241075804610426,2.7002635750741018,0.0,2.189893036761732,0.381669772137404,1.0376386772186912,0.18675111175738096,1.805523248550727,14.469005886162392
2024-05-29,2.926190660051928,3.241075804610426,2.700488576413569,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.469073386564233
2024-05-30,2.928440673446595,3.241075804610426,2.700826078422769,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.471660901968097
2024-05-31,2.9361582193903035,3.241075804610426,2.700826078422769,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.479378447911806
2024-06-05,2.93503321269297,3.241075804610426,2.700826078422769,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.478253441214473
2024-06-06,2.9323331966193695,3.241075804610426,2.709826132001438,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.484553478719542
2024-06-07,2.9323331966193695,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.476003427819805
2024-06-11,2.9305331859036357,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.474203417104073
2024-06-13,2.954428328155002,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.498098559355437
2024-06-14,2.954158326547642,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.497828557748079
2024-06-17,2.965408393520978,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.381669772137404,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.509078624721413
2024-06-19,2.950580805250121,3.241075804610426,2.701973585254049,0.0,2.1897130356901586,0.3951023521035674,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.508381120569066
2024-06-21,2.950580805250121,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.3974198659000747,1.0376386772186912,0.18675111175738096,1.8055682488186204,14.510023630347174
2024-06-24,2.950580805250121,3.241075804610426,2.7012760811017023,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055682488186204,14.514411156466775
2024-07-02,2.9528083185108414,3.241075804610426,2.700803578288822,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055682488186204,14.516166166914616
2024-07-04,2.9640583854841775,3.241075804610426,2.700803578288822,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055682488186204,14.527416233887951
2024-07-05,2.9718209316957798,3.241075804610426,2.700803578288822,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055682488186204,14.535178780099557
2024-07-08,2.975893455940127,3.241075804610426,2.700803578288822,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055907489525673,14.539273804477848
2024-07-09,2.9872110233153037,3.241075804610426,2.690903519352286,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055907489525673,14.54069131291649
2024-07-11,2.9872110233153037,3.241075804610426,2.690903519352286,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.8055457486846738,14.540646312648597
2024-07-12,2.9872110233153037,3.241075804610426,2.690903519352286,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.805523248550727,14.54062381251465
2024-07-15,2.9872110233153037,3.0752498174234506,2.690903519352286,0.0,2.1897130356901586,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.805523248550727,14.374797825327674
2024-07-16,2.9872110233153037,3.0752498174234506,2.690903519352286,0.0,2.189645535288318,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.805523248550727,14.374730324925833
2024-07-17,2.987211045815437,3.0752498174234506,2.690903519352286,0.0,2.189645535288318,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.805523248550727,14.374730347425968
2024-07-18,2.9872110683155713,3.0752498174234506,2.690093514530206,0.0,2.1896230351543715,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.805523248550727,14.373897864970075
2024-07-19,2.9872110683155713,3.0752498174234506,2.690093514530206,0.0,2.189600535020425,0.4018073920196758,1.0376386772186912,0.18675111175738096,1.805523248550727,14.373875364836127
