date,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,MERRILL LYNCH FAR EAST LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-05-06,38.68021110446377,0.0,16.98304108196851,0.0,20.995054451869304,0.0,7.52137807155588,0.0,9.274039994663923,6.546275295478606
2024-05-07,38.68021110446377,0.0,16.98305258709314,0.0,20.995054451869304,0.0,7.52137807155588,0.0,9.274039994663923,6.5462637903539775
2024-05-08,34.224149632331425,0.0,15.0265605165571,0.0,18.576369274696134,0.0,6.6548956485027775,11.520261510718885,8.205646334669979,5.7921170825237
2024-05-21,34.224149632331425,0.0,15.02657295841777,0.0,18.576369274696134,0.0,6.6548956485027775,11.520261510718885,8.205646334669979,5.792104640663031
2024-06-13,33.346150146440415,0.0,15.02657295841777,0.0,19.45436876058714,0.0,6.6548956485027775,11.520261510718885,8.205646334669979,5.792104640663031
2024-06-21,33.34500679160921,0.0,15.029486481505327,0.0,19.453701719671983,0.0,6.65466746902606,11.519866510198668,8.20536498388919,5.7919060440995676
2024-06-26,34.27645171883784,0.0,15.029486481505327,0.0,18.522256792443343,0.0,6.65466746902606,11.519866510198668,8.20536498388919,5.7919060440995676
2024-06-27,34.22297617312685,0.0,15.029486481505327,0.0,18.57573233815433,0.0,6.65466746902606,11.519866510198668,8.20536498388919,5.7919060440995676
2024-07-18,34.22200082173497,0.0,15.029709340943262,0.0,18.576007781847846,0.0,6.654766145414878,11.52003732847504,8.205486654249027,5.791991927334976
2024-07-22,31.32054836630355,0.0,22.233766747045067,0.0,17.00107346776401,0.0,6.0905534427878365,10.543331122210885,7.509798826848243,5.300928027040409
2024-08-12,29.5663672915639,0.0,26.58924778877827,0.0,16.04888830872333,0.0,5.749437653272374,9.95282703195703,7.089194857112768,5.004037068592329
2024-08-22,29.664085786050038,0.0,26.476966795651336,0.0,16.04888830872333,0.0,5.749437653272374,9.95282703195703,7.089194857112768,5.018599567233126
2024-08-23,29.563924329201747,0.0,26.476966795651336,0.0,16.04888830872333,0.0,5.749437653272374,9.95282703195703,7.189356313961061,5.018599567233126
2024-08-26,29.664085786050038,0.0,26.476966795651336,0.0,16.04888830872333,0.0,5.749437653272374,9.95282703195703,7.089194857112768,5.018599567233126
2024-08-28,29.661404703323978,0.0,26.47457376932225,0.0,16.05647593090768,0.0,5.748918010830403,9.95192748113914,7.088554125488333,5.018145978988212
2024-09-02,29.44264415834524,0.0,27.016842838265397,0.0,15.938055260672538,0.0,5.706518250951652,9.878529437414025,7.036274202163281,4.981135852187867
2024-09-12,29.19052117883705,0.0,27.016842838265397,0.0,16.19017824018073,0.0,5.706518250951652,9.878529437414025,7.036274202163281,4.981135852187867
2024-09-13,29.877414451542734,0.0,27.016842838265397,0.0,15.503284967475045,0.0,5.706518250951652,9.878529437414025,7.036274202163281,4.981135852187867
2024-09-16,29.544240165667734,0.0,27.016842838265397,0.0,15.836459253350041,0.0,5.706518250951652,9.878529437414025,7.036274202163281,4.981135852187867
2024-09-19,29.19047268432281,0.0,27.016842838265397,0.0,16.190226734694964,0.0,5.706518250951652,9.878529437414025,7.036274202163281,4.981135852187867
2024-09-20,29.529239961628186,0.0,27.016056759935925,0.0,15.850139066824228,0.0,5.709261801079147,9.878242013085273,7.036069475700472,4.980990921746772
2024-09-25,29.88610070841101,0.0,27.016056759935925,0.0,15.493278320041398,0.0,5.709261801079147,9.878242013085273,7.036069475700472,4.980990921746772
2024-09-26,29.543380550534536,0.0,27.016056759935925,0.0,15.835998477917872,0.0,5.709261801079147,9.878242013085273,7.036069475700472,4.980990921746772
2024-09-27,29.81266686851663,0.0,27.044515713027373,0.0,15.509174314799173,0.0,5.715275987946886,9.88864784057425,7.043481333505497,4.986237941630189
2024-09-30,29.469160924565003,0.0,27.044515713027373,0.0,15.852680258750803,0.0,5.715275987946886,9.88864784057425,7.043481333505497,4.986237941630189
2024-10-02,28.61381236179743,0.0,27.044515713027373,0.0,16.708028821518372,0.0,5.715275987946886,9.88864784057425,7.043481333505497,4.986237941630189
2024-10-08,29.50995017711128,0.0,27.044515713027373,0.0,15.811891006204526,0.0,5.715275987946886,9.88864784057425,7.043481333505497,4.986237941630189
2024-10-09,29.465520110591815,0.0,27.044515713027373,0.0,15.856321072723992,0.0,5.715275987946886,9.88864784057425,7.043481333505497,4.986237941630189
2024-10-10,29.46594923075058,0.0,27.04490957496611,0.0,15.856551995748283,0.0,5.7139028753873315,9.888791853580486,7.043583911020396,4.986310558546814
2024-10-14,29.472983146933824,0.0,27.051365556602537,0.0,15.860337166788247,0.0,5.691395522943814,9.891152440456777,7.045265308706644,4.98750085756816
2024-10-17,29.547217528343833,0.0,27.022892193088886,0.0,15.84364310583025,0.0,5.685404950183794,9.880741343892474,7.0378496978471805,4.982251180813579
2024-10-22,29.532618866332527,0.0,27.037490855100195,0.0,15.84364310583025,0.0,5.685404950183794,9.880741343892474,7.0378496978471805,4.982251180813579
2024-10-23,29.465729957426014,0.0,27.037490855100195,0.0,15.910532014736766,0.0,5.685404950183794,9.880741343892474,7.0378496978471805,4.982251180813579
2024-10-24,29.46415787047243,0.0,27.03604832214098,0.0,15.909683139116137,0.0,5.690436922737135,9.88021417607478,7.037474207007237,4.981985362451295
2024-10-31,29.464109367687673,0.0,27.03604832214098,0.0,15.909731641900896,0.0,5.690436922737135,9.88021417607478,7.037474207007237,4.981985362451295
2024-11-07,29.464099078233513,0.0,27.03603888061413,0.0,15.90972608590555,0.0,5.690434935523161,9.880210725707093,7.037471749381,4.982018544635553
2024-11-08,29.46338455038353,0.0,27.037808314735518,0.0,15.909340262387111,0.0,5.690296937947563,9.879971122734387,7.037301085090703,4.981897726721187
2024-11-12,29.879378387300164,0.0,27.04149050494221,0.0,15.49993260453221,0.0,5.6911229256902525,9.8814052719773,7.038322600224498,4.968347705333365
2024-11-13,29.5382414331561,0.0,27.04149050494221,0.0,15.841069558676276,0.0,5.6911229256902525,9.8814052719773,7.038322600224498,4.968347705333365
2024-11-14,29.538192924524154,0.0,27.04149050494221,0.0,15.841118067308221,0.0,5.6911229256902525,9.8814052719773,7.038322600224498,4.968347705333365
2024-11-15,29.538192924524154,0.0,27.043915451453078,0.0,15.841118067308221,0.0,5.6911229256902525,9.8814052719773,7.038322600224498,4.965922758822499
2024-11-18,29.634959596628253,0.0,27.645833445586305,0.0,15.369953234771378,0.0,5.6441687981902,9.799879575014106,6.980253515955445,4.9249518338543155
2024-11-20,29.57549182195422,0.0,27.645833445586305,0.0,15.429421009445413,0.0,5.6441687981902,9.799879575014106,6.980253515955445,4.9249518338543155
2024-11-21,29.290978652179234,0.0,27.645833445586305,0.0,15.713934179220399,0.0,5.6441687981902,9.799879575014106,6.980253515955445,4.9249518338543155
2024-11-22,29.222830994553505,0.0,27.672459008751837,0.0,15.729116344954422,0.0,5.64960466877623,9.809317789750976,6.986976163014225,4.929695030198806
2024-11-26,27.7276833559468,0.0,27.672459008751837,0.0,17.224263983561126,0.0,5.64960466877623,9.809317789750976,6.986976163014225,4.929695030198806
2024-11-27,27.736965971837517,0.0,27.648245345723343,0.0,17.23003028666359,0.0,5.651496031621131,9.812601732661866,6.989315248293232,4.931345383199317
2024-11-28,27.786441239495236,0.0,27.697562359708755,0.0,17.26076401439174,0.0,5.4832037428509555,9.8301047680564,7.001782301935817,4.940141573561095
2024-11-29,27.851358886736815,0.0,27.769284973993418,0.0,17.301090452014623,0.0,5.25537090855939,9.853070907123298,7.018140612437751,4.951683259134707
2024-12-02,27.871674091946723,0.0,27.74896976878351,0.0,17.301090452014623,0.0,5.25537090855939,9.853070907123298,7.018140612437751,4.951683259134707
2024-12-19,27.857163231082506,0.0,27.76348062964773,0.0,17.301090452014623,0.0,5.25537090855939,9.853070907123298,7.018140612437751,4.951683259134707
2024-12-30,28.194962552162227,0.0,27.629187696573048,0.0,17.221754410829416,0.0,5.231271830874003,9.807888573590255,6.985958161613843,4.928976774357207
2025-01-07,28.192994551949198,0.0,27.634239158293106,0.0,17.220552337363753,0.0,5.230906689616639,9.80720398581091,6.985470543759241,4.92863273320716
2025-01-09,27.97756032348464,0.0,27.71714696032614,0.0,17.272217162869076,0.0,5.246600372145469,9.836627402243533,7.006428240681241,4.943419538249905
2025-02-03,27.97556787077258,0.0,27.715173053237983,0.0,17.270987102937774,0.0,5.253348339655241,9.83592687601042,7.005929270192442,4.94306748719356
2025-02-13,27.683538567315313,0.0,28.47678186579766,0.0,17.09069999109117,0.0,5.191462803411788,9.733252324854702,6.932796290218776,4.891468157310591
2025-02-24,27.683538567315313,0.0,28.45568258303614,0.0,17.111799273852686,0.0,5.191462803411788,9.733252324854702,6.932796290218776,4.891468157310591
2025-02-28,27.683538567315313,0.0,28.47678186579766,0.0,17.09069999109117,0.0,5.191462803411788,9.733252324854702,6.932796290218776,4.891468157310591
2025-03-06,27.677565900199074,0.0,28.47678186579766,0.0,17.09069999109117,0.0,5.191462803411788,9.733252324854702,6.938768957335018,4.891468157310591
2025-03-07,27.683538567315313,0.0,28.47678186579766,0.0,17.09069999109117,0.0,5.191462803411788,9.733252324854702,6.932796290218776,4.891468157310591
2025-03-13,27.62249597716054,0.0,28.6344915632231,0.0,17.053014758313658,0.0,5.180015555241477,9.711790367197286,6.9175093773285985,4.8806824015353385
2025-03-14,27.60580938471599,0.0,27.957082179584585,0.0,17.053014758313658,0.0,5.180015555241477,9.711790367197286,6.9175093773285985,5.574778377618397
2025-03-17,19.001003968820502,0.0,13.275235696064025,15.710623641376625,11.201396665998557,17.35841032797049,7.734018277411896,7.460988082325443,4.84211151956441,3.4162118204680554
2025-03-18,16.754743673012428,13.913792020305685,11.632472513004394,13.44256766076545,9.604716348674055,13.4270953695213,7.458274152684666,6.90743864617864,3.8645662068702644,2.9943334089831213
2025-03-19,17.147839491389536,14.007987113963448,11.433193401520718,13.40496443047933,9.6190675463212,12.51038859340948,7.990949507107311,6.966418747644957,3.891038139296631,3.0281530288673886
2025-03-20,17.1942011962354,14.187247993622037,10.830009434643506,13.504250482043645,9.703946914070164,12.247902484941392,8.306913071862088,7.028864601162556,3.9413473984016325,3.0553164230175804
2025-03-21,17.365478756977094,14.137699535211844,10.59777344118723,13.195233921466096,9.69366861000989,12.192732698903084,9.16966274617899,6.6748897395080595,3.9278945725843215,3.0449659779733897
2025-03-24,17.739936156021372,14.228499675599465,10.795374903763728,12.780879499032974,9.816354057836397,11.733978251314857,8.168813867589568,6.734027089150333,4.570294618791128,3.431841880900176
2025-03-25,17.988916072794108,14.324214797855364,11.045055520262608,12.77565882841861,9.839269829446385,11.128154695950165,8.429582454532905,6.780817175787944,4.601232536995481,3.0870980879564267
2025-03-26,17.979910153212778,14.262962229679053,11.110020984881587,12.560534079548855,9.774857811424344,11.080568977374353,8.823870287355561,6.751821347938919,4.581556951726433,3.0738971768581216
2025-03-27,17.96134333968651,14.29976846842616,11.28065105133604,12.516102174703619,9.786397570715534,11.023295063386076,8.687988209416398,6.769244737590261,4.593379872959991,3.0818295117794103
2025-03-28,18.003701940757438,14.325533840462864,11.225194160741921,12.508372585882432,9.773598938283405,11.030050110202577,8.753206916353276,6.691050109063644,4.601909035453098,3.087382362799342
2025-03-31,18.014620853118725,14.336981318562708,11.121989171023685,12.461526614040068,9.781710528689272,10.747571038873588,8.942184396651905,6.897980198085246,4.605586402976536,3.089849477978266
2025-04-01,18.021168047873058,14.323945598341473,11.221810619048558,12.448237862588481,9.772816631229002,10.72439236231149,8.866508753392747,6.932831858455603,4.601248195617091,3.0870400711424972
2025-04-02,18.099137458256983,14.324398901970358,11.085685434007738,12.412930001800396,9.76453939727894,10.718555490881226,8.951449323650248,6.915878238757004,4.601393809302242,3.126031944094866
2025-04-03,18.331619595216257,14.315014156622771,11.267954725471101,12.353011180193956,9.721409873401726,10.565357023174235,8.859324239269817,6.91134724540993,4.598277101713475,3.076684859526736
2025-04-07,18.22247929064183,14.334517659572734,11.482594212751458,12.334566766895492,9.834600036744867,10.396443525158793,8.788333069717137,6.920763616215732,4.604825130928088,3.0808766913738688
2025-04-08,18.35260998166737,14.3563758746864,11.532865594702749,12.298570744232382,9.847482806262931,10.404445911885334,8.747382447147684,6.763128688035034,4.6115633366398665,3.085574614740251
2025-04-09,18.27288790659142,14.294673959078466,11.956681420070007,12.158222164678028,9.995417583834893,10.353565454045635,8.53841344878863,6.766081451868572,4.591743411729729,3.0723131993146224
2025-04-10,18.23512178500949,14.29733477850623,12.337202514140868,11.833761910826833,10.202513954426774,10.295500664942999,8.393255425997475,6.739224339239453,4.592598121680597,3.0734865052292855
2025-04-11,18.22976961374012,14.256845695557116,12.423600223150347,11.782751537382914,10.252758628458935,10.28077111621936,8.158151615007272,6.746473319380998,4.589244624225347,3.2796336268775934
2025-04-14,18.163855600099275,14.253357644137758,12.434830579296253,11.746071686462663,10.237782831948953,10.260831557285375,8.113045571029948,6.7448227406807835,4.589023084964848,3.456378704094145
2025-04-15,18.216087137085722,14.226645452434934,12.50036983453599,11.701869072304277,10.171518875288731,10.203220220633051,8.081498790863336,6.732182280618748,4.579523237997399,3.5870850982378135
2025-04-16,18.249289580066595,14.21646818544967,12.517631929911605,11.690304447444312,10.159158654122349,10.215532660788067,8.02865832729053,6.744089427657794,4.586397310936879,3.5924694763322
2025-04-17,18.36094581202054,14.230482932407412,12.58460774012608,11.63663899054788,10.081222624874037,10.150430708204535,8.005047462618686,6.763348234536131,4.591112594116178,3.5961629005485234
2025-04-22,18.406931713560688,14.217247972234967,12.588348882906534,11.62088698801093,10.107002210224282,10.138757577748551,7.930414192393529,6.757771809464887,4.587327191607404,3.6453114618482307
2025-04-23,18.52905820121832,14.187827588830803,12.65579245685503,11.596839369839577,10.067503143022533,10.11777699586929,7.91445305137276,6.743787651772724,4.577834431472601,3.609127109746362
2025-04-24,18.615152041798787,14.21474417900238,12.542780797479233,11.609365580201539,10.054055374544458,10.132659083725198,7.894531374931418,6.757009965743106,4.586810034988444,3.5928915675854394
2025-04-25,18.706435021700905,14.246737913465047,12.55066460704318,11.541294724225462,10.057579374277589,10.07179511373889,7.853680369812248,6.772933759488822,4.5976194636141585,3.601259652633701
2025-04-28,18.75485898095731,14.255381986901538,12.546050078560999,11.544094939070586,10.145782699005903,10.069933295676849,7.701418202305938,6.777759259962298,4.600895121650449,3.603825435908128
2025-04-29,18.81253781384468,14.207794839737161,12.366310056252724,11.496114444240437,10.359363441755505,10.029270958007885,7.764536862914275,6.785875788724151,4.586021043734406,3.592174750788775
2025-04-30,18.85477361015524,14.177765159995248,12.556375942838068,11.471530207491316,10.272331480967672,10.006733318785956,7.681516973254158,6.817200501607301,4.5768116560060905,3.5849611488989455
2025-05-02,18.904667411305457,14.184396335962205,12.551605217576437,11.465502536065783,10.270839835955602,10.011413633965567,7.625595808347911,6.8203890193756544,4.5789523067444895,3.5866378947008957
