date,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BOOM SECURITIES (H.K.) LTD,BOCI SECURITIES LTD
2024-03-01,32.76749340836101,18.92145861777338,0.0,0.0,0.0,12.11645505248437,36.19459292138123,0.0,0.0
2024-03-04,28.93669366057961,16.709378554239215,0.0,2.479730158497713,9.059801523960148,10.699938006746038,32.11445809597727,0.0,0.0
2024-03-05,28.866240425397226,16.668695614064987,0.0,2.4736926680333657,9.037743291082533,10.186939097491734,32.76668890393015,0.0,0.0
2024-03-06,23.593212758225476,13.68190694498245,18.265970744096705,2.0366517445319894,7.371880628247161,7.8750534121903595,27.175323767725857,0.0,0.0
2024-03-07,23.515222192490945,13.682999788331049,18.34730481526892,2.040808176012716,7.372469457768051,7.875682432675296,27.165513137453022,0.0,0.0
2024-03-08,23.737662451879064,13.508241022422457,18.52880859960584,2.0547589256089323,7.37954275617527,7.883238523931545,26.90774772037689,0.0,0.0
2024-03-11,23.729125123381063,13.503382739039566,18.522144652554935,2.0540199247925,7.376888679313143,7.880403291227258,26.934035589691536,0.0,0.0
2024-03-12,23.24789269480583,13.487927774145431,19.477646708767093,2.0123639011670926,7.227283582790765,7.7205867959173275,24.91964247262363,0.0,1.9066560697828292
2024-03-13,23.422095562149895,12.489562957416867,19.89800118384483,2.022728252731271,7.267709652255381,7.9262723391911445,25.064582263495634,0.0,1.9090477889149786
2024-03-14,23.426687211577292,10.923697613418494,20.490019643130196,1.9368675284550934,7.269134408412435,7.770994820643715,26.27317673720158,0.0,1.9094220371611952
2024-03-15,23.440532243963446,10.92284109130399,20.6060273414069,1.8583061186885221,7.2685644389209285,7.770385500507702,26.224070944952583,0.0,1.9092723202559287
2024-03-18,23.450645392824786,10.927553625848658,20.614917575629214,1.8708743690211445,7.271700377704827,7.773737944234608,26.180474660830477,0.0,1.9100960539062837
2024-03-19,23.496724448933236,10.949025587418111,20.655424603377334,1.8784803958170406,7.285988815574881,7.789012854622122,26.031494020694723,0.0,1.9138492735625499
2024-03-20,23.527235953110797,10.963243366610135,20.80029591037693,1.880919683155538,7.295449984456835,7.799127221787189,25.81739339159725,0.0,1.9163344889053284
2024-03-21,23.502266107444548,10.892645862241107,20.77822021139854,1.8749926297459523,7.287707202408796,7.790849878734753,25.959017456692386,0.0,1.9143006513339178
2024-03-22,23.493031461565966,10.888365861037874,20.927226219150416,1.8742558968334113,7.245551098031049,7.787788653089772,25.870232337004566,0.0,1.9135484732869419
2024-03-25,23.331147592478434,9.467137320805243,20.91243555663752,1.8729312355456433,7.201165379435451,7.428901252939952,27.874085620835476,0.0,1.9121960413222818
2024-03-26,25.319476225173748,10.273946335664156,22.694636549188047,2.1177683749430076,7.77225254707454,8.062007576241792,21.68475505047277,0.0,2.0751573412419413
2024-03-27,25.319476225173748,10.273946335664156,22.694636549188047,2.1177683749430076,8.079051989722219,8.062007576241792,21.37795560782509,0.0,2.0751573412419413
2024-03-28,25.31623997170989,10.272633153111698,22.691735794232056,2.1132371299172172,8.078019351457751,7.6775268308686,21.775715667352618,0.0,2.074892101350171
2024-04-02,25.318397382089643,10.273508570844218,22.693669548470115,2.1134172166806566,8.078707747634123,7.678181097698676,21.769049516172327,0.0,2.0750689204102413
2024-04-03,25.324871820006734,10.276135719491457,22.78471301746146,2.113957661178617,8.080773640311808,7.680144567427151,21.689376084149153,0.0,2.050027489973618
2024-04-05,25.33783063481031,10.281394049746067,22.79637202519285,2.1150393798158724,7.999624751077775,7.6840745210246,21.734588142986897,0.0,2.0510764953456344
2024-04-08,25.459422171377643,10.330732547527539,22.905767574585138,2.129473715781671,8.209399676936986,7.720948965469962,21.18333611835932,0.0,2.0609192299617383
2024-04-09,25.358375903141418,10.289730753965713,22.819124192880707,2.116754366872794,8.17681727203281,7.690305179646724,21.49615271358521,0.0,2.052739617874625
2024-04-10,25.414775813619272,10.312616284789202,22.869876518919934,2.1214622691947427,8.195003443099045,7.365237958776909,21.6637225674826,0.0,2.057305144118289
2024-04-11,25.43435735657325,10.320561935784882,22.88749727122134,2.041768505399771,8.201317518544995,7.370912717606721,21.684694440996314,0.0,2.058890253872726
2024-04-12,25.436534946340128,10.321445541757098,22.889456808832154,2.033381706413928,8.20201968313492,7.371543786199545,21.6865509993536,0.0,2.05906652796863
2024-04-15,25.44089124468554,10.323213207684502,22.893376890833657,2.033729946352345,8.203424373075984,7.372806247618395,21.67313892302225,0.0,2.059419166727322
2024-04-16,25.35621167444024,10.288852569546089,22.81717667843015,2.0269607111004904,8.1633175586005,7.348265988452725,21.946650394083836,0.0,2.05256442534597
2024-04-17,25.377870599339715,10.297641164939076,22.83666679479459,2.0329630436360997,8.170290551419871,7.012868314391755,22.21738183402309,0.0,2.0543176974558066
2024-04-18,25.38979878734014,10.302481295213028,22.851673496246224,2.004008016032064,8.092944951737163,7.016164525212472,22.28764565378091,0.0,2.055283274438002
2024-04-19,41.386458124771806,9.398910965330694,20.995520589193667,1.8451560727227045,7.435586386674048,6.446268662575916,11.710852265812399,0.0,0.781246932918762
2024-04-22,41.43851635803318,9.41073344837481,21.021929945243926,1.8474770146343764,7.444939288760658,6.454377144743928,11.599797170608605,0.0,0.7822296296005126
2024-04-23,40.53508464996097,10.13992332862949,20.56746042426876,1.7572124535223073,6.602043288178998,6.352111538772104,11.26230913865829,2.0186795144402874,0.7651756635687946
2024-04-24,40.90403225495896,13.362933753335824,20.59834951344149,1.7598515101220342,6.723633997096437,6.380905803659105,3.215483612586212,2.0217112534224686,5.03309830137746
2024-04-25,40.92136640842005,13.368596646004368,20.607078602771495,1.7914173771338093,6.726483312850819,5.821143348062765,7.893793990854141,2.022568006441398,0.8475523074611571
2024-04-26,40.59439872771871,13.408627946290014,20.62066070830333,1.790589585314855,6.723375088085455,5.5103950464205536,7.724564963745374,2.021633402774836,1.6057545313468697
2024-04-29,40.61160100315509,13.699384777776494,20.629398915945313,1.7605294686436987,7.111460391939318,5.551253751237571,7.007446615892535,2.02249008979856,1.6064349856114275
2024-04-30,40.48838004232422,13.78456126066267,20.566806595204532,1.739825095728787,7.473950631982825,5.227156634187371,3.644799151979291,2.0163535877651504,5.058167000165149
2024-05-02,40.41077774072242,13.708307937639677,20.52738709937095,1.7364904493025288,7.536291883727973,5.236304533658398,7.233460215968812,2.012488931310878,1.5984912082983544
2024-05-03,40.36435898319492,13.646614670082052,20.50380785002929,1.7306668810855723,7.527635150916449,5.230289733546221,7.389794425874236,2.01017724019895,1.596655065072309
