date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CELESTIAL SECURITIES LTD,HANG SENG SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.9113543122163872,1.9113543122163872
2024-03-06,0.0,0.0,3.4799720296650323,0.0,0.0,0.0,1.9113543122163872,5.3913263418814195
2024-03-07,0.0,0.0,3.4799720296650323,0.0,1.8814644929052469,0.0,1.9113543122163872,7.272790834786666
2024-03-11,0.0,0.0,3.4847544007548144,0.0,1.8814644929052469,0.0,1.9113543122163872,7.277573205876449
2024-03-14,0.0,8.909579657996463,3.4847544007548144,0.0,1.8814644929052469,0.0,1.9113543122163872,16.18715286387291
2024-03-22,0.0,8.909579657996463,3.468813163788873,0.0,1.8814644929052469,0.0,1.9113543122163872,16.17121162690697
2024-03-25,0.0,8.909579657996463,3.468813163788873,0.0,1.8814644929052469,0.0,1.8810659619810983,16.140923276671682
2024-03-27,0.0,8.909579657996463,3.468813163788873,0.0,1.8814644929052469,0.0,1.9009925081885253,16.160849822879108
2024-04-05,0.0,8.909579657996463,3.471204349333764,0.0,1.8814644929052469,0.0,1.9009925081885253,16.163241008424
2024-04-09,0.0,8.908782596148166,3.471204349333764,0.0,1.8814644929052469,1.1119012783744204,1.9009925081885253,17.27434522495012
2024-04-17,0.0,8.908782596148166,3.49671032847927,0.0,1.8814644929052469,1.1119012783744204,1.9009925081885253,17.299851204095628
2024-04-24,0.0,8.908782596148166,3.4975073903275677,0.0,1.8814644929052469,1.1119012783744204,1.9009925081885253,17.300648265943927
2024-05-03,0.0,8.908782596148166,3.4975073903275677,0.0,1.8798703692086527,1.1119012783744204,1.9009925081885253,17.299054142247332
2024-05-17,0.0,8.908782596148166,3.4975073903275677,0.0,1.8798703692086527,1.1126983402227175,1.9009925081885253,17.299851204095628
2024-05-24,0.0,8.908782596148166,3.4975073903275677,0.0,1.8798703692086527,1.1142924639193117,1.9009925081885253,17.301445327792223
2024-06-14,0.0,8.90479728690668,3.501492699569053,0.0,1.8798703692086527,1.1142924639193117,1.9009925081885253,17.301445327792223
2024-06-18,0.0,8.90240610136179,3.503883885113944,0.0,1.8798703692086527,1.1142924639193117,1.9009925081885253,17.301445327792223
2024-06-27,0.0,9.015588883819973,3.5222163076247774,0.0,1.8631320703944143,1.1142924639193117,1.9009925081885253,17.416222233947
2024-07-05,0.0,9.015588883819973,3.529389864259451,0.0,1.8631320703944143,1.1142924639193117,1.9009925081885253,17.423395790581676
2024-07-12,0.0,9.015588883819973,3.529389864259451,0.0,1.8567555756080374,1.1142924639193117,1.9009925081885253,17.4170192957953
2024-07-17,0.0,9.015588883819973,3.529389864259451,0.0,1.8432055241869874,1.1262483916437678,1.9009925081885253,17.415425172098704
2024-07-26,0.0,9.015588883819973,3.529389864259451,0.0,1.8432055241869874,1.1421896286097093,1.8930218897055544,17.423395790581676
2024-08-02,0.0,9.015588883819973,3.5373604827424217,0.0,1.8432055241869874,1.2187075660462285,1.8930218897055544,17.507884346501164
2024-08-07,0.0,9.015588883819973,3.5373604827424217,0.0,1.8432055241869874,1.2290693700740905,1.8930218897055544,17.518246150529027
2024-08-13,0.0,9.015588883819973,3.5389546064390154,0.0,1.8432055241869874,1.2290693700740905,1.8930218897055544,17.519840274225622
2024-08-14,13.378683123666413,9.015588883819973,3.5389546064390154,0.0,1.8432055241869874,1.233851741163873,1.8930218897055544,30.90330576898182
2024-08-21,13.378683123666413,9.015588883819973,3.552504657860066,0.0,1.8432055241869874,1.233851741163873,1.8930218897055544,30.916855820402866
2024-08-30,13.378683123666413,9.015588883819973,3.5660547092811163,0.0,1.8416114004903932,1.2362429267087642,1.8930218897055544,30.931202933672214
2024-09-24,13.378683123666413,9.015588883819973,3.5756194514606805,0.0,1.8416114004903932,1.2362429267087642,1.8715012198015333,30.91924700594776
2024-09-25,13.377886061818117,9.015588883819973,3.5756194514606805,0.0,1.8416114004903932,1.2362429267087642,1.8715012198015333,30.918449944099464
2024-09-26,13.377886061818117,9.01399476012338,3.578807698853869,0.0,1.8416114004903932,1.2370399885570613,1.8715012198015333,30.920841129644355
2024-09-27,13.377886061818117,9.012400636426786,3.578807698853869,0.0,1.8416114004903932,1.2370399885570613,1.8715012198015333,30.91924700594776
2024-10-02,13.377886061818117,9.012400636426786,3.5804018225504635,0.0,1.8416114004903932,1.2370399885570613,1.8715012198015333,30.920841129644355
2024-10-04,13.369915443335145,9.012400636426786,3.5875753791851372,0.0,1.8416114004903932,1.2386341122536555,1.8715012198015333,30.92163819149265
2024-10-07,13.369915443335145,9.012400636426786,3.5875753791851372,0.0,1.8368290294006107,1.2386341122536555,1.8715012198015333,30.916855820402866
2024-10-08,13.369915443335145,9.013197698275082,3.5875753791851372,0.0,1.8368290294006107,1.2386341122536555,1.8715012198015333,30.91765288225117
2024-10-09,13.369915443335145,9.095295068649682,3.5875753791851372,0.0,1.8368290294006107,1.245807668888329,1.8715012198015333,31.00692380926044
2024-10-15,13.389841989542573,9.061021409172907,3.604313677999376,0.0,1.7595140301157945,1.245807668888329,1.8691100342566422,30.929608809975623
2024-10-22,13.40976853575,9.072180275049066,3.604313677999376,0.0,1.7595140301157945,1.245807668888329,1.8691100342566422,30.96069422205921
2024-10-29,13.40976853575,9.072180275049066,3.604313677999376,0.0,1.7595140301157945,1.2466047307366261,1.8691100342566422,30.961491283907506
2024-10-30,13.40976853575,9.077759707987147,3.604313677999376,0.0,1.7595140301157945,1.2466047307366261,1.8619364776219685,30.959897160210907
2024-10-31,13.40976853575,9.077759707987147,3.626631409751694,0.0,1.7595140301157945,1.2474017925849232,1.8228804470554119,30.94395592324497
