date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CELESTIAL SECURITIES LTD,HANG SENG SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-11-01,13.40976853575,9.067397903959284,3.626631409751694,0.0,1.7595140301157945,1.2481988544332203,1.8204892615105206,30.931999995520513
2024-11-11,13.40976853575,9.067397903959284,3.626631409751694,0.0,1.7595140301157945,1.2481988544332203,1.8196921996622235,30.931202933672214
2024-11-12,13.40976853575,9.07377439874566,3.626631409751694,0.0,1.7547316590260118,1.2481988544332203,1.8196921996622235,30.93279705736881
2024-11-14,13.40976853575,9.094498006801384,3.626631409751694,0.0,1.7547316590260118,1.319934420779957,1.7479566333154866,30.953520665424534
2024-11-15,13.40976853575,9.094498006801384,3.626631409751694,0.0,1.7547316590260118,1.319934420779957,1.668250448485779,30.873814480594824
2024-11-18,13.40976853575,9.306516458448407,3.626631409751694,0.0,1.7547316590260118,1.319934420779957,1.6291944179192226,31.046776901675294
2024-11-22,13.40976853575,9.306516458448407,3.6425726467176354,0.0,1.7547316590260118,1.319934420779957,1.614050242801578,31.04757396352359
2024-12-02,13.40976853575,9.31369001508308,3.6425726467176354,0.0,1.7547316590260118,1.319934420779957,1.6068766861669044,31.04757396352359
2024-12-09,13.40976853575,9.31369001508308,3.6425726467176354,0.0,1.7913965040476771,1.319934420779957,1.6068766861669044,31.084238808545255
2024-12-10,13.40976853575,9.31369001508308,3.6425726467176354,0.0,1.7945847514408655,1.319934420779957,1.6068766861669044,31.087427055938445
2024-12-11,13.40976853575,9.31369001508308,3.6425726467176354,0.0,1.8073377410136187,1.319934420779957,1.6068766861669044,31.100180045511195
2024-12-12,13.40976853575,9.313450896528591,3.6425726467176354,0.0,1.8073377410136187,1.319934420779957,1.6044855006220131,31.097549741411818
2024-12-13,13.40976853575,9.310262649135403,3.6425726467176354,0.0,1.808134802861916,1.319934420779957,1.6060796243186075,31.096752679563515
2024-12-16,13.411362659446594,9.310262649135403,3.6425726467176354,0.0,1.808134802861916,1.319934420779957,1.6052825624703102,31.097549741411818
2025-01-06,13.411362659446594,9.3110597109837,3.6425726467176354,0.0,1.808134802861916,1.319934420779957,1.6052825624703102,31.098346803260114
2025-01-07,13.411362659446594,9.43938666855953,3.6425726467176354,0.0,1.808134802861916,1.319934420779957,1.6052825624703102,31.226673760835943
2025-01-13,13.411362659446594,9.43938666855953,3.6425726467176354,0.0,1.7882082566544892,1.319934420779957,1.6052825624703102,31.206747214628518
2025-01-14,13.404986164660219,9.43938666855953,3.6425726467176354,0.0,1.7882082566544892,1.319934420779957,1.6052825624703102,31.200370719842134
2025-01-15,13.404986164660219,9.43938666855953,3.6425726467176354,0.0,1.7882082566544892,1.3478315854703549,1.5757912740833184,31.198776596145546
2025-01-23,13.404986164660219,9.438589606711233,3.6425726467176354,0.0,1.7905994421993803,1.3478315854703549,1.5757912740833184,31.200370719842134
2025-01-27,13.404986164660219,9.440183730407826,3.6425726467176354,0.0,1.7905994421993803,1.3478315854703549,1.5757912740833184,31.201964843538732
2025-02-07,13.404986164660219,9.43938666855953,3.6465579559591204,0.0,1.8703056270290879,1.3478315854703549,1.4936939037087196,31.202761905387028
2025-02-11,13.404986164660219,9.43938666855953,3.6465579559591204,0.0,1.8703056270290879,1.3478315854703549,1.4841291615291548,31.193197163207465
2025-02-17,13.404986164660219,9.442574915952717,3.6465579559591204,0.0,1.8703056270290879,1.3478315854703549,1.4801438522876693,31.19240010135917
2025-02-19,13.404986164660219,9.441777854104421,3.6465579559591204,0.0,1.8703056270290879,1.3478315854703549,1.4562319968387571,31.167691184061958
2025-02-25,13.404986164660219,9.441777854104421,3.6465579559591204,0.0,1.8703056270290879,1.3478315854703549,1.4530437494455688,31.164502936668768
2025-02-28,13.404986164660219,9.440980792256124,3.6465579559591204,0.0,1.8703056270290879,1.3478315854703549,1.4530437494455688,31.163705874820476
2025-03-03,13.404986164660219,9.419460122352103,3.6465579559591204,0.0,1.8679144414841964,1.3478315854703549,1.4530437494455688,31.139794019371557
2025-03-10,13.404986164660219,9.4202571842004,3.6513403270489033,3.2512152792037714,1.8679144414841964,1.3478315854703549,1.4530437494455688,34.39658873151341
2025-03-12,13.404986164660219,9.4202571842004,3.6513403270489033,3.233679918541236,1.8679144414841964,1.3478315854703549,1.4299289558449537,34.355938577250264
2025-03-19,13.404986164660219,9.419460122352103,3.6513403270489033,3.233679918541236,1.8679144414841964,1.3478315854703549,1.4299289558449537,34.35514151540196
2025-03-20,13.405783226508513,9.418663060503805,3.6513403270489033,3.233679918541236,1.8679144414841964,1.3478315854703549,1.425943646603468,34.351156206160475
2025-03-25,13.405783226508513,9.41786599865551,3.6513403270489033,3.233679918541236,1.8679144414841964,1.3478315854703549,1.4235524610585768,34.34796795876729
2025-03-27,13.405783226508513,9.41786599865551,3.6417755848693383,3.233679918541236,1.8679144414841964,1.3478315854703549,1.4235524610585768,34.33840321658773
2025-03-28,13.405783226508513,9.423445431593587,3.6497462033523087,3.233679918541236,1.8679144414841964,1.3478315854703549,1.4235524610585768,34.35195326800877
2025-04-01,13.405783226508513,9.423445431593587,3.660108007380171,3.233679918541236,1.8679144414841964,1.3478315854703549,1.4076112240926355,34.34637383507069
2025-04-02,13.405783226508513,9.423445431593587,3.660108007380171,3.2137533723338088,1.8679144414841964,1.371743440919267,1.2721107098821327,34.21485863010168
2025-04-03,13.388247865845978,9.423445431593587,3.6672815640148446,3.2137533723338088,1.8679144414841964,1.371743440919267,1.2721107098821327,34.204496826073814
2025-04-07,13.388247865845978,9.425039555290182,3.6672815640148446,3.211362186788917,1.8679144414841964,1.371743440919267,1.2721107098821327,34.20369976422552
2025-04-09,13.388247865845978,9.42583661713848,3.6672815640148446,3.211362186788917,1.8679144414841964,1.3773228738573466,1.2784872046685092,34.21645275379827
2025-04-10,13.388247865845978,9.425039555290182,3.675252182497815,3.211362186788917,1.8679144414841964,1.3773228738573466,1.2729077717304298,34.21804687749487
2025-04-11,13.300571062533301,9.424242493441886,3.68481692467738,3.211362186788917,1.8679144414841964,1.4211612755136858,1.2729077717304298,34.182976156169794
2025-04-14,13.300571062533301,9.424242493441886,3.68481692467738,3.211362186788917,1.8679144414841964,1.4211612755136858,1.2474017925849232,34.157470177024294
2025-04-15,13.300571062533301,9.423445431593587,3.68481692467738,3.211362186788917,1.8679144414841964,1.4211612755136858,1.245010607040032,34.1542819296311
2025-04-23,13.300571062533301,9.426633678986777,3.68481692467738,3.211362186788917,1.8679144414841964,1.4211612755136858,1.2067516383217725,34.11921120830603
