date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-04-30,47.19170967081293,28.485232974928877,17.957812812719865,0.0,0.0,6.3652445415383285
2024-05-02,47.193807437050246,28.437601992353205,18.003063081159436,0.0,0.0,6.365527489437114
2024-05-08,47.15398174310178,28.41360419910276,18.072258280525315,0.0,0.0,6.360155777270152
2024-05-22,47.024490463415795,28.335576557910585,18.297243058583625,0.0,0.0,6.342689920089992
2024-05-23,47.03907481997988,28.313350277643877,18.302917836008675,0.0,0.0,6.344657066367568
2024-05-24,47.04115903801131,28.31017396925482,18.3037288058572,0.0,0.0,6.344938186876667
2024-06-03,47.045328028211316,28.30382050798231,18.30535096116918,0.0,0.0,6.345500502637198
2024-06-05,46.956086797848315,28.339053994079826,18.353448366786594,0.0,0.0,6.35141084128526
2024-06-06,46.951921840510366,28.3365403486947,18.36069033321806,0.0,0.0,6.350847477576874
2024-06-11,46.95400422681838,28.333361969593014,18.361504656650553,0.0,0.0,6.3511291469380655
2024-06-19,46.64329290315534,28.46977817140815,18.54788904261454,0.0,0.0,6.339039882821962
2024-06-21,46.65510000680765,28.463478202011284,18.543784650488917,0.0,0.0,6.337637140692154
2024-06-24,41.31419118286388,25.20508111643926,16.42095857028208,0.0,11.44764200090548,5.612127129509294
2024-06-25,41.31581038384386,25.202149726461965,16.421602146531498,0.0,11.44809066110227,5.612347082060408
2024-07-05,36.09529940236767,22.025477919916582,14.356162859847416,12.611837677998174,10.004772207817291,4.906449932052864
2024-07-09,36.093109765794715,22.026232602929557,14.356654760739701,12.612269811171064,10.00511501225774,4.90661804710722
2024-07-11,36.0943465058224,22.02356081100376,14.357146695342218,12.612701973958274,10.005457840190758,4.906786173682591
2024-07-17,36.09558333060744,22.020888835972364,14.35763866365843,12.613134166362844,10.005800691618761,4.906954311780161
2024-08-02,36.10300605971021,22.02541723189645,14.340027089353086,12.615727942925375,10.00785829371678,4.907963382398092
2024-08-12,36.10548098119848,22.026927111109973,14.34101012220988,12.616592772189852,10.001689181789777,4.908299831502043
2024-08-16,36.13396698618175,21.96540899024542,14.352324694809512,12.626546837744822,10.009580176733786,4.9121723142847085
2024-08-19,36.137685866209985,21.96766965320659,14.353801825003568,12.62784635221215,10.00031843209498,4.912677871272731
2024-08-20,36.13892566300046,21.96499255226893,14.354294269303946,12.62827958314553,10.000661518886474,4.912846413394659
2024-08-23,36.140165544862725,21.9726078967562,14.344494118273657,12.628712843806147,10.001004629219736,4.91301496708153
2024-08-26,36.141405511805544,21.969930781547035,14.34498627701864,12.629146134197061,10.001347763097188,4.913183532334536
2024-08-27,36.135783340221515,21.974115706244373,14.345478469536657,12.62957945432133,10.001690920521252,4.913352109154865
2024-08-28,36.133303792115406,21.97946964950352,14.344494118273657,12.628712843806147,10.001004629219736,4.91301496708153
2024-08-29,36.128345716605864,21.96959289846763,14.342525820954549,12.626979979514852,10.020214762738158,4.912340821718946
2024-09-13,36.1576883511568,21.94599911772469,14.340558063725982,12.625247590712501,10.018840015341688,4.911666861338341
2024-09-16,36.10662719764948,22.07731753993632,14.318948316706424,12.606222640268996,9.98661882121883,4.9042654842199465
2024-09-24,36.104438923942915,22.08149854607865,14.319438724032455,12.603229505038755,9.986960851298408,4.90443344960882
2024-09-25,36.06064195098732,22.096634226528977,14.32925392965823,12.611868341485128,9.993806376197895,4.907795175142451
2024-09-26,35.963176541838266,22.199835037072315,14.327289812233277,12.610139626892428,9.992436520562602,4.907122461401113
2024-10-02,35.91640729643929,22.266789228081226,14.342880567459796,12.593740443854761,9.979441597402234,4.900740866762689
2024-10-03,35.75358990394269,22.443912710471,14.337973675452965,12.589431956167827,9.976027496449735,4.899064257515782
2024-10-04,35.71058616850872,22.41818950300648,14.459442456335644,12.573086553655372,9.945991727408568,4.892703591085218
2024-10-08,35.68254542327809,22.3596181277327,14.577820945425424,12.563213886901877,9.927939885081297,4.888861731580611
2024-10-09,35.20077432575103,23.553897668562186,14.330267177461378,12.349871238018764,9.75934823233201,4.805841357874635
2024-10-10,35.16916264006041,23.588561108027093,14.364198962749327,12.332901484605987,9.745938073652601,4.799237730904582
2024-10-16,35.1169745287861,23.607549640368145,14.375761984983212,12.342829334703621,9.753783446647498,4.803101064511424
2024-10-18,35.105199820502044,23.636516996314366,14.367588801204537,12.338690788693714,9.750513006745107,4.801490586540233
2024-10-22,35.09225675803469,23.678078763664985,14.34888452321405,12.334141592379208,9.74691805501202,4.799720307695053
2024-10-23,34.60294557772551,24.73839504803449,14.150161433807398,12.163321434306901,9.611929327145974,4.733247178979724
2024-10-24,34.59951468271295,24.745857264350345,14.148758440002116,12.162115436431623,9.610976300753597,4.732777875749364
2024-10-29,34.60065823878697,24.746675145053036,14.149226073690107,12.16251740915025,9.607988833500851,4.732934299818789
2024-10-31,34.03815697946186,25.970064876750616,13.919202776734316,11.964791940692503,9.45179221489527,4.655991211465438
2024-11-01,34.05033518249907,25.946830932429304,13.92418280187591,11.96907271493183,9.451921331990516,4.6576570362733705
2024-11-05,34.044798555559794,25.958872070015786,13.921918712397932,11.96712652879074,9.45038443780154,4.656899695434207
2024-11-06,34.053517463166585,25.94755161200059,13.922824259828873,11.967904927293684,9.45099913549701,4.657202602213255
2024-11-08,34.05130260541375,25.952368020161824,13.921918712397932,11.96712652879074,9.45038443780154,4.656899695434207
2024-11-12,34.05448427431565,25.953088042411427,13.920560612094693,11.96595912087065,9.449462541169627,4.656445409137958
2024-11-13,33.99304621892735,26.033961695361253,13.914618358207468,11.932976950912995,9.423416674190376,4.701980102400566
2024-11-14,33.89631915683517,26.115091021679643,13.875024373447909,11.899021717979714,9.522709573480329,4.691834156577235
2024-11-15,33.378216167581094,27.281944940716162,13.649924288568396,11.705979116640139,9.368218837062207,4.615716649432007
2024-11-18,33.46287957063308,27.247274864838754,13.632577874599969,11.691103081039483,9.356313642669985,4.609850966218726
2024-11-19,33.39709563347497,27.187368506149447,13.605777890327461,11.668119799257989,9.337920271967928,4.80371789882221
2024-11-21,33.30309175831446,27.13461480665307,13.742335009345515,11.631464255319637,9.318714391554812,4.869779778812514
2024-11-22,33.30519947744304,27.136332129089368,13.743204747884533,11.625871499712867,9.319304163601187,4.870087982269006
2024-11-28,33.31468751599887,27.1155746107161,13.7471199340589,11.629183496601195,9.321959061893496,4.87147538073144
2024-11-29,33.31468751599887,27.1155746107161,13.743954582934318,11.629183496601195,9.321959061893496,4.874640731856021
2024-12-06,33.31468751599887,27.118739961840678,13.743954582934318,11.629183496601195,9.318793710768915,4.874640731856021
2024-12-09,33.31152216487429,27.12190531296526,13.743954582934318,11.629183496601195,9.318793710768915,4.874640731856021
2024-12-10,33.31363115167088,27.12362242874041,13.738493623809998,11.629919752192523,9.31938369320199,4.874949350384193
2024-12-11,33.230450752208434,27.281884062592017,13.714615746266059,11.60970663368822,9.296866250118605,4.866476555126666
2024-12-12,33.20841330246716,27.380635826133638,13.705520619706293,11.602007420446764,9.240173579092307,4.863249252153847
2024-12-13,33.071898865756054,27.50379124543583,13.68822989923337,11.587370467003105,9.19697658667385,4.951732935897786
2024-12-16,32.962036890987726,27.68212630856764,13.66882991332595,11.570947976628618,9.177642941804566,4.938415968685504
2024-12-17,32.94925744401675,27.553415731810894,13.675290462381673,11.57641696537881,9.181980739027695,5.063638657384182
2024-12-18,32.93161702862398,27.8252505951251,13.441219252368523,11.570219168527816,9.17076627528049,5.06092768007409
2024-12-19,32.956669093952904,27.832619691185094,13.41164541267948,11.574593394795194,9.161631397714807,5.062841009672522
2024-12-20,32.988337052443626,27.832068952558547,13.405310413739524,11.569126128503084,9.14470787914014,5.0604495736150845
2024-12-23,32.910610317557705,27.76020818752324,13.373724977743287,11.5324423351651,9.12001964068329,5.302994541327384
2024-12-27,32.952378429943394,27.706080597825743,13.37792776671966,11.536066487867327,9.122885672254446,5.304661045389427
2024-12-30,32.92379422414676,27.633714856152114,13.347314585238331,11.515078051927471,9.103150864009786,5.47694741852553
2025-01-02,33.02207255835342,27.534199229703727,13.347733284169339,11.515439274467033,9.10343642553688,5.477119227769604
2025-01-03,33.01997142661015,27.535062991576282,13.348152009369946,11.515800519670066,9.103722004980394,5.477291047793167
2025-01-06,33.023108477611174,27.53192594057526,13.348152009369946,11.515800519670066,9.103722004980394,5.477291047793167
2025-01-09,33.01997142661015,27.535062991576282,13.348152009369946,11.515800519670066,9.103722004980394,5.477291047793167
2025-01-10,33.03047576726178,27.530744724061503,13.346058646038179,11.513994520268286,9.102294286910174,5.476432055460085
2025-01-14,33.17615833759156,27.211115438280874,13.404922107195283,11.564777570694046,9.142440412474903,5.5005861337633295
2025-01-15,33.102895997358615,27.326762900881914,13.390579007943959,11.552403403116681,9.132658115406198,5.494700575292633
2025-01-16,33.176262253073396,27.237201283535807,13.396059508325012,11.557131574408997,9.136395932587352,5.49694944806944
2025-01-17,33.28854492985938,27.118686091011355,13.398168587804502,11.558951132543255,9.137834369402743,5.497814889378769
2025-01-20,33.55512783112375,26.666727786426602,13.46089950988343,11.613070742851017,9.180618185119085,5.523555944596115
2025-01-21,33.491406792334146,26.84338336419793,13.422682531589725,11.580099954221556,9.154553397573062,5.507873960083585
2025-01-22,33.490350316799066,26.845691065877464,13.422259117434635,11.579734663734618,9.15426462016341,5.507700215990805
2025-02-03,33.50922718503589,26.838071681692,13.418449591779227,11.576448086125115,9.151666443088912,5.506137012278856
2025-02-04,33.53760933458372,26.80968953214417,13.418449591779227,11.576448086125115,9.151666443088912,5.506137012278856
2025-02-06,33.53445576241174,26.812843104316148,13.418449591779227,11.576448086125115,9.151666443088912,5.506137012278856
2025-02-07,33.56482349006094,26.802472911254014,13.41168243841647,11.570609885589429,9.147051101359482,5.503360173319661
2025-02-10,33.59516060322187,26.792113172650566,13.404922107195283,11.564777570694046,9.142440412474903,5.5005861337633295
2025-02-11,33.60647143657817,26.995335561736695,13.313653708756545,11.510384220318983,9.099440193785089,5.474714878824524
2025-02-12,33.627283103287354,26.98687362367481,13.30948042064152,11.506776183733622,9.096587889943875,5.472998778718817
2025-02-14,33.67938529907992,26.96648108433834,13.288392476685576,11.50208911640299,9.092882567163768,5.470769456329407
2025-02-18,33.68977384317788,26.96225702098828,13.286310966255407,11.500287414767032,9.091458246657202,5.469912508154195
2025-02-19,34.1642681798574,26.90985280552727,12.89087727140435,11.49128736658529,9.07808258549602,5.465631791129673
2025-02-20,34.195688198812775,26.973428799669318,12.861486555851872,11.45884119105511,9.057384898487236,5.453170356123694
2025-02-21,34.30284938136292,26.960132477955153,12.752214885399024,11.483080000463705,9.051872027330111,5.449851227489094
2025-02-24,34.91619169193266,26.72866773017113,12.892919449703644,10.863324387943845,9.10273071312004,5.4961660271286865
2025-02-25,35.08040015788912,26.665261708648085,12.846817028581125,10.869465604257773,9.048204341606704,5.489851159017188
2025-02-26,35.11046710503732,26.632624638000003,12.890491752975636,10.946012461400784,9.0413893463963,5.379014696189955
2025-02-27,35.18270702073729,26.618423499433614,12.883618241180944,10.940175791458312,8.989519142842262,5.385556304347579
2025-02-28,35.223165101372715,26.536547342095968,12.943286077890567,10.93228902072273,8.983038600129403,5.381673857788619
2025-03-03,35.221883544157876,26.639775209243304,12.94166353130227,10.930918569034795,8.981912502896792,5.283846643364966
2025-03-04,35.31809032924075,26.581777725093826,12.928697788685174,10.919967312545106,8.97291387876782,5.278552965667321
2025-03-05,35.2878902986709,26.631053710210555,12.922224654898685,10.914499908904496,8.96842132484311,5.275910102472256
2025-03-06,35.30261217873561,26.618559303987677,12.916161976121549,10.909379187919688,8.964213639318166,5.289073713917312
2025-03-07,35.32688616097593,26.60857221706551,12.848783824700904,10.905286069393913,8.960850332544783,5.349621395318955
2025-03-10,35.35423542572109,26.584467668417695,12.837144187209601,10.895407035057396,8.952732751075002,5.376012932519218
2025-03-11,35.413197286957065,26.532638160956324,12.834738618791237,10.89336533117945,8.951055087347774,5.3750055147681515
2025-03-12,35.453515440410484,26.51607522654927,12.826726564634194,10.886565174543767,8.945467413126075,5.371650180736209
2025-03-13,35.655231399790246,26.39786591172633,12.83754520295064,10.895747393447266,8.953012422838919,5.260597669246595
2025-03-14,35.56971252073194,26.405465383926916,12.842760688462976,10.90017398839032,8.956649746473998,5.325237672013849
2025-03-19,35.65387372628991,26.32486883034914,12.841556738784938,10.899152147270467,8.955810101802562,5.324738455502988
2025-03-20,35.74713781135007,26.234499113888145,12.827927735006122,10.88758465675334,8.94630511948596,5.356545563516366
2025-03-21,35.79919766264851,26.149347621523724,12.844366305911931,10.90153674130435,8.942141866702526,5.36340980190896
2025-03-25,35.78314072407097,26.155887702851604,12.847578745528459,10.904263269626162,8.944378340663565,5.364751217259237
2025-03-26,35.68704846244011,26.1228135335764,12.817912196521,10.900945550380339,8.967366864958207,5.5039133921239465
2025-03-27,35.551437263070966,26.1349240522129,12.813092914947713,10.865515324549987,8.801070546054072,5.833959899164358
2025-03-28,35.66304071200431,25.448210913683333,12.824362379603912,10.915913219488878,8.867859868830424,6.280612906389138
2025-03-31,35.69655702592826,25.127727492519004,12.92930507157742,10.930035347757665,8.895109456199329,6.421265606018317
2025-04-01,35.56395134394494,25.10317212048993,12.916670268203159,10.919354275052818,8.886416958161004,6.610435034148146
2025-04-02,35.51795933197436,25.107021443356913,12.905685865029525,10.910068399725631,8.954451473893577,6.6048134860199905
2025-04-03,35.482400124728066,25.112430634783905,12.893908592833615,10.900112257404846,8.946279958371193,6.6648684318783635
2025-04-08,35.49010675247364,25.17435448329949,12.877294596403086,10.886067297737803,8.915896222085554,6.656280648000424
2025-04-09,35.81469350600116,24.985107176792244,12.790070128539782,10.812330425442088,8.855504320846215,6.742294442378507
2025-04-10,36.017719226411415,24.76494345778936,12.795661840002495,10.817057485682646,8.859375873114601,6.745242116999485
2025-04-11,35.79194184979054,24.60970420094147,12.72165856987431,10.749250669639618,9.424485199831267,6.702959509922797
2025-04-14,35.78883862779521,24.612807422936804,12.72165856987431,10.749250669639618,9.424485199831267,6.702959509922797
2025-04-22,35.78661755142072,24.61748599644719,12.720869056261206,10.748583564820878,9.423900310736745,6.702543520313259
2025-04-23,35.793705261242756,24.61285547875255,12.72007964063738,10.747916542798833,9.423315494234838,6.702127582333636
2025-04-24,35.65415596385559,24.80393545428284,12.703524515794292,10.733928179109613,9.411051092686247,6.693404794271417
2025-04-25,35.44676857816976,25.045602171177116,12.692511685609578,10.724622814436643,9.40289254523632,6.687602205370579
2025-04-28,35.46126089348006,25.03397597166897,12.702093180550222,10.719644431260305,9.398527710885864,6.684497812154581
2025-04-29,35.46126089348006,25.030881296755936,12.705187855463256,10.719644431260305,9.398527710885864,6.684497812154581
2025-04-30,35.45197686874096,25.04016532149504,12.705187855463256,10.719644431260305,9.398527710885864,6.684497812154581
2025-05-02,35.45197686874096,25.037070646582006,12.708282530376291,10.719644431260305,9.398527710885864,6.684497812154581
