date,HUARONG INTERNATIONAL SECURITIES LTD,WELL LINK SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,2.0088245104427576,0.0,0.0,2.0088245104427576
2024-03-18,0.0,0.0,10.779879847215355,0.0,1.4359134633517368,0.0,2.0088245104427576,0.0,0.0,14.224617821009849
2024-03-19,0.0,0.0,10.779879847215355,0.0,1.4359134633517368,0.8853845306724969,2.0088245104427576,0.0,0.0,15.110002351682347
2024-03-20,0.0,0.0,10.791836424266975,6.698164138645684,1.4496635269611005,0.8853845306724969,2.0058353661798525,0.0,0.0,21.830883986726107
2024-03-21,0.0,0.0,10.791836424266975,6.701153282908588,1.4511580990925528,0.8853845306724969,2.0088245104427576,0.0,0.0,21.838356847383373
2024-03-22,0.0,0.0,10.791836424266975,6.701452197334879,1.4508591846662624,0.8853845306724969,2.0088245104427576,0.0,0.0,21.838356847383373
2024-03-25,0.0,0.0,10.799608199350528,6.710359847238336,1.4702886223751457,0.8734279536208764,2.0118136547056626,0.0,1.3594807456348266,23.22497902292538
2024-03-26,0.0,0.0,10.79512448295617,6.716338135764147,1.4705875368014363,0.8734279536208764,2.0118136547056626,0.7361813947895878,1.3594807456348266,23.96295390427271
2024-03-27,0.0,0.0,10.703955582937565,6.722555555830989,1.4918104610680625,0.8764170978837816,2.0118136547056626,0.7361813947895878,1.3594807456348266,23.902214492850472
2024-03-28,0.0,0.0,10.663303220962057,6.738995849276967,1.5094464122192028,0.8758192690312006,2.0267593760201885,0.7361813947895878,1.3594807456348266,23.909986267934027
2024-04-02,0.0,0.0,10.663303220962057,6.7210609836995365,1.5022724659882305,0.8728301247682955,2.0267593760201885,0.7562086613510521,1.3594807456348266,23.901915578424184
2024-04-03,0.0,0.0,10.642169971023316,6.7123924653371105,1.4953974341835488,0.8728301247682955,2.0437078239908604,0.7621869498768623,1.3780134400648383,23.906698209244833
2024-04-05,0.0,0.0,10.642169971023316,6.691767369923066,1.4965930918887107,0.8728301247682955,2.03772953546505,0.7681652384026726,1.372035151539028,23.88129048301014
2024-04-08,0.0,0.0,10.63918082676041,6.69475651418597,1.4947996053309678,0.8728301247682955,2.0350393056284357,0.7681652384026726,1.372035151539028,23.876806766615783
2024-04-09,0.0,0.0,10.639031369547265,6.69475651418597,1.4968920063150013,0.8728301247682955,2.0350393056284357,0.7681652384026726,1.372035151539028,23.87874971038667
2024-04-10,0.0,0.0,10.639031369547265,6.732419731898576,1.4945006909046772,0.8728301247682955,2.0350393056284357,0.7681652384026726,1.372035151539028,23.91402161268895
2024-04-11,0.0,0.0,10.639031369547265,6.732359949013317,1.4945006909046772,0.8728301247682955,2.0350393056284357,0.7681652384026726,1.372035151539028,23.913961829803693
2024-04-12,0.0,0.0,10.639031369547265,6.732359949013317,1.497190920741292,0.8728301247682955,2.0350393056284357,0.7681652384026726,1.3690460072761228,23.9136629153774
