date,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CITIBANK N.A.,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2025-03-03,38.582953850560195,24.26961397144051,2.274985850841117,9.060125489253636,7.134248700924778,7.284398505058719,4.773815098819152,6.619858533101899
2025-03-06,38.60837435380912,24.285604084670325,2.276484732586578,9.06609478207469,7.138949123629139,7.2891978544445,4.711075020596026,6.624220048189622
2025-03-07,38.58824702785743,24.272943508369796,2.3630992541554026,9.061368443609478,7.135227445149568,7.285397848264538,4.672949764212355,6.62076670838143
2025-03-10,38.6317059255436,24.300280209301324,2.423445121306372,8.934229512321545,7.143263288790831,7.293602816981107,4.6452499702650165,6.628223155490204
2025-03-11,37.529364116667246,23.529376811159704,4.489673300484308,8.784858873706817,7.02383566520356,7.171661679351706,4.953823108459853,6.517406444966809
2025-03-12,37.32774557024107,23.223407332330318,4.498465909258138,8.662455353236869,7.295192129915157,7.104500383021,5.431861193082986,6.45637212891446
2025-03-13,37.04409125984686,22.24974893103031,5.007789160607207,8.38623460785967,7.140279751834805,6.877958333300954,7.043400933507716,6.250497022012473
2025-03-14,36.870002589242254,22.04191903652474,5.610247702464502,8.307900678822847,7.073584006540595,6.813712873307017,7.090520576264218,6.1921125368338314
2025-03-17,36.321932257811305,21.74456091941562,5.850675246024577,8.277737195203489,7.047901954773257,6.788974335307291,7.829269209400032,6.138948882064425
2025-03-18,36.10986385395339,21.63283174263531,6.512497287788014,8.235204041011443,7.011688012061172,6.754090829658334,7.636418857612496,6.107405375279838
2025-03-19,35.935274034760596,21.528237823426682,6.987288353335984,8.19538714249443,6.977786767038115,6.72143505722089,7.5767145192896,6.077876302433707
2025-03-20,35.82360113988207,21.613589329858012,7.142061856875317,8.22787882361283,7.0054511126760675,6.748083063073458,7.337361838348294,6.101972835673948
2025-03-21,35.60192564682634,21.479845012733335,7.812641044752182,8.176964927829285,6.962101567123222,6.706326104180721,7.195981706835034,6.064213989719882
2025-03-24,35.60192564682634,21.479845012733335,7.903566369046191,8.176964927829285,6.962101567123222,6.706326104180721,7.105056382541024,6.064213989719882
2025-03-25,35.60282486860327,21.48038754362316,7.903765994736806,8.17717145893115,6.962277413604237,6.70649549036887,7.102710072481942,6.064367157650562
2025-03-26,35.53103037840609,21.437071501184843,8.265928831796185,8.160681872548171,6.9482377086267295,6.692971579653423,6.91194000392721,6.052138123857347
2025-03-27,35.158233832883326,21.302827794147227,8.990681312251187,8.10957786860505,6.904726299555157,6.651058703825191,6.868655899151169,6.014238289581691
2025-03-28,35.18026449654146,21.316176457687348,8.99631500468833,8.114659448734526,6.9090529020653975,6.655226354508981,6.810298436496241,6.018006899277714
2025-04-01,35.16439963692783,21.30656373442218,8.992258034775459,8.111000069397592,6.905937201944234,6.652225119773478,6.852323178319492,6.015293024439727
2025-04-02,35.20850406610522,21.333287177476542,9.003536441679442,8.121173171506886,6.914598871740149,6.6605685749354135,6.735494079633401,6.022837616922945
2025-04-22,35.20850406610522,21.333287177476542,9.121434554130662,8.121173171506886,6.914598871740149,6.6605685749354135,6.617595967182183,6.022837616922945
