date,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CITIBANK N.A.,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-03,77.52328719340986,0.0,0.0,0.0,0.0,14.967246987384891,7.509465819205243,0.0
2024-04-10,58.39161043285067,0.0,0.0,0.0,24.682864884316295,11.273537113554319,5.651987569278722,0.0
2024-04-25,58.39408971972878,0.0,0.0,0.0,24.683912909924228,11.27401578390488,5.64798158644211,0.0
2024-04-30,58.258040863817214,0.0,0.0,0.0,24.6264033549858,11.247749136778586,5.867806644418394,0.0
2024-05-13,58.35444637723886,0.0,0.0,0.0,24.667155172657036,11.26636193278564,5.712036517318467,0.0
2024-05-14,58.356922509109374,0.0,0.0,0.0,24.663958602908632,11.266839994005968,5.712278893976017,0.0
2024-06-03,42.43621378631474,27.287782489759984,0.0,0.0,17.92906204067964,8.193064509308295,4.153877173937342,0.0
2024-06-06,42.45062235401176,27.32482775211058,0.0,0.0,17.857982599247194,8.195846339120513,4.170720955509948,0.0
2024-06-07,42.45062235401176,27.309394356034833,0.0,0.0,17.857982599247194,8.195846339120513,4.186154351585696,0.0
2024-06-28,42.445381742907564,27.306022958694236,0.0,0.0,17.852691698736006,8.19483454610191,4.201069053560282,0.0
2024-07-24,42.44276192254817,27.304337572158794,0.0,0.0,17.851589792161914,8.194328743267675,4.206981969863448,0.0
2024-07-29,42.43228587433142,27.297598106017208,0.0,0.0,17.90580509841999,8.19230615616142,4.17200476506996,0.0
2024-08-02,42.39173998779032,27.271514068995746,0.0,0.0,17.984249656462918,8.184478052888798,4.168018233862226,0.0
2024-08-07,42.32650642376504,27.22954792041118,0.0,0.0,18.110457726777007,8.1718835551581,4.161604373888669,0.0
2024-08-08,42.5451751356249,27.370222185106446,0.0,0.0,18.20402062144774,8.214101432357431,3.6664806254634823,0.0
2024-08-09,42.327809127474566,27.230385977602328,0.0,0.0,18.13563711478064,8.172135065238203,4.134032714904261,0.0
2024-08-12,42.338233644626335,27.23709229270637,0.0,0.0,18.14933909145526,8.17414770335745,4.101187267854583,0.0
2024-08-13,42.338233644626335,27.23709229270637,0.0,0.0,18.16781013454723,8.17414770335745,4.08271622476261,0.0
2024-08-15,42.34996736570867,27.244640846732953,0.0,0.0,18.145130962348,8.17641310653988,4.083847718670499,0.0
2024-08-27,42.39827440506603,27.275717799550776,0.0,0.0,18.16582844123797,8.18573963815982,3.9744397159854032,0.0
2024-08-28,42.40219602247024,27.27824066000054,0.0,0.0,18.167508684832235,8.186496776026436,3.9655578566705505,0.0
2024-08-29,42.41265721643988,27.284970570086887,0.0,0.0,18.14731950490831,8.188516495256556,3.9665362133083644,0.0
2024-09-09,42.47815680719184,27.32710785936116,0.0,0.0,18.020911082841785,8.201162354170036,3.9726618964351874,0.0
2024-09-10,42.4794688626057,27.327951932703957,0.0,0.0,18.02146770854606,8.201415669762698,3.969695826381591,0.0
2024-09-27,42.488350894718266,27.323732087340268,0.0,0.0,18.018684923830097,8.200149248262287,3.9690828458490772,0.0
2024-10-03,42.50572700251843,27.34484435637569,0.0,0.0,18.032607448123645,8.206485269875534,3.9103359231066994,0.0
2024-10-04,42.55273978303521,27.375088684767384,0.013160773068172713,0.0,17.89784690557072,8.215561921847254,3.9456019317112596,0.0
2024-10-07,42.56327540045303,27.38186647305157,0.013164031539205973,0.0,17.902278226998224,8.217596009845401,3.9218198581125687,0.0
2024-10-08,43.481030227132685,27.972277804949996,0.013447876082888364,0.0,15.408069610898423,8.394784873502704,4.730389607433307,0.0
2024-10-09,45.461652683351886,29.246454642128842,0.014060445868357732,0.0,10.480461649377734,8.777179203828698,6.020191375444481,0.0
2024-10-10,45.37465773966142,29.19048893202897,0.014033539946016978,0.0,10.295441730703182,8.760383285389118,6.364994772271296,0.0
2024-10-18,45.449633553462334,29.238722478505117,0.014056728574435889,0.0,10.312453630310847,8.774858697408717,6.21027491173855,0.0
2024-10-28,42.09685753054911,27.08180986993079,0.013019777144023805,0.0,9.551713783455103,8.127545758999288,5.742965999204763,7.386087280716926
2024-11-01,42.06466800409732,27.061101658289626,0.013009821520602987,0.0,9.544410028221845,8.12133099940571,5.815040008221558,7.380439480243331
2024-11-08,42.06289593078508,27.061929378687466,0.013010219453206797,0.0,9.54470196396657,8.12157940730169,5.81521787338351,7.380665226422475
2024-11-18,42.12131716989244,27.034641313943155,0.012997100517531189,0.0,9.535077504397808,8.113389962211087,5.809354062285247,7.373222886752735
2024-11-21,42.120030139763074,27.03381526195225,0.012996703387026153,0.0,9.53478615709771,8.113142055022179,5.812232087175537,7.372997595602235
2024-12-10,42.03397792253769,26.97858453833612,0.01297015081478527,0.0,9.515306363591733,8.096566714022126,6.004659923468944,7.357934387228601
2024-12-11,38.22961348692649,24.536836871010422,0.011796262857399587,9.050688570617973,8.65410561808285,7.363771675823666,5.461196854071063,6.691990660610133
2024-12-12,38.23067374101527,24.537517371785754,0.011796590013098695,9.050939580991557,8.654345629687194,7.3639759015093595,5.458574929770977,6.692176255226789
2024-12-18,38.22733179494416,24.53003393864317,0.011792992298165439,9.048179232411641,8.651706234024982,7.361730041812653,5.479090485396624,6.690135280468604
2025-01-02,38.3276550987877,24.514401500871546,0.01178547688996407,9.04241303171453,8.646192696634039,7.357038577175548,5.414641809890158,6.685871808036511
2025-01-03,38.353465549228034,24.50964775640111,0.011783191492721348,9.040659559538291,8.644516058078516,7.355611926745033,5.399740650667086,6.68457530784921
2025-01-10,38.35144694186388,24.50835777243889,0.011782571323545502,9.040183734428293,8.64406108266692,7.355224788524521,5.404719621339986,6.6842234874139645
2025-01-14,38.43671481521541,24.474459563268862,0.01176627451284138,9.027679998273856,8.632105235058546,7.345051567181458,5.397244199366361,6.674978347122663
2025-01-15,38.54547403970214,24.543711663887496,0.01179956796409669,9.05322441538252,8.373573739185579,7.3658348759554295,5.412516058481028,6.693865639441709
2025-01-21,38.70653683931079,24.64626790458391,0.011848872623017538,9.091053439571585,7.990711442136078,7.396613119475134,5.435132332142828,6.721836050156653
2025-01-23,38.91576177295404,24.779491235524056,0.011912920708708852,9.140194365315939,7.493362961361358,7.4365948903974886,5.464511483428199,6.758170370310207
2025-02-03,39.08790193319321,24.805196152397965,0.011925278534526674,9.14967591334849,7.293666887873784,7.444309215589466,5.442143684817145,6.765180934245413
2025-02-04,39.1467258270913,24.725476644869495,0.011886952801237909,9.120270475335586,7.267431705564636,7.420384524129242,5.564385029398096,6.743438840810409
2025-02-06,39.20011429072333,24.69924706030804,0.011874342737611782,9.110595397718596,7.259722179184069,7.412512740456487,5.569648805879691,6.736285182992178
2025-02-07,39.26037126044625,24.663443995235404,0.011857130153572624,9.097389034015341,7.249198769099709,7.401767851134547,5.5894514331558645,6.726520526759313
2025-02-10,39.27131860112936,24.670321136616558,0.011860436389330152,9.099925745052063,7.251220131762798,7.403831756077933,5.563126046867894,6.728396146104069
2025-02-11,39.26037126044625,24.663443995235404,0.011857130153572624,9.097389034015341,7.249198769099709,7.401767851134547,5.5894514331558645,6.726520526759313
2025-02-12,39.27391374749762,24.657945042115685,0.01185448649184957,9.095360683237585,7.2475824901974395,7.400117555481421,5.588205210957464,6.725020784020927
2025-02-18,39.17622214511474,24.579167700348346,0.26184488079624557,9.174648356078034,7.224427872817843,7.376475618215726,5.503677776904222,6.703535649724844
2025-02-27,38.463498416520444,24.12927717451933,2.2618309556819383,9.007736152020582,7.092995568002884,7.2422771447890275,5.220804774741135,6.581579813724653
2025-02-28,38.49079467084169,24.14640091295859,2.263436101223547,9.01412864014534,7.098029228977428,7.247416745890008,5.153543159866287,6.586250540097109
