date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,IFAST SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD
2024-03-06,100.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,98.12844036697248,0.0,1.8715596330275228,0.0,0.0,0.0
2024-05-13,98.13528336380256,0.0,1.8647166361974405,0.0,0.0,0.0
2024-06-13,97.77777777777777,0.0,2.2222222222222223,0.0,0.0,0.0
2024-07-24,72.56270158183446,25.788146109487492,1.6491523086780555,0.0,0.0,0.0
2024-07-30,73.37603578038585,24.956327042787198,1.6676371768269513,0.0,0.0,0.0
2024-09-12,73.48373094828223,24.8468062629486,1.669462788769168,0.0,0.0,0.0
2024-09-26,77.34386477354235,20.89897479771051,1.7571604287471447,0.0,0.0,0.0
2024-10-02,80.06536434959192,18.115645994793514,1.818989655614565,0.0,0.0,0.0
2024-10-03,76.95592732608964,21.29572572162304,1.748346952287325,0.0,0.0,0.0
2024-10-04,77.82586137431485,20.37704238538439,1.7681108170700954,0.0,0.0,0.028985423230657305
2024-10-07,76.73599103746488,21.234863575697126,2.0005658743473154,0.0,0.0,0.028579512490675935
2024-10-09,75.20987336169927,22.80133669093364,1.9607788213478392,0.0,0.0,0.02801112601925485
2024-10-10,76.82381452413584,21.14471775474176,2.002855499698141,0.0,0.0,0.02861222142425916
2024-10-16,78.06995452757633,19.86440332653275,1.980752742635137,0.0,0.0,0.08488940325579158
2024-11-14,78.04786973728504,19.858783992124494,2.0084808812422033,0.0,0.0,0.0848653893482621
2025-01-23,78.06995452757633,19.86440332653275,1.980752742635137,0.0,0.0,0.08488940325579158
2025-02-03,77.73998946184992,20.203098892367166,1.972381030202789,0.0,0.0,0.08453061558011953
2025-02-11,79.53277736299405,18.362875863719044,2.01786676890525,0.0,0.0,0.08648000438165356
2025-02-12,79.83194493071491,18.05579266263697,2.025457102265329,0.0,0.0,0.08680530438279982
2025-02-20,79.83194493071491,17.85324695241044,2.025457102265329,0.2025457102265329,0.0,0.08680530438279982
2025-02-21,79.83194493071491,17.76644164802764,2.025457102265329,0.2893510146093327,0.0,0.08680530438279982
2025-03-05,80.9088536397254,16.657135902827264,2.05277990387125,0.29325427198160714,0.0,0.08797628159448212
2025-03-19,81.00387256643404,16.5592584872035,2.055190677655086,0.2935986682364409,0.0,0.08807960047093226
2025-03-20,81.07528335209123,15.86859868175527,2.0570024772186977,0.8815724902365848,0.0,0.1175429986982113
2025-03-24,80.95633522202105,15.84531735528945,2.0539845833785697,1.0269922916892849,0.0,0.11737054762163257
2025-04-09,77.33203128196595,19.694708961514014,1.9094328711596533,0.9547164355798267,0.0,0.10911044978055161
2025-04-10,77.24774591894845,19.673243397156956,1.907351751085147,0.9536758755425735,0.10899152863343697,0.10899152863343697
2025-04-11,77.33203128196595,19.667431349068877,1.9094328711596533,0.9547164355798267,0.10911044978055161,0.027277612445137902
