date,CHINA MERCHANTS SECURITIES (HK) CO LTD,WINBULL SECURITIES INTERNATIONAL (HONG,CHINA CITIC BANK INTERNATIONAL LTD,ZINVEST GLOBAL LTD,FIRST SHANGHAI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SDICS INTERNATIONAL SECURITIES (HONG,"CHINA MINSHENG BANKING CORP., LTD.",CITIC SECURITIES BROKERAGE (HK) LTD
2025-01-27,26.662172560376618,26.057242200545055,12.213916502757446,8.432658256478941,10.211969549473237,6.012271571155821,4.708167668601054,2.1066123234603435,0.6652459968822138,2.9297433702692692
2025-02-03,26.92125986014988,24.630279364382776,12.332604154305328,8.514601866011674,10.329115737952312,6.152196157368328,4.865870615130055,2.1270831420824368,1.1642981409293338,2.962690961687874
2025-02-04,27.321334027145006,23.455682022173193,12.515877758867116,8.641136518050088,10.482615700291536,6.341787080105708,4.892735655481604,2.158693513239608,1.1816006598785223,3.0085370647676224
2025-02-05,27.526241686793878,22.073007406050753,12.609745767562183,8.71052300225501,10.561234418104188,6.453451769096049,4.982543697988805,2.17488352926363,1.8772678884170284,3.03110083446847
2025-02-06,27.435795046149984,21.35335257675501,12.568312245433491,8.677338018688177,10.535659277344864,6.601102123241566,5.3203116977946125,2.167737224611804,2.327465230635832,3.012926559344659
2025-02-07,27.822038545819726,19.847232859975797,12.747101196082017,8.808754144867306,10.683981201450385,6.8661910723087,5.484992861456726,2.200105979021707,2.47500352877747,3.0645986102401648
2025-02-10,27.778329686882714,19.906616979445108,12.727075300167959,8.785674185208887,10.667196499407403,6.617903571981397,5.558623143371354,2.1966495780205664,2.7021469777585767,3.059784077756035
2025-02-11,27.79296969809044,19.918957590271212,12.73378284979878,8.790304498477855,10.682064570412816,6.528005399745269,5.589291121626026,2.1996565059302426,2.7035710900966916,3.0613966755506654
2025-02-12,27.797596066037674,19.92227326426859,12.73590249248048,8.79454202029403,10.705112347731198,6.4902517911596815,5.588371969362442,2.2000226568117243,2.7040211216971337,3.0619062701570487
2025-02-13,27.798367277107435,19.937622679635354,12.736255834868876,8.79478601434817,10.696161413454359,6.486732681508061,5.584827838133396,2.200083693810126,2.704096141530395,3.061066425603832
2025-02-14,27.81277107597645,19.94795341252125,12.74285516013,8.799343056406935,10.701703658296804,6.455858710863857,5.571066723725148,2.201223673101167,2.7054972762285887,3.0617272527497947
2025-02-17,27.818176349598932,19.946277483046867,12.745331670603695,8.800127712443402,10.703783481135808,6.448784302474891,5.572149432813306,2.2016514699655962,2.706023076157799,3.0576950217597014
2025-02-18,27.797596066037674,19.910251282537377,12.73590249248048,8.793617252468552,10.69586466947642,6.532791111131661,5.572650916329319,2.2000226568117243,2.7040211216971337,3.05728243102966
2025-02-19,27.80839691655122,19.917987478404065,12.740851070719032,8.797034042366198,10.700020584079024,6.491848473424566,5.57944182453576,2.200877483099083,2.7050717783025306,3.0584703485185245
2025-02-20,27.833631571758943,19.87217030378651,12.752412721855821,8.804090920665491,10.70973028906364,6.492183684004621,5.564133607728118,2.2028746634689953,2.707526488433519,3.0612457492343412
2025-02-21,27.860977808261712,19.889840739461995,12.764941826919735,8.812740843040432,10.720252481132272,6.4012401606276805,5.570527184126315,2.2050389635668055,2.710186603391904,3.0642533894711477
2025-02-24,27.88811908975569,19.90921679187822,12.777377028647507,8.823181494513346,10.73069581130824,6.310059215516181,5.574098256470681,2.20718704263378,2.712826781278341,3.0672384879980146
2025-02-25,27.881393466762205,19.905342952084798,12.774295579501949,8.821053656771968,10.728107948919513,6.289058786154378,5.615421539232123,2.206654747577341,2.7121725438907713,3.0664987791049554
2025-02-26,27.835951336396995,19.871974441190428,12.753475558230793,8.805750732153399,10.710622880227806,6.22880227806781,5.58960052784498,2.203058259732142,2.939263100626237,3.0615008855294077
2025-02-27,27.789115567645773,19.838538573010105,12.732017019781683,8.786312064769469,10.692601572087927,6.3079970324009125,5.5709508104272745,2.199351473283519,3.026766172143859,3.0563497144494804
2025-02-28,27.805310102885844,19.835299395727773,12.739436798860371,8.791432423494697,10.699757874848816,6.2802222833766175,5.561247025468235,2.200633179239676,3.0285300667636403,3.0581308493343293
2025-03-03,27.793226678131983,19.826679518918933,12.733900589215667,8.786687285747638,10.68308796164666,6.348689000922311,5.544036300677979,2.1996768444484514,3.027213950703753,3.0568018695866246
2025-03-04,27.80145254936055,19.84642099884157,12.737669400505455,8.789287853107998,10.686249800569273,6.140616582000134,5.527179228682878,2.2003278756754634,3.213089129927095,3.0577065813295845
2025-03-05,27.80093828975997,19.846053888075765,12.737433784443072,8.789125272550285,10.686052130805638,6.122005415166629,5.547424327555152,2.200287174933929,3.2130296955529505,3.0576500211566073
2025-03-06,27.80145254936055,19.84734589496417,12.737669400505455,8.789287853107998,10.686249800569273,6.119343971180237,5.547526943380172,2.2003278756754634,3.213089129927095,3.0577065813295845
2025-03-07,27.81766147111832,19.845035849052238,12.745095770991766,8.792561350580364,10.692480143627568,6.09144689504869,5.5396560619486435,2.2016107202432043,3.2149624388923463,3.0594892984968616
2025-03-10,27.805310102885844,19.836224420183107,12.75793728796705,8.788657350128695,10.687732556929474,6.103542612407815,5.548296683093559,2.200633179239676,3.2135349578304475,3.0581308493343293
2025-03-11,27.78397838952012,19.821006440163327,12.772181821963105,8.78191485674276,10.679533128597607,6.109951866307108,5.585634299473371,2.1989448946627754,3.2110695939716187,3.0557847085982073
2025-03-12,27.786803602421028,19.823021938531436,12.787346692580925,8.78280784545734,10.680619076561847,6.120741653166447,5.55199914954392,2.1991684942998644,3.211396111474455,3.056095435962737
2025-03-13,27.787060468448484,19.82320518598121,12.78746490102957,8.782889035254966,10.68071781005535,6.143908667567974,5.5280156226528465,2.199188823794502,3.2114257981765872,3.0561236870385136
2025-03-14,27.81972109940606,19.843728670027787,12.825632755433286,8.793212354551281,10.691420810417473,6.271445660196623,5.074537768656423,2.1989972165470837,3.4215878407300373,3.0597158240339475
2025-03-17,27.8418768263208,19.873151085538435,12.89159446351066,8.810368519964683,10.69108790208024,6.14941476628887,5.051710513814575,2.199579642070089,3.426820875150914,3.064395405260731
2025-03-18,27.8300105855402,19.86282807646605,12.895365293789277,8.79920133604805,10.686531347791744,6.173663083333913,5.065308382033767,2.1986421786292536,3.4253603600473457,3.0630893563204014
2025-03-19,27.83620040544454,19.8663191427744,12.898233420214305,8.800231682594845,10.688908195771793,6.161135244714741,5.05994787141616,2.199131190269331,3.4261222125687807,3.0637706342311035
2025-03-20,27.80296245901222,19.842597670667676,12.854137885551244,8.789723724432534,10.676145054507673,6.303729569746912,5.052054769160992,2.1965053072955354,3.422031235175556,3.060112324449659
2025-03-21,27.78470254957507,19.82956582066254,12.780944672486557,8.783950974157369,10.669133375729896,6.394866161762155,5.083887379314332,2.1950627276406314,3.4197837775336763,3.0581025611377695
2025-03-24,27.78393153222319,19.829015556023187,12.738965444677492,8.783707222092467,10.668837310405909,6.434463285981542,5.088371254078629,2.1950018152933257,3.41968887953621,3.058017699688047
2025-03-25,27.778021820502207,19.82479787482458,12.736255834868876,8.781838905599393,10.663793641582414,6.438643420441173,5.105784814428628,2.194534932917793,3.4189615031593257,3.0573672516756103
2025-03-26,27.783674535948254,19.8288321412632,12.738847611581697,8.783625974410382,10.665963680594578,6.428853878332536,5.09757400431504,2.1949815119287948,3.4196572480407728,3.0579894135847434
2025-03-27,27.77904941585571,19.825531255707922,12.736726988552945,8.782163773112021,10.664188128449318,6.440731261256887,5.100424727118029,2.194616115584965,3.4190879811705077,3.057480353191696
2025-03-28,27.78475000520028,19.818383105792186,12.73213472654616,8.778997339767812,10.627985827503242,6.489256221268453,5.1004347434181785,2.1938248406980856,3.4178552195789393,3.056377970226663
2025-03-31,27.784237352781403,19.821315056460282,12.734018330809862,8.780296113082372,10.596271425434288,6.513332023439395,5.101189306642318,2.1941493972561577,3.418360860369159,3.0568301337247603
2025-04-01,27.691518206972116,19.81743329426803,12.743146813866563,9.343310009731653,10.589701092672598,6.197975539112686,4.997584423809953,2.193204487192823,3.4183292534367062,3.007796878936869
2025-04-02,27.70304489291884,19.825682366353785,12.739201117408868,9.432299868880209,10.594109090740908,6.132104923582831,4.952489310383902,2.1941174158069883,3.4197521442826453,3.007198869641028
2025-04-03,27.67437401386537,19.805164053530216,12.732485209424386,9.422538041984213,10.583144865631576,6.224631939326876,4.945515700764883,2.191846644658875,3.4162129196053383,3.004086611208265
2025-04-07,27.67948946041678,19.808824922538744,12.734838735018958,9.424279743159033,10.585101098205394,6.208222330561441,4.9455056296600945,2.1922517947213125,3.4168443866292977,3.0046418990889494
2025-04-08,27.69279847615173,19.81834951882734,12.734489318960954,9.42881118105176,10.590190689083634,6.155727491914958,4.961753535110694,2.193305886187582,3.4184872939441364,3.0060866087672133
2025-04-09,27.652143805182067,19.789255006059207,12.715794333198685,9.60055398465001,10.574643660915228,6.197472445034336,4.864908534826014,2.19008598303422,3.4134687518033355,3.001673495296901
2025-04-10,27.646528029392147,19.78523607646205,12.713211927636605,9.593988641005463,10.57249609404749,6.220214948547586,4.865766778287289,2.188718086002497,3.4127755225437504,3.0010638960751237
2025-04-11,27.634538328631308,19.77665564785318,12.707698482817802,9.657186488612483,10.567911031347101,6.216594656067691,4.840588603025138,2.1877688863462827,3.411295475673643,2.999762399625376
2025-04-14,27.62791019476251,19.771912224259406,12.704650546003851,9.658560210329679,10.565376321767507,6.211413613772904,4.863412552899528,2.1872441507823943,3.4104772777066685,2.9990429077155474
2025-04-15,27.626890764054323,19.771182668736063,12.704181762414644,9.66189368134846,10.564986474363556,6.2222539960011165,4.849396131644916,2.1871634445748707,3.410351435931378,3.0016996409306747
2025-04-16,27.632498564123146,19.77519589050891,12.706760500354067,9.663854885325915,10.567130991181756,6.206909277955773,4.846689871359273,2.187607402435339,3.4110436806425346,3.002308936113283
2025-04-17,27.63300847701978,19.77556080964189,12.706994982988293,9.663110547257943,10.56732599042731,6.206101147569345,4.846779309151721,2.1876477711781326,3.41110662591546,3.002364338850124
2025-04-22,27.609826476356858,19.75897061229946,12.696334776866895,9.747193406608602,10.558460804491471,6.207347962266847,4.82796291217339,2.1858125004321383,3.4082449658783696,2.999845582625971
2025-04-23,27.586683338975206,19.742408227461873,12.685692441963555,9.74270759211796,10.54961048052633,6.282282448250213,4.823916012094332,2.1839803064112395,3.405388103248567,2.9973310489507266
2025-04-24,27.566369746854956,19.72787080651582,12.676351268946759,9.8312596502774,10.541842222135292,6.281338233162208,4.806557241246004,2.1823721215998235,3.4028805287028874,2.9831581805588474
2025-04-25,27.549886968100395,19.725273840761854,12.668771689361202,9.917370576750155,10.535538931037893,6.251825413434584,4.7880450655769,2.1810672143098615,3.400845841966916,2.9813744587002367
2025-04-28,27.562056961952507,19.73398735968305,12.674368041671173,9.923592113951514,10.512583948592056,6.238021723675401,4.788319555679284,2.1820306873948847,3.402348144790758,2.9826914626093717
2025-04-29,27.57372996637182,19.742345042202107,12.679735854181196,9.927794925619796,10.517036208416483,6.1955498472806285,4.793109559749296,2.1829548148608495,3.403789097655234,2.983954683662595
2025-04-30,27.59405441139548,19.75689701637962,12.689082017888362,9.936034016911712,9.134443735502847,6.243420855628523,4.800328007057679,3.4532877870349683,3.4062980119178974,2.986154140282906
2025-05-02,27.538234137976218,19.716930602712075,12.663413153968694,9.91777332839866,8.878733474783743,6.32641942728675,4.7749858051524425,3.803989269384875,3.3994073794817212,2.980113420854817
