date,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,YUNFENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,BOCI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,0.0,0.0,64.3359387402595,4.9245132189049095,0.0,30.739548040835597,0.0,0.0,0.0
2024-03-04,49.33716703432685,14.632232251058811,8.353031538873509,9.886435136740742,0.7546844777988498,5.039220339280936,4.74316306997499,4.813237873612928,1.770235965073811,0.6705923132585633
2024-03-05,49.34124028547781,14.630926153205342,8.352375252961656,9.88726954099725,0.7549296753511526,5.04191443158836,4.743563387723518,4.8136441055978425,1.7748321948387498,0.6593049722583173
2024-03-06,49.34379156777672,14.630529751766238,8.352822491381884,9.88371493081468,0.7549700990085151,5.042184407227268,4.74381738778117,4.813901858215527,1.774927230457116,0.6593402755708855
2024-03-07,49.34043309899384,14.629533959268601,8.349985221513332,9.88304221907123,0.7549187137495197,5.041841222838895,4.752569529872134,4.81357421134039,1.7748064242218031,0.6592953991302546
2024-03-08,49.354541740959675,14.6249119135591,8.352372856653744,9.860904786027353,0.7562238925104211,5.04328291129183,4.758013428782772,4.814950628020549,1.7753139209506577,0.6594839212439009
2024-03-11,49.35292891637907,14.624433995689914,8.352099914959336,9.861944145582854,0.7535667583954981,5.043118105169448,4.757857944794023,4.814793283418546,1.7797945652083456,0.6594623704029616
2024-03-12,49.3577228984153,14.624492835525382,8.35064166089614,9.859815514948377,0.7507349337612124,5.041338427439965,4.7604988752801525,4.815260976684491,1.779967448629069,0.6595264284199159
2024-03-13,49.35579623295742,14.627916223964396,8.350315695841546,9.859430639697694,0.7507056290246896,5.041050861703135,4.76031305048503,4.815073014265447,1.7798979680777378,0.6595006839829044
2024-03-14,49.359811235310964,14.635440022683968,8.352019077843856,9.859081145215749,0.750858765565162,5.033271880912096,4.761284107373286,4.816055241645952,1.7838929282242084,0.648285595224759
2024-03-15,49.3392692467645,14.630232656805234,8.340322118584798,9.852753985851624,0.750095901063527,5.006241211370311,4.759324279853567,4.8178847721320555,1.8558570779991408,0.6480187495752436
2024-03-18,49.339537928937034,14.626137363421341,8.33165456864512,9.823038332589213,0.7646215991890588,4.961977552514059,4.75935019725378,4.817911008429579,1.9277491705914136,0.6480222784294025
2024-03-19,49.34518093060679,14.627810166228752,8.327615090993303,9.805826167453564,0.764709049561358,4.957098829937471,4.75989452787051,4.818462036692236,1.945306807410126,0.6480963932458907
2024-03-20,49.342719855830886,14.627442327364736,8.327198988017443,9.798982588232827,0.7646708396167683,4.956851140346604,4.759656691916735,4.818221274316619,1.9561922843130382,0.6480640100443464
2024-03-21,49.331928699289975,14.624243334272972,8.325377845849163,9.79874523750601,0.7645036075963875,4.955767086675429,4.75861576428661,4.8171675387266095,1.9757286060868093,0.6479222797100367
2024-03-22,49.33483871232633,14.622837209651435,8.321331375260186,9.794785678546683,0.7632781844274665,4.953881385248096,4.758896467560823,4.816362678703796,1.9858278086469239,0.6479604996282564
2024-03-25,49.331928699289975,14.626511986228524,8.320205319390501,9.79411718751668,0.7623257017190561,4.954587387658541,4.758343526051943,4.816078585787944,1.9879793266467989,0.6479222797100367
2024-03-26,49.330854319714405,14.623924838954405,8.32002411709626,9.78972965682089,0.7606757055101597,4.960196362178437,4.758239896065589,4.815973698413716,1.9924732363661868,0.647908168879947
2024-03-27,49.33385616449492,14.624760918755314,8.32049978995317,9.785751891263923,0.7593579555527342,4.960479946786032,4.758511934407469,4.8162490375155835,1.9925871501509689,0.6479452111198933
2024-03-28,49.334125995260976,14.624814006414768,8.320529993240717,9.781612930904366,0.7592699623912047,4.961586948684863,4.758529207733337,4.81898900900664,1.9925943832119848,0.6479475631511441
2024-04-02,49.334434633025424,14.603677543519547,8.320896616341653,9.776054194140112,0.7593034177009368,4.978776495025302,4.758738880282497,4.821651693249922,1.9984904133935748,0.6479761133210298
2024-04-03,49.336093691831564,14.595039284084255,8.321145823791156,9.76763437470466,0.759326158527659,4.978925607344464,4.765415858759436,4.821796099745551,2.0066275812707217,0.6479955199405306
2024-04-05,49.33874228939076,14.59592350300346,8.320288520616998,9.762508136855178,0.7593721611825439,4.979227248205694,4.765704564447594,4.822088221147418,2.008110577357403,0.6480347777929517
2024-04-08,49.340444016489656,14.59642692642704,8.320575493081012,9.759395783801285,0.7593983524497888,4.979398985172359,4.765868936870285,4.822254538281142,2.0081798384700393,0.6480571289573961
