date,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,FULBRIGHT SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-26,0.0,0.0,73.41889385137316,0.0,0.0,26.581106148626844
2024-03-28,0.0,0.0,73.19063858249291,0.0,0.0,26.809361417507095
2024-04-03,0.0,10.99835570187516,65.10039310842694,0.0,0.0,23.90125118969789
2024-04-08,0.0,11.010534640668421,65.17248149368889,0.0,0.0,23.816983865642676
2024-04-25,0.0,10.84443337348739,65.17248149368889,0.0,0.0,23.98308513282371
2024-05-06,0.0,10.696376565012882,65.64797440876715,0.0,0.0,23.655649026219972
2024-05-10,0.0,10.69623053158719,65.64707814277143,0.0,0.0,23.656691325641383
2024-05-17,51.73105629956753,5.210057907920458,31.65301164554325,0.0,0.0,11.40587414696877
2024-05-21,51.74468143835438,5.237768566532712,31.582333309918486,0.0,0.0,11.435216685194423
2024-05-24,51.75831375632253,5.239148475048094,31.590653786494798,0.0,0.0,11.411883982134585
2024-05-27,51.75081402004523,5.2399629621636965,31.595564924364833,0.0,0.0,11.413658093426232
2024-05-29,51.76445366719009,5.241344027316186,31.60389237515129,0.0,0.0,11.39030993034243
2024-05-31,3.418490396719119,0.3471955731153528,2.093495765338101,0.0,0.0,0.7527676758506424
2024-06-05,51.71535773540277,5.25241881183613,31.670670342066305,0.0,0.0,11.361553110694803
2024-06-07,51.74269037868279,5.255194824533863,31.687408950727352,0.0,0.0,11.314705846055997
2024-06-12,51.87978811949014,5.269119020061253,31.771368098336204,0.0,0.0,11.079724762112415
2024-06-13,51.86604566112024,5.267723280961232,31.76295216759955,0.0,0.0,11.103278890318974
2024-06-19,41.84430466606699,4.249875136139594,25.62560208038119,0.0,19.322354089866035,8.957864027546194
2024-06-25,41.87114918274105,4.252601572744653,25.64204175856008,0.0,19.334750024287384,8.899457461666833
2024-07-02,41.99688037845214,4.265371336437798,25.719039993232517,0.0,19.392808646674816,8.625899645202729
2024-07-31,3.418490396719119,0.3471955731153528,2.093495765338101,0.0,1.5785489190307507,0.6846778741316368
2024-08-01,41.97490046026139,4.28282489747639,25.824280264001242,0.0,19.47216248077901,8.445831897481968
2024-08-12,42.156480431505116,4.301352046158063,25.935993979014498,0.0,19.55639745607479,8.049776087247535
2024-08-13,42.14056574683316,4.304144952781491,25.95283445349598,0.0,19.569095601076494,8.033359245812871
2024-08-16,42.124630381636976,4.306941488680291,25.969696811530156,0.0,19.581810246832113,8.01692107132046
2024-08-28,42.07444902249179,4.310675860989028,25.992214070446767,0.0,19.598788831317858,8.023872214754556
2024-09-02,42.0926974482208,4.312545476637448,26.003487349099647,0.0,19.607289169425094,7.983980556617019
2024-09-11,42.06533074176446,4.309741660933217,25.986581095800027,0.0,19.59454142552571,8.04380507597659
2024-09-30,3.38881022673904,0.3471955731153528,2.088258088282793,0.0,1.5785489190307507,0.6532518117997881
2024-10-03,41.87156518407034,4.317695291908589,25.969404031176975,0.0,19.63070316418466,8.210632328659432
2024-10-04,41.95354490691702,4.326148844141734,26.042003427474043,0.0,19.6691378297533,8.009164991713904
2024-10-07,41.98094286418403,4.328974055728157,26.05901027871001,0.0,19.681982851525216,7.9490899498525875
2024-10-08,42.01276096909177,4.341259400685423,25.980152184457538,0.0,19.737839030301345,7.927988415463923
2024-10-10,42.03111197587017,4.343155645513211,25.991500211529395,0.0,19.746460439832187,7.887771727255043
2024-10-16,42.04029349230764,4.344104389266949,25.997177943457206,0.0,19.750773969562605,7.8676502054056
2024-10-17,42.03111197587017,4.343155645513211,25.991500211529395,0.0,19.746460439832187,7.887771727255043
2024-11-01,42.018448920499154,4.344104389266949,25.997177943457206,0.0,19.750773969562605,7.889494777214093
2024-11-14,42.03111197587017,4.343155645513211,25.991500211529395,0.0,19.746460439832187,7.887771727255043
2024-11-18,41.930379350386424,4.332746749567078,26.16887050085425,0.0,19.699135667524068,7.868867731668179
2024-11-21,42.91296666766121,4.259432993467717,25.726070978937333,0.0,19.365809555666413,7.7357198042673225
2024-12-04,43.042033869452034,4.272243878856739,25.438231314225284,0.0,19.424055140715822,7.823435796750118
