date,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,6.738857113926866,0.10797093704009407,1.6339916918316582,0.4110852343423271,1.5948440168070757,0.8751172893856258,1.3191648947728483,0.31452773967182335,0.31984922925215503,0.5181988263671345,13.833606973397607
2024-03-04,6.781646630998245,0.08402429289434174,1.6339916918316582,0.4155517543843349,1.5816853738481924,0.8514679336546536,1.3101347128436767,0.3144266555457505,0.31981553454346406,0.518211040699035,13.810955621243354
2024-03-05,6.773741245834594,0.06864441050178013,1.6137748666170948,0.4155854490930258,1.6211758082969336,0.8621230934525088,1.3055153872977556,0.3142581820022958,0.31981553454346406,0.5181554107349863,13.812789388374439
2024-03-06,6.787319977574083,0.06857702108439827,1.6142465925387681,0.4108176478132579,1.6795687384583302,0.8203876142583992,1.2950569035145294,0.3140560137501502,0.3197734161576004,0.518528849191408,13.828332774340923
2024-03-07,6.79871030537351,0.06981771080046166,1.5810909991868842,0.4065384198095087,1.7136003942361784,0.812594264001146,1.3143302768857466,0.31408970845884115,0.3190995219837816,0.5145191788571862,13.844390779593246
2024-03-08,6.804537434599813,0.06908244171476233,1.5732401320618954,0.39390290405040673,1.7136003942361784,0.8082416320745134,1.3217768075064438,0.31412340316753207,0.3190995219837816,0.5080834894972169,13.825688160892543
2024-03-11,6.809952258523219,0.06988457794985883,1.5732401320618954,0.3912747167725135,1.7154199253528433,0.8064623492873797,1.3229561223106268,0.31415709787622303,0.3190995219837816,0.5081350087068054,13.830581710825147
2024-03-12,6.81170842674019,0.06877905455770914,1.568118536340873,0.3950583124587734,1.7396703272974445,0.802502766137627,1.3160326178055843,0.3134495089937133,0.31887039796468325,0.5012102069554784,13.835400155252076
2024-03-13,6.796494339161742,0.08444694247280653,1.57303796380975,0.3950246177500824,1.743140882292611,0.8127349225625762,1.3151565553796198,0.31341581428502235,0.31876931383861046,0.49784073608638457,13.850062087639206
2024-03-14,6.792062170875244,0.06881232808254142,1.5623567411547226,0.39883211983215855,1.7688836397324885,0.8141991598234496,1.3205477087701702,0.3132473407415677,0.3161657573927703,0.4976779064066356,13.85278487281175
2024-03-15,6.773970942663741,0.06904841005898449,1.537422656723428,0.39883211983215855,1.9653237914006612,0.8026513934976628,1.3247595473565374,0.3131799513241858,0.31509726448547193,0.49731632848767315,13.997602405830504
2024-03-18,6.78287492106151,0.06877817849528316,1.6232764880629156,0.4011570547318333,1.8289276106197412,0.7533499696352551,1.3505023047964146,0.313617982537168,0.31387751603085995,0.49734058867793063,13.933702614648913
2024-03-19,6.792084358840918,0.06818339949747071,1.624186245197571,0.3890438069574408,1.7842147321868655,0.7507137630166935,1.3856665071227827,0.3135168984110952,0.3126156491903843,0.4973289471560779,13.917554307577298
2024-03-20,6.7723089511575605,0.06867798727899066,1.624186245197571,0.3840232953624909,2.097878775390814,0.7654481895695714,1.3818590050407065,0.31321364603287677,0.312282071574344,0.49728064579116943,14.217158812396095
2024-03-21,6.708475353231193,0.06750777004615435,1.6458182481771537,0.3831809276452175,2.063072141313074,0.7836239746525354,1.387688189644239,0.3135168984110952,0.31174295623528897,0.4978998871474915,14.162526346503443
2024-03-22,6.675467022603643,0.06874535984901818,1.6755032865338706,0.39898374602126774,2.176421141349392,0.7921060279080772,1.3839480769795447,0.3135168984110952,0.31165198052182347,0.4972596876823636,14.293603227860094
2024-03-25,6.657072525166566,0.06838342813561447,1.6972700683482171,0.40572268775945547,1.858343091306931,0.7894322685366795,1.3690213210294588,0.3135505931197861,0.31165198052182347,0.49727801760389156,13.967725981528423
2024-03-26,6.66035496260311,0.04109657697526633,1.7059633031904793,0.39975872432115933,1.8421359364265895,0.8262397281111957,1.3669659437993116,0.3139212349153864,0.3112021561607994,0.4973810391757141,13.965019605679013
2024-03-27,6.685220983722849,0.050294069980442765,1.7118935719200847,0.3948729915609732,1.8908965770618618,0.8018737364684303,1.3648768718604734,0.31371906666324084,0.31108275896055304,0.4972546503234144,14.021985278522322
2024-03-28,6.68165845902031,0.06935199938428985,1.726618159618025,0.39318119708495547,1.797383972131632,0.7704138461787724,1.3771417458239752,0.31378645608062267,0.31108275896055304,0.4972490064597086,13.937867600742845
2024-04-02,6.682462060975235,0.07489322900734949,1.724192140592277,0.39153015635909955,2.17062026030116,0.7682926294878432,1.370537582920551,0.3131125619068039,0.30926125670342963,0.4974848694205452,14.302386747674294
2024-04-03,6.69563598448451,0.06985742001465393,1.7266855490354067,0.4029341305155477,2.1689018301579224,0.7696875567329392,1.3696278257858958,0.3131462566154949,0.30845954165219175,0.49745117471185424,14.322387269706416
2024-04-05,6.7251169845327485,0.07191230867152518,1.7513500757971738,0.4010445817942229,2.1726462725926834,0.7887244437912089,1.3232302119184731,0.31193324710262105,0.3015024266752302,0.4974848694205452,14.344945422296432
2024-04-08,6.738716505907499,0.06857702108439827,1.756876008022488,0.40107827650291383,2.1739940609403208,0.8015062788228012,1.322151981240363,0.31193324710262105,0.30127161792069723,0.497585953546618,14.37369095109072
2024-04-09,6.74387341368323,0.06901505229738046,1.756876008022488,0.40090980295945916,2.1862082749093057,0.7998814862750157,1.322151981240363,0.3121017206460758,0.2998943467029551,0.497585953546618,14.38849804028289
2024-04-10,6.74483514490604,0.06962155705381735,1.757987933409289,0.40090980295945916,2.163834988338522,0.7903900574785736,1.314604366493593,0.31216911006345766,0.2997511441910186,0.497585953546618,14.351690058440388
2024-04-11,6.730559690827596,0.07157585015789181,1.7392536753771268,0.40249345426793326,2.138294399150791,0.8345378756467023,1.3143685035327564,0.3123038888982214,0.29970902580515496,0.4980445890739647,14.341140952738138
