date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,MERRILL LYNCH FAR EAST LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,72.33338604870262,15.662500474010097,1.0225577532659018,0.6295602925483644,0.41440098998714653,5.443104636959023,1.3231310460693282,2.1941675353330994,0.0,0.9771912231244237
2024-03-04,72.42061510419269,15.508050791608785,1.09292441429615,0.5851770773248678,0.40564846814393407,5.467015338715659,1.3277457591420072,2.2168409507394955,0.0,0.9759820958364184
2024-03-05,72.37482091751303,15.485263829966197,1.1142522629694553,0.5914119430612244,0.4018077724328168,5.502463550929456,1.328991512968684,2.224492429817289,0.0,0.9764957803418337
2024-03-06,72.40901973228982,15.42239395066852,1.087141693684158,0.5887111162938775,0.40648798983821643,5.513002140733323,1.3283180206696716,2.2670483015590133,0.0,0.9778770542634128
2024-03-07,72.41124704129646,15.399461239197176,1.0713357895336038,0.5922387751966635,0.4155105904361767,5.516513025458535,1.345012232461438,2.2786331454971087,0.0,0.9700481609228401
2024-03-08,72.38949239632541,15.299919047061557,1.1552052699420399,0.5946072395097485,0.4423432999974072,5.518798434932397,1.3491547335378395,2.2801871177532984,0.0,0.9702924609403091
2024-03-11,5.454326045132587,1.154039025201296,0.08786975907917574,0.045080291147356705,0.03184238840591738,0.4167873464041091,0.10120515590371446,0.17308188960644405,0.0,0.07320893567819627
2024-03-12,72.30170996456155,15.342747181976312,1.1698764089740128,0.5977777876643577,0.42320370105935584,5.541361467692018,1.3529600161616469,2.297329589939815,0.0,0.9730338819709275
2024-03-13,72.30925188258286,15.357561258935776,1.1715019637034318,0.5970472095886473,0.4239440117278794,5.5327652467753685,1.3416820338738868,2.294792566976666,0.0,0.97145382583549
2024-03-14,70.88436316770192,15.257604657995206,1.1349755938783248,0.5814020177322836,0.43624949997580953,5.431347569062805,1.3141601828940956,2.250357012050073,1.7602240238478686,0.9493162748616165
2024-03-15,70.77633520174021,15.352515531251273,1.157283284349071,0.5759362340254214,0.43323777527846447,5.4312947231148545,1.309625794060651,2.251673403241495,1.7621063687771152,0.9499916841614506
2024-03-18,70.85297874878914,15.327206674373063,1.1582376901671347,0.5768929417250594,0.39516514747794257,5.431565780078827,1.3061836108206426,2.2356494430666527,1.7635595692105372,0.9525603942909953
2024-03-19,71.06014903019735,15.140871843276097,1.1486522955290075,0.5739846757653444,0.4085583532381636,5.417222312572187,1.3062182443527182,2.227663573018674,1.7635917909910366,0.9530878810594254
2024-03-20,71.00411634374369,15.167986341447936,1.169366047298312,0.5725031008956111,0.4208645495246719,5.414736820616236,1.305501218095651,2.22885590829077,1.7626074456891638,0.9534622243979518
2024-03-21,70.42357888784692,15.734399192343979,1.1699432838809292,0.5741657297700873,0.44533001101620384,5.409676652629634,1.3036397539397209,2.225774098792794,1.7602374138523367,0.9532549759273947
2024-03-22,70.44837610719688,15.692406491497868,1.1727340699904134,0.5747905662061072,0.41923118314724583,5.4458111927353805,1.3044150227992546,2.2270992065013404,1.7614339452796806,0.9537022146458354
2024-03-25,70.5269085384576,15.79601353201083,1.1612334409385623,0.5612185468876131,0.41976764802320626,5.4096615193294975,1.320847826922328,2.096010359629193,1.7611176084751108,0.9472209793260531
2024-03-26,70.56052155655111,15.691456840562633,1.1624700351737869,0.5600962919673029,0.4152011582408752,5.476787868308657,1.3245489254014726,2.10061731756728,1.7611477200971157,0.9471522861297605
2024-03-27,70.40529905612232,15.62719426746437,1.189637766136039,0.5603108963189167,0.4169692664776288,5.6552185556429535,1.3361506334131892,2.100884460738212,1.7611107391330636,0.9472243585533157
2024-03-28,70.06252877825311,15.85243226409148,1.183953785550234,0.5596771785423582,0.41759543703373303,5.800210414893226,1.3337631111758113,2.0807211534360563,1.7579648008105673,0.951153076213429
2024-04-02,70.02218347901442,15.779425558821295,1.1846792574492133,0.5552103592973197,0.4152216818688077,5.912462831517712,1.3516511809182803,2.0726132257889662,1.7566114057703475,0.9499410195536512
2024-04-03,70.07106974841426,15.721593483426577,1.177642071960153,0.5505941135548715,0.4837347450630373,5.877164894393064,1.3439515497499281,2.0667564601660997,1.7564708548502055,0.9510220784218025
2024-04-05,69.76116233072918,15.972671997170377,1.178344752522754,0.5585571655715011,0.48558298592587384,5.925431686855978,1.3398988100314602,2.0668759080091323,1.756929468396457,0.954544894787295
2024-04-08,69.68265688039007,16.277977220924985,1.18452717505529,0.5597773650776772,0.43473073889563707,5.750745784307957,1.3303302127212833,2.067272852154902,1.7565951444963848,0.9553866259758138
2024-04-09,69.62721994585918,16.30185902962357,1.1836286621052532,0.5593527507486423,0.4924683020973736,5.733592718953131,1.3267568614845755,2.065309916062667,1.755262694284571,0.9545491187810426
2024-04-10,69.47050169830366,16.557821494330497,1.1946842840640262,0.5653561815912789,0.3902675889593698,5.7263629378863685,1.3243843889888491,2.063447109450402,1.7531528719368705,0.9540214444886777
2024-04-11,69.25780886839007,16.597829273745702,1.2073776527324875,0.5628558689530289,0.553058409066823,5.712687169182611,1.3379545542320486,2.064175481271265,1.7526472325481064,0.9536054898778519
2024-04-12,69.09580266638804,16.808357989245724,1.2153261099877524,0.5722581385148853,0.48355784539425684,5.720712350299367,1.3116037959765445,2.0853847869652125,1.7529828818165314,0.9540134354116837
2024-04-15,68.99255966853057,16.78531595232614,1.2567720492361985,0.6791424381737138,0.4545198238277913,5.696828768414066,1.3085862220072453,2.1236873465440667,1.7502190431910856,0.9523686877491196
2024-04-16,68.96482529326556,16.75405456726238,1.2849973719323864,0.7763385799652333,0.39544572455621607,5.689290151193984,1.309246952575515,2.1223565354004497,1.7498637292156787,0.95358109463259
2024-04-17,69.01821487112544,16.682283563406102,1.2996590495892724,0.784737859645312,0.39087473949673746,5.692279713541438,1.3081571692817942,2.119971926301544,1.7500786360147507,0.9537424715976092
2024-04-18,68.99724185135821,16.69857198746883,1.3029135945830943,0.786488411916075,0.4067397915421022,5.676145371414754,1.295408284099278,2.1187064861624973,1.757437677881712,0.960346543573458
2024-04-19,69.04266481973218,16.70027870023235,1.2968187162533227,0.7883316278536853,0.4084951877817498,5.641777764538211,1.2768540929087127,2.126578722896253,1.7575434699764345,0.9606568978271027
2024-04-22,68.99937577936178,16.65096518583119,1.2977405606631764,0.7881155197036529,0.3896453617430956,5.767120565615792,1.2651131558296154,2.1254355816453714,1.7564364684870541,0.9600518211192746
2024-04-23,68.95687351447155,16.636815501828593,1.2999257400587352,0.7944160422647839,0.4187915308565506,5.769717008792759,1.2847993666227693,2.1225876704715207,1.75616835296283,0.9599052716699095
2024-04-24,68.74385294158196,16.59972934073724,1.3014125699597086,0.7899714799443587,0.4511793491399024,5.765930250933154,1.5121085803215022,2.1215242393482865,1.7554508221299,0.9588404259039893
2024-04-25,68.71323881690174,16.689890606537862,1.3046061622217064,0.7927221892630504,0.4229549539063057,5.728771296819249,1.511224691590579,2.1226181959300665,1.7553356791372778,0.9586374076921693
2024-04-26,68.7010480245194,16.562355462759317,1.296277545095423,0.8095024543610965,0.522951956688081,5.760778188237526,1.5130358571688283,2.1227783456305027,1.7557462942949396,0.9555258712448867
