date,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,63.88458291443961,0.0,0.0,0.0,12.19397869160125,13.672320923521635,10.249117470437499,0.0,0.0
2024-03-06,54.81472453344401,0.0,0.0,0.0,10.462768205624931,11.710839180360272,8.794023929143592,7.567335572114253,6.650308579312947
2024-03-08,32.74471215499906,22.138202966303375,0.0,17.096962901610652,6.329529264097911,7.693733016579947,5.314831927173088,4.570379654949061,4.111648114286913
2024-03-11,32.534330789787646,22.151643258029903,0.0,17.10781869579623,6.333548227429471,7.7750593161584005,5.3182066038255655,4.573281638252738,4.206111470720045
2024-03-12,32.13233540160501,22.14522697665692,0.0,17.102863371392,6.325550877056406,8.265832975776698,5.3166661713812395,4.571956975271888,4.139567250859834
2024-03-13,32.071497789544786,22.145772898444836,0.0,17.103284989366838,6.325706813866083,8.266036744214993,5.316797237272101,4.571453385320726,4.199450141969641
2024-03-15,32.04050417923721,22.155877308712085,0.0,17.11047209458601,6.328593032250549,8.2698082732978,5.319223122376203,4.573539193783349,4.20198279575679
2024-03-19,32.01951620650579,22.156287141451863,0.0,17.110788598941028,6.348440975120238,8.269961245718385,5.319321515762092,4.573623793732706,4.202060522767899
2024-03-22,26.460031011650347,18.490932715475658,16.571996668897192,14.280634656657016,5.298206968057227,7.133410550105279,4.439336591550128,3.8170009846815978,3.5084498529255557
2024-03-26,26.45989485263861,18.490837564146332,16.571911392100354,14.280561170836043,5.298179704346747,7.133373842735949,4.439313747446777,3.81698134301596,3.5089463827332295
2024-03-28,26.331248922783306,18.61948349400164,16.571911392100354,14.280561170836043,5.298179704346747,7.133373842735949,4.439313747446777,3.81698134301596,3.5089463827332295
2024-04-03,26.174359366845962,18.65105937264691,16.600014892565643,13.184692174451593,5.3071646302411315,7.177429280699492,5.566928871421974,3.823454376476699,3.5148970346505966
2024-04-09,26.12850429571311,18.63012479639286,16.581382477610358,13.218806624652707,5.303782079243216,7.169373092705943,5.56068036324712,3.8191628027060616,3.5881834677286277
2024-04-10,25.985978805733218,18.81824798002198,16.56568855554922,13.117305753471012,5.315737049712724,7.214026484258586,5.555417298822574,3.815548047214751,3.6120500252159364
2024-04-11,25.995071505691573,18.858279715346608,16.57148502128042,13.121895602726644,5.3201699206405735,7.216550729306402,5.557361183369671,3.815339426280055,3.5438468953580484
2024-04-15,25.955654540014493,18.867405808805163,16.579504465436198,13.12824568594905,5.322744512206931,7.2200430370565325,5.560050558981228,3.820789521207469,3.5455618703429366
2024-04-16,25.955788165472367,18.867502942388757,16.579589820396983,13.1283132730653,5.322771914874488,7.217506096704048,5.560079183352867,3.820294369331493,3.5481542344137003
2024-04-17,25.94269940679893,18.99383311207659,16.571229209319398,13.12117847911348,5.3200877938366915,7.213866515624037,5.557275395073654,3.8183679045775474,3.4614621835796737
2024-04-18,25.938028048671608,18.990412997797584,16.574933428368954,13.113671122390851,5.319129835107566,7.212567554654374,5.55627472728749,3.817680352227483,3.4773019334940876
2024-04-19,25.791848763074476,19.10039955058034,16.602013541603124,13.116775287875699,5.320388937847712,7.214274857136747,5.557589965108524,3.818584043609626,3.478125053163751
2024-04-23,25.792645123883993,19.100474695619667,16.60252615289614,13.114607249612112,5.320553212587396,7.214497608356255,5.5577615637746085,3.81870194794088,3.478232445328943
2024-04-24,25.792645123883993,19.097387050306462,16.60252615289614,13.114607249612112,5.320553212587396,7.214497608356255,5.5577615637746085,3.81870194794088,3.481320090642151
2024-04-26,25.79131788318761,19.0964043349174,16.60167181832645,13.11393239674707,5.3202794269901,7.2141263639653115,5.557475571884563,3.81902002583835,3.4857721781431503
2024-04-29,25.79131788318761,19.0964043349174,16.60167181832645,13.113417815675598,5.3202794269901,7.2141263639653115,5.557475571884563,3.81902002583835,3.486286759214621
2024-05-02,25.79118516663063,19.095791490517467,16.60158638970533,13.11335033685693,5.321281206827192,7.214089241627596,5.5574469743143755,3.8190003739853067,3.486268819535175
2024-05-07,25.791052451439512,19.09569322820029,16.601500961963392,13.108137100976203,5.321253824803147,7.214052119671924,5.557418377038501,3.819495298110162,3.491396637796873
2024-05-08,25.341597004128374,19.390997820831984,16.634112700569503,13.133886528195434,5.386358995381159,7.228223295070861,5.568335286048838,3.8269982571832375,3.489490112590605
2024-05-10,25.350746357723743,19.397998764600484,16.640118295987104,13.138628398721918,5.388303691409286,7.230832979487439,5.570345682965075,3.828379960169759,3.454645868935192
2024-05-13,25.23902882927629,19.423084175854083,16.67373937259264,13.15701854440045,5.395845703165614,7.239920991189644,5.5781424990010215,3.8337385457879605,3.4594813387323002
2024-05-16,25.24750496050491,19.429607113462048,16.679338985951368,13.16143712233045,5.400757821949941,7.242352404887106,5.543332393100666,3.8350260466355612,3.4606431511779534
2024-05-17,25.250766527101053,19.419198730436147,16.681493684998564,13.163137365730446,5.401455511932912,7.2432879989079115,5.544048501397029,3.835521469564228,3.461090209931708
2024-05-20,25.035426236802106,19.42411691858824,16.685718510427233,13.166471117402448,5.393003058118897,7.374338901572831,5.5454526104971364,3.8359760041561795,3.539496642434932
2024-05-21,25.04034438540804,19.407254047722013,16.68899637925419,13.169057638636744,5.395613402310693,7.375787572517973,5.546542001177672,3.836212605029271,3.5401919679433966
2024-05-23,25.039438265478715,19.420509380657453,16.686324670236694,13.168064149265636,5.377841902836434,7.323825811529916,5.546341291787706,3.836073786303735,3.6015807419037142
2024-05-24,25.036073251238527,19.531612889513504,16.52901848720464,13.252096443562658,5.3967605883899505,7.322841573070284,5.545595926926485,3.8309063498897946,3.555094490204154
2024-05-27,25.06185160666405,19.314231794409636,16.458077643755257,13.203652087709619,5.420426750706957,7.330381525957506,5.5906292010241145,3.7882838190199135,3.8324655707529494
2024-05-28,24.967417924246284,18.65331349754273,16.360496339711688,13.599259298044888,5.925257910483872,7.60894470981615,5.381420053453584,3.7492673098659504,3.754622956834856
2024-05-29,25.194426518686814,17.75504843262704,16.509249137846275,13.417579302522443,6.319308534732787,7.948603858841345,5.3518065621481234,3.7947996377561926,3.70917801483898
2024-05-30,25.209374900039734,18.01592268399167,16.519044421409482,13.46561542128198,5.905130955356356,7.952799475137868,5.32687722406232,3.8256763060053482,3.779558612715249
2024-05-31,25.23393394128375,17.994922507592765,16.52732285897674,13.47873366026326,5.9608962952467275,7.960547113906771,5.276844496795077,3.832008110284414,3.7347910156504986
2024-06-03,25.242744817597313,17.927724180062626,16.533093667358962,13.486045729157611,5.859269610452494,8.031596795573812,5.283377314053339,3.8338672699090486,3.8022806158347957
2024-06-04,25.285967604038234,17.967818251416322,16.561403044249456,13.53523960340168,5.631774940866376,8.045349182470844,5.24335236730103,3.8404319453216282,3.888663060934426
2024-06-05,25.292437377941678,18.090948580391785,16.565640514410696,13.55071273897416,5.562200540324621,8.076127150472034,5.244171781627027,3.842458918052221,3.775302397805776
2024-06-06,25.3081634781648,18.102197004822195,16.57594054675226,13.559138177117728,5.571928912594161,8.070698720685058,5.24743245475998,3.843803053969114,3.720697651134702
2024-06-07,25.328014176701913,18.115872728739337,16.588942043247513,13.569773416004546,5.581005465009152,8.077029049925518,5.251548328274197,3.8468179774236027,3.6409968146742244
2024-06-11,25.31755559562616,18.108392224252505,16.582092047266393,13.553716303233577,5.60483544665605,8.073693839254027,5.249379830436929,3.845229528466656,3.665105184807702
2024-06-12,25.294550674269466,18.09820453026306,16.567024647807706,13.541400652282631,5.671808320101873,8.066357637655553,5.2446099556473005,3.8417355417519152,3.6743080402204926
2024-06-13,25.294682767015725,18.098299042380294,16.567111163824976,13.541471367940852,5.671837939316971,8.066399761642904,5.244637343954805,3.842277822190114,3.6732827917333575
2024-06-14,25.2623612284731,18.049095495647506,16.545941713828167,13.524168079626303,5.80280145644968,8.056092518290713,5.237935747828218,3.837368160666969,3.6842355991893387
2024-06-17,25.25985811111582,18.071296068159697,16.54430226162012,13.522828039415622,5.673416177379577,8.17211010863778,5.235852250048575,3.8364664363774748,3.683870547245332
2024-06-18,25.265391981730506,18.043436663328723,16.547926748651022,13.52579058894324,5.650664876183201,8.205197244015553,5.236999308309233,3.837306920468206,3.6872856683703152
2024-06-19,25.270928277571365,18.047390443401724,16.55155282411819,13.528754436812134,5.649816170783372,8.185082646740451,5.238146869269701,3.838147772902208,3.690180558400856
2024-06-20,25.269082576056434,18.17649474185329,16.550343955738427,13.527766343209679,5.648881838009536,8.184484836510647,5.237764293073613,3.8378674478155648,3.5673139677328054
2024-06-21,25.22250212740821,18.273170607291426,16.519835430372684,13.502829568256397,5.646279738476651,8.169397744429176,5.2281091182190975,3.8307928107750784,3.607082854771283
2024-06-25,25.223552896228053,18.27393186713063,16.52052364631143,13.503392095804944,5.64234896480533,8.16973808133879,5.228326921116701,3.830952401509595,3.6072331257545205
2024-06-26,25.22696849961666,18.279010500766653,16.522760744184996,13.505220634075899,5.641029732802879,8.170844372161081,5.229034905880861,3.8314711632422513,3.593659447268719
2024-06-27,25.22368424848643,18.406818892384837,16.520609677335667,13.503462415044062,5.611653955569134,8.079169706949397,5.21533533762602,3.8309723512863667,3.6082934153180926
2024-06-28,25.228282439551837,18.3971532088795,16.523621327777573,13.50592404989555,5.612676940824836,8.080642511857532,5.211077601992612,3.8316707243972883,3.6089511948232693
2024-07-02,25.250772013017485,18.41615977884876,16.538351192827243,13.517963810107897,5.5843163767789905,8.028416416107783,5.215722980164749,3.836129063375324,3.6121683687717683
2024-07-03,25.264469501585957,18.49604342978842,16.547322557199323,13.525296740549091,5.561265913441884,7.935233337720637,5.218552291912536,3.8376884086455365,3.614127819156617
2024-07-04,25.23511713419596,18.62564129639471,16.528097807952594,13.509582993661894,5.558972718742441,7.884335074799717,5.212489355815402,3.834792731365158,3.610970887072119
2024-07-05,25.21882512586582,18.61361642242478,16.681432533397565,13.500861090866712,5.55538379821716,7.779800331799079,5.209124127924676,3.8323169562462414,3.608639613257964
2024-07-08,25.22565469653965,18.618657220646668,16.685950072254315,13.504517291523063,5.528244645343502,7.781907198234336,5.210534823355682,3.833354795216399,3.6111792568863867
2024-07-11,25.232093639494334,18.620805072619223,16.690209223580705,13.50796437020216,5.529655750519527,7.7838935592279705,5.211864831908269,3.8348541994227117,3.5886593530250943
2024-07-12,25.24524454426327,18.635722165401848,16.698908119328674,13.520216663062238,5.51585947259668,7.710813271511106,5.214581242962074,3.8368529159422327,3.6218016049318797
2024-07-15,25.257882316196145,18.647137043521933,16.707267594396153,13.525420509558964,5.496719458041154,7.714673305402699,5.21719166285159,3.8392951033311093,3.5944130067002504
2024-07-16,25.257750607524592,18.64756126267749,16.70718047339398,13.524828524762455,5.497212250801136,7.688560290903042,5.217164457507351,3.8392750831072657,3.620467049322692
2024-07-17,25.257750607524592,18.663204934214242,16.70718047339398,13.524828524762455,5.482611490700165,7.688560290903042,5.217164457507351,3.8392750831072657,3.6194241378869085
2024-07-18,25.258145737660136,18.661932508202966,16.70744183912633,13.525040106047397,5.4826972602152395,7.68868057009643,5.217246074391265,3.8393351444051844,3.61948075985505
2024-07-19,25.260780254534083,18.663879015939674,16.709184486346075,13.526450817140374,5.468145095852398,7.689482527568316,5.21779025221656,3.839735601086673,3.624551949315851
2024-07-22,25.258449403570477,18.662156871178087,16.707642704248745,13.534429864240593,5.4676405417120515,7.6887730072139,5.217308798701873,3.839381302789645,3.624217506344629
2024-07-23,25.25831768898465,18.66205955410911,16.70755557933447,13.534359286597624,5.468133497173184,7.6887329127672475,5.217281592136,3.83936128166681,3.6241986072309045
2024-07-26,25.25831768898465,18.714206296659196,16.70755557933447,13.534359286597624,5.468133497173184,7.6887329127672475,5.217281592136,3.83936128166681,3.5720518646808195
2024-07-29,25.257922553469225,18.719128128447622,16.707294210043504,13.534147558085118,5.468047954906497,7.6833980392584005,5.217199974140835,3.83930121955113,3.5735603620976657
2024-07-30,25.258844555570313,18.71981144178934,16.707904084443605,13.534641601586067,5.46824755769222,7.683678510034279,5.217390420102008,3.8394413674110193,3.570040461371149
2024-07-31,25.258844555570313,18.71876848518362,16.707904084443605,13.534641601586067,5.46824755769222,7.683678510034279,5.217390420102008,3.8394413674110193,3.571083417976867
2024-08-06,25.257659136660443,18.723104535862227,16.706598514563158,13.534006409423672,5.467990928215584,7.6833179085117855,5.217145563562725,3.8392611791846636,3.570915824015746
2024-08-07,25.25897627565111,18.729817201476525,16.707469731970356,13.53471218217345,5.468276073565484,7.670681553402792,5.217417627802907,3.8394613893691116,3.5731879645882576
