date,NANYANG COMMERCIAL BANK LTD,OCBC BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG BANK LTD,UOB KAY HIAN (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,59.49188000808068,0.0,22.770011782569092,17.73810820935023,0.0,0.0,0.0,0.0
2024-03-07,59.49306096584682,0.0,22.77046378412369,17.736475250029482,0.0,0.0,0.0,0.0
2024-03-13,56.364672521557324,0.0,21.57309967784147,16.803818847521093,0.0,5.258408953080118,0.0,0.0
2024-03-18,51.66753113224123,0.0,19.766075365665664,15.396283090104761,8.352160779241254,4.817949632747092,0.0,0.0
2024-03-28,43.26670662336148,16.259388294319955,16.55223242141416,12.892941639591907,6.994150527178519,4.03458049413398,0.0,0.0
2024-04-02,42.6512560255219,15.67249095051973,16.316783917602258,14.13200269433402,6.894661694788216,4.332804717233866,0.0,0.0
2024-04-03,42.0927888517296,15.467278430583981,16.098923655092495,13.946961025220986,6.804384348005314,4.276071822812665,0.0,1.3135918665549573
2024-04-05,42.0927888517296,15.064384171964743,16.501817913711733,13.946961025220986,6.804384348005314,4.276071822812665,0.0,1.3135918665549573
2024-04-24,42.11052368589506,15.070731205800763,14.860679264451019,13.952837258363093,6.807251219773658,4.27787344790632,1.6059585993563612,1.3141453184537255
2024-04-26,42.10874953001182,15.07009626175132,14.860053170086996,13.943823224536597,6.806964423891225,4.277693217083214,1.6058909388133924,1.3267292338254306
2024-04-29,42.111115104412164,15.070942865707154,14.86088797429655,13.938988782976528,6.80734682377165,4.277933528222341,1.6059811541376892,1.3268037664759307
2024-05-09,42.114663964402,15.07221295000705,14.862140356491004,13.931736102095579,6.807920504157932,4.278294045560813,1.6061164961310852,1.3269155811545383
2024-05-10,42.09928988951664,15.06671079686682,14.856714890933675,13.926650283191794,6.8419405312464185,4.276732242453619,1.6055301788496033,1.3264311869414334
2024-05-16,42.10401917843255,15.068403339153349,14.858383843004955,13.916981100176132,6.842709131229998,4.277212675792129,1.605710538568233,1.326580193642653
2024-05-17,42.10934089869559,15.0703079038231,14.860261862346489,13.918740131303476,6.843574012648644,4.277753292336826,1.6059134916942392,1.3141084071516362
2024-05-20,42.12058006046336,15.074330232950231,14.864228129293867,13.895764677777253,6.845400591591851,4.278895042842275,1.6063421168195202,1.3144591482616408
2024-05-22,42.12590596822631,15.076236296264026,14.866107626391731,13.88487728698949,6.846266153559395,4.279436084781698,1.6065452296431717,1.314625354144175
2024-05-29,42.12945732172108,15.077507272952312,14.867360888536702,13.886047828164665,6.84684331648733,4.271366523988459,1.6066806667307465,1.3147361814187093
2024-05-31,42.12886538789047,15.07729542862287,14.868557032336849,13.88585272426337,6.8467471159082205,4.271306509772535,1.6066580922970346,1.3147177089086515
2024-06-11,42.12827347069339,15.077083590246318,14.86975314252498,13.885657625844559,6.846650918032378,4.271246497243029,1.606635518497672,1.314699236917677
2024-06-13,42.1264978188963,15.076448110831514,14.873341271431437,13.885072363480688,6.84636234062331,4.271066469772311,1.6065678009054074,1.314643824059035
2024-06-14,42.12058006046336,15.074330232950231,14.871251925169771,13.883121845200625,6.845400591591851,4.270466487791189,1.6203897085713306,1.3144591482616408
2024-06-19,42.11880505712781,15.073694985610183,14.874839335684232,13.882536796572431,6.845112119570198,4.270286526065845,1.6203214237297288,1.3144037556395718
2024-06-21,42.11762180468001,15.073271517127045,14.877230774724074,13.882146791546793,6.844919818395937,4.270166560008453,1.6202759036992282,1.3143668298184537
2024-06-25,42.11288945964133,15.071577881099548,14.886795187370419,13.880586990549482,6.844150721733902,4.269686763175945,1.6200938491504284,1.3142191472789466
2024-06-26,42.10993228398977,15.070519551839496,14.892771853900014,13.879612292911666,6.843670124080083,4.269386944904204,1.6199800858312778,1.314126862543489
