date,CHINA INTERNATIONAL CAPITAL CORPORATION,BNP PARIBAS,BANK CONSORTIUM TRUST CO LTD,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,SIU ON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD
2024-07-18,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.5,0.0
2024-07-19,0.0,0.0,0.0,0.0,98.9492119089317,0.2501876407305479,0.05003752814610958,0.0,0.7505629221916438,0.0
2024-07-22,0.0,0.0,0.0,0.0,98.94392758360573,0.2514458134272064,0.050289162685441285,0.0,0.7543374402816193,0.0
2024-07-23,0.0,0.0,0.0,0.0,98.66805954557326,0.26116479498563594,0.2872812744841995,0.0,0.7834943849569078,0.0
2024-07-24,0.0,0.0,0.0,0.0,98.66457187745483,0.2618486514794449,0.2880335166273894,0.0,0.7855459544383346,0.0
2024-07-25,0.0,0.0,0.0,0.0,98.71374527112232,0.25220680958385877,0.27742749054224464,0.0,0.7566204287515763,0.0
2024-07-26,0.0,0.0,0.0,8.392685274302213,91.37247353224254,0.03849855630413859,0.08084696823869104,0.0,0.11549566891241579,0.0
2024-07-29,0.0,0.0,0.0,93.08950914340713,6.675649663137633,0.03849855630413859,0.08084696823869104,0.0,0.11549566891241579,0.0
2024-07-30,0.0,0.0,0.0,75.63408913213449,24.156372165754494,0.03127443315089914,0.08444096950742767,0.0,0.09382329945269742,0.0
2024-07-31,0.0,0.0,0.0,75.63408913213449,24.184519155590305,0.03127443315089914,0.05629397967161845,0.0,0.09382329945269742,0.0
2024-08-01,0.0,0.0,0.0,91.76625164237002,8.042920603140837,0.0312832384408434,0.06569480072577114,0.0,0.09384971532253018,0.0
2024-08-02,0.0,0.0,0.0,54.35644665159545,45.57869769855094,0.01853018567246044,0.027795278508690655,0.0,0.01853018567246044,0.0
2024-08-05,0.0,0.0,0.0,58.98899306971056,40.94615128043583,0.01853018567246044,0.027795278508690655,0.0,0.01853018567246044,0.0
2024-08-06,0.0,0.0,0.0,58.98899306971056,9.444835637253085,31.519845828855203,0.027795278508690655,0.0,0.01853018567246044,0.0
2024-08-07,0.0,0.0,0.0,43.03869345374902,33.933158478219724,22.99705269988914,0.017575642862937026,0.0,0.013519725279182326,0.0
2024-08-08,0.0,0.0,0.0,70.07814401211367,6.893707919855069,22.99705269988914,0.017575642862937026,0.0,0.013519725279182326,0.0
2024-08-13,0.0,0.0,0.0,70.07814401211367,6.889652002271314,22.99705269988914,0.021631560446691723,0.0,0.013519725279182326,0.0
2024-08-20,0.0,0.0,0.0,70.07814401211367,6.712543601114025,23.17010518346267,0.02568747803044642,0.0,0.013519725279182326,0.0
2024-08-22,0.0,0.0,0.0,70.06867092029847,6.7251541040337415,23.166973072347787,0.02568400562344544,0.0,0.013517897696550232,0.0
2024-08-27,0.0,0.0,0.0,70.07814401211367,6.712543601114025,23.17010518346267,0.02568747803044642,0.0,0.013519725279182326,0.0
2024-09-02,0.0,0.0,0.0,70.07814401211367,6.711191628586106,23.17010518346267,0.027039450558364653,0.0,0.013519725279182326,0.0
2024-09-03,0.0,0.0,0.0,87.63009217960155,6.736409591003703,5.592950017570892,0.027032141215905713,0.0,0.013516070607952856,0.0
