date,MIRAE ASSET SECURITIES (HK) LTD,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-10-09,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,82.6923076923077,0.0,17.307692307692307,0.0,0.0,0.0,0.0
2024-10-14,82.6923076923077,0.0,17.296153846153846,0.0,0.0,0.011538461538461537,0.0
2024-10-15,81.13207547169812,0.0,18.856603773584908,0.0,0.0,0.011320754716981131,0.0
2024-11-11,81.13207547169812,0.0,18.80754716981132,0.04905660377358491,0.0,0.011320754716981131,0.0
2024-11-13,5.660377358490567,75.47169811320755,18.80754716981132,0.04905660377358491,0.0,0.011320754716981131,0.0
2025-01-02,5.555555555555555,74.07407407407408,20.31111111111111,0.04814814814814815,0.0,0.011111111111111112,0.0
2025-01-20,5.555555555555555,74.07407407407408,20.29259259259259,0.04814814814814815,0.018518518518518517,0.011111111111111112,0.0
2025-01-21,5.555555555555555,74.07407407407408,20.275925925925925,0.04814814814814815,0.03518518518518518,0.011111111111111112,0.0
2025-02-06,5.553601510579611,74.04802014106147,20.303967122679055,0.04813121309168996,0.0351728095670042,0.011107203021159221,0.0
2025-02-10,6.120075888941023,81.60101185254696,12.174870968400008,0.05304065770415554,0.03876048062995981,0.012240151777882045,0.0
2025-02-17,6.122448979591836,81.63265306122449,12.15918367346939,0.053061224489795916,0.020408163265306124,0.012244897959183673,0.0
2025-03-14,6.12119975515201,81.61599673536013,12.177106712915732,0.05305039787798408,0.020403999183840033,0.01224239951030402,0.0
2025-04-08,6.11795415613019,81.57272208173588,12.215515131739945,0.05302226935312832,0.020393180520433967,0.01223590831226038,0.008157272208173588
2025-04-15,63.2188596133453,24.47181662452076,12.215515131739945,0.05302226935312832,0.020393180520433967,0.01223590831226038,0.008157272208173588
2025-04-16,70.45022609607446,19.660528212857987,9.813880332918277,0.042597811127858966,0.01638377351071499,0.009830264106428992,0.006553509404285995
2025-04-23,70.46177039294726,19.663749877101562,9.776160980565662,0.04260479140038672,0.039327499754203125,0.009831874938550781,0.006554583292367187
