date,HUATAI FINANCIAL HOLDINGS (HONG KONG),SINOMAX SECURITIES LTD,SUNFUND SECURITIES LTD,WEALTH LINK SECURITIES LTD,VICTORY SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,39.0570308703461,0.0,0.0,0.0,60.94296912965391
2024-03-06,96.02601747226821,0.0,0.0,0.0,0.0,1.552119582638366,0.0,0.0,0.0,2.421862945093426
2024-03-08,96.0223308549725,0.0,0.0,0.0,0.0,1.5520599938826412,0.0,0.0,0.0,2.4256091511448705
2024-03-21,96.03738333401996,0.0,0.0,0.0,0.0,1.5521791759698884,0.0,0.0,0.0,2.410437490010151
2024-03-25,95.29323657805934,0.0,0.0,0.0,0.0,1.536403791488623,0.0,0.0,0.7670741704542299,2.403285459997812
2024-03-26,95.28960615580448,0.0,0.0,0.0,0.0,1.5363452585358408,0.0,0.0,0.7670449469412131,2.4070036387184697
2024-03-27,95.25694479910464,0.0,0.0,0.0,0.0,1.535818662587684,0.0,0.0,0.7667820354902425,2.4404545028174205
2024-04-03,95.27145819302679,0.0,0.0,0.0,0.0,1.536052660657747,0.0,0.0,0.7668988627699432,2.4255902835455214
2024-04-05,95.26782942994936,0.0,0.0,0.0,0.0,1.5359941544557247,0.0,0.0,0.7668696526126714,2.429306762982247
2024-04-08,95.24606265517825,0.0,0.0,0.0,0.0,1.53564321081599,0.0,0.0,0.7666944383865564,2.4515996956192083
2024-04-10,95.28234614108891,0.0,0.0,0.0,0.0,1.536228206008969,0.0,0.0,0.7631770592643721,2.4182485936377582
2024-04-17,95.24606265517825,0.0,0.0,0.0,0.0,1.53564321081599,0.0,0.0,0.7628864416925069,2.455407692313258
2024-04-22,95.25694479910464,0.0,0.0,0.0,0.0,1.5320102308187666,0.0,0.0,0.7629736037213253,2.448071366355255
2024-04-23,79.28136258366663,0.0,0.0,0.0,0.0,1.5319518874763995,15.975762844579972,0.0,0.7629445474987991,2.4479781367781976
2024-04-24,79.2994822936474,0.0,0.0,0.0,0.0,1.53230201420229,15.97941409602207,0.0,0.7555006038085401,2.433300992319711
2024-04-25,42.97627510457171,0.0,0.0,0.0,42.71407570187041,1.0641299191453524,11.097141733408456,0.0,0.524668628634271,1.6237089123697999
2024-04-29,42.972864787733286,0.0,0.0,0.0,42.70539595969658,1.0640454767367744,11.096261136632219,0.0,0.5246269943545556,1.6368056448465853
2024-04-30,35.04904489888976,0.0,0.0,0.0,34.830894980116184,0.8678448102732349,27.49580405832027,0.0,0.4278903715432818,1.3285208808572615
2024-05-02,35.052069723812366,0.0,0.0,0.0,34.83390097812602,0.8506591806035173,27.49817701865693,0.0,0.406351640905438,1.3588414578957386
2024-05-03,35.05131346863583,0.0,0.0,0.0,34.83314942998232,0.850640827467344,27.497583740174953,0.0,0.4063428737902762,1.3609696599492804
2024-05-09,35.054338685155095,0.0,0.0,0.0,34.83615581715146,0.8507142447641172,27.499957007717274,0.0,0.40422023898875936,1.3546140062232974
2024-05-10,35.05812094023014,0.0,0.0,0.0,34.839914530967675,0.8486480958664971,27.50292416829873,0.0,0.40426385310637486,1.346128411530581
2024-05-13,35.05812547942653,0.0,0.0,0.0,34.83991904191151,0.8486482057463272,27.502927729276067,0.0,0.4042509578172417,1.3461285858223304
2024-05-20,35.174403225955224,0.0,0.0,0.0,34.65570604806768,0.8884113267454153,27.53144509023391,0.0,0.40467011939142394,1.3453641896063513
2024-05-21,35.181404205205716,0.0,0.0,0.0,34.65196333082283,0.8883153808602409,27.528471772819113,0.0,0.40462641617463707,1.3452188941174625
2024-05-22,35.185964185536264,0.0,0.0,0.0,34.656454688537885,0.9100327466016941,27.532039830793202,0.0,0.4046788611676856,1.3108296873632648
2024-05-24,35.18520410672817,0.0,0.0,0.0,34.65786622422227,0.910013088291303,27.53144509023391,0.0,0.40467011939142394,1.310801371132931
2024-05-27,28.488866817316143,0.0,0.0,0.0,25.785841311754957,0.7350622410150485,22.238499629064616,21.224724165393646,0.3268719193810854,1.2001339160745024
2024-05-28,28.74389269310636,0.0,0.0,0.0,24.78280236176339,0.7099098695001846,22.43619946730178,21.67394961486226,0.3297778045200923,1.32346818894593
2024-05-29,28.852587298369308,0.0,0.0,0.0,24.8765181625,0.7991797923225991,22.521041623885672,21.216959339191465,0.3451612477423959,1.3885525359885627
2024-05-30,28.589884692442354,0.0,0.0,0.0,24.650017638297534,0.8199186290275826,22.31598769712332,21.344204788382363,0.4453252085511783,1.8346613461756693
2024-05-31,28.601904083381026,0.0,0.0,0.0,24.66038068109491,0.8202633286528591,22.325369497127053,21.440762859539827,0.3754445739551381,1.7758749762491877
2024-06-03,28.54041129952304,0.0,0.0,0.0,24.607361992036395,0.6996405433888637,22.277370975174303,21.831648762646296,0.3658977340898538,1.6776686931412494
2024-06-04,28.38758319255114,0.0,0.0,0.0,24.475594565444407,0.6785084060141254,22.158080177339748,22.716161286553245,0.3587227147234888,1.2253496573738396
2024-06-05,28.65185728245355,0.0,0.0,0.0,24.70798966490662,0.8253570737133333,22.368470541215718,20.997754535512346,0.3814346363015688,2.0671362658968615
2024-06-06,28.81490985817694,0.0,0.0,0.0,24.869926205145163,0.49864926339493637,22.515073837517765,21.42332682837018,0.3556692699768636,1.52244473741815
2024-06-07,28.77069145167399,0.0,0.0,0.0,24.919955139141912,0.48553696285683157,22.48052295076187,21.6091711784844,0.34630412177081044,1.3878181953101838
2024-06-11,28.725353283624916,0.0,0.0,0.0,24.882210612519962,0.48127915696928825,22.446473262780785,21.928680941144254,0.3299288135946057,1.2060739293661882
2024-06-12,28.862091007796582,0.0,0.0,0.0,25.000654302939445,0.48357013024176504,22.553322415838284,21.411942034652274,0.37927804629513145,1.3091420622365169
2024-06-13,28.794322302104064,0.0,0.0,0.0,25.00903854476137,0.4824346989305273,22.500366811589977,21.361666411944977,0.3783874946615695,1.4737837360075126
2024-06-14,28.616490758984376,0.0,0.0,0.0,24.8668662928794,0.6601711738015343,22.361406258572494,20.903396952893896,0.5304486996443106,2.061219863223989
2024-06-17,28.556867350774066,0.0,0.0,0.0,24.815055351685434,0.7078199955489428,22.314815526510326,20.859844031608006,0.6939251053160369,2.0516726385571893
2024-06-18,28.738512981423654,0.0,0.0,0.0,24.972899919284302,0.5273117768323131,22.456756471550023,21.526417717765916,0.4181802218050929,1.3599209113386992
2024-06-19,29.024908405365807,0.0,0.0,0.0,23.21975873339562,0.500534572304163,22.680550663483075,21.20173249154471,0.9206257070098882,2.4518894268967415
2024-06-20,29.03679316059753,0.0,0.0,0.0,23.22926646879419,0.6004359475319804,22.689837610728233,21.210413910883968,1.0830093600164399,2.150243541447657
2024-06-21,29.025424931549164,0.0,0.0,0.0,23.220171951352743,0.6126580439414705,22.68095428571357,21.178975045451335,1.0558914059043552,2.2259243360873593
