date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,THE BANK OF EAST ASIA LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CORPORATE BROKERS LTD
2024-03-01,0.0,37.37888863660854,35.39942738362939,0.0,16.463510598558113,0.0,5.525712642987737,5.232460738216219,0.0
2024-03-04,34.40037508893335,22.192062762311547,21.161748263603275,0.0,9.8611347777211,6.012126178293495,3.2495971868961346,3.1229557422410967,0.0
2024-03-05,34.40646516225584,22.24570472610124,21.11893538373906,0.0,9.86021929940974,6.011568030448907,3.249295503995301,3.107811894049906,0.0
2024-03-06,34.40524723805451,22.24611777873255,21.11932751480158,0.0,9.860402381473317,6.011679651726986,3.2493558360942103,3.1078695991168512,0.0
2024-03-07,34.4286240254905,22.243226732388692,21.101730635430048,0.0,9.85912094978544,6.010898389816461,3.2489335584454415,3.1074657086434176,0.0
2024-03-11,34.439431873028155,22.249009576697166,21.107216711005865,0.0,9.833828904394746,6.012461116751746,3.249778223527676,3.108273594594642,0.0
2024-03-12,34.43912385240399,22.231674793135188,21.119903871967217,0.0,9.83109043037239,6.010786797548237,3.263725233990117,3.103695020582865,0.0
2024-03-13,34.41466467790088,22.212293355993296,21.101491669866103,0.0,9.822519746292782,6.009256391665514,3.33878491989935,3.1009892383820743,0.0
2024-03-14,34.43449092033376,22.21311740956475,21.08001512191789,0.0,9.822884151820293,6.009479328987292,3.3389087854360358,3.1011042819399806,0.0
2024-03-15,34.43385218982491,22.212705375136277,21.07962410557278,0.0,9.822701945676831,6.011222773176264,3.338846851518893,3.1010467590940474,0.0
2024-03-18,34.43764773822399,22.2298081541817,21.06946276976593,0.0,9.817966957400916,6.008325090897771,3.337237375757086,3.099551913772609,0.0
2024-03-19,33.43948790883714,21.585487099411985,20.458773807401084,0.0,9.533397572824523,5.8341764732796575,3.240509041843856,3.009712786752533,2.898455309649227
2024-03-20,29.213388325985246,18.875359153337133,17.89581148573066,12.398989186717918,8.328113551276603,5.099721237413774,3.0274041329822414,2.6292021971530968,2.5320107294033294
2024-03-21,29.21220452090004,18.873578230259568,17.91771092098728,12.397819320449324,8.327327779228742,5.099240069814945,3.011393201250692,2.6289541273372885,2.531771829772122
2024-03-22,29.21469586916719,18.87417183394354,17.91827446114279,12.398209251342768,8.327589686768851,5.09940044892557,3.006770178661513,2.6290368120744345,2.5318514579733455
2024-03-26,29.200850392849613,18.871054526943773,17.923571343808216,12.39099949795549,8.3227470625854,5.127868348805096,3.0050216945828123,2.627507985880516,2.530379146589084
2024-03-27,29.23141367999003,18.8847075183992,17.80599634683905,12.399964243938722,8.383816514753342,5.131578302726898,2.985176577244507,2.6451369692359386,2.532209846872316
2024-03-28,29.316140400631706,18.91730781493089,17.84416518676538,12.42654474194063,8.40178801964923,5.142578326931722,2.9963041038088707,2.4175335267869786,2.537637878554593
2024-04-02,29.31513423181392,18.914624670755682,17.841634252218526,12.424782217829456,8.417931787992902,5.141848927208545,2.9958791217774983,2.387247603192296,2.56091718721117
2024-04-03,29.303992901374166,18.917605989052188,17.844446446040056,12.426740608820603,8.419258620245467,5.142659384119607,2.9963513314774186,2.3876238805481296,2.5613208383223594
2024-04-05,29.332573956623918,18.934020053707098,17.85992937225524,12.437522804195696,8.407632900172622,5.147121467941311,2.927960721028312,2.3896955281323744,2.5635431959434305
2024-04-08,29.344798987359567,18.94089256640904,17.86641202047883,12.442037272502482,8.413840907958775,5.1489897271681695,2.8879919087619914,2.390562919886702,2.564473689474446
2024-04-09,29.34119859926101,18.935513653928304,17.877115138287994,12.438503931645593,8.416184579320575,5.150682874891346,2.8871717649557884,2.3898840380082125,2.563745419701178
2024-04-10,29.353906530681005,18.97389595631154,17.907491221338095,12.439877770153803,8.331909508535915,5.151251770195475,2.8874906544116516,2.390148001804792,2.5640285865677233
2024-04-11,29.415822802877777,19.012895642664517,17.94429897777404,12.465447180485896,8.141910230328781,5.161839854151738,2.8934257154095877,2.3950608053018816,2.5692987910057816
2024-04-12,29.425676410676537,19.00598402918067,17.921970501310906,12.46091571119084,8.138950463568904,5.191574053342029,2.892373890344906,2.394190147046155,2.5683647933390557
2024-04-15,29.446182034352496,19.034564533879188,17.93942345249105,12.479653981173847,8.151189520047529,5.191466408175528,2.78908552953175,2.3962075338281292,2.572227006520485
2024-04-16,29.44011627212943,19.025529829576232,17.9309085539248,12.473730547342598,8.155231368122452,5.189002292759959,2.81940484974182,2.395070180437243,2.571006105965464
2024-04-17,29.432474858376505,19.056038872628555,17.898680629773512,12.467812733927158,8.151362346147582,5.186540515406,2.8433697736683197,2.3939339062175207,2.5697863638548495
2024-04-18,29.43683588222743,19.04760470834781,17.890758709911303,12.46229450521644,8.160400226177051,5.187406377190359,2.8531762534139617,2.39287435591028,2.5686489816053673
2024-04-19,29.435440017986963,19.046701490679126,17.88991034868057,12.46170355613062,8.164755164788524,5.1871603957577195,2.853040958753903,2.3927608882890072,2.5685271789335693
2024-04-23,29.44436181856769,19.02848900631957,17.887648445359996,12.460127965861904,8.176366315498042,5.189665423833173,2.8526802357154666,2.3924583605684617,2.568202428275697
2024-04-24,29.457311530282237,19.000389154385793,17.898397583262472,12.467615570182653,8.16546587983741,5.1927840243288665,2.8543944830263435,2.3938960489779935,2.569745725716237
2024-04-25,29.45544831766898,18.999187355481205,17.89726548673357,12.466826977558929,8.17127453152407,5.192455574100743,2.8542139389261627,2.393744631992479,2.5695831860138583
2024-04-26,29.44193086095671,18.98027905656696,17.879453838306766,12.454419789472757,8.163142346791028,5.185708249987597,2.9366776241285963,2.3913623385722804,2.567025895217305
2024-04-29,29.441746433799583,18.91798727385178,17.88030120808305,12.455010047934016,8.16352922662342,5.185954018816971,2.996848561761901,2.3914756735873306,2.5671475555419554
2024-04-30,29.444256527694314,18.917005186046783,17.975656147509074,12.455403584658518,8.17010649899309,5.171899380402915,2.9068927696311095,2.391551236232377,2.5672286688318224
2024-05-02,29.433287227660955,18.923494588035034,17.97281674256131,12.453436149685658,8.18145263030148,5.1710824357212,2.90643360165165,2.3911734707501457,2.5668231536325714
2024-05-03,29.42353023337495,18.928616948727043,17.971681231730656,12.452649349718275,8.20462798669604,5.170755730108159,2.906249975073773,2.375227561149967,2.566660983421131
2024-05-06,29.411451957182273,18.92084680484428,17.96430390726136,12.447537572274047,8.226521374978937,5.18442150254646,2.9050569676540143,2.3742525369337537,2.5656073763248766
