date,CCB INTERNATIONAL SECURITIES LTD,GET NICE SECURITIES LTD,REALORD ASIA PACIFIC SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HUARONG INTERNATIONAL SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.683738099336457,0.0,1.683738099336457
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.6823538238963476,0.6757859664183845,2.3581397903147323
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.6792392041561015,0.6771702418584938,2.3564094460145952
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.6792392041561015,0.6809769993187946,2.360216203474896
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.6750863778357734,0.684437687919068,2.3595240657548415
2024-03-15,0.0,0.0,0.0,0.0,3.851582150519861,0.0,1.6750863778357734,0.6878983765193414,6.214566904874976
2024-03-19,0.0,0.0,0.0,0.0,3.8481214619195883,0.0,1.6719717580955276,0.6878983765193414,6.207991596534457
2024-03-22,0.0,0.0,0.0,0.0,3.848813599639642,0.0,1.6719717580955276,0.6878983765193414,6.208683734254512
2024-04-05,0.0,0.0,0.0,0.0,3.8505439439397793,0.0,1.6709335515154453,0.6878983765193414,6.209375871974566
2024-04-11,0.0,0.0,0.0,0.0,3.8505439439397793,0.0,1.6463626624535044,0.6913590651196148,6.188265671512898
2024-04-15,0.0,0.0,0.0,0.0,3.872000213261474,0.0,1.6463626624535044,0.7052018195207083,6.223564695235687
2024-04-18,0.0,0.0,10.092579199407275,0.0,3.872692350981529,0.0,1.6463626624535044,0.7086625081209816,16.32029672096329
2024-04-19,0.0,0.0,10.092579199407275,0.0,3.872692350981529,0.0,1.6463626624535044,0.712123196721255,16.323757409563562
2024-04-22,0.0,0.0,10.092579199407275,0.0,3.872692350981529,0.0,1.6463626624535044,0.7155838853215284,16.327218098163836
2024-04-23,0.0,0.0,10.092579199407275,0.0,3.872692350981529,0.0,1.6463626624535044,0.717314229621665,16.328948442463975
2024-04-24,0.0,0.0,10.092579199407275,0.0,3.873730557561611,0.0,1.6463626624535044,0.717314229621665,16.329986649044056
2024-04-30,0.0,0.0,10.092579199407275,0.0,3.874768764141693,0.0,1.6380570098128482,0.7190445739218018,16.324449547283617
2024-05-09,0.0,0.0,10.092579199407275,0.0,3.871654144401447,0.0,1.6380570098128482,0.7190445739218018,16.321334927543372
2024-05-10,0.0,0.0,10.092579199407275,0.0,3.871654144401447,0.0,1.6370188032327662,0.7190445739218018,16.32029672096329
2024-05-13,0.0,0.0,10.092579199407275,0.0,3.871654144401447,0.0,1.6294052883121648,0.7190445739218018,16.31268320604269
2024-05-14,0.0,0.0,10.092579199407275,0.0,3.871654144401447,0.0,1.6269828062919736,0.7225052625220751,16.31372141262277
2024-05-16,0.0,0.0,10.092579199407275,0.0,3.871654144401447,0.0,1.6245603242717823,0.7225052625220751,16.31129893060258
2024-05-17,0.0,0.0,10.092579199407275,0.0,3.871654144401447,0.0,1.6235221176916999,0.7225052625220751,16.3102607240225
2024-05-20,0.0,0.0,10.092579199407275,0.0,3.880998003622185,0.0,1.5830320610685016,0.7311569840227585,16.28776624812072
2024-05-21,0.0,0.0,10.092579199407275,0.0,3.8970555987274538,0.0,1.5103576004627604,0.7415390498235788,16.241531448421068
2024-05-22,0.0,0.0,10.092579199407275,5.891086945637873,3.8987859430275904,0.0,1.5120879447628972,0.7519211156243989,22.146461148460038
2024-05-23,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5120879447628972,0.762303181425219,22.130888049758806
2024-05-24,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5120879447628972,0.7726852472260392,22.141270115559625
2024-05-27,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5120879447628972,0.7778762801264493,22.146461148460038
2024-05-28,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5120879447628972,0.7796066244265859,22.148191492760173
2024-05-29,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.7813369687267226,22.148191492760173
2024-05-30,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.7830673130268593,22.149921837060308
2024-05-31,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.784797657326996,22.151652181360447
2024-06-04,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.7861819327671055,22.153036456800553
2024-06-05,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.7865280016271327,22.153382525660582
2024-06-07,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.7917190345275428,22.15857355856099
2024-06-19,0.0,0.0,10.092579199407275,5.8651317811358235,3.8987859430275904,0.0,1.5103576004627604,0.7934493788276795,22.160303902861127
2024-06-24,0.0,0.0,10.092579199407275,5.8651317811358235,3.8953252544273167,0.0,1.5103576004627604,0.7969100674279528,22.160303902861127
2024-07-30,0.0,0.0,10.092579199407275,5.8651317811358235,3.896017392147372,0.0,1.5103576004627604,0.7969100674279528,22.160996040581182
2024-08-08,0.0,0.0,10.092579199407275,5.8651317811358235,3.896017392147372,0.0,1.5103576004627604,0.8003707560282262,22.164456729181456
2024-08-09,0.0,0.0,10.092579199407275,5.8651317811358235,3.8974016675874807,0.0,1.5103576004627604,0.8003707560282262,22.165841004621566
