date,HANG SENG BANK LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FB SECURITIES (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-03,23.07348686428396,53.9470046721522,2.614472988494312,5.888876287351036,6.635962911116483,0.22071376303329104,0.15010297174410583,2.2995865209315145,1.9355713563380037,3.234221664555091
2024-06-04,23.066009971770587,53.92952331106774,2.6294535021814625,5.891088843059995,6.6338125477275,0.2206422414166352,0.15005433133737972,2.2988413469860536,1.9445906240528124,3.235983280399831
2024-06-05,23.060280248603902,53.91603329028868,2.6314220252039404,5.908820007270968,6.650048368469188,0.22058743267581948,0.1500170570199066,2.29520853853119,1.9441075770948864,3.2234754548415205
2024-06-06,23.04984318857478,53.89163094695564,2.6287336135737314,5.952940450700229,6.64700112734028,0.2204875950219971,0.1499491594482974,2.2941697294170877,1.9432276759286187,3.2220165130393448
2024-06-07,23.03037990274469,53.85547590909905,2.6604582269812562,5.989058413535102,6.6413884000954155,0.22030141531358033,0.14982254238949802,2.2922325326725774,1.9415868146273025,3.219295842541524
2024-06-11,23.025664522466492,53.8444492108836,2.6677667833115435,6.000920968489103,6.640028601776243,0.22025630945977262,0.14979186680947734,2.2912957501893345,1.9411892823150798,3.218636704299353
2024-06-12,23.026095070683443,53.84545602793236,2.6642639285335794,6.0000047531899305,6.6401527611668305,0.22026042794943518,0.14979466771110195,2.291338594264422,1.9439368801956964,3.218696888373202
2024-06-13,23.033115277517087,53.86514571286342,2.6842481423843,6.00183403749719,6.59541640484744,0.22032758105362962,0.1498403371807485,2.2920371786665226,1.9445295485977263,3.213505779391933
2024-06-14,23.032533686763305,53.86378560719294,2.6862377882390454,6.00168248999092,6.595249869268027,0.2203220177382726,0.14983655368235507,2.287303341417057,1.9444804488388663,3.2185681968692132
2024-06-17,23.03432163345977,53.86815394478863,2.7138495822347264,5.997472056816057,6.595761838788032,0.22033912067749456,0.1498481850458346,2.2874808979337957,1.9446313930398873,3.188141347215766
2024-06-18,21.55730932178302,54.869774547597615,2.762595927566126,6.156621394442398,6.718402962813232,0.22443609053284902,0.1526344514842441,2.33001415419223,1.9807897301184925,3.2474214194697995
2024-06-19,21.549138818029352,54.8489781813994,2.7734525467715416,6.173333840995103,6.722236971886193,0.22435102630276424,0.1525766010196905,2.328178753831916,1.9815626557221484,3.2461906040418884
2024-06-21,21.549754469313164,54.85054519733067,2.76410379990339,6.173510210962214,6.729000042574487,0.22435743593233384,0.15258096007928407,2.328245269076485,1.9816192682672362,3.246283346560731
2024-06-24,21.54993917155805,54.84911066012881,2.765175053639924,6.174515453638177,6.7292481825592,0.22435935889262246,0.15258226784573187,2.328265224390986,1.9816362526615543,3.2451683746849405
2024-06-25,21.563780320229206,54.87376163432558,2.7450334253053277,6.178481236821405,6.738334967789809,0.22450346098114696,0.15268026876522503,2.329760628385406,1.9829090229356088,3.2107550344612856
2024-06-26,21.562033795108924,54.86931721865654,2.7554831746354838,6.177980820265259,6.73778920674442,0.22448527766966953,0.15266790266239844,2.3295719330174656,1.9801756869292853,3.2104949843105475
2024-06-27,21.517377957917656,54.759769491370214,2.8342155599762635,6.175645772704814,6.817022271704973,0.22402035965188366,0.15235172131000807,2.3295017499842148,1.9781666233482031,3.211928492031772
2024-06-28,21.51328660072797,54.79651257447142,2.8252153377592193,6.174471523092128,6.802986555764902,0.22397776397359564,0.1523227528496519,2.3290588138722117,1.9708503079510293,3.2113177695378727
2024-07-02,21.424358378924126,55.0112976143113,2.829632170843482,6.144214568785706,6.760663744571321,0.22305192011517283,0.15169310514390677,2.31943131889024,1.9627035186398265,3.172953659774914
2024-07-03,21.42498720621127,55.013290976481834,2.8264013959447456,6.144394907898346,6.760862177110892,0.22305846692191206,0.15169755749492234,2.3194993966211186,1.9627611260373163,3.1730467892776426
2024-07-04,21.19701771855585,55.4103760804591,2.878010640629362,6.093067362194039,6.6748731952758895,0.22068504546163456,0.1500834415037272,2.2948190976797274,1.9418766492352488,3.139190769005429
2024-07-05,21.18534884327469,55.40964461240351,2.8866310814138156,6.090649370294362,6.671198703709794,0.22056355920795018,0.15000082115666108,2.2935558087492187,1.940807653741063,3.1515995460489443
2024-07-08,20.90515920015431,54.6964023209984,3.115811627693605,6.2449357286815435,6.930330125336447,0.21764646657959566,0.2407700756397734,2.309413869944985,1.981378268463246,3.358152316508097
2024-07-09,20.742620545946252,54.281218249951124,3.056936557809962,6.197664356335332,7.553852949402999,0.2159542544595021,0.23853141515111695,2.346457235485284,2.0602048708576968,3.3065595646007298
2024-07-10,19.62295638746275,51.6781878890579,4.480674021214898,7.691121759906435,7.054530695766184,0.20863314284798154,0.32104477386915387,2.6648311829389244,2.7111555625512906,3.5668645843844735
2024-07-11,19.22969866655884,51.0702224166219,4.547750202712885,7.583215125117334,7.002296397197336,0.2044519892724766,0.39959023399020716,2.7870785724129608,3.658219614197745,3.5174767819183126
2024-07-12,18.970011820772744,50.73641231699809,4.410886619354011,7.540160768940857,6.937913566151721,0.20169097397371924,0.43610989018915264,3.62967466197162,3.7127687612287588,3.424370620419326
2024-07-15,18.663599865305947,50.53844770110918,4.814546817785378,7.377047440182956,6.838221001333331,0.19843317285481768,0.4290656518663837,3.6514623516961526,4.130427030777784,3.3587489670880744
2024-07-16,0.7185437469303108,62.1322998189901,6.067787154556174,9.144892196748847,8.507863636635692,0.24315860937434644,0.5257740212341432,3.423372846996467,5.100307166153968,4.136000802379952
2024-07-17,0.7183999851031869,62.12855884652346,6.055558981399523,9.158219654039017,8.50616143544537,0.24310995969071353,0.525668827591766,3.4226879195477027,5.106461093959896,4.135173296699364
2024-07-18,0.7161386116435456,61.93299108904209,6.233120999863203,9.053844487767504,8.475356638395294,0.2423447001945847,0.5240141316564564,3.660010356224388,4.972030053208678,4.190148932004262
2024-07-19,0.7170045701074861,62.07030763022963,6.1718776478150215,9.07588606752932,8.48560508289557,0.24263774464284169,0.5246477722187086,3.664436059425628,4.9199520038155296,4.127645421320268
2024-07-22,0.7176914559227655,62.061227068155944,6.082798435226907,9.238021287571655,8.463449964245898,0.24287019005810812,0.5251503814457334,3.662899178385411,4.874292359621251,4.131599679366326
2024-07-23,0.7192936192253822,62.19714109060699,6.0455886823877325,9.165311915390665,8.482343639005913,0.24341236971288793,0.526322719032539,3.6483122295538926,4.861802667564749,4.110471067519246
2024-07-24,0.8040453833117562,56.52760274515535,6.783590848186032,10.28854243810828,9.606134306638236,0.2720927683459639,0.5883374202956787,4.338295774150218,6.179035753431393,4.612322562377093
2024-07-25,0.8043146337227787,56.545740201900294,6.808601966018394,10.291987758904568,9.609351166215626,0.2721838839611194,0.5885344366526187,4.339748537818254,6.182236243445081,4.557301171361259
2024-07-26,0.8035401153260643,56.49807060056856,6.864773298877671,10.369443740862796,9.585969879862986,0.271921783264976,0.5879677047678866,4.303358032333966,6.162042146448927,4.552912697686163
2024-07-29,0.8039399152394919,56.515777832265215,6.812327764336794,10.452627637907598,9.590739361628724,0.2777110339210232,0.5882602470230657,4.305499160245267,6.09793905636845,4.555177991064378
2024-07-30,0.7801311497831509,54.92786618399492,6.971482846281901,10.257191457216427,9.416548667205223,0.2694865923353683,0.5708388577088046,4.42993206882625,7.925412054233484,4.451110122414474
2024-07-31,0.3240718373240891,22.830495078964653,2.834921018946297,4.258400725474927,3.9798451172805325,0.11422571678403041,0.23713038184040988,1.8402242048205317,3.289991461079538,1.8991171136798972
2024-08-01,0.7745328780860854,54.5827245373244,6.599746804947729,10.46084473326314,9.702603332000757,0.27299988145438525,0.5667424810654866,4.643263995951753,7.857644498880013,4.53889685702625
2024-08-02,0.7728132467707429,54.47534404989064,6.594333515251835,10.443054433076874,9.843515044635284,0.27239376238763396,0.5654841895897479,4.6329549407795945,7.844112055367396,4.555994762250251
2024-08-05,0.7717813581626366,54.53613024119775,6.58552851914071,10.429110483554325,9.830371622106327,0.27203005223967575,0.5647291343474364,4.626768849320581,7.8336383090846216,4.549911430845926
2024-08-06,0.7710957978753296,54.56306600548355,6.170569845919767,10.446527494246075,9.8270624940367,0.2772113826011037,0.5642274950379363,5.007689842018005,7.826679821071099,4.5458698217104345
2024-08-07,0.7718592826993398,54.63945527442714,6.271024050430168,10.37338304972866,9.891184467491836,0.2774858578144844,0.5647861534185652,5.0940731965645,7.566377845151299,4.550370822274004
2024-08-08,0.7697074924091162,54.49406023563667,6.343942227711091,10.507401630511778,9.869023017204047,0.27671228238706785,0.5632116418615769,5.07943887631844,7.545284287369082,4.551218308591134
2024-08-09,0.7632538541519833,53.80569260043656,6.855445805477236,10.727736857511722,9.999270926700452,0.274392178984875,0.5584893749814612,5.197884725196053,7.213522284911544,4.604311391648107
2024-08-12,0.7555429082442245,52.77060130427698,6.901491995523982,12.038192128252614,10.013609043286861,0.27693365902654443,0.5528471088636899,5.2006332419309675,6.9057853758627035,4.584363234731431
2024-08-13,0.7504127383580209,52.4152419844976,7.060453449265578,11.985478574422084,10.055388401772339,0.27505326718842144,0.549093252453128,5.365866092092751,6.93805743689684,4.60495480305324
2024-08-14,0.7483432584986304,52.27142863002031,7.1028745694389706,12.012949146874687,10.080287321680672,0.27429472836357216,0.5475789692209889,5.351068166580357,7.018919899135895,4.59225531018592
2024-08-15,0.7420602026842346,51.853748301970036,7.068080495761146,11.903112693236134,10.127688525884615,0.27199176235388234,0.5429815212085525,5.3061408426879595,7.630496709839836,4.553698944373605
2024-08-16,0.7369527339253824,51.4976774052367,6.98968260170766,12.215496783689376,10.058085099035575,0.27011969129568186,0.5392442757045152,5.269619616396525,7.900765150797905,4.522356642210687
2024-08-19,0.7346248594510986,51.33614399284747,6.982276498741428,12.435027852861714,10.036750064447796,0.2692664415478733,0.5375409195365696,5.258140503354229,7.89182441887689,4.518404448334932
2024-08-20,0.7340241561491727,51.29757347564345,7.010844440844359,12.445508730157586,10.026168370316507,0.2690462621754294,0.5371013719210325,5.253840917896808,7.911182529287743,4.514709745607911
2024-08-21,0.7339589873886498,51.29663238633812,7.058742860896396,12.444403782355492,9.978925309065495,0.26902237548003605,0.5370536865275888,5.253374466898247,7.913577228264633,4.514308916785349
2024-08-22,0.7318879673547183,51.15260873449742,6.792684647001758,12.936880228256827,9.950767667307185,0.26826327212580464,0.5355382763163824,5.238550963196221,7.891247401583019,4.50157084236067
2024-08-23,0.7312262932384442,51.218163053008325,6.923953234935333,12.735937676034373,10.108802377997627,0.2680207447562754,0.5350541150355331,4.93472278857048,7.981822135551702,4.562297580871901
2024-08-26,0.7194038874761916,50.41840487349497,6.806644339625105,13.02584830293943,9.94546529232002,0.4660646345212767,0.5264034046997516,5.05731582865506,7.943842452611475,5.090606983656718
2024-08-27,0.7180879727474196,50.32688787388396,6.90034850573342,13.002021762751106,9.901820420462077,0.4652121213116556,0.5254405213937546,5.144523482511561,7.934361960371154,5.081295378833891
2024-08-28,0.7192917999007892,50.40872826290557,6.723937334321272,13.023818795204967,9.918521342563707,0.46599201876846563,0.5263213877933329,5.153147937027488,7.970427285912711,5.089813835601699
2024-08-29,0.7127556121876172,49.99307255887159,6.698627570242831,13.506992613166794,9.968345847046928,0.46175756022475534,0.521538717688448,5.139204548079079,7.934091457360169,5.063613515131793
2024-08-30,0.7105111164219274,49.83914020804888,6.714710183559322,13.674327915476042,9.93695512958073,0.460303467305699,0.5198963715273253,5.123020988595383,7.928494619134266,5.092640000350422
2024-09-02,0.7087311829437508,49.71458498991103,6.698885734215325,13.83944660201192,9.91206161462019,0.45915034030649854,0.5185939556530682,5.1101870774063185,7.958476304985148,5.0798821979467474
2024-09-03,0.7084986667191759,49.66981538350108,6.691511390528174,13.854085012492167,9.901150106065701,0.45864489319964635,0.5180230711485704,5.1145193923032535,8.009461979871103,5.074290104171126
2024-09-05,0.7076544765018148,49.61093119019861,6.693285308221293,13.872189342504578,9.889352739014088,0.458098408710304,0.5174058363821932,5.10882317715416,8.004394203981668,5.137865317331284
2024-09-09,0.7070511083623069,49.568929495363776,6.735278041729842,13.897527450313236,9.885988856687296,0.4577078198088652,0.5169646801297637,5.099498524087303,7.997569409397427,5.133484614120185
2024-09-10,0.7052905051092689,49.44668915801401,6.7185067612804685,13.862921702936811,9.861372101356984,0.4565680975639445,0.5156774044480237,5.0868004410432555,7.977654941331326,5.368518886915903
2024-09-11,0.7050710460131456,49.43140235888809,6.722758362851564,13.858608098479477,9.873068920587377,0.4564260312504407,0.515516945606948,5.0852176257084905,7.975172604010853,5.37675800660361
2024-09-12,0.7049557798808914,49.42332123487367,6.7285948980585655,13.865755047374797,9.871454855629823,0.45635141399934254,0.5154326680795023,5.084386286270145,7.973868810151606,5.375879005681656
2024-09-13,0.7048300779844344,49.41450847613655,6.7273951105494545,13.863282620372983,9.877619625792056,0.45627004118160314,0.5153407603801505,5.083479680470541,7.972446975676109,5.38482663145612
2024-09-16,0.7048196048498636,49.41377422143718,6.727295147570427,13.863076624589018,9.877472853338935,0.45626326142334483,0.5153331028846749,5.08340414458119,7.9738144215004985,5.384746617824873
2024-09-17,0.7045453195828886,49.39484158662344,6.72467717563424,13.887388333355826,9.873628968662663,0.45608570352113936,0.5151325575582777,5.081425903832289,7.970711358245218,5.39156309298401
2024-09-19,0.7044058161537108,49.3850611657002,6.723345656567916,13.904439052861079,9.87167394169524,0.45599539631467356,0.5150305587850788,5.080419756578175,7.9691331182987515,5.390495537045175
2024-09-20,0.7042635795575747,49.37508912566433,6.721988050229485,13.902027339674502,9.889477103934754,0.4559033197992073,0.5149265616403821,5.079393896773291,7.9675239572968,5.389407065429675
2024-09-23,0.7041241876668657,49.365316524571604,6.740450169845867,13.899275770614544,9.88751972185274,0.45581308479689864,0.5148246444192071,5.07838855397341,7.965946979215135,5.388340363043726
2024-09-24,0.70358804365552,49.32772810013396,6.728395636557867,13.895614517323104,9.94822341589805,0.455466013271751,0.5144326394933244,5.074521696878895,7.967792438646529,5.384237498141001
2024-09-25,0.7027437088054087,49.268532779395755,6.7198274383388625,13.900668349729312,9.936285134964375,0.4549194351547487,0.5138152989778401,5.167200907857172,7.958230757070122,5.3777761897064
2024-09-26,0.7014799622888344,49.179933001273895,6.72125014738095,14.028980092844575,9.928275751814052,0.45410135191288503,0.5128913030941207,5.1579087120453515,7.947074361730734,5.368105315614605
2024-09-27,0.7003353879178211,49.17571498524428,6.63194918800456,14.027776869104738,10.017923221016629,0.45406240499562533,0.5128473139382623,5.157466333613764,7.946392764888269,5.375531531276051
2024-09-30,0.3238211324107597,22.737871009167314,3.075780066588588,6.497560263198669,4.632088136340627,0.20994941096435044,0.23713038184040988,2.384709693860495,3.674253719146251,2.4900969684645875
2024-10-02,0.6916419303349015,48.70713530525595,6.534729028589329,13.766023044729966,11.142684442245878,0.44842600231495555,0.5064811978642311,5.099384173744688,7.835095310384302,5.2683995645357955
2024-10-03,0.6890484206493878,48.52720976992773,6.514783905160838,13.825946454143462,11.270253214523894,0.4467445004724098,0.5045820014237327,5.086858160560494,7.805715374490934,5.328858198647114
2024-10-04,0.6847020445951382,48.25101533588276,6.473211719107917,14.039840951249142,11.401570973968257,0.4439267777867981,0.5013994840101785,5.065858102249699,7.843226871450057,5.295247739700051
2024-10-07,0.6915701815627876,48.47431296360451,6.464158236819674,14.148547187447836,11.967540301534813,0.44837973646789825,0.4616484044981583,5.231350032846038,7.265476754972881,4.847016200245403
2024-10-08,0.6924932074491795,48.51191158833067,6.314869970376252,14.366122283587696,11.673530174021229,0.44897818058062483,0.4622645580558499,5.213036437612411,7.41222922048336,4.904564379502728
2024-10-09,0.6873211940835634,48.155880228092535,6.525934311934356,14.19884069799301,12.605953467061697,0.44562490415010697,0.4588120498622717,4.822605945049735,7.3278443524384365,4.771182849334286
2024-10-10,0.6834463254991545,47.85716863332872,6.361286423343164,14.105805029460655,13.016778699984947,0.44311263193096817,0.4562254332797145,4.790607563034742,7.146842315735341,5.138726944402597
2024-10-14,0.6836117299232748,47.87596795148594,6.396698461823329,14.056918538643295,13.164753185788976,0.4432198719393938,0.4563358467858601,4.699387389670522,7.10045759932991,5.122649424609497
2024-10-15,0.6831752091688726,47.86386083510489,6.392613845489212,14.056501370859703,13.175195609286863,0.442936853576197,0.456044453207634,4.695328752494928,7.111310361157452,5.123032709654253
2024-10-16,0.6843407252191218,47.94416928414169,6.3996665702614735,13.900631545371333,13.19767286218144,0.44369251626003176,0.456822477823731,4.703339114915552,7.137892156815051,5.131772747010581
2024-10-17,0.6844191831289226,47.94822082448906,6.390284325353354,13.902225217142966,13.218647103022581,0.44374338446959044,0.4568748513497235,4.699928302961574,7.123295716481784,5.1323610916004405
2024-10-18,0.684346664974303,47.94314043431708,6.3896072379218625,13.896417248407042,13.217245547902543,0.44369636730210066,0.45682644282768226,4.699430318486888,7.121095979638306,5.148193758222193
2024-10-21,0.684246480838603,47.939011396113614,6.356308966225345,13.894382898533486,13.231587415754795,0.4436314128874064,0.45675956625082137,4.698742350840026,7.120053495057799,5.1752760174981045
2024-10-22,0.6846051936393854,47.964143183453714,6.3596412294605456,13.802985546401345,13.28478092172198,0.44386398444033115,0.4569990201725913,4.701205643054199,7.123786147548468,5.177989130107444
2024-10-23,0.684131495411817,47.94251162544344,6.285903450135484,13.785682557681822,13.27558879575694,0.44355686205115796,0.45668280927050114,4.694004364883035,7.257531710405781,5.174406328960024
2024-10-24,0.6826767330308484,47.86362821067042,6.2941587229194145,13.76309497262698,13.316337598939779,0.4426136664212827,0.45571170214355644,4.684022861309628,7.334352250961825,5.163403280976266
2024-10-25,0.682687413408545,47.864377030137206,6.294257194112572,13.763310294235975,13.31498144571269,0.4426205910473938,0.45571883168652183,4.684096142162596,7.334466995830676,5.163484061665826
2024-10-28,0.6793364872811849,47.62943789341093,6.36663931832467,13.695753993712358,13.24962573776286,0.44044801707881437,0.45348196586794187,4.6599474795933835,7.687189666149889,5.138139440817969
2024-10-29,0.6794165959254859,47.635054446871386,6.355913501260038,13.69705341690543,13.251188158706265,0.4404999555425858,0.45353544131962265,4.660496989419652,7.688096154104193,5.138745339945337
2024-10-30,0.6793259634618843,47.60574994596924,6.34072182305456,13.842489435325778,13.153795047935454,0.4404411939573866,0.4534749408334352,4.65987529085313,7.687070581430476,5.137055777178659
