date,BANK CONSORTIUM TRUST CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-01,0.0,0.0,0.0,86.01596764419959,0.0,6.276614216849538,5.081186773086129,2.626231365864741,0.0,0.0
2024-03-04,0.0,81.05285936776347,0.0,16.33878645347365,0.0,1.149167898557817,0.9619820662092637,0.49720421399579917,0.0,0.0
2024-03-05,0.0,63.70001958468402,21.297977715875152,12.940361737256964,0.0,0.8958162182156776,0.7574931627893816,0.4083315811788082,0.0,0.0
2024-03-06,0.0,63.67390760884237,21.289247227513943,12.958481268454863,0.0,0.9130170472675808,0.7571826504332484,0.4081641974879924,0.0,0.0
2024-03-07,0.0,63.70561779465046,21.355509307760897,12.841897166275457,0.0,0.9134717380711147,0.7575597342881203,0.4259442589539547,0.0,0.0
2024-03-08,0.0,63.688210867763914,21.348692420044244,12.870011739306223,0.0,0.9158158261404238,0.7514608533701906,0.42580829337500276,0.0,0.0
2024-03-11,0.0,63.666769111199315,21.3415050071839,12.915447076118083,0.0,0.912579956357341,0.7512078608545233,0.41249098828683683,0.0,0.0
2024-03-12,0.0,50.80820973759811,17.03123431043184,10.299949615824753,0.0,0.7247648898134113,0.5994889812009507,0.329181595678932,20.207170869452,0.0
2024-03-13,0.0,50.80464892381515,17.030040703056446,10.307404160554418,0.0,0.7223779813550968,0.5994469669548669,0.329158525502497,20.206922738761527,0.0
2024-03-14,0.0,50.831211773183085,17.038148261825643,10.265327170818624,0.0,0.7214543071071248,0.5879655601743724,0.34445995059500195,20.211432976296155,0.0
2024-03-15,0.0,50.83180571895264,17.037178880235953,10.272457917789582,0.0,0.7214627370602715,0.5832985636600041,0.34329550882073157,20.210500673480823,0.0
2024-03-18,0.0,50.83180571895264,17.037178880235953,10.315691184727523,0.0,0.7202942703862731,0.5832985636600041,0.30123070855678896,20.210500673480823,0.0
2024-03-19,0.0,50.835369685072884,17.03837340652623,10.295380573141303,0.0,0.7180076751206795,0.583339460423152,0.31644296050198234,20.21308623921377,0.0
2024-03-20,0.0,50.83418164083853,17.03797521248508,10.274106582509452,0.0,0.7308446291559804,0.5938425191337181,0.3164355650952595,20.21261385078198,0.0
2024-03-21,0.0,50.81577405355898,17.03180558398577,10.301924871571112,0.0,0.7317480808497736,0.616989445672479,0.29646331183581065,20.205294652526078,0.0
2024-03-22,0.0,50.807465318646415,17.071065422375263,10.269874848469886,0.0,0.7363000635668511,0.6168885635774323,0.29641483800823987,20.201990945355913,0.0
2024-03-25,0.0,51.045104231627946,17.151068661019327,9.84982559575698,0.0,0.7397507204673847,0.6197796006479126,0.2978039807732681,20.29666720970718,0.0
2024-03-26,0.0,51.07501899202802,17.160331036319725,9.825794604521805,0.0,0.7413242345039868,0.5919379692211979,0.29796480878290366,20.30762835462236,0.0
2024-03-27,0.0,51.07381976421558,17.16697203624839,9.820867950873447,0.0,0.7413068284088429,0.5919240706756871,0.29795781264872945,20.307151536929325,0.0
2024-03-28,0.0,51.10009574793022,17.175803940338124,9.710810617416051,0.06483740306279677,0.7416882090504464,0.5922285982656182,0.2981111032126416,20.3164243807241,0.0
2024-04-02,34.570610332704774,33.57099496161135,11.299342254011819,5.89274573090774,0.042595930588511244,0.48340516560850244,0.3983336842353171,0.19584868085804627,13.34718791697905,0.1989353424948949
2024-04-03,34.56927653695852,33.56738482589631,11.298906305253935,5.901778005921285,0.04259428716160961,0.4833865149758581,0.3921452307161233,0.1966127603039516,13.348987865597492,0.19892766721490862
2024-04-05,34.5671426778258,33.56685598658622,11.29357932916966,5.916845466755344,0.04259165794232108,0.47872714891966417,0.3921210247515865,0.19505744796773133,13.34816387208293,0.19891538799873867
2024-04-08,34.568476308911436,33.56815102572231,11.284755632200177,5.907042712840192,0.042593301166337305,0.4818320897375422,0.39445100645347153,0.20432438675445866,13.349450473882884,0.19892306233119122
2024-04-09,34.568209574461946,33.56789200990095,11.264606650349442,5.927830652563537,0.04259297251139061,0.48182837186418115,0.3944479628228782,0.20432281016333756,13.349347467945009,0.1989215274173279
2024-04-10,34.571944231379405,33.57151859518386,11.26582364832727,5.917667346962273,0.042597574142235334,0.48188042731293484,0.3944905779259185,0.20434488465333184,13.35078969574559,0.19894301836717881
2024-04-11,34.57567969534875,33.57514596416459,11.26704090929592,5.925252752077466,0.04260217676748328,0.4734429297998553,0.38527185946245746,0.20436696391357922,13.352232235208717,0.19896451396118095
2024-04-12,34.5666092542035,33.56633799890998,11.264085160273792,5.962277150690448,0.04259100068821502,0.46791769603920047,0.3859423649319774,0.19659759013328235,13.348729465698057,0.1989123184315549
2024-04-15,34.56794284412873,33.56763299807676,11.229025862099032,6.014976376051811,0.042592643861515754,0.46562093084000933,0.3859572547016338,0.17808663411662748,13.349244463596733,0.19891999252715148
2024-04-16,34.571944231379405,33.57151859518386,11.230325669875405,5.9979236460708325,0.042597574142235334,0.4695333043731565,0.38600193090482093,0.17810724840630282,13.35078969574559,0.20125810391838725
2024-04-17,34.581551341361255,33.580847699420616,11.306005941666296,5.903101690355492,0.04260941147417727,0.4650323240244429,0.38610919600332366,0.1789286518064183,13.354499712865056,0.20131403102292447
