date,THE BANK OF EAST ASIA LTD,GET NICE SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,OSHIDORI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2024-10-25,79.22392164542413,10.853282600601267,0.0,5.585803573341965,2.8332324983918635,0.0,0.7835684015107643,0.720191280730011
2024-10-29,78.29466169880523,10.72597861715024,0.0,5.520284681792783,2.7999999920284697,1.1729537333154343,0.7743775066921638,0.711743770215676
2024-11-11,78.279061601164,10.723841481487414,0.0,5.519184773086688,2.8193669508728028,1.1727200239874758,0.7742232130985336,0.71160195630308
2024-11-14,78.27460557216769,10.723231027713238,0.0,5.5188705939577885,2.82489895023368,1.1726532669987668,0.7741791405072603,0.7115614484215818
2024-11-18,78.27237774790842,10.72292582688793,0.0,5.518713517806422,2.824818548954551,1.1726198913544332,0.7770032708780324,0.7115411962102143
2024-11-27,78.24788004823343,10.719569764071105,0.0,5.516986270081984,2.8552324507618723,1.1722528846177294,0.7767600842862343,0.7113184979476512
2024-11-28,78.2367497987632,10.718044975340545,0.0,5.5162015148467995,2.871895528229935,1.1720861393073136,0.7766495952415305,0.7083724482706824
2024-12-13,78.2389755953372,10.718349898383073,0.0,5.516358448033119,2.871977232227661,1.17211948457434,0.7738267403305071,0.7083926011141036
2025-01-03,78.23007316882837,10.717130310300021,0.0,5.515730768857795,2.871650444126841,1.1719861148888147,0.785117196378457,0.7083119966196962
2025-01-07,78.21672332702866,10.715301448477527,0.0,5.514789517876025,2.8711604013903287,1.1717861172588562,0.8034701342335889,0.7067690537350141
2025-01-13,78.20782596346312,10.714082553992485,0.0,5.514162195671248,2.8708337991387958,1.1716528234226686,0.8147540074657206,0.7066886568459542
2025-01-16,78.20782596346312,10.714082553992485,0.0,5.514162195671248,2.8722557079050857,1.1716528234226686,0.813332098699431,0.7066886568459542
2025-01-17,78.19893062386565,10.712863936780982,0.0,5.513535016169429,2.8847247415698227,1.1715195599080996,0.813239590499205,0.7051865312068172
2025-01-20,78.19781884869181,10.712711629120628,0.0,5.513456628763079,2.886105455489698,1.1715029041002518,0.8132280284537923,0.7051765053807342
2025-01-22,78.19893062386565,10.712863936780982,0.0,5.513535016169429,2.886146488608546,1.1715195599080996,0.813239590499205,0.7037647841680937
2025-01-24,78.19781884869181,10.712711629120628,0.0,5.513456628763079,2.891792362791156,1.1715029041002518,0.8089628479776992,0.7037547785553697
2025-01-27,78.16225872710353,10.707840069610652,0.0,5.510949408088933,2.9359519022980236,1.1709701681963076,0.8085949756040444,0.70343474909851
2025-02-06,78.16225872710353,10.707840069610652,0.0,5.510949408088933,2.943057303804069,1.1709701681963076,0.8085949756040444,0.6963293475924645
2025-02-13,73.95525177767102,10.13150107532001,5.378368188623761,5.2143279588707365,2.8021298262729797,1.1079438468564948,0.75162722327858,0.6588501031064107
2025-02-14,73.95425739460757,10.131364849793972,5.378295872485187,5.214257848374388,2.8101595933735104,1.1079289497319484,0.7516171170945986,0.6521183745388289
2025-02-17,73.95226870869979,10.131092409731517,5.378151246041947,5.214117633037667,2.810084026056917,1.107899156684641,0.7542859811649453,0.652100838582586
2025-03-03,73.95226870869979,10.131092409731517,5.378151246041947,5.214117633037667,2.814117639491448,1.107899156684641,0.7542859811649453,0.6480672251480546
2025-03-07,73.95226870869979,10.131092409731517,5.378151246041947,5.214117633037667,2.815462177302959,1.107899156684641,0.7542859811649453,0.646722687336544
2025-03-10,73.95028012974366,10.130819984320906,5.378006627376726,5.213977425241735,2.819419974402248,1.1078693652396052,0.7542656983899171,0.645360795285207
2025-03-11,73.94928588036977,10.130683777109672,5.377934320960676,5.213907324171375,2.8220710349241145,1.1078544701178992,0.7529110738312106,0.6453521185152811
2025-03-13,73.92741915610908,10.127688144818043,5.376344071568968,5.212365577386114,2.852150529967337,1.1075268787432073,0.752688438836859,0.6438172025703839
2025-03-17,73.92543191332106,10.127415902455805,5.376199550076074,5.212225463798754,2.8520738613153576,1.1074971073156712,0.7553563055956659,0.6437998961216099
2025-03-21,73.92642552136013,10.127552021807363,5.376271809851287,5.212295519650823,2.852112195126108,1.107511992829365,0.7553664580976963,0.6424644812772289
2025-03-24,73.92543191332106,10.127415902455805,5.376199550076074,5.212225463798754,2.8520738613153576,1.1074971073156712,0.756700355483185,0.6424558462340909
2025-04-10,73.92046427373644,10.126735360579689,5.375838280334274,5.211875212784079,2.8586020055677506,1.1074226857488605,0.7566495067489631,0.6424126744999458
2025-04-29,73.92046427373644,10.126735360579689,5.375838280334274,5.211875212784079,2.862633884278001,1.1074226857488605,0.7566495067489631,0.6383807957896951
