date,THE BANK OF EAST ASIA LTD,GET NICE SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,OSHIDORI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD
2024-03-06,0.0,0.0,0.0,0.0,70.93699619513009,0.0,29.063003804869897,0.0
2024-03-07,0.0,0.0,0.0,0.0,71.10525567313098,0.0,28.89474432686902,0.0
2024-03-08,0.0,0.0,0.0,0.0,71.22640762825915,0.0,28.77359237174084,0.0
2024-03-12,0.0,0.0,0.0,0.0,55.29934827675176,0.0,22.208744157868594,22.491907565379645
2024-03-13,0.0,0.0,0.0,0.0,55.44354391584323,0.0,22.13710305345943,22.419353030697337
2024-03-18,0.0,0.0,0.0,0.0,55.62248549216984,0.0,22.048199032273168,22.329315475556992
2024-04-03,0.0,0.0,0.0,0.0,55.689581367946815,0.0,21.954167916834106,22.35625071521908
2024-04-10,0.0,0.0,0.0,0.0,55.86703597380569,0.0,21.86624574559505,22.266718280599257
2024-04-11,0.0,0.0,0.0,0.0,56.060601590063676,0.0,21.770341166639458,22.169057243296873
2024-04-18,0.0,0.0,0.0,0.0,56.30451575697734,0.0,21.64949074944562,22.045993493577043
2024-04-23,0.0,0.0,0.0,0.0,56.52173466231346,0.0,21.581033867111948,21.89723147057459
2024-04-24,0.0,0.0,0.0,0.0,56.573228853278415,0.0,21.555474018517646,21.87129712820394
2024-04-25,0.0,0.0,0.0,0.0,56.74399868313027,0.0,21.47071006915375,21.785291247715985
2024-04-29,0.0,0.0,0.0,0.0,56.91343071575161,0.0,21.386610153810405,21.699959130437986
2024-04-30,0.0,0.0,0.0,0.0,57.10382067885865,0.0,21.31148155257755,21.584697768563796
2024-05-02,0.0,0.0,0.0,0.0,57.45257007723035,0.0,21.138217488330042,21.40921243443961
2024-05-03,0.0,81.29589515772649,0.0,0.0,10.81353476150418,0.0,3.930886912442233,3.959683168327096
2024-05-07,0.0,81.19068045454874,0.0,0.0,10.928961591473087,0.0,3.9257994833793575,3.9545584705988137
2024-05-20,0.0,80.94623539862027,0.0,0.0,11.182795538597913,0.0,3.913979872201005,3.9569891905808
2024-05-21,0.0,80.79564852896897,0.0,0.0,11.383800638468793,0.0,3.906698570310553,3.9138522622516847
2024-05-22,0.0,80.62258916717708,0.0,0.0,11.573611144172338,0.0,3.898330659741102,3.9054690289094816
2024-05-23,0.0,80.45600170351263,0.0,0.0,11.756323309493077,0.0,3.8902756837865953,3.897399303207705
2024-05-24,79.63571581323724,16.349341895986964,0.0,0.0,2.4324206859066684,0.0,0.7905370124935585,0.791984592375564
2024-06-27,79.494146323185,16.495158212183384,0.0,0.0,2.4280965387249704,0.0,0.7891316641447271,0.7934672617619098
2024-07-04,79.47461938973046,16.491106343314677,0.0,0.0,2.4520640904762114,0.0,0.7889378219285974,0.7932723545500531
2024-07-08,79.46543356363381,16.489200270203856,0.0,0.0,2.4662284115690865,0.0,0.7888466350101955,0.790291119583064
2024-07-11,79.45395426665524,16.48681829834072,0.0,0.0,2.4803177970955064,0.0,0.7887326810004113,0.79017695690812
2024-07-15,79.44477321668923,16.48491321628439,0.0,0.0,2.4915863750188887,0.0,0.7886415414942541,0.7900856505132361
2024-07-16,79.43559428825236,16.48300857444864,0.0,0.0,2.502852349033514,0.0,0.7885504230483372,0.7899943652171565
2024-07-18,79.43444707133114,16.482770525164582,0.0,0.0,2.5042604127429584,0.0,0.7885390347230322,0.7899829560382919
2024-07-19,79.42297672436037,16.480390410441892,0.0,0.0,2.5183388132665083,0.0,0.7884251695592179,0.7898688823720069
2024-07-23,79.42297672436037,16.480390410441892,0.0,0.0,2.5212268164927316,0.0,0.7884251695592179,0.786980879145784
2024-07-25,79.42297672436037,10.880552154795378,0.0,5.599838255646514,2.5212268164927316,0.0,0.7884251695592179,0.786980879145784
2024-07-30,79.42068305247153,10.880237933172848,0.0,5.599676536807472,2.52404192530672,0.0,0.7884024004724568,0.7869581517689718
2024-08-01,79.41724279302528,10.879766634766835,0.0,5.599433976061817,2.5311520784003,0.0,0.7883682493080317,0.7840362684377427
2024-08-06,79.41724279302528,10.879766634766835,0.0,5.599433976061817,2.534039873127511,0.0,0.7883682493080317,0.7811484737105319
2024-08-09,79.42068305247153,10.880237933172848,0.0,5.599676536807472,2.558696963182785,0.0,0.7884024004724568,0.7523031138929069
2024-08-23,79.38171088967293,10.874898941014608,0.0,5.596928744957486,2.6065119425975296,0.0,0.7880155271099887,0.7519339546474599
2024-08-26,79.36109404853521,10.87207453648436,0.0,5.5954751230904245,2.631806762381881,0.0,0.7878108654725108,0.7517386640356141
2024-09-04,79.35994898246945,10.871917668137655,0.0,5.595394388458902,2.633211644903944,0.0,0.7877994984985658,0.7517278175314822
2024-09-11,79.35765894946498,10.871603945024155,0.0,5.595232926184961,2.6360212883290157,0.0,0.7877767655347019,0.7517061254621878
2024-09-20,79.3565139825234,10.87144709025697,0.0,5.59515219854234,2.637426049235533,0.0,0.7877653995447542,0.7516952798969981
2024-09-23,79.35422414775442,10.871133394300745,0.0,5.5949907502452945,2.640235449445304,0.0,0.7877426685487573,0.7516735897054663
2024-09-27,79.34392152639482,10.8697219864984,0.0,5.594264348193868,2.652875744282755,0.0,0.7876403952982778,0.7515759993318735
2024-10-02,79.33934344222332,10.869094811773257,0.0,5.5939415633784595,2.6714749291843494,0.0,0.7875949490440823,0.7385503043965372
2024-10-03,79.30388119469438,10.86423666052184,0.0,5.591441243464326,2.7164196242101055,0.0,0.7872429183135046,0.7367783587958407
2024-10-04,79.30616812496419,10.864549958576147,0.0,5.591602486975222,2.7208235928113056,0.0,0.7872656204767841,0.7295902161963543
2024-10-07,79.30845518713676,10.864863274700474,0.0,5.591763739786123,2.7209020569820566,0.0,0.7872883239494511,0.7267274174451279
2024-10-08,79.29816444601963,10.863453494432164,0.0,5.591038175369334,2.736408060044094,0.0,0.7871861686331335,0.7237496555016517
2024-10-09,79.28673342092017,10.861887500938757,0.0,5.590232213489117,2.7504288456258985,0.0,0.7870726938142086,0.7236453252118455
2024-10-10,79.26845063407136,10.859382850218678,0.0,5.58894315768388,2.7728536965920023,0.0,0.7868912021361604,0.7234784592979133
2024-10-14,79.26616587855088,10.859069850094194,0.0,5.5887820675070055,2.775656075817043,0.0,0.7868685215614333,0.7234576064694473
2024-10-15,79.26502355018008,10.858913356798059,0.0,5.588701525900846,2.7770572048506783,0.0,0.7868571817643546,0.7234471805059888
2024-10-16,79.25360207707895,10.857348671880839,0.0,5.587896237498858,2.7910662743773305,0.0,0.786743801767309,0.7233429373967063
2024-10-18,79.24104225773712,10.85562803919947,0.0,5.587010688256874,2.8093529763024505,0.0,0.786619121503453,0.7203469170006284
2024-10-21,79.23761754332665,10.85515887038592,0.0,5.586769223537703,2.813553453731082,0.0,0.7865851246532829,0.7203157843653563
2024-10-22,79.22620396627622,10.853595267188306,0.0,5.585964491858825,2.8275524232900655,0.0,0.7864718230396641,0.7202120283469348
2024-10-24,79.22392164542413,10.853282600601267,0.0,5.585803573341965,2.830351733268943,0.0,0.7864491666336842,0.720191280730011
