date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,50.023929427963154,28.42773174505918,6.0301871119912445,4.91874674720357,4.2444150479094205,1.2986336049309162,1.450223935422965,0.8476743625773941,1.351998092647653,1.4064599242944988
2024-03-04,50.076014827101446,28.253848521680585,6.022172164023509,4.884345112828916,4.224552160818192,1.2780700270221232,1.473884425657623,0.8160887511994475,1.3062110184427937,1.6648129912253722
2024-03-05,50.62737161119607,27.706925417723337,5.978852062454269,4.8630488329105335,4.170115460850711,1.261495901287931,1.4659361471897134,0.8174680892720259,1.2811198217398214,1.82766665537559
2024-03-06,50.51391160477999,28.00642719475457,5.95974804601929,4.867105335233305,4.154039767450163,1.2399318713318483,1.4704807893614606,0.8215499515572983,1.3075166429877372,1.6592887965243348
2024-03-07,50.66267855558614,27.950260148649082,5.950857090712179,4.968136596726726,4.141340485957964,1.2509195073274422,1.4736819902868978,0.8270276434282156,1.3061716192425827,1.4689263620827735
2024-03-08,50.53779647599883,28.162317048612707,5.959242646967729,4.8268794129073225,4.152126535863696,1.264205952760628,1.4805171820012168,0.8394866109093495,1.314844440796652,1.4625836931818692
2024-03-11,50.49918239527007,28.214569625616736,6.078366774315327,4.863695698664169,4.386205666918571,1.3409582563514817,1.5092732525099846,0.8354278244110737,1.3260294479965535,0.9462910579460306
2024-03-12,50.28300742267101,28.26393873616792,6.070089934633117,4.914788682189897,4.3915603609139,1.2651030473939449,1.5105576720274014,0.8369504166115713,1.3170092224956438,1.146994504895588
2024-03-13,50.009172198964734,28.21797954221238,6.018334637512127,4.989372107872227,4.4028606132951165,1.268382738216247,1.4950059551512593,0.8372386987156964,1.3058094593485572,1.4558440487116497
2024-03-14,49.43240985985968,28.40286574931013,6.020309700219405,4.942773366070368,4.3659012969898265,1.3390664207535818,1.5868218963417142,0.8210052706016311,1.3007904251237985,1.7880560147298612
2024-03-15,50.13465714664076,27.950040476204595,6.102196087046099,5.020237631698256,4.339278784718075,1.4406206407842963,1.6006242399240793,0.837665901378864,1.34561850379505,1.229060587809928
2024-03-18,50.487215231632945,27.869672311131545,6.212543978163473,4.979867004023493,4.382966249248818,1.2933975318174615,1.6354992669786417,0.8706974514850321,1.393410076920472,0.8747308985981276
2024-03-19,49.9081232598865,28.20616219069913,6.162485961934061,4.979235237030858,3.619481374024811,1.2832463936562966,1.7669315728036699,0.9438538519856605,1.3572798394441596,1.7732003185348522
2024-03-20,50.121639501154625,28.222780173810513,6.0934065377575175,4.919791212491259,3.6391982559246814,1.2876906226115221,1.7913426405075397,0.9414842268902527,1.3540903417238928,1.6285764871281954
2024-03-21,49.38062034332937,28.75215931357829,6.075760430222895,4.890143402854403,3.6261079745330305,1.3042555494019057,1.7696697560644472,0.9267913632053337,1.3322265395173125,1.9422653272930104
2024-03-22,49.87757850809865,28.340898845673777,6.073359264185487,4.921438524019785,3.623939298738521,1.307170408601566,1.7696631874239102,0.9140082149868188,1.33172499086259,1.840218757408894
2024-03-25,49.258163350384656,28.759471261785034,6.1391977956419606,4.9682144198007565,3.6282640176715906,1.303542163004755,1.7011398724394353,0.9178000943604908,1.3078795925622244,2.016327432349097
2024-03-26,49.87575547117202,28.147574794642118,6.3069506602616245,4.901385468741742,3.5916910435796963,1.3403607045067674,1.6305746676995199,0.9215160504566691,1.5528181377205854,1.731373001219257
2024-03-27,50.111094227120134,28.26793788169973,6.231258784498892,4.8755635379634805,3.5777126185513715,1.3204741057113742,1.6904270308964173,0.8896831896971547,1.4537382760990953,1.5821103477623548
2024-03-28,50.155848639577826,28.19953803303694,6.266403065404677,4.842962276328867,3.5654313989326667,1.3325992372456898,1.722529361883233,0.8997941806271984,1.466728247429332,1.548165559533564
2024-04-02,50.4825348178281,27.92429559218032,6.252334992158739,4.8301820039070895,3.554245142500681,1.353899973047163,1.7369206801664334,0.8981574826548697,1.458781588763635,1.5086477267929637
2024-04-03,50.39668238081809,27.884636389344937,6.222827758134133,4.8158027238456,3.6171577164527915,1.4083149691588353,1.6896863863924325,1.0470515640267863,1.4226022224691424,1.4952378893572478
2024-04-05,50.479799299615024,27.961585591548054,6.239629149423257,4.78465430404914,3.606452807162339,1.4099721897469595,1.6941210349241291,1.0731277083227944,1.430351717577289,1.3203061976310184
2024-04-08,50.00418721673591,28.29946970035629,6.253169364088153,4.793591194136408,3.58850860821835,1.3703908376851663,1.6594893703072804,1.0615744512834095,1.459991085007366,1.509628172181675
2024-04-09,49.97433579775429,28.282575528607808,6.274358755775271,4.801162155791482,3.625488716102189,1.369572743974594,1.6564701236899657,1.0618101002799223,1.449846051228289,1.5043800267961862
2024-04-10,50.159053220064784,28.35123479431511,6.219269951970574,4.788517768430955,3.633482935056488,1.3489700426327351,1.6925073609346137,1.0528970210465332,1.440425638743429,1.3136412668047723
2024-04-11,49.80842887453541,28.17178969944723,6.220765567414401,4.792102965135774,3.641219465462471,1.3467845897499715,1.7185411793905079,1.0596366705498377,1.422990344290471,1.81774064402393
2024-04-12,49.952376472998736,28.42236536421339,6.173184734938386,4.789577701692782,3.646271672068037,1.3060049146698574,1.6989621456324693,1.086122228815043,1.4236031448182271,1.5015316201530704
2024-04-15,49.69552403423705,28.76034680429711,6.103273660183072,4.788115357563631,3.6755897025002287,1.3661800971713813,1.7175579164057648,0.9471295127511165,1.4705812434624206,1.4757016714282265
2024-04-16,50.29250888133945,28.430964271620603,6.153776697191092,4.731032568078405,3.7371677770710496,1.3335936406093076,1.7382223566037858,0.9999778439691613,1.3808389706287203,1.2019169928884241
2024-04-17,49.987043779122956,28.818066943870015,6.128637611779129,4.697337974424971,3.778733329177815,1.4207270003723433,1.7274190344303404,1.0114188757482867,1.3799696235559646,1.0506458275181807
2024-04-18,49.874278373249794,28.851554100119447,6.165333449408414,4.688236461758915,3.7554339004458184,1.444584875114338,1.6946869346603228,1.0243787589025504,1.4503609042031598,1.0511522421372388
2024-04-19,50.09092778262021,28.616369825695752,6.176702156775173,4.692173865242783,3.754541029015694,1.4491093430121393,1.6918315460291278,1.0257902627503679,1.4508430730336892,1.051711115825059
2024-04-22,49.970264752840585,28.75806912210985,6.17394907321705,4.690519357951866,3.759059747551332,1.4445114816019093,1.6657429697751747,1.0338595689142795,1.454633183675196,1.0493907423627622
2024-04-23,50.29530394590944,28.532532992664088,6.163686831494288,4.670822677952591,3.768367610874943,1.4226332425781363,1.645802705438995,1.0082992398248365,1.4526198370710681,1.0399309161916088
2024-04-24,50.01374589492822,28.798973203156553,6.17380330535984,4.666945540135481,3.74583118357316,1.4363448242879762,1.6453673047393578,1.0234893870377992,1.4556613845503799,1.039837972231228
2024-04-25,50.23712219129799,28.604151641848908,6.160960714878279,4.6579526268901095,3.6941306356101906,1.4426015615422587,1.6452287139427,1.038211952982061,1.4800717319719279,1.0395682290355752
