date,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CATHAY SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,ICBC (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD
2024-09-20,17.590929896834616,4.084363226646949,68.44829407415232,0.19365515298757086,9.682757649378543,0.0,0.0,0.0,0.0,0.0
2024-09-23,17.773034507292778,4.126645321949484,68.12166488794024,0.19565990750622553,9.782995375311279,0.0,0.0,0.0,0.0,0.0
2024-09-25,17.821217093529285,4.137832631804238,68.03524291931227,0.19619034030106303,9.80951701505315,0.0,0.0,0.0,0.0,0.0
2024-09-26,25.806979637268384,3.797551234204151,61.212597394094146,0.18005630851830026,9.002815425915013,0.0,0.0,0.0,0.0,0.0
2024-09-27,27.376145613023134,3.7172338652823176,59.917964494007556,0.17624815740562713,8.812407870281357,0.0,0.0,0.0,0.0,0.0
2024-09-30,25.613664038966867,5.479715439338588,59.917964494007556,0.17624815740562713,8.812407870281357,0.0,0.0,0.0,0.0,0.0
2024-10-04,35.22719989745562,5.479715439338588,50.3044286355188,0.17624815740562713,8.812407870281357,0.0,0.0,0.0,0.0,0.0
2024-10-08,35.22719989745562,5.15926424405563,50.624879830801774,0.17624815740562713,8.812407870281357,0.0,0.0,0.0,0.0,0.0
2024-10-09,35.22719989745562,15.25347689546882,40.53066717938858,0.17624815740562713,8.812407870281357,0.0,0.0,0.0,0.0,0.0
2024-10-10,38.631571549058194,16.727579420860277,43.0418892324993,0.19328085465279732,1.4056789429294347,0.0,0.0,0.0,0.0,0.0
2024-10-14,38.631571549058194,16.727579420860277,36.01349451785212,0.19328085465279732,8.43407365757661,0.0,0.0,0.0,0.0,0.0
2024-10-15,43.55144784931122,16.727579420860277,37.41917346078156,0.19328085465279732,2.1085184143941524,0.0,0.0,0.0,0.0,0.0
2024-10-16,43.36614103785233,16.791900377464987,37.53130842769958,0.19402405898331393,2.1166260979997884,0.0,0.0,0.0,0.0,0.0
2024-10-17,43.36614103785233,16.791900377464987,34.709140297033194,0.19402405898331393,4.938794228666173,0.0,0.0,0.0,0.0,0.0
2024-10-22,41.95505697251914,16.791900377464987,32.59251419903341,0.19402405898331393,8.466504391999154,0.0,0.0,0.0,0.0,0.0
2024-10-23,41.973480039497815,16.786570743405278,32.582169558470866,0.1939624770771618,8.463817181548878,0.0,0.0,0.0,0.0,0.0
2024-10-25,38.698140200286126,15.476654961633502,37.84302249967486,0.17882689556509299,7.803355442840422,0.0,0.0,0.0,0.0,0.0
2024-10-30,59.64121066345961,23.85247544598116,13.224093004610143,0.2756063339346563,3.006614552014432,0.0,0.0,0.0,0.0,0.0
2024-10-31,56.63459611144518,26.35798757265985,6.70976147524554,0.2756063339346563,10.022048506714773,0.0,0.0,0.0,0.0,0.0
2024-11-01,56.63459611144518,26.35798757265985,0.4459811585488074,0.2756063339346563,16.285828823411507,0.0,0.0,0.0,0.0,0.0
2024-11-04,56.63459611144518,26.35798757265985,0.4459811585488074,0.2756063339346563,16.285828823411507,0.0,0.0,0.0,0.0,0.0
2024-11-06,56.08376339817388,26.101627630011908,1.4142516871774515,0.2729257641921397,16.12743152044462,0.0,0.0,0.0,0.0,0.0
2024-11-11,56.29887920298879,26.201743462017436,8.757160647571606,0.273972602739726,8.468244084682441,0.0,0.0,0.0,0.0,0.0
2024-11-12,54.629346904156066,17.84563189143342,16.142493638676843,0.18659881255301103,11.195928753180661,0.0,0.0,0.0,0.0,0.0
2024-11-13,53.10262934690415,17.84563189143342,16.142493638676843,0.18659881255301103,12.72264631043257,0.0,0.0,0.0,0.0,0.0
2024-11-14,46.836855452240066,17.785291631445478,16.42603550295858,0.18596787827557057,14.370245139475909,0.0,0.0,4.395604395604396,0.0,0.0
2024-11-18,47.06282064349539,18.346753643869125,15.547174939693543,0.18686508340977814,14.43957462711922,0.0,0.0,4.416811062412938,0.0,0.0
2024-11-22,47.18305061652701,18.393623543838135,15.331425846447305,0.18734246202057359,14.47646297431705,0.0,0.0,4.4280945568499215,0.0,0.0
2024-12-02,39.3167850586639,21.55000399074148,16.765104956500917,0.21949078138718175,16.960651289009498,0.0,0.0,5.187963923697023,0.0,0.0
2024-12-03,37.32141431878043,21.55000399074148,16.765104956500917,0.21949078138718175,18.956022028892967,0.0,0.0,5.187963923697023,0.0,0.0
2024-12-04,37.32141431878043,22.74722643467156,15.567882512570835,0.21949078138718175,18.956022028892967,0.0,0.0,5.187963923697023,0.0,0.0
2024-12-06,41.438539989264626,19.122383252818036,18.95799785292539,0.18451422436929682,15.935319377348364,0.0,0.0,4.361245303274289,0.0,0.0
2024-12-17,45.09510423131686,20.80975502902413,11.806797853309481,0.2007958818590048,17.341462524186777,0.0,0.0,4.746084480303749,0.0,0.0
2024-12-18,38.34201139764667,23.369275552457875,13.25898897134189,0.2254930097166988,19.474396293714896,0.0,0.0,5.329834775121971,0.0,0.0
2024-12-19,15.651118270532754,26.661063641032822,29.18242517626185,0.25680534155110424,22.178643133959007,0.0,0.0,6.069944436662465,0.0,0.0
2024-12-27,15.20194465220643,26.69222139117427,29.099663425579656,0.25710545998504114,22.204562453253555,0.0,0.0,6.077038145100972,0.4674644727000748,0.0
2024-12-30,21.78337357709555,24.620558813383926,26.84115212142118,0.23715074163504654,20.48120041393584,0.0,0.0,5.605381165919283,0.4311831666091756,0.0
2025-01-02,33.86335837847283,24.943211602306484,14.08789096627643,0.24025860562641974,20.749606849554432,0.0,0.0,5.678839769351739,0.4368338284116722,0.0
2025-01-06,25.75519811690859,28.001176932130246,15.815025500196157,0.2697136131816399,23.293448411141622,0.0,0.0,6.37504903883876,0.4903883876029816,0.0
2025-01-07,21.926567656765677,29.44513201320132,16.630569306930692,0.28362211221122113,24.49463696369637,0.0,0.0,6.7037953795379535,0.5156765676567656,0.0
2025-01-08,25.019809825673534,28.278526148969892,15.971671949286847,0.27238510301109353,23.52416798732171,0.0,0.0,6.438193343898574,0.4952456418383518,0.0
2025-01-09,29.85871620869952,21.174027515111064,25.95765194496978,0.20395297956761968,17.614120962658063,0.0,0.0,4.820706789780101,0.37082359921385394,0.0
2025-01-10,29.85871620869952,21.174027515111064,25.586828345755926,0.20395297956761968,17.614120962658063,0.0,0.0,4.820706789780101,0.7416471984277079,0.0
2025-01-14,31.741459242922087,25.70103974433992,31.05729846513931,0.24755817617140027,4.501057748570914,0.0,0.0,5.851375073142188,0.9002115497141827,0.0
2025-01-15,29.49093036863663,25.70103974433992,28.806769590853847,0.24755817617140027,9.002115497141828,0.0,0.0,5.851375073142188,0.9002115497141827,0.0
2025-01-16,27.055374323822107,23.578477928727754,34.68637733823347,0.22711318495271918,8.25866127100797,0.0,0.0,5.36812982615518,0.825866127100797,0.0
2025-01-22,27.056491575817642,25.148662041625368,30.63676907829534,0.2271225635943178,8.259002312520646,0.0,2.4777006937561943,5.368351503138421,0.8259002312520648,0.0
2025-01-23,27.239578644098316,27.415143603133156,31.14252273341136,0.24759160889529125,4.501665616278023,0.0,2.700999369766814,5.85216530116143,0.9003331232556046,0.0
2025-01-24,27.239578644098316,27.415143603133156,26.640857117133336,0.24759160889529125,9.003331232556047,0.0,2.700999369766814,5.85216530116143,0.9003331232556046,0.0
2025-01-27,27.239578644098316,28.76564328801657,25.290357432249934,0.24759160889529125,9.003331232556047,0.0,2.700999369766814,5.85216530116143,0.9003331232556046,0.0
2025-02-03,27.239578644098316,28.76564328801657,20.78869181597191,0.24759160889529125,9.003331232556047,0.0,7.202664986044836,5.85216530116143,0.9003331232556046,0.0
2025-02-04,31.25543275797839,26.449770271948342,20.56376505650068,0.6208866261020738,8.27848834802765,0.0,6.62279067842212,5.381017426217973,0.827848834802765,0.0
2025-02-12,31.3264968574264,26.422428051604367,20.54250744293748,0.6202447899437645,8.269930532583526,0.0,6.615944426066821,5.375454846179292,0.8269930532583526,0.0
2025-02-14,30.08259212198221,25.373252858958068,19.726810673443456,0.5956162642947903,7.941550190597205,0.0,10.324015247776366,5.162007623888183,0.7941550190597205,0.0
2025-02-25,29.328144853875475,26.127700127064802,19.726810673443456,0.5956162642947903,7.941550190597205,0.0,10.324015247776366,5.162007623888183,0.7941550190597205,0.0
2025-02-26,23.231538992408556,28.381642512077292,21.428571428571427,0.6469979296066253,8.62663906142167,0.0,11.214630779848171,5.607315389924086,0.862663906142167,0.0
2025-02-27,23.231538992408556,30.667701863354036,19.142512077294686,0.6469979296066253,8.62663906142167,0.0,11.214630779848171,5.607315389924086,0.862663906142167,0.0
2025-02-28,25.42484894259819,34.97922960725076,15.521148036253777,3.304380664652568,1.4161631419939578,0.0,12.273413897280967,6.136706948640484,0.9441087613293051,0.0
2025-03-05,26.71097004562587,36.74866097996429,11.247768299940487,3.471533425907558,1.4878000396746678,0.0,12.894267010513788,6.447133505256894,0.991866693116445,0.0
2025-03-06,21.32075471698113,41.120976692563815,0.37735849056603776,9.433962264150944,4.994450610432852,0.0,14.428412874583795,7.214206437291898,1.1098779134295227,0.0
2025-03-07,19.923252437253684,38.42563783447417,6.907280647168637,8.815598423563575,4.667081518357187,0.0,13.482679941920765,6.741339970960382,1.0371292263015972,0.0
2025-03-10,7.996266334785314,38.42563783447417,6.907280647168637,20.742584526031944,4.667081518357187,0.0,13.482679941920765,6.741339970960382,1.0371292263015972,0.0
2025-03-11,12.098692033293698,37.00951248513674,6.302021403091558,19.817677368212447,4.4589774078478,0.0,12.88149028933809,6.440745144669045,0.9908838684106223,0.0
2025-03-12,22.590118895362608,28.752782909383733,6.025294869973,18.947468144569182,4.263180332528066,0.0,12.315854293969968,6.157927146984984,0.9473734072284591,0.0
2025-03-13,23.25093852079372,29.59387645653552,6.2015503875969,19.501730778606603,1.4626298083954952,0.0,12.67612500609429,6.338062503047145,0.97508653893033,0.0
2025-03-17,17.03275116968463,21.679345690917533,29.96535590556806,14.286224508018144,1.0714668381013608,0.0,10.607521697203472,4.643022965105897,0.7143112254009072,0.0
2025-03-18,16.14475777785301,20.549104573614542,33.61657469785707,13.541419817867903,1.0156064863400929,0.0,10.054504214766919,4.400961440807069,0.6770709908933952,0.0
2025-03-20,16.14475777785301,20.549104573614542,37.001929652324044,10.156064863400928,1.0156064863400929,0.0,10.054504214766919,4.400961440807069,0.6770709908933952,0.0
2025-03-25,11.595702915878512,21.663870944716084,39.00924372747065,10.707020236268248,1.0707020236268248,0.0,10.599950033905564,4.639708769049573,0.7138013490845497,0.0
2025-03-27,10.525000892251686,21.663870944716084,39.00924372747065,10.707020236268248,2.1414040472536495,0.0,10.599950033905564,4.639708769049573,0.7138013490845497,0.0
2025-03-28,10.525000892251686,21.663870944716084,35.44023698204789,10.707020236268248,2.1414040472536495,0.0,10.599950033905564,4.639708769049573,4.282808094507299,0.0
2025-03-31,10.525000892251686,21.663870944716084,44.719654520147046,10.707020236268248,2.1414040472536495,0.0,1.320532495806417,4.639708769049573,4.282808094507299,0.0
2025-04-01,12.050999141841363,24.804871071881003,26.89714355768052,12.25940909648155,9.807527277185239,0.0,3.9638756078623674,5.312410608475338,4.903763638592619,0.0
2025-04-02,10.642479832930675,24.855657016502192,26.9522132590803,12.284509233856108,11.056058310470497,0.0,3.971991318946808,5.32328733467098,4.913803693542443,0.0
2025-04-03,11.64374355987635,27.194122127144844,29.487926168182426,13.440258052954619,2.6880516105909233,0.0,4.345683437121993,5.824111822947001,5.376103221181847,0.0
2025-04-08,15.432442862655977,26.02804339436559,28.22348955876678,12.863942369538183,2.5727884739076368,0.0,4.15934136615068,5.5743750267998795,5.1455769478152735,0.0
2025-04-09,0.2578558629430532,26.52856081464971,28.766225252392815,13.11131506490101,11.800183558410907,0.0,4.239325204317993,5.681569861457104,5.244526025960404,4.370438354967003
2025-04-10,0.25955743258105674,26.04372882847213,28.956051207601952,13.197835554968984,11.878051999472087,0.0,4.267300162773306,5.719062073819893,5.2791342219875945,4.399278518322995
2025-04-11,31.79763077467101,15.93796569927509,16.624990528150338,10.103306306988962,6.819731757217549,0.0,4.218130383167892,8.941426081685231,3.0309918920966887,2.5258265767472405
2025-04-14,32.048676575010404,13.001640508312725,16.116157782620405,9.794079478954972,6.611003648294606,4.2849097720428,4.089028182463701,8.66776033887515,2.9382238436864916,2.448519869738743
2025-04-15,35.98762369012522,15.499576753553812,1.3427128637730232,11.675764032808896,8.756823024606673,5.108146764353892,4.874631483697715,10.333051169035874,3.502729209842669,2.918941008202224
2025-04-24,25.04870296319081,18.148262073208244,1.5721658293174752,13.671007211456304,10.253255408592228,5.981065655012133,5.707645510783007,12.09884138213883,4.101302163436891,3.417751802864076
2025-04-25,25.143229613365808,18.21674843047789,8.885382002813133,13.722597687742288,10.291948265806719,6.003636488387252,5.729184534632406,4.459844248516244,4.1167793063226865,3.430649421935572
2025-04-30,23.15712976713324,16.777781288508326,16.08265664002022,12.638629972510978,9.478972479383236,5.529400612973554,5.276628013523334,4.107554741066068,3.791588991753294,3.1596574931277446
