date,ABN AMRO CLEARING HONG KONG LTD,MIRAE ASSET SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL
2025-02-27,98.0392156862745,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,92.50883759617385,1.8195050946142648,0.0,0.0,0.0,0.0,4.6943231441048034,0.0,0.0,0.9773341651070908
2025-03-03,92.21604031072853,1.7688431660718034,0.0,0.0,0.0839806844425782,0.0,4.7449086710056685,0.12072223388620616,0.07873189166491706,0.9867730422002939
2025-03-04,79.23761698242411,14.950924446473406,0.0,0.0,0.32412691166400365,0.009130335539831088,4.181693677242639,0.24195389180552385,0.1871718785665373,0.8673818762839535
2025-03-05,79.17586460632819,15.061626195732156,0.0,0.0,0.33112582781456956,0.00919793966151582,4.162067696835909,0.19775570272259013,0.1885577630610743,0.873804267844003
2025-03-06,78.9794504733318,15.123528053567306,0.0,0.0,0.3694296929115678,0.009235742322789195,4.17917340106211,0.22627568690833524,0.23551142923112445,0.8773955206649734
2025-03-07,78.08574739281576,15.179606025492468,0.0,0.0,0.41714947856315177,0.03707995365005794,4.203939745075318,0.3707995365005794,0.5701042873696408,1.1355735805330245
2025-03-10,78.04617952522254,15.184532640949556,0.0,0.0,0.4172848664688427,0.0370919881305638,4.205304154302671,0.4172848664688427,0.556379821958457,1.1359421364985163
2025-03-11,83.32869597477277,9.59005750324615,0.0,0.0,0.431274346132443,0.06492301984789464,4.247820441476535,0.42663698757187907,0.7744388796141717,1.1361528473381561
2025-03-12,81.92024210474935,9.820862010055157,0.0,0.0,0.8639625128130034,0.07809830624298335,4.471128032410797,0.5808561526821887,0.8249133596915117,1.4399375213550056
2025-03-13,78.60116569525395,9.026791399324093,0.0,3.918303374638781,0.8522309839839349,0.102855463584268,4.496253122398001,0.822843708674144,0.9305970514767106,1.2489592006661114
2025-03-14,68.84093833514797,9.121053152528951,0.0,3.9592200336533705,10.34346233791943,0.10392952588340097,4.5432049886172425,0.8363852321092744,0.9898050084133426,1.2620013857270118
2025-03-17,68.53209191759112,9.127377179080824,0.0,3.9619651347068143,10.479397781299525,0.10400158478605387,4.600832012678288,0.8864896988906498,1.0053486529318543,1.3024960380348651
2025-03-18,68.33615453549736,9.175545155829932,0.0,3.9828736433336656,10.534700786617543,0.10455043313750871,4.635069202429553,0.8961465697500747,1.0255899631584189,1.3093697102459425
