date,ABN AMRO CLEARING HONG KONG LTD,MIRAE ASSET SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL
2025-03-19,68.29146978363592,9.166873911962197,0.0,3.9791096742103953,10.479980104451629,0.12434717731907485,4.6505844317333995,0.8952996766973389,1.1042029345933848,1.3081323053966676
2025-03-20,68.19900497512438,9.169154228855723,0.0,3.9800995024875623,10.497512437810945,0.12437810945273632,4.651741293532338,0.8955223880597015,1.1243781094527363,1.3582089552238805
2025-03-21,66.58313756199425,9.621508744453147,0.0,8.509527538501697,11.192900026102844,0.1305142260506395,0.22970503784912555,0.9397024275646046,1.367789089010702,1.4252153484729837
2025-03-24,65.68493150684932,9.710221285563751,0.0,8.587987355110643,11.928345626975764,0.13171759747102213,0.18440463645943098,0.9483667017913594,1.3856691253951527,1.4383561643835616
2025-03-25,62.669763215024986,9.30479123542182,0.0,8.229413843590649,11.52117938102691,0.1262180037360529,4.528701974049579,0.908769626899581,1.3328621194527186,1.3783006007976977
2025-03-26,63.065627809409655,9.204874637898312,0.0,4.145440015982419,11.397462790929977,4.120467485765658,4.485066426930376,0.8990110878034162,1.3185495954450104,1.3635001498351813
2025-03-27,71.86646433990896,9.32220536165908,0.0,4.198280222559434,2.0940819423368744,4.274152756702073,4.5422357106727365,1.0116337885685383,1.310065756196257,1.3808801213960546
2025-03-28,70.85809245644073,9.280894349884178,0.0,4.179675697451909,2.5581629569946625,4.255212005237184,4.522106959411824,1.1280088629267802,1.8430859099607213,1.3747608016920134
2025-03-31,70.25879498584715,9.315608572583905,0.0,4.19530934088152,2.9619894864537,4.2711281843914275,4.559239789729074,1.1928831378892033,1.8499797816417307,1.3950667205822886
2025-04-01,69.84432838091375,9.33522640839714,0.0,4.208711525784697,2.996805435829826,4.284772577455504,4.867907306931698,1.196693879620709,1.8660311343238174,1.399523350742863
2025-04-02,67.53116204262163,9.253116204262163,0.0,6.031363088057901,3.2569360675512664,4.277241656614395,4.8250904704463204,1.457579412947326,1.9802975472456776,1.3872135102533172
2025-04-03,67.9585783944101,9.254511637259338,0.0,6.032272658724174,3.277534811240135,4.277886693811894,4.825818126979339,1.4678530136228825,1.4477454380938017,1.457799225858342
2025-04-07,67.80645487145816,9.298449416637204,0.0,6.060912167281176,3.293095610889439,4.298196878630234,4.848729733824941,1.474821960705086,1.4546189201474822,1.4647204404262841
2025-04-08,67.96819965784442,9.218073865351716,0.0,6.0380396497937,3.149844017309047,4.281976451645366,4.860621918083929,1.469256314783134,1.5547952098218778,1.459192915366811
2025-04-09,57.176416661891935,10.422276972440269,0.0,6.875608777860539,4.7327107087606715,4.921789950151837,8.474187818713116,1.7876582822437406,3.82169254569415,1.7876582822437406
2025-04-10,53.92291025202418,10.155091800661422,3.4838636104458893,6.842285323297983,4.675561637586954,4.897935910594139,8.433116660964762,2.0184741703729046,3.7803626411221347,1.7903979929296383
2025-04-11,50.39893617021277,9.892460684551342,5.625578168362627,6.938020351526363,5.550416281221091,4.966466234967623,8.562673450508788,2.1912580943570767,4.058741905642923,1.8154486586493985
2025-04-14,55.41753310714677,9.746087337200395,5.297143482543505,6.566706796541534,5.154864835285104,4.678778592535844,5.368282806172704,2.046623618255445,3.8688847542957205,1.8550946700229836
2025-04-15,55.18697225572979,9.76532514530102,5.307599517490953,6.579668823335892,5.252768943963154,4.688014036626823,5.433709836604891,2.0506634499396865,3.8765215484153965,1.8587564425923895
2025-04-16,52.66915641476274,9.781414762741653,5.31634446397188,6.590509666080843,7.183655536028119,4.695738137082601,5.38774165202109,2.603251318101933,3.882908611599297,1.8892794376098416
2025-04-17,52.617685877694676,9.794324681038276,5.323361196656401,6.599208095028597,7.19313682358117,4.701935767707875,5.400351957765069,2.6066871975362957,3.8715354157501105,1.8917729872415312
2025-04-22,52.11059403230222,9.750889679715302,7.079113057760744,6.569942513003012,6.093621680810292,4.681084040514646,5.376402956474131,2.6006022447303585,3.8543662742950997,1.8833835203941964
2025-04-23,52.14535901926445,9.74715411558669,7.076401050788091,6.567425569176883,6.091287215411559,4.679290718038529,5.3743432574430825,2.583187390542907,3.852889667250438,1.8826619964973728
2025-04-24,49.6147495872317,9.49367088607595,7.1161254815630155,6.604292790313703,6.213538800220143,4.705558613098514,7.055586130985141,2.8728673637864612,4.430379746835443,1.8932305998899286
2025-04-25,49.67090829311102,9.461386573058359,7.091926283457657,6.581834137779728,6.192408951294428,4.771829749890303,7.091926283457657,2.8630978499341815,4.387889425186485,1.8867924528301887
2025-04-28,49.47874024343649,9.415424922220403,7.057475028655641,6.549860815457671,6.484362207303095,4.748649091206812,7.057475028655641,2.963812018994596,4.366573876971781,1.8776267670978657
2025-04-29,54.84186501467232,9.33050755352679,7.026410172807304,6.521030322791001,6.5101619389196825,4.646234104988588,3.793065971090099,2.9507662210629277,2.5105966742745354,1.8693620258667536
2025-04-30,54.688859878154915,9.33964316797215,7.033289817232376,6.527415143603134,6.505657093124456,4.650783289817233,3.7967798085291555,2.9862924281984333,2.763272410791993,1.7080069625761534
2025-05-02,55.450882160749295,9.257242430842954,7.04094968416467,6.53452406883032,6.469178828142017,4.655848399041603,3.779133086473535,2.55390982356785,2.548464386843825,1.7098671313439335
