date,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,DEUTSCHE BANK AG,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD,CHINA INDUSTRIAL SECURITIES,TOTAL_CCASS_PCT
2024-03-07,0.0,12.845542168674697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.845542168674697
2024-03-11,74.8322891566265,12.846506024096385,2.232289638554217,0.0,0.0,0.0,0.652289156626506,0.0,0.0,90.56337397590362
2024-04-15,74.8322891566265,12.86120481927711,2.232289638554217,0.0,0.0,0.0,0.64,0.0,0.0,90.56578361445783
2024-04-17,74.8322891566265,12.925542168674697,2.232289638554217,0.0,0.0,0.0,0.6356626506024097,0.0,0.0,90.62578361445783
2024-04-19,74.8322891566265,12.95710843373494,2.232289638554217,0.0,0.0,0.0,0.6214457831325302,0.0,0.0,90.6431330120482
2024-04-22,74.8322891566265,12.962650602409639,2.232289638554217,0.0,0.0,0.0,0.6214457831325302,0.0,0.0,90.64867518072289
2024-04-23,74.8322891566265,12.970361445783132,2.232289638554217,0.0,0.0,0.0,0.619277108433735,0.0,0.0,90.6542173493976
2024-04-24,74.8322891566265,12.986265060240964,2.232289638554217,0.0,0.0,0.0,0.606987951807229,0.0,0.0,90.65783180722892
2024-04-29,74.8322891566265,12.98698795180723,2.232289638554217,0.0,0.0,0.0,0.6060240963855421,0.0,0.0,90.6575908433735
2024-05-08,74.8322891566265,12.994698795180723,2.232289638554217,0.0,0.0,0.0,0.6291566265060241,0.0,0.0,90.68843421686748
2024-05-09,74.8322891566265,12.99566265060241,2.232289638554217,0.0,0.0,0.0,0.628433734939759,0.0,0.0,90.68867518072288
2024-05-10,74.8322891566265,13.000963855421688,2.232289638554217,0.0,0.0,0.0,0.6233734939759037,0.0,0.0,90.68891614457831
2024-05-13,74.8322891566265,13.002409638554216,2.232289638554217,0.0,0.0,0.0,0.6228915662650603,0.0,0.0,90.68988
2024-05-17,74.8322891566265,13.002650602409638,2.232289638554217,0.0,0.0,0.0,0.6226506024096385,0.0,0.0,90.68988
2024-05-23,74.8322891566265,13.00289156626506,2.232289638554217,0.0,0.0,0.0,0.6224096385542168,0.0,0.0,90.68988
2024-06-05,74.8322891566265,13.00289156626506,2.232289638554217,0.0,0.0,0.0,0.659277108433735,0.0,0.0,90.72674746987953
2024-06-20,74.8322891566265,13.00289156626506,2.232289638554217,0.0,0.0,0.0,0.6518072289156627,0.0,0.0,90.71927759036144
2024-07-11,74.8322891566265,13.00289156626506,2.232289638554217,0.0,0.0,0.6274698795180723,0.6518072289156627,0.0,0.0,91.34674746987952
2024-08-13,74.8322891566265,13.00289156626506,2.232289638554217,0.0,0.0,0.6272289156626506,0.6518072289156627,0.0,0.0,91.3465065060241
2024-09-02,74.8322891566265,13.00289156626506,2.2320486746987953,0.0,0.0,0.6272289156626506,0.6518072289156627,0.0,0.0,91.34626554216867
2024-09-13,74.8322891566265,13.00289156626506,2.2320486746987953,1.4320481927710844,1.166987951807229,0.6272289156626506,0.6518072289156627,0.0,0.0,93.94530168674699
2024-09-19,74.8322891566265,13.00289156626506,2.2320486746987953,1.4320481927710844,1.166987951807229,0.6272289156626506,0.6518072289156627,0.0,0.5828915662650602,94.52819325301205
2024-09-23,74.8322891566265,13.00289156626506,2.2320486746987953,1.4320481927710844,1.166987951807229,0.6272289156626506,0.6510843373493976,0.0,0.5828915662650602,94.5274703614458
2024-09-24,74.8322891566265,13.00289156626506,2.235181204819277,1.4320481927710844,1.166987951807229,0.6272289156626506,0.6510843373493976,0.0,0.5828915662650602,94.53060289156626
2024-09-26,74.8322891566265,13.00289156626506,2.235181204819277,1.4320481927710844,1.166987951807229,0.6272289156626506,0.6489156626506024,0.0,0.5828915662650602,94.52843421686748
2024-09-27,74.8322891566265,13.00289156626506,2.235181204819277,1.4320481927710844,1.1797590361445782,0.6272289156626506,0.6342168674698796,0.0,0.5828915662650602,94.5265065060241
2024-09-30,74.8322891566265,13.00289156626506,2.235181204819277,1.4325301204819276,1.1797590361445782,0.6272289156626506,0.6306024096385542,0.0,0.5828915662650602,94.52337397590361
2024-10-02,74.8322891566265,13.00289156626506,2.235181204819277,1.4325301204819276,1.1797590361445782,0.6272289156626506,0.6250602409638554,0.0,0.5828915662650602,94.51783180722892
2024-10-03,74.8322891566265,13.00289156626506,2.235181204819277,1.4325301204819276,1.1797590361445782,0.6272289156626506,0.620722891566265,0.0,0.5828915662650602,94.51349445783133
2024-10-04,74.8322891566265,13.00289156626506,2.235181204819277,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.624578313253012,0.0,0.5828915662650602,94.51469927710843
2024-10-07,74.8322891566265,13.00289156626506,2.235181204819277,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.6269879518072289,0.5930120481927711,0.5828915662650602,95.11012096385542
2024-10-08,74.8322891566265,13.00289156626506,2.235181204819277,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.6250602409638554,0.5930120481927711,0.5828915662650602,95.10819325301205
2024-10-09,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.6250602409638554,0.5949397590361446,0.5828915662650602,95.10771132530121
2024-10-14,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.6228915662650603,0.5949397590361446,0.5828915662650602,95.10554265060242
2024-10-15,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.6209638554216868,0.5949397590361446,0.5828915662650602,95.10361493975904
2024-10-16,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.620722891566265,0.5949397590361446,0.5828915662650602,95.10337397590362
2024-10-17,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.603132530120482,0.5949397590361446,0.5828915662650602,95.08578361445782
2024-10-18,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5889156626506024,0.5949397590361446,0.5872289156626507,95.07590409638554
2024-10-22,74.8322891566265,13.00289156626506,2.2327715662650602,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5879518072289157,0.5949397590361446,0.5872289156626507,95.07494024096385
2024-11-05,74.8322891566265,13.00289156626506,2.2233739759036144,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5879518072289157,0.5949397590361446,0.5872289156626507,95.06554265060241
2024-11-07,74.8322891566265,13.00289156626506,2.2233739759036144,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5860240963855422,0.5949397590361446,0.5872289156626507,95.06361493975903
2024-11-18,74.8322891566265,13.00289156626506,2.27132578313253,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5860240963855422,0.5949397590361446,0.5872289156626507,95.11156674698795
2024-11-20,74.8322891566265,13.00289156626506,2.27132578313253,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.588433734939759,0.5949397590361446,0.5872289156626507,95.11397638554216
2024-11-22,74.8322891566265,13.00289156626506,2.27132578313253,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5908433734939759,0.5949397590361446,0.5872289156626507,95.11638602409639
2024-11-26,74.8322891566265,13.00289156626506,2.27132578313253,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5906024096385543,0.5949397590361446,0.5872289156626507,95.11614506024097
