date,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,DEUTSCHE BANK AG,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD,CHINA INDUSTRIAL SECURITIES,TOTAL_CCASS_PCT
2024-11-28,74.8322891566265,13.00289156626506,2.27132578313253,1.4298795180722892,1.1797590361445782,0.6272289156626506,0.5891566265060241,0.5949397590361446,0.5872289156626507,95.11469927710844
2024-12-18,74.8322891566265,13.00289156626506,2.27132578313253,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.5891566265060241,0.5949397590361446,0.5872289156626507,95.11373542168675
2025-01-14,74.8322891566265,13.00289156626506,2.27132578313253,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.5930120481927711,0.5949397590361446,0.5872289156626507,95.11759084337349
2025-01-16,74.8322891566265,13.00289156626506,2.27132578313253,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.5920481927710843,0.5949397590361446,0.5872289156626507,95.1166269879518
2025-01-22,74.8322891566265,13.00289156626506,2.27132578313253,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.5920481927710843,0.5946987951807229,0.5872289156626507,95.11638602409639
2025-01-24,74.83710843373494,12.902650602409638,2.2727715662650603,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6212048192771085,0.5946987951807229,0.5872289156626507,95.05156674698794
2025-01-27,74.83710843373494,12.902650602409638,2.2727715662650603,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.624578313253012,0.5946987951807229,0.5872289156626507,95.05494024096386
2025-02-03,74.83710843373494,12.902650602409638,2.2725306024096383,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.624578313253012,0.5946987951807229,0.5872289156626507,95.05469927710844
2025-02-05,74.83951807228915,12.902650602409638,2.2720486746987953,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6257831325301204,0.5946987951807229,0.5872289156626507,95.05783180722892
2025-02-06,74.83951807228915,12.902650602409638,2.2718077108433734,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6257831325301204,0.5946987951807229,0.5872289156626507,95.05759084337349
2025-02-07,74.83951807228915,12.902650602409638,2.2718077108433734,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6262650602409638,0.5946987951807229,0.5872289156626507,95.05807277108434
2025-02-12,74.83951807228915,12.902650602409638,2.2718077108433734,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.623855421686747,0.5946987951807229,0.5872289156626507,95.05566313253013
2025-02-19,74.83951807228915,12.902650602409638,2.271566746987952,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6214457831325302,0.5946987951807229,0.5872289156626507,95.05301253012048
2025-02-20,74.83951807228915,12.902650602409638,2.271566746987952,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6212048192771085,0.5946987951807229,0.5872289156626507,95.05277156626506
2025-02-26,74.86481927710842,12.902650602409638,2.270843855421687,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6187951807228915,0.5946987951807229,0.5872289156626507,95.07494024096385
2025-03-11,74.86481927710842,12.902650602409638,2.270602891566265,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6187951807228915,0.5946987951807229,0.5872289156626507,95.07469927710844
2025-03-17,74.86481927710842,12.902650602409638,2.2703619277108436,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6231325301204819,0.5946987951807229,0.5872289156626507,95.0787956626506
2025-03-20,74.86409638554217,12.902650602409638,2.2703619277108436,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6231325301204819,0.5946987951807229,0.5872289156626507,95.07807277108434
2025-03-21,74.85638554216868,12.902650602409638,2.2703619277108436,1.4289156626506025,1.1797590361445782,0.6272289156626506,0.6231325301204819,0.5946987951807229,0.5872289156626507,95.07036192771085
2025-03-26,74.85807228915662,12.902650602409638,2.2701209638554216,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5985542168674699,0.5872289156626507,95.06819325301204
2025-03-27,74.85807228915662,12.902650602409638,2.26988,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5985542168674699,0.5872289156626507,95.06795228915664
2025-03-28,74.85807228915662,12.902650602409638,2.269639036144578,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5985542168674699,0.5872289156626507,95.0677113253012
2025-03-31,74.8612048192771,12.902650602409638,2.269639036144578,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5985542168674699,0.5824096385542168,95.06602457831326
2025-04-01,74.8612048192771,12.902650602409638,2.257349879518072,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5985542168674699,0.5824096385542168,95.05373542168675
2025-04-02,74.8612048192771,12.902650602409638,2.2571089156626507,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5968674698795181,0.5824096385542168,95.05180771084338
2025-04-03,74.85807228915662,12.902650602409638,2.2571089156626507,1.4306024096385543,1.1797590361445782,0.6272289156626506,0.6139759036144579,0.5968674698795181,0.5824096385542168,95.0486751807229
2025-04-09,74.85807228915662,12.902650602409638,2.2571089156626507,1.4409638554216868,1.1797590361445782,0.6272289156626506,0.603132530120482,0.5968674698795181,0.5824096385542168,95.04819325301204
2025-04-14,74.85807228915662,12.902650602409638,2.250843855421687,1.4409638554216868,1.1797590361445782,0.6272289156626506,0.603132530120482,0.5968674698795181,0.5824096385542168,95.04192819277108
2025-04-16,74.85807228915662,12.902650602409638,2.250843855421687,1.44144578313253,1.1797590361445782,0.6272289156626506,0.603132530120482,0.5968674698795181,0.5824096385542168,95.04241012048192
2025-04-30,74.85807228915662,12.902650602409638,2.250843855421687,1.44144578313253,1.1797590361445782,0.6272289156626506,0.603132530120482,0.5968674698795181,0.5775903614457831,95.0375908433735
